piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	lyricist_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus	staff_3_instrument	staff_3_ambitus	staff_4_instrument	staff_4_ambitus	staff_5_instrument	staff_5_ambitus	staff_6_instrument	staff_6_ambitus	staff_7_instrument	staff_7_ambitus	staff_8_instrument	staff_8_ambitus	staff_9_instrument	staff_9_ambitus	staff_10_instrument	staff_10_ambitus	staff_11_instrument	staff_11_ambitus	staff_12_instrument	staff_12_ambitus	staff_13_instrument	staff_13_ambitus	staff_14_instrument	staff_14_ambitus	staff_15_instrument	staff_15_ambitus	staff_16_instrument	staff_16_ambitus	staff_17_instrument	staff_17_ambitus	staff_18_instrument	staff_18_ambitus	staff_19_instrument	staff_19_ambitus	staff_20_instrument	staff_20_ambitus
Piano_Concerto_No._2_Opus_18_1st_Movement__Rachmaninoff	1: 2/2	1: -3, 121: -1	374	374	1498.5	374	374	1498.5	17432.24	13554	4078	0	0	0	Sergei Vasilievich Rachmaninoff(1873 - 1943)	Piano Concerto No. 2					Сергей Васильевич Рахманинов			2015-03-24	3.02	Microsoft Windows	http://musescore.com/user/19710/scores/8300378		Piano Concerto No. 2	"<font size=""14""/>1<sup>st</sup> Movement
Opus 18"	Сергей Васильевич Рахманинов	"Sergei Vasilievich Rachmaninoff
(1873–1943)"	3.6.2	2.6.0.post1.dev1+ga429209ac.d20260201	.	./Piano_Concerto_No._2_Opus_18_1st_Movement__Rachmaninoff.mscx	False	24-96 (C1-C7)	Fløyte	60-91 (C4-G6)	Obo	60-87 (C4-Eb6)	B♭-klarinett	51-84 (Eb3-C6)	B♭ Clarinet	58-64 (Bb3-E4)	Fagott	36-67 (C2-G4)	F-horn	48-73 (C3-Db5)	F-horn	43-72 (G2-C5)	B♭-trompet	55-79 (G3-G5)	Trombone	48-65 (C3-F4)	Trombone	41-56 (F2-Ab3)	Tuba	29-45 (F1-A2)	Pauker	43-48 (G2-C3)	Piano	24-96 (C1-C7)	Piano	24-83 (C1-Cb6)	Fioliner	55-91 (G3-G6)	Fioliner	55-87 (G3-Eb6)	Bratsjer	48-82 (C3-Bb5)	Celloer	36-71 (C2-B4)	Violoncellos	36-56 (C2-Ab3)	Kontrabasser	28-48 (E1-C3)
