mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
201	201	201	201a	1605/2	1605/2	0.5	1/2	1/2	2/2	20	1	1/8			1/8	1		8	44	G#2	2	5385
201	201	201	201a	1605/2	1605/2	1.0	1/2	1/2	2/2	6	1	1/4			1/4	1		-6	54	Gb3	3	5355
201	201	201	201a	1605/2	1605/2	0.5	1/2	1/2	2/2	18	1	1/8			1/8	1		8	56	G#3	3	5380
201	201	201	201a	1605/2	1605/2	1.0	1/2	1/2	2/2	7	1	1/4			1/4	1		0	60	C4	4	5357
201	201	201	201a	1605/2	1605/2	1.0	1/2	1/2	2/2	6	1	1/4			1/4	1		-8	64	Fb4	4	5355
201	201	201	201a	1605/2	1605/2	0.25	1/2	1/2	2/2	14	1	1/16			1/16	1		4	76	E5	5	5372
201	201	201	201a	1605/2	1605/2	1.0	1/2	1/2	2/2	14	2	1/4			1/4	1		4	76	E5	5	5376
201	201	201	201a	3211/4	3211/4	0.25	9/16	9/16	2/2	14	1	1/16			1/16	1		8	68	G#4	4	5373
201	201	201	201a	803	803	0.5	5/8	5/8	2/2	20	1	1/8			1/8	1		8	44	G#2	2	5386
201	201	201	201a	803	803	0.5	5/8	5/8	2/2	18	1	1/8			1/8	1		8	56	G#3	3	5381
201	201	201	201a	803	803	0.25	5/8	5/8	2/2	14	1	1/16			1/16	1		3	69	A4	4	5374
201	201	201	201a	3213/4	3213/4	0.25	11/16	11/16	2/2	14	1	1/16			1/16	1		6	66	F#4	4	5375
201	201	201	201a	1607/2	1607/2	0.5	3/4	3/4	2/2	20	1	1/8			1/8	1		8	44	G#2	2	5387
201	201	201	201a	1607/2	1607/2	1.0	3/4	3/4	2/2	6	1	1/4			1/4	1		-6	54	Gb3	3	5356
201	201	201	201a	1607/2	1607/2	0.5	3/4	3/4	2/2	18	1	1/8			1/8	1		8	56	G#3	3	5382
201	201	201	201a	1607/2	1607/2	1.0	3/4	3/4	2/2	7	1	1/4			1/4	1		0	60	C4	4	5358
201	201	201	201a	1607/2	1607/2	1.0	3/4	3/4	2/2	6	1	1/4			1/4	1		-3	63	Eb4	4	5356
201	201	201	201a	1607/2	1607/2	0.25	3/4	3/4	2/2	13	2	1/16			1/16	1		9	75	D#5	5	5363
201	201	201	201a	1607/2	1607/2	1.0	3/4	3/4	2/2	13	1	1/4			1/4	1		9	75	D#5	5	5362
201	201	201	201a	3215/4	3215/4	0.25	13/16	13/16	2/2	13	2	1/16			1/16	1		6	78	F#5	5	5364
201	201	201	201a	804	804	0.5	7/8	7/8	2/2	20	1	1/8			1/8	1		6	42	F#2	2	5388
201	201	201	201a	804	804	0.5	7/8	7/8	2/2	18	1	1/8			1/8	1		6	54	F#3	3	5383
201	201	201	201a	804	804	0.25	7/8	7/8	2/2	13	2	1/16			1/16	1		3	81	A5	5	5365
201	201	201	201a	3217/4	3217/4	0.25	15/16	15/16	2/2	13	2	1/16			1/16	1		6	90	F#6	6	5366
202	202	202	202a	1609/2	1609/2	1.0	0	0	2/2	20	1	1/4			1/4	1		8	32	G#1	1	5425
202	202	202	202a	1609/2	1609/2	1.0	0	0	2/2	18	1	1/4			1/4	1		8	44	G#2	2	5420
202	202	202	202a	1609/2	1609/2	1.0	0	0	2/2	3	2	1/4			1/4	1		-4	56	Ab3	3	5396
202	202	202	202a	1609/2	1609/2	2.0	0	0	2/2	3	1	1/2			1/2	1		-5	61	Db4	4	5395
202	202	202	202a	1609/2	1609/2	2.0	0	0	2/2	1	2	1/2			1/2	1		6	66	F#4	4	5391
202	202	202	202a	1609/2	1609/2	2.0	0	0	2/2	2	2	1/2			1/2	1		6	66	F#4	4	5394
202	202	202	202a	1609/2	1609/2	0.25	0	0	2/2	14	1	1/16			1/16	1		8	68	G#4	4	5410
202	202	202	202a	1609/2	1609/2	1.0	0	0	2/2	1	1	1/4			1/4	1		8	68	G#4	4	5389
202	202	202	202a	1609/2	1609/2	1.0	0	0	2/2	2	1	1/4			1/4	1		8	68	G#4	4	5392
202	202	202	202a	3219/4	3219/4	0.25	1/16	1/16	2/2	14	1	1/16			1/16	1		8	56	G#3	3	5411
202	202	202	202a	805	805	0.25	1/8	1/8	2/2	14	1	1/16			1/16	1		8	68	G#4	4	5412
202	202	202	202a	3221/4	3221/4	0.25	3/16	3/16	2/2	14	1	1/16			1/16	1		8	56	G#3	3	5413
202	202	202	202a	1611/2	1611/2	1.0	1/4	1/4	2/2	3	2	1/4			1/4	1		-6	54	Gb3	3	5397
202	202	202	202a	1611/2	1611/2	0.3333333333333333	1/4	1/4	2/2	13	1	1/12			1/8	2/3		3	69	A4	4	5402
202	202	202	202a	1611/2	1611/2	0.5	1/4	1/4	2/2	14	1	1/8			1/8	1		3	69	A4	4	5414
202	202	202	202a	1611/2	1611/2	3.0	1/4	1/4	2/2	1	1	3/4			1/2	3/2		3	69	A4	4	5390
202	202	202	202a	1611/2	1611/2	3.0	1/4	1/4	2/2	2	1	3/4			1/2	3/2		3	69	A4	4	5393
202	202	202	202a	1611/2	1611/2	0.3333333333333333	1/4	1/4	2/2	13	1	1/12			1/8	2/3		3	81	A5	5	5402
202	202	202	202a	4835/6	4835/6	0.3333333333333333	1/3	1/3	2/2	13	1	1/12			1/8	2/3		3	69	A4	4	5403
202	202	202	202a	4835/6	4835/6	0.3333333333333333	1/3	1/3	2/2	13	1	1/12			1/8	2/3		3	81	A5	5	5403
202	202	202	202a	4837/6	4837/6	0.3333333333333333	5/12	5/12	2/2	13	1	1/12			1/8	2/3		3	69	A4	4	5404
202	202	202	202a	4837/6	4837/6	0.3333333333333333	5/12	5/12	2/2	13	1	1/12			1/8	2/3		3	81	A5	5	5404
202	202	202	202a	1613/2	1613/2	0.5	1/2	1/2	2/2	20	1	1/8			1/8	1		6	42	F#2	2	5426
202	202	202	202a	1613/2	1613/2	0.5	1/2	1/2	2/2	18	1	1/8			1/8	1		6	54	F#3	3	5421
202	202	202	202a	1613/2	1613/2	1.0	1/2	1/2	2/2	6	1	1/4			1/4	1		-6	54	Gb3	3	5398
202	202	202	202a	1613/2	1613/2	1.0	1/2	1/2	2/2	7	1	1/4			1/4	1		-9	57	Bbb3	3	5400
202	202	202	202a	1613/2	1613/2	1.0	1/2	1/2	2/2	6	1	1/4			1/4	1		-3	63	Eb4	4	5398
202	202	202	202a	1613/2	1613/2	0.25	1/2	1/2	2/2	14	1	1/16			1/16	1		9	75	D#5	5	5415
202	202	202	202a	1613/2	1613/2	1.0	1/2	1/2	2/2	14	2	1/4			1/4	1		9	75	D#5	5	5419
202	202	202	202a	3227/4	3227/4	0.25	9/16	9/16	2/2	14	1	1/16			1/16	1		8	68	G#4	4	5416
202	202	202	202a	807	807	0.5	5/8	5/8	2/2	20	1	1/8			1/8	1		6	42	F#2	2	5427
202	202	202	202a	807	807	0.5	5/8	5/8	2/2	18	1	1/8			1/8	1		6	54	F#3	3	5422
202	202	202	202a	807	807	0.25	5/8	5/8	2/2	14	1	1/16			1/16	1		3	69	A4	4	5417
202	202	202	202a	3229/4	3229/4	0.25	11/16	11/16	2/2	14	1	1/16			1/16	1		6	66	F#4	4	5418
202	202	202	202a	1615/2	1615/2	0.5	3/4	3/4	2/2	20	1	1/8			1/8	1		6	42	F#2	2	5428
202	202	202	202a	1615/2	1615/2	0.5	3/4	3/4	2/2	18	1	1/8			1/8	1		6	54	F#3	3	5423
202	202	202	202a	1615/2	1615/2	1.0	3/4	3/4	2/2	6	1	1/4			1/4	1		-6	54	Gb3	3	5399
202	202	202	202a	1615/2	1615/2	1.0	3/4	3/4	2/2	7	1	1/4			1/4	1		-9	57	Bbb3	3	5401
202	202	202	202a	1615/2	1615/2	1.0	3/4	3/4	2/2	6	1	1/4			1/4	1		-5	61	Db4	4	5399
202	202	202	202a	1615/2	1615/2	0.25	3/4	3/4	2/2	13	2	1/16			1/16	1		7	73	C#5	5	5406
202	202	202	202a	1615/2	1615/2	1.0	3/4	3/4	2/2	13	1	1/4			1/4	1		7	73	C#5	5	5405
202	202	202	202a	3231/4	3231/4	0.25	13/16	13/16	2/2	13	2	1/16			1/16	1		6	78	F#5	5	5407
202	202	202	202a	808	808	0.5	7/8	7/8	2/2	20	1	1/8			1/8	1		4	40	E2	2	5429
202	202	202	202a	808	808	0.5	7/8	7/8	2/2	18	1	1/8			1/8	1		4	52	E3	3	5424
202	202	202	202a	808	808	0.25	7/8	7/8	2/2	13	2	1/16			1/16	1		3	81	A5	5	5408
202	202	202	202a	3233/4	3233/4	0.25	15/16	15/16	2/2	13	2	1/16			1/16	1		6	90	F#6	6	5409
203	203	203	203a	1617/2	1617/2	1.0	0	0	2/2	20	1	1/4			1/4	1		8	32	G#1	1	5466
203	203	203	203a	1617/2	1617/2	1.0	0	0	2/2	18	1	1/4			1/4	1		8	44	G#2	2	5461
203	203	203	203a	1617/2	1617/2	1.0	0	0	2/2	3	2	1/4			1/4	1		-4	56	Ab3	3	5437
203	203	203	203a	1617/2	1617/2	2.0	0	0	2/2	3	1	1/2			1/2	1		0	60	C4	4	5436
203	203	203	203a	1617/2	1617/2	2.0	0	0	2/2	1	2	1/2			1/2	1		6	66	F#4	4	5432
203	203	203	203a	1617/2	1617/2	2.0	0	0	2/2	2	2	1/2			1/2	1		6	66	F#4	4	5435
203	203	203	203a	1617/2	1617/2	0.25	0	0	2/2	14	1	1/16			1/16	1		8	68	G#4	4	5451
203	203	203	203a	1617/2	1617/2	1.0	0	0	2/2	1	1	1/4			1/4	1		8	68	G#4	4	5430
203	203	203	203a	1617/2	1617/2	1.0	0	0	2/2	2	1	1/4			1/4	1		8	68	G#4	4	5433
203	203	203	203a	3235/4	3235/4	0.25	1/16	1/16	2/2	14	1	1/16			1/16	1		8	56	G#3	3	5452
203	203	203	203a	809	809	0.25	1/8	1/8	2/2	14	1	1/16			1/16	1		8	68	G#4	4	5453
203	203	203	203a	3237/4	3237/4	0.25	3/16	3/16	2/2	14	1	1/16			1/16	1		8	56	G#3	3	5454
203	203	203	203a	1619/2	1619/2	1.0	1/4	1/4	2/2	3	2	1/4			1/4	1		-6	54	Gb3	3	5438
203	203	203	203a	1619/2	1619/2	0.3333333333333333	1/4	1/4	2/2	13	1	1/12			1/8	2/3		3	69	A4	4	5443
203	203	203	203a	1619/2	1619/2	0.5	1/4	1/4	2/2	14	1	1/8			1/8	1		3	69	A4	4	5455
203	203	203	203a	1619/2	1619/2	3.0	1/4	1/4	2/2	1	1	3/4			1/2	3/2		3	69	A4	4	5431
203	203	203	203a	1619/2	1619/2	3.0	1/4	1/4	2/2	2	1	3/4			1/2	3/2		3	69	A4	4	5434
203	203	203	203a	1619/2	1619/2	0.3333333333333333	1/4	1/4	2/2	13	1	1/12			1/8	2/3		3	81	A5	5	5443
203	203	203	203a	4859/6	4859/6	0.3333333333333333	1/3	1/3	2/2	13	1	1/12			1/8	2/3		3	69	A4	4	5444
203	203	203	203a	4859/6	4859/6	0.3333333333333333	1/3	1/3	2/2	13	1	1/12			1/8	2/3		3	81	A5	5	5444
203	203	203	203a	4861/6	4861/6	0.3333333333333333	5/12	5/12	2/2	13	1	1/12			1/8	2/3		3	69	A4	4	5445
203	203	203	203a	4861/6	4861/6	0.3333333333333333	5/12	5/12	2/2	13	1	1/12			1/8	2/3		3	81	A5	5	5445
203	203	203	203a	1621/2	1621/2	0.5	1/2	1/2	2/2	20	1	1/8			1/8	1		4	40	E2	2	5467
203	203	203	203a	1621/2	1621/2	0.5	1/2	1/2	2/2	18	1	1/8			1/8	1		4	52	E3	3	5462
203	203	203	203a	1621/2	1621/2	1.0	1/2	1/2	2/2	6	1	1/4			1/4	1		-6	54	Gb3	3	5439
203	203	203	203a	1621/2	1621/2	1.0	1/2	1/2	2/2	7	1	1/4			1/4	1		-9	57	Bbb3	3	5441
203	203	203	203a	1621/2	1621/2	1.0	1/2	1/2	2/2	6	1	1/4			1/4	1		-5	61	Db4	4	5439
203	203	203	203a	1621/2	1621/2	0.25	1/2	1/2	2/2	14	1	1/16			1/16	1		7	73	C#5	5	5456
203	203	203	203a	1621/2	1621/2	1.0	1/2	1/2	2/2	14	2	1/4			1/4	1		7	73	C#5	5	5460
203	203	203	203a	3243/4	3243/4	0.25	9/16	9/16	2/2	14	1	1/16			1/16	1		8	68	G#4	4	5457
203	203	203	203a	811	811	0.5	5/8	5/8	2/2	20	1	1/8			1/8	1		4	40	E2	2	5468
203	203	203	203a	811	811	0.5	5/8	5/8	2/2	18	1	1/8			1/8	1		4	52	E3	3	5463
203	203	203	203a	811	811	0.25	5/8	5/8	2/2	14	1	1/16			1/16	1		3	69	A4	4	5458
203	203	203	203a	3245/4	3245/4	0.25	11/16	11/16	2/2	14	1	1/16			1/16	1		6	66	F#4	4	5459
203	203	203	203a	1623/2	1623/2	0.5	3/4	3/4	2/2	20	1	1/8			1/8	1		4	40	E2	2	5469
203	203	203	203a	1623/2	1623/2	0.5	3/4	3/4	2/2	18	1	1/8			1/8	1		4	52	E3	3	5464
203	203	203	203a	1623/2	1623/2	1.0	3/4	3/4	2/2	6	1	1/4			1/4	1		-6	54	Gb3	3	5440
203	203	203	203a	1623/2	1623/2	1.0	3/4	3/4	2/2	7	1	1/4			1/4	1		-9	57	Bbb3	3	5442
203	203	203	203a	1623/2	1623/2	1.0	3/4	3/4	2/2	6	1	1/4			1/4	1		0	60	C4	4	5440
203	203	203	203a	1623/2	1623/2	0.25	3/4	3/4	2/2	13	2	1/16			1/16	1		12	72	B#4	4	5447
203	203	203	203a	1623/2	1623/2	1.0	3/4	3/4	2/2	13	1	1/4			1/4	1		12	72	B#4	4	5446
203	203	203	203a	3247/4	3247/4	0.25	13/16	13/16	2/2	13	2	1/16			1/16	1		6	78	F#5	5	5448
203	203	203	203a	812	812	0.5	7/8	7/8	2/2	20	1	1/8			1/8	1		9	39	D#2	2	5470
203	203	203	203a	812	812	0.5	7/8	7/8	2/2	18	1	1/8			1/8	1		9	51	D#3	3	5465
203	203	203	203a	812	812	0.25	7/8	7/8	2/2	13	2	1/16			1/16	1		3	81	A5	5	5449
203	203	203	203a	3249/4	3249/4	0.25	15/16	15/16	2/2	13	2	1/16			1/16	1		6	90	F#6	6	5450
204	204	204	204a	1625/2	1625/2	1.0	0	0	2/2	20	1	1/4			1/4	1		8	32	G#1	1	5509
204	204	204	204a	1625/2	1625/2	1.0	0	0	2/2	18	1	1/4			1/4	1		8	44	G#2	2	5508
204	204	204	204a	1625/2	1625/2	1.0	0	0	2/2	5	1	1/4			1/4	1		6	54	F#3	3	5477
204	204	204	204a	1625/2	1625/2	1.0	0	0	2/2	16	1	1/4			1/4	1		3	57	A3	3	5504
204	204	204	204a	1625/2	1625/2	1.0	0	0	2/2	15	1	1/4			1/4	1		7	61	C#4	4	5500
204	204	204	204a	1625/2	1625/2	1.0	0	0	2/2	1	1	1/4			1/4	1		9	63	D#4	4	5471
204	204	204	204a	1625/2	1625/2	1.0	0	0	2/2	2	1	1/4			1/4	1		9	63	D#4	4	5474
204	204	204	204a	1625/2	1625/2	0.25	0	0	2/2	14	1	1/16			1/16	1		7	73	C#5	5	5490
204	204	204	204a	1625/2	1625/2	1.0	0	0	2/2	14	2	1/4			1/4	1		7	73	C#5	5	5498
204	204	204	204a	3251/4	3251/4	0.25	1/16	1/16	2/2	14	1	1/16			1/16	1		3	69	A4	4	5491
204	204	204	204a	813	813	0.25	1/8	1/8	2/2	14	1	1/16			1/16	1		8	68	G#4	4	5492
204	204	204	204a	3253/4	3253/4	0.25	3/16	3/16	2/2	14	1	1/16			1/16	1		6	66	F#4	4	5493
204	204	204	204a	1627/2	1627/2	2.0	1/4	1/4	2/2	5	1	1/2			1/2	1		4	52	E3	3	5478
204	204	204	204a	1627/2	1627/2	1.0	1/4	1/4	2/2	16	1	1/4			1/4	1		8	56	G#3	3	5505
204	204	204	204a	1627/2	1627/2	1.0	1/4	1/4	2/2	15	1	1/4			1/4	1		12	60	B#3	3	5501
204	204	204	204a	1627/2	1627/2	2.0	1/4	1/4	2/2	1	1	1/2			1/2	1		4	64	E4	4	5472
204	204	204	204a	1627/2	1627/2	2.0	1/4	1/4	2/2	2	1	1/2			1/2	1		4	64	E4	4	5475
204	204	204	204a	1627/2	1627/2	0.25	1/4	1/4	2/2	13	1	1/16			1/16	1		12	72	B#4	4	5480
204	204	204	204a	1627/2	1627/2	1.0	1/4	1/4	2/2	13	2	1/4			1/4	1		12	72	B#4	4	5488
204	204	204	204a	3255/4	3255/4	0.25	5/16	5/16	2/2	13	1	1/16			1/16	1		3	69	A4	4	5481
204	204	204	204a	814	814	0.25	3/8	3/8	2/2	13	1	1/16			1/16	1		8	68	G#4	4	5482
204	204	204	204a	3257/4	3257/4	0.25	7/16	7/16	2/2	13	1	1/16			1/16	1		6	66	F#4	4	5483
204	204	204	204a	1629/2	1629/2	1.0	1/2	1/2	2/2	16	1	1/4			1/4	1		3	57	A3	3	5506
204	204	204	204a	1629/2	1629/2	1.0	1/2	1/2	2/2	15	1	1/4			1/4	1		7	61	C#4	4	5502
204	204	204	204a	1629/2	1629/2	0.25	1/2	1/2	2/2	14	1	1/16			1/16	1		7	73	C#5	5	5494
204	204	204	204a	1629/2	1629/2	1.0	1/2	1/2	2/2	14	2	1/4			1/4	1		7	73	C#5	5	5499
204	204	204	204a	3259/4	3259/4	0.25	9/16	9/16	2/2	14	1	1/16			1/16	1		3	69	A4	4	5495
204	204	204	204a	815	815	0.25	5/8	5/8	2/2	14	1	1/16			1/16	1		8	68	G#4	4	5496
204	204	204	204a	3261/4	3261/4	0.25	11/16	11/16	2/2	14	1	1/16			1/16	1		6	66	F#4	4	5497
204	204	204	204a	1631/2	1631/2	1.0	3/4	3/4	2/2	5	1	1/4			1/4	1		9	51	D#3	3	5479
204	204	204	204a	1631/2	1631/2	1.0	3/4	3/4	2/2	16	1	1/4			1/4	1		8	56	G#3	3	5507
204	204	204	204a	1631/2	1631/2	1.0	3/4	3/4	2/2	15	1	1/4			1/4	1		12	60	B#3	3	5503
204	204	204	204a	1631/2	1631/2	1.0	3/4	3/4	2/2	1	1	1/4			1/4	1		6	66	F#4	4	5473
204	204	204	204a	1631/2	1631/2	1.0	3/4	3/4	2/2	2	1	1/4			1/4	1		6	66	F#4	4	5476
204	204	204	204a	1631/2	1631/2	0.25	3/4	3/4	2/2	13	1	1/16			1/16	1		12	72	B#4	4	5484
204	204	204	204a	1631/2	1631/2	1.0	3/4	3/4	2/2	13	2	1/4			1/4	1		12	72	B#4	4	5489
204	204	204	204a	3263/4	3263/4	0.25	13/16	13/16	2/2	13	1	1/16			1/16	1		3	69	A4	4	5485
204	204	204	204a	816	816	0.25	7/8	7/8	2/2	13	1	1/16			1/16	1		8	68	G#4	4	5486
204	204	204	204a	3265/4	3265/4	0.25	15/16	15/16	2/2	13	1	1/16			1/16	1		6	66	F#4	4	5487
205	205	205	205a	1633/2	1633/2	1.0	0	0	2/2	5	1	1/4			1/4	1		8	44	G#2	2	5519
205	205	205	205a	1633/2	1633/2	1.0	0	0	2/2	3	2	1/4			1/4	1		-6	54	Gb3	3	5517
205	205	205	205a	1633/2	1633/2	1.0	0	0	2/2	16	1	1/4			1/4	1		8	56	G#3	3	5543
205	205	205	205a	1633/2	1633/2	1.0	0	0	2/2	15	1	1/4			1/4	1		5	59	B3	3	5542
205	205	205	205a	1633/2	1633/2	2.0	0	0	2/2	3	1	1/2			1/2	1		-7	59	Cb4	4	5516
205	205	205	205a	1633/2	1633/2	2.0	0	0	2/2	1	2	1/2			1/2	1		4	64	E4	4	5512
205	205	205	205a	1633/2	1633/2	2.0	0	0	2/2	2	2	1/2			1/2	1		4	64	E4	4	5515
205	205	205	205a	1633/2	1633/2	0.25	0	0	2/2	14	1	1/16			1/16	1		6	66	F#4	4	5532
205	205	205	205a	1633/2	1633/2	1.0	0	0	2/2	1	1	1/4			1/4	1		6	66	F#4	4	5510
205	205	205	205a	1633/2	1633/2	1.0	0	0	2/2	2	1	1/4			1/4	1		6	66	F#4	4	5513
205	205	205	205a	3267/4	3267/4	0.25	1/16	1/16	2/2	14	1	1/16			1/16	1		8	56	G#3	3	5533
205	205	205	205a	817	817	0.25	1/8	1/8	2/2	14	1	1/16			1/16	1		6	66	F#4	4	5534
205	205	205	205a	3269/4	3269/4	0.25	3/16	3/16	2/2	14	1	1/16			1/16	1		8	56	G#3	3	5535
205	205	205	205a	1635/2	1635/2	1.0	1/4	1/4	2/2	3	2	1/4			1/4	1		-8	52	Fb3	3	5518
205	205	205	205a	1635/2	1635/2	0.5	1/4	1/4	2/2	14	1	1/8			1/8	1		8	68	G#4	4	5536
205	205	205	205a	1635/2	1635/2	3.0	1/4	1/4	2/2	1	1	3/4			1/2	3/2		8	68	G#4	4	5511
205	205	205	205a	1635/2	1635/2	3.0	1/4	1/4	2/2	2	1	3/4			1/2	3/2		8	68	G#4	4	5514
205	205	205	205a	1635/2	1635/2	0.3333333333333333	1/4	1/4	2/2	13	1	1/12			1/8	2/3		8	80	G#5	5	5524
205	205	205	205a	1635/2	1635/2	0.3333333333333333	1/4	1/4	2/2	13	1	1/12			1/8	2/3		8	92	G#6	6	5524
205	205	205	205a	4907/6	4907/6	0.3333333333333333	1/3	1/3	2/2	13	1	1/12			1/8	2/3		8	80	G#5	5	5525
205	205	205	205a	4907/6	4907/6	0.3333333333333333	1/3	1/3	2/2	13	1	1/12			1/8	2/3		8	92	G#6	6	5525
205	205	205	205a	4909/6	4909/6	0.3333333333333333	5/12	5/12	2/2	13	1	1/12			1/8	2/3		8	80	G#5	5	5526
205	205	205	205a	4909/6	4909/6	0.3333333333333333	5/12	5/12	2/2	13	1	1/12			1/8	2/3		8	92	G#6	6	5526
205	205	205	205a	1637/2	1637/2	0.5	1/2	1/2	2/2	20	1	1/8			1/8	1		6	42	F#2	2	5548
205	205	205	205a	1637/2	1637/2	0.5	1/2	1/2	2/2	18	1	1/8			1/8	1		6	54	F#3	3	5544
205	205	205	205a	1637/2	1637/2	1.0	1/2	1/2	2/2	6	1	1/4			1/4	1		-4	56	Ab3	3	5520
205	205	205	205a	1637/2	1637/2	1.0	1/2	1/2	2/2	7	1	1/4			1/4	1		-7	59	Cb4	4	5522
205	205	205	205a	1637/2	1637/2	1.0	1/2	1/2	2/2	6	1	1/4			1/4	1		-3	63	Eb4	4	5520
205	205	205	205a	1637/2	1637/2	0.25	1/2	1/2	2/2	14	1	1/16			1/16	1		9	75	D#5	5	5537
205	205	205	205a	1637/2	1637/2	1.0	1/2	1/2	2/2	14	2	1/4			1/4	1		9	75	D#5	5	5541
205	205	205	205a	3275/4	3275/4	0.25	9/16	9/16	2/2	14	1	1/16			1/16	1		8	68	G#4	4	5538
205	205	205	205a	819	819	0.5	5/8	5/8	2/2	20	1	1/8			1/8	1		6	42	F#2	2	5549
205	205	205	205a	819	819	0.5	5/8	5/8	2/2	18	1	1/8			1/8	1		6	54	F#3	3	5545
205	205	205	205a	819	819	0.25	5/8	5/8	2/2	14	1	1/16			1/16	1		6	66	F#4	4	5539
205	205	205	205a	3277/4	3277/4	0.25	11/16	11/16	2/2	14	1	1/16			1/16	1		8	68	G#4	4	5540
205	205	205	205a	1639/2	1639/2	0.5	3/4	3/4	2/2	20	1	1/8			1/8	1		6	42	F#2	2	5550
205	205	205	205a	1639/2	1639/2	0.5	3/4	3/4	2/2	18	1	1/8			1/8	1		6	54	F#3	3	5546
205	205	205	205a	1639/2	1639/2	1.0	3/4	3/4	2/2	6	1	1/4			1/4	1		-4	56	Ab3	3	5521
205	205	205	205a	1639/2	1639/2	1.0	3/4	3/4	2/2	7	1	1/4			1/4	1		-7	59	Cb4	4	5523
205	205	205	205a	1639/2	1639/2	1.0	3/4	3/4	2/2	6	1	1/4			1/4	1		-5	61	Db4	4	5521
205	205	205	205a	1639/2	1639/2	0.25	3/4	3/4	2/2	13	2	1/16			1/16	1		7	73	C#5	5	5528
205	205	205	205a	1639/2	1639/2	1.0	3/4	3/4	2/2	13	1	1/4			1/4	1		7	73	C#5	5	5527
205	205	205	205a	3279/4	3279/4	0.25	13/16	13/16	2/2	13	2	1/16			1/16	1		8	68	G#4	4	5529
205	205	205	205a	820	820	0.5	7/8	7/8	2/2	20	1	1/8			1/8	1		4	40	E2	2	5551
205	205	205	205a	820	820	0.5	7/8	7/8	2/2	18	1	1/8			1/8	1		4	52	E3	3	5547
205	205	205	205a	820	820	0.25	7/8	7/8	2/2	13	2	1/16			1/16	1		7	73	C#5	5	5530
205	205	205	205a	3281/4	3281/4	0.25	15/16	15/16	2/2	13	2	1/16			1/16	1		8	80	G#5	5	5531
206	206	206	206a	1641/2	1641/2	1.0	0	0	2/2	20	1	1/4			1/4	1		8	32	G#1	1	5588
206	206	206	206a	1641/2	1641/2	1.0	0	0	2/2	18	1	1/4			1/4	1		8	44	G#2	2	5583
206	206	206	206a	1641/2	1641/2	1.0	0	0	2/2	3	2	1/4			1/4	1		-6	54	Gb3	3	5559
206	206	206	206a	1641/2	1641/2	2.0	0	0	2/2	3	1	1/2			1/2	1		0	60	C4	4	5558
206	206	206	206a	1641/2	1641/2	2.0	0	0	2/2	1	2	1/2			1/2	1		4	64	E4	4	5554
206	206	206	206a	1641/2	1641/2	2.0	0	0	2/2	2	2	1/2			1/2	1		4	64	E4	4	5557
206	206	206	206a	1641/2	1641/2	0.25	0	0	2/2	14	1	1/16			1/16	1		6	66	F#4	4	5573
206	206	206	206a	1641/2	1641/2	1.0	0	0	2/2	1	1	1/4			1/4	1		6	66	F#4	4	5552
206	206	206	206a	1641/2	1641/2	1.0	0	0	2/2	2	1	1/4			1/4	1		6	66	F#4	4	5555
206	206	206	206a	3283/4	3283/4	0.25	1/16	1/16	2/2	14	1	1/16			1/16	1		8	56	G#3	3	5574
206	206	206	206a	821	821	0.25	1/8	1/8	2/2	14	1	1/16			1/16	1		6	66	F#4	4	5575
206	206	206	206a	3285/4	3285/4	0.25	3/16	3/16	2/2	14	1	1/16			1/16	1		8	56	G#3	3	5576
206	206	206	206a	1643/2	1643/2	1.0	1/4	1/4	2/2	3	2	1/4			1/4	1		-8	52	Fb3	3	5560
206	206	206	206a	1643/2	1643/2	0.5	1/4	1/4	2/2	14	1	1/8			1/8	1		8	68	G#4	4	5577
206	206	206	206a	1643/2	1643/2	3.0	1/4	1/4	2/2	1	1	3/4			1/2	3/2		8	68	G#4	4	5553
206	206	206	206a	1643/2	1643/2	3.0	1/4	1/4	2/2	2	1	3/4			1/2	3/2		8	68	G#4	4	5556
206	206	206	206a	1643/2	1643/2	0.3333333333333333	1/4	1/4	2/2	13	1	1/12			1/8	2/3		8	80	G#5	5	5565
206	206	206	206a	1643/2	1643/2	0.3333333333333333	1/4	1/4	2/2	13	1	1/12			1/8	2/3		8	92	G#6	6	5565
206	206	206	206a	4931/6	4931/6	0.3333333333333333	1/3	1/3	2/2	13	1	1/12			1/8	2/3		8	80	G#5	5	5566
206	206	206	206a	4931/6	4931/6	0.3333333333333333	1/3	1/3	2/2	13	1	1/12			1/8	2/3		8	92	G#6	6	5566
206	206	206	206a	4933/6	4933/6	0.3333333333333333	5/12	5/12	2/2	13	1	1/12			1/8	2/3		8	80	G#5	5	5567
206	206	206	206a	4933/6	4933/6	0.3333333333333333	5/12	5/12	2/2	13	1	1/12			1/8	2/3		8	92	G#6	6	5567
206	206	206	206a	1645/2	1645/2	0.5	1/2	1/2	2/2	20	1	1/8			1/8	1		4	40	E2	2	5589
206	206	206	206a	1645/2	1645/2	0.5	1/2	1/2	2/2	18	1	1/8			1/8	1		4	52	E3	3	5584
