mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
45	45	45	45a	357/2	357/2	0.3333333333333333	1/2	1/2	2/2	13	1	1/12			1/8	2/3		-4	68	Ab4	4	1143
45	45	45	45a	1073/6	1073/6	0.3333333333333333	7/12	7/12	2/2	13	1	1/12			1/8	2/3		-1	65	F4	4	1144
45	45	45	45a	1075/6	1075/6	0.3333333333333333	2/3	2/3	2/2	13	1	1/12			1/8	2/3		0	60	C4	4	1145
45	45	45	45a	359/2	359/2	1.0	3/4	3/4	2/2	17	1	1/4			1/4	1		1	55	G3	3	1154
45	45	45	45a	359/2	359/2	1.0	3/4	3/4	2/2	18	1	1/4			1/4	1		1	55	G3	3	1156
45	45	45	45a	359/2	359/2	0.3333333333333333	3/4	3/4	2/2	13	1	1/12			1/8	2/3		0	60	C4	4	1146
45	45	45	45a	359/2	359/2	1.0	3/4	3/4	2/2	15	1	1/4			1/4	1		1	67	G4	4	1150
45	45	45	45a	359/2	359/2	1.0	3/4	3/4	2/2	16	1	1/4			1/4	1		1	67	G4	4	1152
45	45	45	45a	1079/6	1079/6	0.3333333333333333	5/6	5/6	2/2	13	1	1/12			1/8	2/3		-2	58	Bb3	3	1147
45	45	45	45a	1081/6	1081/6	0.3333333333333333	11/12	11/12	2/2	13	1	1/12			1/8	2/3		-4	56	Ab3	3	1148
46	46	46	46a	361/2	361/2	0.2857142857142857	0	0	2/2	13	1	1/14			1/8	4/7		1	31	G1	1	1168
46	46	46	46a	361/2	361/2	4.0	0	0	2/2	5	1	1			1	1		1	43	G2	2	1161
46	46	46	46a	361/2	361/2	4.0	0	0	2/2	20	1	1			1	1		1	43	G2	2	1197
46	46	46	46a	361/2	361/2	1.0	0	0	2/2	17	1	1/4			1/4	1		-1	53	F3	3	1189
46	46	46	46a	361/2	361/2	1.0	0	0	2/2	18	1	1/4			1/4	1		-1	53	F3	3	1193
46	46	46	46a	361/2	361/2	4.0	0	0	2/2	5	1	1			1	1		-1	53	F3	3	1161
46	46	46	46a	361/2	361/2	4.0	0	0	2/2	7	2	1			1	1		-1	53	F3	3	1167
46	46	46	46a	361/2	361/2	4.0	0	0	2/2	3	2	1			1	1		5	59	B3	3	1160
46	46	46	46a	361/2	361/2	4.0	0	0	2/2	6	2	1			1	1		5	59	B3	3	1164
46	46	46	46a	361/2	361/2	2.0	0	0	2/2	3	1	1/2			1/2	1		-3	63	Eb4	4	1158
46	46	46	46a	361/2	361/2	2.0	0	0	2/2	6	1	1/2			1/2	1		-3	63	Eb4	4	1162
46	46	46	46a	361/2	361/2	2.0	0	0	2/2	7	1	1/2			1/2	1		-3	63	Eb4	4	1165
46	46	46	46a	361/2	361/2	1.0	0	0	2/2	15	1	1/4			1/4	1		-1	65	F4	4	1181
46	46	46	46a	361/2	361/2	1.0	0	0	2/2	16	1	1/4			1/4	1		-1	65	F4	4	1185
46	46	46	46a	2531/14	2531/14	0.2857142857142857	1/14	1/14	2/2	13	1	1/14			1/8	4/7		1	43	G2	2	1169
46	46	46	46a	2535/14	2535/14	0.2857142857142857	1/7	1/7	2/2	13	1	1/14			1/8	4/7		-1	53	F3	3	1170
46	46	46	46a	2539/14	2539/14	0.2857142857142857	3/14	3/14	2/2	13	1	1/14			1/8	4/7		5	59	B3	3	1171
46	46	46	46a	363/2	363/2	1.0	1/4	1/4	2/2	17	1	1/4			1/4	1		1	55	G3	3	1190
46	46	46	46a	363/2	363/2	1.0	1/4	1/4	2/2	18	1	1/4			1/4	1		1	55	G3	3	1194
46	46	46	46a	363/2	363/2	1.0	1/4	1/4	2/2	15	1	1/4			1/4	1		1	67	G4	4	1182
46	46	46	46a	363/2	363/2	1.0	1/4	1/4	2/2	16	1	1/4			1/4	1		1	67	G4	4	1186
46	46	46	46a	2543/14	2543/14	0.2857142857142857	2/7	2/7	2/2	13	1	1/14			1/8	4/7		1	55	G3	3	1172
46	46	46	46a	2547/14	2547/14	0.2857142857142857	5/14	5/14	2/2	13	1	1/14			1/8	4/7		-3	63	Eb4	4	1173
46	46	46	46a	2551/14	2551/14	0.2857142857142857	3/7	3/7	2/2	13	1	1/14			1/8	4/7		-1	65	F4	4	1174
46	46	46	46a	365/2	365/2	0.3333333333333333	1/2	1/2	2/2	13	1	1/12			1/8	2/3		-1	53	F3	3	1175
46	46	46	46a	365/2	365/2	0.3333333333333333	1/2	1/2	2/2	13	1	1/12			1/8	2/3		-4	56	Ab3	3	1175
46	46	46	46a	365/2	365/2	1.0	1/2	1/2	2/2	17	1	1/4			1/4	1		-4	56	Ab3	3	1191
46	46	46	46a	365/2	365/2	1.0	1/2	1/2	2/2	18	1	1/4			1/4	1		-4	56	Ab3	3	1195
46	46	46	46a	365/2	365/2	2.0	1/2	1/2	2/2	3	1	1/2			1/2	1	1	2	62	D4	4	1159
46	46	46	46a	365/2	365/2	2.0	1/2	1/2	2/2	6	1	1/2			1/2	1	1	2	62	D4	4	1163
46	46	46	46a	365/2	365/2	2.0	1/2	1/2	2/2	7	1	1/2			1/2	1	1	2	62	D4	4	1166
46	46	46	46a	365/2	365/2	1.0	1/2	1/2	2/2	15	1	1/4			1/4	1		-4	68	Ab4	4	1183
46	46	46	46a	365/2	365/2	1.0	1/2	1/2	2/2	16	1	1/4			1/4	1		-4	68	Ab4	4	1187
46	46	46	46a	1097/6	1097/6	0.3333333333333333	7/12	7/12	2/2	13	1	1/12			1/8	2/3		5	59	B3	3	1176
46	46	46	46a	1099/6	1099/6	0.3333333333333333	2/3	2/3	2/2	13	1	1/12			1/8	2/3		2	62	D4	4	1177
46	46	46	46a	367/2	367/2	1.0	3/4	3/4	2/2	17	1	1/4			1/4	1		-2	58	Bb3	3	1192
46	46	46	46a	367/2	367/2	1.0	3/4	3/4	2/2	18	1	1/4			1/4	1		-2	58	Bb3	3	1196
46	46	46	46a	367/2	367/2	0.3333333333333333	3/4	3/4	2/2	13	1	1/12			1/8	2/3		2	62	D4	4	1178
46	46	46	46a	367/2	367/2	1.0	3/4	3/4	2/2	15	1	1/4			1/4	1		-2	70	Bb4	4	1184
46	46	46	46a	367/2	367/2	1.0	3/4	3/4	2/2	16	1	1/4			1/4	1		-2	70	Bb4	4	1188
46	46	46	46a	1103/6	1103/6	0.3333333333333333	5/6	5/6	2/2	13	1	1/12			1/8	2/3		-1	65	F4	4	1179
46	46	46	46a	1105/6	1105/6	0.3333333333333333	11/12	11/12	2/2	13	1	1/12			1/8	2/3		2	74	D5	5	1180
47	47	47	47a	369/2	369/2	0.2857142857142857	0	0	2/2	13	1	1/14			1/8	4/7		-3	39	Eb2	2	1213
47	47	47	47a	369/2	369/2	4.0	0	0	2/2	5	2	1			1	1		-3	39	Eb2	2	1204
47	47	47	47a	369/2	369/2	4.0	0	0	2/2	20	1	1			1	1		-3	39	Eb2	2	1235
47	47	47	47a	369/2	369/2	2.0	0	0	2/2	5	1	1/2			1/2	1		5	47	B2	2	1202
47	47	47	47a	369/2	369/2	2.0	0	0	2/2	7	2	1/2			1/2	1		5	47	B2	2	1211
47	47	47	47a	369/2	369/2	3.0	0	0	2/2	3	2	3/4			1/2	3/2		1	55	G3	3	1200
47	47	47	47a	369/2	369/2	3.0	0	0	2/2	6	2	3/4			1/2	3/2		1	55	G3	3	1207
47	47	47	47a	369/2	369/2	3.0	0	0	2/2	17	1	3/4			1/2	3/2		1	55	G3	3	1231
47	47	47	47a	369/2	369/2	3.0	0	0	2/2	18	1	3/4			1/2	3/2		1	55	G3	3	1233
47	47	47	47a	369/2	369/2	2.0	0	0	2/2	3	1	1/2			1/2	1	-1	2	62	D4	4	1198
47	47	47	47a	369/2	369/2	2.0	0	0	2/2	6	1	1/2			1/2	1	-1	2	62	D4	4	1205
47	47	47	47a	369/2	369/2	2.0	0	0	2/2	7	1	1/2			1/2	1	-1	2	62	D4	4	1209
47	47	47	47a	369/2	369/2	3.0	0	0	2/2	15	1	3/4			1/2	3/2		1	67	G4	4	1227
47	47	47	47a	369/2	369/2	3.0	0	0	2/2	16	1	3/4			1/2	3/2		1	67	G4	4	1229
47	47	47	47a	2587/14	2587/14	0.2857142857142857	1/14	1/14	2/2	13	1	1/14			1/8	4/7		5	47	B2	2	1214
47	47	47	47a	2591/14	2591/14	0.2857142857142857	1/7	1/7	2/2	13	1	1/14			1/8	4/7		1	55	G3	3	1215
47	47	47	47a	2595/14	2595/14	0.2857142857142857	3/14	3/14	2/2	13	1	1/14			1/8	4/7		1	55	G3	3	1216
47	47	47	47a	2599/14	2599/14	0.2857142857142857	2/7	2/7	2/2	13	1	1/14			1/8	4/7		2	62	D4	4	1217
47	47	47	47a	2603/14	2603/14	0.2857142857142857	5/14	5/14	2/2	13	1	1/14			1/8	4/7		1	67	G4	4	1218
47	47	47	47a	2607/14	2607/14	0.2857142857142857	3/7	3/7	2/2	13	1	1/14			1/8	4/7		2	62	D4	4	1219
47	47	47	47a	373/2	373/2	0.2857142857142857	1/2	1/2	2/2	13	1	1/14			1/8	4/7		-2	46	Bb2	2	1220
47	47	47	47a	373/2	373/2	2.0	1/2	1/2	2/2	5	1	1/2			1/2	1		-2	46	Bb2	2	1203
47	47	47	47a	373/2	373/2	2.0	1/2	1/2	2/2	7	2	1/2			1/2	1		-2	46	Bb2	2	1212
47	47	47	47a	373/2	373/2	2.0	1/2	1/2	2/2	3	1	1/2			1/2	1	1	-5	61	Db4	4	1199
47	47	47	47a	373/2	373/2	2.0	1/2	1/2	2/2	6	1	1/2			1/2	1	1	-5	61	Db4	4	1206
47	47	47	47a	373/2	373/2	2.0	1/2	1/2	2/2	7	1	1/2			1/2	1	1	-5	61	Db4	4	1210
47	47	47	47a	2615/14	2615/14	0.2857142857142857	4/7	4/7	2/2	13	1	1/14			1/8	4/7		-3	51	Eb3	3	1221
47	47	47	47a	2619/14	2619/14	0.2857142857142857	9/14	9/14	2/2	13	1	1/14			1/8	4/7		-5	61	Db4	4	1222
47	47	47	47a	2623/14	2623/14	0.2857142857142857	5/7	5/7	2/2	13	1	1/14			1/8	4/7		-5	61	Db4	4	1223
47	47	47	47a	375/2	375/2	1.0	3/4	3/4	2/2	3	2	1/4			1/4	1		-6	54	Gb3	3	1201
47	47	47	47a	375/2	375/2	1.0	3/4	3/4	2/2	6	2	1/4			1/4	1		-6	54	Gb3	3	1208
47	47	47	47a	375/2	375/2	1.0	3/4	3/4	2/2	17	1	1/4			1/4	1		-6	54	Gb3	3	1232
47	47	47	47a	375/2	375/2	1.0	3/4	3/4	2/2	18	1	1/4			1/4	1		-6	54	Gb3	3	1234
47	47	47	47a	375/2	375/2	1.0	3/4	3/4	2/2	15	1	1/4			1/4	1		-6	66	Gb4	4	1228
47	47	47	47a	375/2	375/2	1.0	3/4	3/4	2/2	16	1	1/4			1/4	1		-6	66	Gb4	4	1230
47	47	47	47a	2627/14	2627/14	0.2857142857142857	11/14	11/14	2/2	13	1	1/14			1/8	4/7		-6	66	Gb4	4	1224
47	47	47	47a	2631/14	2631/14	0.2857142857142857	6/7	6/7	2/2	13	1	1/14			1/8	4/7		-5	73	Db5	5	1225
47	47	47	47a	2635/14	2635/14	0.2857142857142857	13/14	13/14	2/2	13	1	1/14			1/8	4/7		-6	66	Gb4	4	1226
48	48	48	48a	377/2	377/2	0.25	0	0	2/2	13	1	1/16			1/8	1/2		-4	32	Ab1	1	1249
48	48	48	48a	377/2	377/2	2.0	0	0	2/2	5	1	1/2			1/2	1		-9	45	Bbb2	2	1239
48	48	48	48a	377/2	377/2	2.0	0	0	2/2	7	2	1/2			1/2	1		-9	45	Bbb2	2	1247
48	48	48	48a	377/2	377/2	2.0	0	0	2/2	20	1	1/2			1/2	1		-9	45	Bbb2	2	1280
48	48	48	48a	377/2	377/2	4.0	0	0	2/2	5	2	1			1	1		-3	51	Eb3	3	1241
48	48	48	48a	377/2	377/2	1.0	0	0	2/2	17	1	1/4			1/4	1		-6	54	Gb3	3	1272
48	48	48	48a	377/2	377/2	1.0	0	0	2/2	18	1	1/4			1/4	1		-6	54	Gb3	3	1276
48	48	48	48a	377/2	377/2	4.0	0	0	2/2	3	2	1			1	1		-6	54	Gb3	3	1238
48	48	48	48a	377/2	377/2	4.0	0	0	2/2	6	2	1			1	1		-6	54	Gb3	3	1244
48	48	48	48a	377/2	377/2	2.0	0	0	2/2	3	1	1/2			1/2	1	-1	-5	61	Db4	4	1236
48	48	48	48a	377/2	377/2	2.0	0	0	2/2	6	1	1/2			1/2	1	-1	-5	61	Db4	4	1242
48	48	48	48a	377/2	377/2	2.0	0	0	2/2	7	1	1/2			1/2	1	-1	-5	61	Db4	4	1245
48	48	48	48a	377/2	377/2	1.0	0	0	2/2	15	1	1/4			1/4	1		-6	66	Gb4	4	1264
48	48	48	48a	377/2	377/2	1.0	0	0	2/2	16	1	1/4			1/4	1		-6	66	Gb4	4	1268
48	48	48	48a	755/4	755/4	0.25	1/16	1/16	2/2	13	1	1/16			1/8	1/2		-4	44	Ab2	2	1250
48	48	48	48a	189	189	0.25	1/8	1/8	2/2	13	1	1/16			1/8	1/2		-3	51	Eb3	3	1251
48	48	48	48a	757/4	757/4	0.25	3/16	3/16	2/2	13	1	1/16			1/8	1/2		-9	57	Bbb3	3	1252
48	48	48	48a	379/2	379/2	0.25	1/4	1/4	2/2	13	1	1/16			1/8	1/2		-1	53	F3	3	1253
48	48	48	48a	379/2	379/2	1.0	1/4	1/4	2/2	17	1	1/4			1/4	1		-1	53	F3	3	1273
48	48	48	48a	379/2	379/2	1.0	1/4	1/4	2/2	18	1	1/4			1/4	1		-1	53	F3	3	1277
48	48	48	48a	379/2	379/2	1.0	1/4	1/4	2/2	15	1	1/4			1/4	1		-1	65	F4	4	1265
48	48	48	48a	379/2	379/2	1.0	1/4	1/4	2/2	16	1	1/4			1/4	1		-1	65	F4	4	1269
48	48	48	48a	759/4	759/4	0.25	5/16	5/16	2/2	13	1	1/16			1/8	1/2		-6	54	Gb3	3	1254
48	48	48	48a	190	190	0.25	3/8	3/8	2/2	13	1	1/16			1/8	1/2		-5	61	Db4	4	1255
48	48	48	48a	761/4	761/4	0.25	7/16	7/16	2/2	13	1	1/16			1/8	1/2		-6	54	Gb3	3	1256
48	48	48	48a	381/2	381/2	2.0	1/2	1/2	2/2	5	1	1/2			1/2	1		-4	44	Ab2	2	1240
48	48	48	48a	381/2	381/2	2.0	1/2	1/2	2/2	7	2	1/2			1/2	1		-4	44	Ab2	2	1248
48	48	48	48a	381/2	381/2	2.0	1/2	1/2	2/2	20	1	1/2			1/2	1		-4	44	Ab2	2	1281
48	48	48	48a	381/2	381/2	0.2857142857142857	1/2	1/2	2/2	13	1	1/14			1/8	4/7		-6	54	Gb3	3	1257
48	48	48	48a	381/2	381/2	1.0	1/2	1/2	2/2	17	1	1/4			1/4	1		-6	54	Gb3	3	1274
48	48	48	48a	381/2	381/2	1.0	1/2	1/2	2/2	18	1	1/4			1/4	1		-6	54	Gb3	3	1278
48	48	48	48a	381/2	381/2	2.0	1/2	1/2	2/2	3	1	1/2			1/2	1	1	0	60	C4	4	1237
48	48	48	48a	381/2	381/2	2.0	1/2	1/2	2/2	6	1	1/2			1/2	1	1	0	60	C4	4	1243
48	48	48	48a	381/2	381/2	2.0	1/2	1/2	2/2	7	1	1/2			1/2	1	1	0	60	C4	4	1246
48	48	48	48a	381/2	381/2	1.0	1/2	1/2	2/2	15	1	1/4			1/4	1		-6	66	Gb4	4	1266
48	48	48	48a	381/2	381/2	1.0	1/2	1/2	2/2	16	1	1/4			1/4	1		-6	66	Gb4	4	1270
48	48	48	48a	2671/14	2671/14	0.2857142857142857	4/7	4/7	2/2	13	1	1/14			1/8	4/7		-4	56	Ab3	3	1258
48	48	48	48a	2675/14	2675/14	0.2857142857142857	9/14	9/14	2/2	13	1	1/14			1/8	4/7		0	60	C4	4	1259
48	48	48	48a	2679/14	2679/14	0.2857142857142857	5/7	5/7	2/2	13	1	1/14			1/8	4/7		0	60	C4	4	1260
48	48	48	48a	383/2	383/2	1.0	3/4	3/4	2/2	17	1	1/4			1/4	1		-4	56	Ab3	3	1275
48	48	48	48a	383/2	383/2	1.0	3/4	3/4	2/2	18	1	1/4			1/4	1		-4	56	Ab3	3	1279
48	48	48	48a	383/2	383/2	1.0	3/4	3/4	2/2	15	1	1/4			1/4	1		-4	68	Ab4	4	1267
48	48	48	48a	383/2	383/2	1.0	3/4	3/4	2/2	16	1	1/4			1/4	1		-4	68	Ab4	4	1271
48	48	48	48a	2683/14	2683/14	0.2857142857142857	11/14	11/14	2/2	13	1	1/14			1/8	4/7		-3	63	Eb4	4	1261
48	48	48	48a	2687/14	2687/14	0.2857142857142857	6/7	6/7	2/2	13	1	1/14			1/8	4/7		0	72	C5	5	1262
48	48	48	48a	2691/14	2691/14	0.2857142857142857	13/14	13/14	2/2	13	1	1/14			1/8	4/7		-3	63	Eb4	4	1263
49	49	49	49a	385/2	385/2	0.2857142857142857	0	0	2/2	13	1	1/14			1/8	4/7		-5	37	Db2	2	1292
49	49	49	49a	385/2	385/2	4.0	0	0	2/2	5	1	1			1	1		-5	37	Db2	2	1285
49	49	49	49a	385/2	385/2	4.0	0	0	2/2	20	1	1			1	1		-5	37	Db2	2	1310
49	49	49	49a	385/2	385/2	4.0	0	0	2/2	5	1	1			1	1		-4	44	Ab2	2	1285
49	49	49	49a	385/2	385/2	4.0	0	0	2/2	7	2	1			1	1		-4	44	Ab2	2	1291
49	49	49	49a	385/2	385/2	4.0	0	0	2/2	3	2	1			1	1	1	-1	53	F3	3	1284
49	49	49	49a	385/2	385/2	4.0	0	0	2/2	6	2	1			1	1	1	-1	53	F3	3	1288
49	49	49	49a	385/2	385/2	4.0	0	0	2/2	17	1	1			1	1		-1	53	F3	3	1308
49	49	49	49a	385/2	385/2	4.0	0	0	2/2	18	1	1			1	1		-1	53	F3	3	1309
49	49	49	49a	385/2	385/2	2.0	0	0	2/2	3	1	1/2			1/2	1	-1	0	60	C4	4	1282
49	49	49	49a	385/2	385/2	2.0	0	0	2/2	6	1	1/2			1/2	1	-1	0	60	C4	4	1286
49	49	49	49a	385/2	385/2	2.0	0	0	2/2	7	1	1/2			1/2	1	-1	0	60	C4	4	1289
49	49	49	49a	385/2	385/2	4.0	0	0	2/2	15	1	1			1	1		-1	65	F4	4	1306
49	49	49	49a	385/2	385/2	4.0	0	0	2/2	16	1	1			1	1		-1	65	F4	4	1307
49	49	49	49a	2699/14	2699/14	0.2857142857142857	1/14	1/14	2/2	13	1	1/14			1/8	4/7		-4	44	Ab2	2	1293
49	49	49	49a	2703/14	2703/14	0.2857142857142857	1/7	1/7	2/2	13	1	1/14			1/8	4/7		-1	53	F3	3	1294
49	49	49	49a	2707/14	2707/14	0.2857142857142857	3/14	3/14	2/2	13	1	1/14			1/8	4/7		-1	53	F3	3	1295
49	49	49	49a	2711/14	2711/14	0.2857142857142857	2/7	2/7	2/2	13	1	1/14			1/8	4/7		0	60	C4	4	1296
49	49	49	49a	2715/14	2715/14	0.2857142857142857	5/14	5/14	2/2	13	1	1/14			1/8	4/7		-1	65	F4	4	1297
49	49	49	49a	2719/14	2719/14	0.2857142857142857	3/7	3/7	2/2	13	1	1/14			1/8	4/7		0	60	C4	4	1298
49	49	49	49a	389/2	389/2	0.2857142857142857	1/2	1/2	2/2	13	1	1/14			1/8	4/7		-4	44	Ab2	2	1299
49	49	49	49a	389/2	389/2	2.0	1/2	1/2	2/2	3	1	1/2			1/2	1	1	5	59	B3	3	1283
49	49	49	49a	389/2	389/2	2.0	1/2	1/2	2/2	6	1	1/2			1/2	1	1	5	59	B3	3	1287
49	49	49	49a	389/2	389/2	2.0	1/2	1/2	2/2	7	1	1/2			1/2	1	1	5	59	B3	3	1290
49	49	49	49a	2727/14	2727/14	0.2857142857142857	4/7	4/7	2/2	13	1	1/14			1/8	4/7		-5	49	Db3	3	1300
49	49	49	49a	2731/14	2731/14	0.2857142857142857	9/14	9/14	2/2	13	1	1/14			1/8	4/7		5	59	B3	3	1301
49	49	49	49a	2735/14	2735/14	0.2857142857142857	5/7	5/7	2/2	13	1	1/14			1/8	4/7		5	59	B3	3	1302
49	49	49	49a	2739/14	2739/14	0.2857142857142857	11/14	11/14	2/2	13	1	1/14			1/8	4/7		-1	65	F4	4	1303
49	49	49	49a	2743/14	2743/14	0.2857142857142857	6/7	6/7	2/2	13	1	1/14			1/8	4/7		5	71	B4	4	1304
49	49	49	49a	2747/14	2747/14	0.2857142857142857	13/14	13/14	2/2	13	1	1/14			1/8	4/7		-1	65	F4	4	1305
50	50	50	50a	393/2	393/2	0.25	0	0	2/2	13	1	1/16			1/8	1/2		1	31	G1	1	1320
50	50	50	50a	393/2	393/2	4.0	0	0	2/2	20	1	1			1	1		1	31	G1	1	1343
50	50	50	50a	393/2	393/2	4.0	0	0	2/2	5	1	1			1	1		1	43	G2	2	1314
50	50	50	50a	393/2	393/2	4.0	0	0	2/2	5	1	1			1	1		1	43	G2	2	1314
50	50	50	50a	393/2	393/2	4.0	0	0	2/2	7	2	1			1	1		1	43	G2	2	1319
50	50	50	50a	393/2	393/2	2.0	0	0	2/2	3	2	1/2			1/2	1	-1	-1	53	F3	3	1312
50	50	50	50a	393/2	393/2	2.0	0	0	2/2	6	2	1/2			1/2	1	-1	-1	53	F3	3	1316
50	50	50	50a	393/2	393/2	3.0	0	0	2/2	17	1	3/4			1/2	3/2		1	55	G3	3	1339
50	50	50	50a	393/2	393/2	3.0	0	0	2/2	18	1	3/4			1/2	3/2		1	55	G3	3	1341
50	50	50	50a	393/2	393/2	4.0	0	0	2/2	3	1	1			1	1	-1	5	59	B3	3	1311
50	50	50	50a	393/2	393/2	4.0	0	0	2/2	6	1	1			1	1	-1	5	59	B3	3	1315
50	50	50	50a	393/2	393/2	4.0	0	0	2/2	7	1	1			1	1	-1	5	59	B3	3	1318
50	50	50	50a	393/2	393/2	3.0	0	0	2/2	15	1	3/4			1/2	3/2		1	67	G4	4	1335
50	50	50	50a	393/2	393/2	3.0	0	0	2/2	16	1	3/4			1/2	3/2		1	67	G4	4	1337
50	50	50	50a	787/4	787/4	0.25	1/16	1/16	2/2	13	1	1/16			1/8	1/2		1	43	G2	2	1321
50	50	50	50a	197	197	0.25	1/8	1/8	2/2	13	1	1/16			1/8	1/2		2	50	D3	3	1322
50	50	50	50a	789/4	789/4	0.25	3/16	3/16	2/2	13	1	1/16			1/8	1/2		-1	53	F3	3	1323
50	50	50	50a	395/2	395/2	0.25	1/4	1/4	2/2	13	1	1/16			1/8	1/2		1	55	G3	3	1324
50	50	50	50a	791/4	791/4	0.25	5/16	5/16	2/2	13	1	1/16			1/8	1/2		0	60	C4	4	1325
50	50	50	50a	198	198	0.25	3/8	3/8	2/2	13	1	1/16			1/8	1/2		5	59	B3	3	1326
50	50	50	50a	793/4	793/4	0.25	7/16	7/16	2/2	13	1	1/16			1/8	1/2		1	67	G4	4	1327
50	50	50	50a	397/2	397/2	0.2857142857142857	1/2	1/2	2/2	13	1	1/14			1/8	4/7		2	50	D3	3	1328
50	50	50	50a	397/2	397/2	2.0	1/2	1/2	2/2	3	2	1/2			1/2	1	1	1	55	G3	3	1313
50	50	50	50a	397/2	397/2	2.0	1/2	1/2	2/2	6	2	1/2			1/2	1		1	55	G3	3	1317
50	50	50	50a	2783/14	2783/14	0.2857142857142857	4/7	4/7	2/2	13	1	1/14			1/8	4/7		-1	53	F3	3	1329
50	50	50	50a	2787/14	2787/14	0.2857142857142857	9/14	9/14	2/2	13	1	1/14			1/8	4/7		5	59	B3	3	1330
50	50	50	50a	2791/14	2791/14	0.2857142857142857	5/7	5/7	2/2	13	1	1/14			1/8	4/7		5	59	B3	3	1331
50	50	50	50a	399/2	399/2	1.0	3/4	3/4	2/2	17	1	1/4			1/4	1		-1	53	F3	3	1340
50	50	50	50a	399/2	399/2	1.0	3/4	3/4	2/2	18	1	1/4			1/4	1		-1	53	F3	3	1342
50	50	50	50a	399/2	399/2	1.0	3/4	3/4	2/2	15	1	1/4			1/4	1		-1	65	F4	4	1336
50	50	50	50a	399/2	399/2	1.0	3/4	3/4	2/2	16	1	1/4			1/4	1		-1	65	F4	4	1338
50	50	50	50a	2795/14	2795/14	0.2857142857142857	11/14	11/14	2/2	13	1	1/14			1/8	4/7		-3	63	Eb4	4	1332
50	50	50	50a	2799/14	2799/14	0.2857142857142857	6/7	6/7	2/2	13	1	1/14			1/8	4/7		2	62	D4	4	1333
50	50	50	50a	2803/14	2803/14	0.2857142857142857	13/14	13/14	2/2	13	1	1/14			1/8	4/7		5	71	B4	4	1334
51	51	51	51a	401/2	401/2	0.25	0	0	2/2	13	1	1/16			1/8	1/2		0	36	C2	2	1354
51	51	51	51a	401/2	401/2	4.0	0	0	2/2	20	1	1			1	1		0	36	C2	2	1380
51	51	51	51a	401/2	401/2	1.0	0	0	2/2	5	1	1/4			1/4	1		0	48	C3	3	1346
51	51	51	51a	401/2	401/2	1.0	0	0	2/2	7	2	1/4			1/4	1		0	48	C3	3	1353
51	51	51	51a	401/2	401/2	4.0	0	0	2/2	5	2	1			1	1		0	48	C3	3	1347
51	51	51	51a	401/2	401/2	1.0	0	0	2/2	17	1	1/4			1/4	1		-1	53	F3	3	1374
51	51	51	51a	401/2	401/2	1.0	0	0	2/2	18	1	1/4			1/4	1		-1	53	F3	3	1377
51	51	51	51a	401/2	401/2	1.0	0	0	2/2	3	2	1/4			1/4	1	-1	1	55	G3	3	1345
51	51	51	51a	401/2	401/2	4.0	0	0	2/2	6	2	1			1	1		1	55	G3	3	1351
51	51	51	51a	401/2	401/2	1.0	0	0	2/2	3	1	1/4			1/4	1		0	60	C4	4	1344
51	51	51	51a	401/2	401/2	1.0	0	0	2/2	7	1	1/4			1/4	1		0	60	C4	4	1352
51	51	51	51a	401/2	401/2	2.0	0	0	2/2	6	1	1/2			1/2	1		0	60	C4	4	1348
51	51	51	51a	401/2	401/2	1.0	0	0	2/2	15	1	1/4			1/4	1		-1	65	F4	4	1368
51	51	51	51a	401/2	401/2	1.0	0	0	2/2	16	1	1/4			1/4	1		-1	65	F4	4	1371
51	51	51	51a	803/4	803/4	0.25	1/16	1/16	2/2	13	1	1/16			1/8	1/2		1	43	G2	2	1355
51	51	51	51a	201	201	0.25	1/8	1/8	2/2	13	1	1/16			1/8	1/2		0	48	C3	3	1356
51	51	51	51a	805/4	805/4	0.25	3/16	3/16	2/2	13	1	1/16			1/8	1/2		1	55	G3	3	1357
51	51	51	51a	403/2	403/2	1.0	1/4	1/4	2/2	17	1	1/4			1/4	1		4	52	E3	3	1375
51	51	51	51a	403/2	403/2	1.0	1/4	1/4	2/2	18	1	1/4			1/4	1		4	52	E3	3	1378
51	51	51	51a	403/2	403/2	0.25	1/4	1/4	2/2	13	1	1/16			1/8	1/2		1	55	G3	3	1358
51	51	51	51a	403/2	403/2	1.0	1/4	1/4	2/2	15	1	1/4			1/4	1		4	64	E4	4	1369
51	51	51	51a	403/2	403/2	1.0	1/4	1/4	2/2	16	1	1/4			1/4	1		4	64	E4	4	1372
51	51	51	51a	807/4	807/4	0.25	5/16	5/16	2/2	13	1	1/16			1/8	1/2		2	62	D4	4	1359
51	51	51	51a	202	202	0.25	3/8	3/8	2/2	13	1	1/16			1/8	1/2		0	60	C4	4	1360
51	51	51	51a	809/4	809/4	0.25	7/16	7/16	2/2	13	1	1/16			1/8	1/2		1	67	G4	4	1361
51	51	51	51a	405/2	405/2	0.3333333333333333	1/2	1/2	2/2	13	1	1/12			1/8	2/3		0	48	C3	3	1362
51	51	51	51a	405/2	405/2	2.0	1/2	1/2	2/2	17	1	1/2			1/2	1	1	-3	51	Eb3	3	1376
