mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	Trill:trill	pedal	Pedal_<sym>keyboardPedalPed</sym>	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
368	368	8827/6	8827/6	0.3333333333333333	1/6	1/6	Chord	2/2	13	1	1/12			1/8	2/3	10771											523		
368	368	8831/6	8831/6	0.3333333333333333	1/3	1/3	Chord	2/2	13	1	1/12			1/8	2/3	10772							1870				523		
368	368	8833/6	8833/6	0.3333333333333333	5/12	5/12	Chord	2/2	13	1	1/12			1/8	2/3	10773											523		
368	368	8837/6	8837/6	0.3333333333333333	7/12	7/12	Chord	2/2	13	1	1/12			1/8	2/3	10774							1871				523		
368	368	8839/6	8839/6	0.3333333333333333	2/3	2/3	Chord	2/2	13	1	1/12			1/8	2/3	10775											523		
368	368	2947/2	2947/2	0.0	3/4	3/4	Spanner	2/2	13	1	0																523, 533		
368	368	2947/2	2947/2	0.3333333333333333	3/4	3/4	Chord	2/2	13	1	1/12			1/8	2/3	10776							1872				523, 533		
368	368	8843/6	8843/6	0.3333333333333333	5/6	5/6	Chord	2/2	13	1	1/12			1/8	2/3	10777							1872				523, 533		
368	368	8845/6	8845/6	0.3333333333333333	11/12	11/12	Chord	2/2	13	1	1/12			1/8	2/3	10778							1872				523, 533		
368	368	2941/2	2941/2	0.5	0	0	Chord	2/2	14	1	1/8			1/8	1	10779		articAccentAbove											
368	368	2943/2	2943/2	1.0	1/4	1/4	Chord	2/2	14	1	1/4			1/4	1	10780		articTenutoAbove					1873						
368	368	2945/2	2945/2	1.0	1/2	1/2	Chord	2/2	14	1	1/4			1/4	1	10781													
368	368	2947/2	2947/2	0.3333333333333333	3/4	3/4	Chord	2/2	14	1	1/12			1/8	2/3	10782							1874						
368	368	8843/6	8843/6	0.3333333333333333	5/6	5/6	Chord	2/2	14	1	1/12			1/8	2/3	10783							1874						
368	368	8845/6	8845/6	0.3333333333333333	11/12	11/12	Chord	2/2	14	1	1/12			1/8	2/3	10784							1874						
368	368	2941/2	2941/2	3.0	0	0	Chord	2/2	15	1	3/4			1/2	3/2	10785		articTenutoBelow									527		
368	368	2947/2	2947/2	0.0	3/4	3/4	Dynamic	2/2	15	1	0						f												
368	368	2947/2	2947/2	0.0	3/4	3/4	Spanner	2/2	15	1	0																		
368	368	2947/2	2947/2	1.0	3/4	3/4	Chord	2/2	15	1	1/4			1/4	1	10786		articStaccatoBelow											
368	368	2941/2	2941/2	3.0	0	0	Chord	2/2	16	1	3/4			1/2	3/2	10787		articTenutoBelow									528		
368	368	2947/2	2947/2	0.0	3/4	3/4	Dynamic	2/2	16	1	0						f												
368	368	2947/2	2947/2	0.0	3/4	3/4	Spanner	2/2	16	1	0																		
368	368	2947/2	2947/2	1.0	3/4	3/4	Chord	2/2	16	1	1/4			1/4	1	10788		articStaccatoBelow											
368	368	2941/2	2941/2	3.0	0	0	Chord	2/2	17	1	3/4			1/2	3/2	10789		articTenutoBelow									529		
368	368	2947/2	2947/2	0.0	3/4	3/4	Dynamic	2/2	17	1	0						f												
368	368	2947/2	2947/2	0.0	3/4	3/4	Spanner	2/2	17	1	0																		
368	368	2947/2	2947/2	1.0	3/4	3/4	Chord	2/2	17	1	1/4			1/4	1	10790		articStaccatoBelow											
368	368	2941/2	2941/2	3.0	0	0	Chord	2/2	18	1	3/4			1/2	3/2	10791		articTenutoBelow									530		
368	368	2947/2	2947/2	0.0	3/4	3/4	Dynamic	2/2	18	1	0						f												
368	368	2947/2	2947/2	0.0	3/4	3/4	Spanner	2/2	18	1	0																		
368	368	2947/2	2947/2	1.0	3/4	3/4	Chord	2/2	18	1	1/4			1/4	1	10792		articStaccatoBelow											
368	368	2941/2	2941/2	3.0	0	0	Chord	2/2	19	1	3/4			1/2	3/2	10793		articTenutoBelow									531		
368	368	2947/2	2947/2	0.0	3/4	3/4	Dynamic	2/2	19	1	0						f												
368	368	2947/2	2947/2	0.0	3/4	3/4	Spanner	2/2	19	1	0																		
368	368	2947/2	2947/2	1.0	3/4	3/4	Chord	2/2	19	1	1/4			1/4	1	10794		articStaccatoBelow											
368	368	2941/2	2941/2	3.0	0	0	Chord	2/2	20	1	3/4			1/2	3/2	10795		articTenutoBelow									532		
368	368	2947/2	2947/2	0.0	3/4	3/4	Dynamic	2/2	20	1	0						f												
368	368	2947/2	2947/2	0.0	3/4	3/4	Spanner	2/2	20	1	0																		
368	368	2947/2	2947/2	1.0	3/4	3/4	Chord	2/2	20	1	1/4			1/4	1	10796		articStaccatoBelow											
369	369	2949/2	2949/2	0.0	0	0	Tempo	2/2	1	1	0									178	178.0	0.0							
369	369	2953/2	2953/2	0.0	1/2	1/2	Tempo	2/2	1	1	0									180	180.0	0.0							
369	369	2951/2	2951/2	0.0	1/4	1/4	StaffText	2/2	3	1	0								"<i/><font face=""ScoreText""/><i><font face=""Edwin""/> cresc.</i>"										
369	369	2951/2	2951/2	0.0	1/4	1/4	Dynamic	2/2	3	1	0						p												
369	369	2951/2	2951/2	0.0	1/4	1/4	Spanner	2/2	3	1	0																534		
369	369	2951/2	2951/2	1.0	1/4	1/4	Chord	2/2	3	1	1/4			1/4	1	10797		articStaccatoBelow									534		
369	369	2953/2	2953/2	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	10798		articStaccatoBelow									534		
369	369	2955/2	2955/2	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	10799		articStaccatoBelow									534		
369	369	2951/2	2951/2	0.0	1/4	1/4	Dynamic	2/2	5	1	0						p												
369	369	2951/2	2951/2	0.0	1/4	1/4	StaffText	2/2	5	1	0								"<i/><font face=""ScoreText""/><i><font face=""Edwin""/> cresc.</i>"										
369	369	2951/2	2951/2	0.0	1/4	1/4	Spanner	2/2	5	1	0																535		
369	369	2951/2	2951/2	1.0	1/4	1/4	Chord	2/2	5	1	1/4			1/4	1	10800		articStaccatoAbove									535		
369	369	2953/2	2953/2	1.0	1/2	1/2	Chord	2/2	5	1	1/4			1/4	1	10801		articStaccatoBelow									535		
369	369	2955/2	2955/2	1.0	3/4	3/4	Chord	2/2	5	1	1/4			1/4	1	10802		articStaccatoAbove									535		
369	369	2949/2	2949/2	0.0	0	0	Dynamic	2/2	13	1	0						f												
369	369	2949/2	2949/2	0.0	0	0	Spanner	2/2	13	1	0																		
369	369	2949/2	2949/2	0.0	0	0	Spanner	2/2	13	1	0																		
369	369	2949/2	2949/2	0.5	0	0	Chord	2/2	13	1	1/8			1/8	1	10803		articAccentAbove											
369	369	2951/2	2951/2	0.0	1/4	1/4	Dynamic	2/2	13	1	0						p												
369	369	2951/2	2951/2	0.0	1/4	1/4	StaffText	2/2	13	1	0								"<i/><font face=""ScoreText""/><i><font face=""Edwin""/> cresc.</i>"										
369	369	2951/2	2951/2	0.0	1/4	1/4	Spanner	2/2	13	1	0																536		
369	369	8855/6	8855/6	0.3333333333333333	1/3	1/3	Chord	2/2	13	1	1/12			1/8	2/3	10804		articStaccatoBelow									536		
369	369	8857/6	8857/6	0.3333333333333333	5/12	5/12	Chord	2/2	13	1	1/12			1/8	2/3	10805		articStaccatoBelow									536		
369	369	8861/6	8861/6	0.3333333333333333	7/12	7/12	Chord	2/2	13	1	1/12			1/8	2/3	10806		articStaccatoBelow									536		
369	369	8863/6	8863/6	0.3333333333333333	2/3	2/3	Chord	2/2	13	1	1/12			1/8	2/3	10807		articStaccatoBelow									536		
369	369	8867/6	8867/6	0.3333333333333333	5/6	5/6	Chord	2/2	13	1	1/12			1/8	2/3	10808		articStaccatoAbove									536		
369	369	8869/6	8869/6	0.3333333333333333	11/12	11/12	Chord	2/2	13	1	1/12			1/8	2/3	10809		articStaccatoAbove									536		
369	369	2949/2	2949/2	0.5	0	0	Chord	2/2	14	1	1/8			1/8	1	10810		articAccentAbove											
369	369	2951/2	2951/2	0.5	1/4	1/4	Chord	2/2	14	1	1/8			1/8	1	10811							1875						
369	369	1476	1476	0.5	3/8	3/8	Chord	2/2	14	1	1/8			1/8	1	10812													
369	369	2953/2	2953/2	0.5	1/2	1/2	Chord	2/2	14	1	1/8			1/8	1	10813							1876						
369	369	1477	1477	0.5	5/8	5/8	Chord	2/2	14	1	1/8			1/8	1	10814													
369	369	2955/2	2955/2	0.5	3/4	3/4	Chord	2/2	14	1	1/8			1/8	1	10815							1877						
369	369	1478	1478	0.5	7/8	7/8	Chord	2/2	14	1	1/8			1/8	1	10816													
369	369	2949/2	2949/2	1.0	0	0	Chord	2/2	15	1	1/4			1/4	1	10817		articStaccatoBelow											
369	369	2951/2	2951/2	0.0	1/4	1/4	Dynamic	2/2	15	1	0						p												
369	369	2951/2	2951/2	0.0	1/4	1/4	StaffText	2/2	15	1	0								"<i/><font face=""ScoreText""/><i><font face=""Edwin""/> cresc.</i>"										
369	369	2951/2	2951/2	0.0	1/4	1/4	Spanner	2/2	15	1	0																537		
369	369	2951/2	2951/2	1.0	1/4	1/4	Chord	2/2	15	1	1/4			1/4	1	10818		articStaccatoBelow									537		
369	369	2953/2	2953/2	1.0	1/2	1/2	Chord	2/2	15	1	1/4			1/4	1	10819		articStaccatoBelow									537		
369	369	2955/2	2955/2	1.0	3/4	3/4	Chord	2/2	15	1	1/4			1/4	1	10820		articStaccatoBelow									537		
369	369	2949/2	2949/2	1.0	0	0	Chord	2/2	16	1	1/4			1/4	1	10821		articStaccatoBelow											
369	369	2951/2	2951/2	0.0	1/4	1/4	StaffText	2/2	16	1	0								"<i/><font face=""ScoreText""/><i><font face=""Edwin""/> cresc.</i>"										
369	369	2951/2	2951/2	0.0	1/4	1/4	Dynamic	2/2	16	1	0						p												
369	369	2951/2	2951/2	0.0	1/4	1/4	Spanner	2/2	16	1	0																538		
369	369	2951/2	2951/2	1.0	1/4	1/4	Chord	2/2	16	1	1/4			1/4	1	10822		articStaccatoBelow									538		
369	369	2953/2	2953/2	1.0	1/2	1/2	Chord	2/2	16	1	1/4			1/4	1	10823		articStaccatoBelow									538		
369	369	2955/2	2955/2	1.0	3/4	3/4	Chord	2/2	16	1	1/4			1/4	1	10824		articStaccatoBelow									538		
369	369	2949/2	2949/2	1.0	0	0	Chord	2/2	17	1	1/4			1/4	1	10825		articStaccatoBelow											
369	369	2951/2	2951/2	0.0	1/4	1/4	StaffText	2/2	17	1	0								"<i/><font face=""ScoreText""/><i><font face=""Edwin""/> cresc.</i>"										
369	369	2951/2	2951/2	0.0	1/4	1/4	Dynamic	2/2	17	1	0						p												
369	369	2951/2	2951/2	0.0	1/4	1/4	Spanner	2/2	17	1	0																539		
369	369	2951/2	2951/2	1.0	1/4	1/4	Chord	2/2	17	1	1/4			1/4	1	10826		articStaccatoBelow									539		
369	369	2953/2	2953/2	1.0	1/2	1/2	Chord	2/2	17	1	1/4			1/4	1	10827		articStaccatoBelow									539		
369	369	2955/2	2955/2	1.0	3/4	3/4	Chord	2/2	17	1	1/4			1/4	1	10828		articStaccatoBelow									539		
369	369	2949/2	2949/2	1.0	0	0	Chord	2/2	18	1	1/4			1/4	1	10829		articStaccatoBelow											
369	369	2951/2	2951/2	0.0	1/4	1/4	StaffText	2/2	18	1	0								"<i/><font face=""ScoreText""/><i><font face=""Edwin""/> cresc.</i>"										
369	369	2951/2	2951/2	0.0	1/4	1/4	Dynamic	2/2	18	1	0						p												
369	369	2951/2	2951/2	0.0	1/4	1/4	Spanner	2/2	18	1	0																540		
369	369	2951/2	2951/2	1.0	1/4	1/4	Chord	2/2	18	1	1/4			1/4	1	10830		articStaccatoAbove									540		
369	369	2953/2	2953/2	1.0	1/2	1/2	Chord	2/2	18	1	1/4			1/4	1	10831		articStaccatoAbove									540		
369	369	2955/2	2955/2	1.0	3/4	3/4	Chord	2/2	18	1	1/4			1/4	1	10832		articStaccatoAbove									540		
369	369	2949/2	2949/2	1.0	0	0	Chord	2/2	20	1	1/4			1/4	1	10833		articStaccatoBelow											
369	369	2951/2	2951/2	0.0	1/4	1/4	StaffText	2/2	20	1	0								"<i/><font face=""ScoreText""/><i><font face=""Edwin""/> cresc.</i>"										
369	369	2951/2	2951/2	0.0	1/4	1/4	Dynamic	2/2	20	1	0						p												
369	369	2951/2	2951/2	0.0	1/4	1/4	Spanner	2/2	20	1	0																541		
369	369	2951/2	2951/2	1.0	1/4	1/4	Chord	2/2	20	1	1/4			1/4	1	10834		articStaccatoAbove									541		
369	369	2953/2	2953/2	1.0	1/2	1/2	Chord	2/2	20	1	1/4			1/4	1	10835		articStaccatoAbove									541		
369	369	2955/2	2955/2	1.0	3/4	3/4	Chord	2/2	20	1	1/4			1/4	1	10836		articStaccatoAbove									541		
370	370	2957/2	2957/2	0.0	0	0	Tempo	2/2	1	1	0									182	182.0	0.0							
370	370	2961/2	2961/2	0.0	1/2	1/2	Tempo	2/2	1	1	0									184	184.0	0.0							
370	370	2959/2	2959/2	0.0	1/4	1/4	Dynamic	2/2	2	1	0						mf												
370	370	2959/2	2959/2	0.0	1/4	1/4	Spanner	2/2	2	1	0																542		
370	370	2959/2	2959/2	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	10837		articStaccatoBelow									542		
370	370	2961/2	2961/2	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	10838		articStaccatoBelow									542		
370	370	2963/2	2963/2	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	10839		articStaccatoBelow									542		
370	370	2957/2	2957/2	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	10840		articStaccatoBelow									534		
370	370	2959/2	2959/2	1.0	1/4	1/4	Chord	2/2	3	1	1/4			1/4	1	10841		articStaccatoBelow									534		
370	370	2961/2	2961/2	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	10842		articStaccatoBelow									534		
370	370	2963/2	2963/2	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	10843		articStaccatoBelow									534		
370	370	2957/2	2957/2	1.0	0	0	Chord	2/2	5	1	1/4			1/4	1	10844		articStaccatoBelow									535		
370	370	2959/2	2959/2	1.0	1/4	1/4	Chord	2/2	5	1	1/4			1/4	1	10845		articStaccatoAbove									535		
370	370	2961/2	2961/2	1.0	1/2	1/2	Chord	2/2	5	1	1/4			1/4	1	10846		articStaccatoAbove									535		
370	370	2963/2	2963/2	1.0	3/4	3/4	Chord	2/2	5	1	1/4			1/4	1	10847		articStaccatoAbove									535		
370	370	2959/2	2959/2	0.0	1/4	1/4	Dynamic	2/2	6	1	0						mf												
370	370	2959/2	2959/2	0.0	1/4	1/4	Spanner	2/2	6	1	0																543		
370	370	2959/2	2959/2	1.0	1/4	1/4	Chord	2/2	6	1	1/4			1/4	1	10848		articStaccatoBelow									543		
370	370	2961/2	2961/2	1.0	1/2	1/2	Chord	2/2	6	1	1/4			1/4	1	10849		articStaccatoBelow									543		
370	370	2963/2	2963/2	1.0	3/4	3/4	Chord	2/2	6	1	1/4			1/4	1	10850		articStaccatoBelow									543		
370	370	2959/2	2959/2	0.0	1/4	1/4	Dynamic	2/2	12	1	0						p												
370	370	2959/2	2959/2	1.0	1/4	1/4	Chord	2/2	12	1	1/4			1/4	1	10851													
370	370	2961/2	2961/2	1.0	1/2	1/2	Chord	2/2	12	1	1/4			1/4	1	10852													
370	370	2963/2	2963/2	1.0	3/4	3/4	Chord	2/2	12	1	1/4			1/4	1	10853													
370	370	8873/6	8873/6	0.3333333333333333	1/12	1/12	Chord	2/2	13	1	1/12			1/8	2/3	10854		articStaccatoAbove									536		
370	370	8875/6	8875/6	0.3333333333333333	1/6	1/6	Chord	2/2	13	1	1/12			1/8	2/3	10855		articStaccatoAbove									536		
370	370	8879/6	8879/6	0.3333333333333333	1/3	1/3	Chord	2/2	13	1	1/12			1/8	2/3	10856		articStaccatoAbove									536		
370	370	8881/6	8881/6	0.3333333333333333	5/12	5/12	Chord	2/2	13	1	1/12			1/8	2/3	10857		articStaccatoAbove									536		
370	370	8885/6	8885/6	0.3333333333333333	7/12	7/12	Chord	2/2	13	1	1/12			1/8	2/3	10858		articStaccatoAbove									536		
370	370	8887/6	8887/6	0.3333333333333333	2/3	2/3	Chord	2/2	13	1	1/12			1/8	2/3	10859		articStaccatoAbove									536		
370	370	8891/6	8891/6	0.3333333333333333	5/6	5/6	Chord	2/2	13	1	1/12			1/8	2/3	10860		articStaccatoAbove									536		
370	370	8893/6	8893/6	0.3333333333333333	11/12	11/12	Chord	2/2	13	1	1/12			1/8	2/3	10861		articStaccatoAbove									536		
370	370	2957/2	2957/2	0.5	0	0	Chord	2/2	14	1	1/8			1/8	1	10862							1878						
370	370	1479	1479	0.5	1/8	1/8	Chord	2/2	14	1	1/8			1/8	1	10863													
370	370	2959/2	2959/2	0.5	1/4	1/4	Chord	2/2	14	1	1/8			1/8	1	10864							1879						
370	370	1480	1480	0.5	3/8	3/8	Chord	2/2	14	1	1/8			1/8	1	10865													
370	370	2961/2	2961/2	0.5	1/2	1/2	Chord	2/2	14	1	1/8			1/8	1	10866							1880						
370	370	1481	1481	0.5	5/8	5/8	Chord	2/2	14	1	1/8			1/8	1	10867													
370	370	2963/2	2963/2	0.5	3/4	3/4	Chord	2/2	14	1	1/8			1/8	1	10868							1881						
370	370	1482	1482	0.5	7/8	7/8	Chord	2/2	14	1	1/8			1/8	1	10869													
370	370	2957/2	2957/2	1.0	0	0	Chord	2/2	15	1	1/4			1/4	1	10870		articStaccatoBelow									537		
370	370	2959/2	2959/2	1.0	1/4	1/4	Chord	2/2	15	1	1/4			1/4	1	10871		articStaccatoBelow									537		
370	370	2961/2	2961/2	1.0	1/2	1/2	Chord	2/2	15	1	1/4			1/4	1	10872		articStaccatoBelow									537		
370	370	2963/2	2963/2	1.0	3/4	3/4	Chord	2/2	15	1	1/4			1/4	1	10873		articStaccatoBelow									537		
370	370	2957/2	2957/2	1.0	0	0	Chord	2/2	16	1	1/4			1/4	1	10874		articStaccatoBelow									538		
370	370	2959/2	2959/2	1.0	1/4	1/4	Chord	2/2	16	1	1/4			1/4	1	10875		articStaccatoBelow									538		
370	370	2961/2	2961/2	1.0	1/2	1/2	Chord	2/2	16	1	1/4			1/4	1	10876		articStaccatoBelow									538		
370	370	2963/2	2963/2	1.0	3/4	3/4	Chord	2/2	16	1	1/4			1/4	1	10877		articStaccatoBelow									538		
370	370	2957/2	2957/2	1.0	0	0	Chord	2/2	17	1	1/4			1/4	1	10878		articStaccatoBelow									539		
370	370	2959/2	2959/2	1.0	1/4	1/4	Chord	2/2	17	1	1/4			1/4	1	10879		articStaccatoBelow									539		
370	370	2961/2	2961/2	1.0	1/2	1/2	Chord	2/2	17	1	1/4			1/4	1	10880		articStaccatoBelow									539		
370	370	2963/2	2963/2	1.0	3/4	3/4	Chord	2/2	17	1	1/4			1/4	1	10881		articStaccatoBelow									539		
370	370	2957/2	2957/2	1.0	0	0	Chord	2/2	18	1	1/4			1/4	1	10882		articStaccatoAbove									540		
370	370	2959/2	2959/2	1.0	1/4	1/4	Chord	2/2	18	1	1/4			1/4	1	10883		articStaccatoAbove									540		
370	370	2961/2	2961/2	1.0	1/2	1/2	Chord	2/2	18	1	1/4			1/4	1	10884		articStaccatoAbove									540		
370	370	2963/2	2963/2	1.0	3/4	3/4	Chord	2/2	18	1	1/4			1/4	1	10885		articStaccatoAbove									540		
370	370	2957/2	2957/2	1.0	0	0	Chord	2/2	20	1	1/4			1/4	1	10886		articStaccatoAbove									541		
370	370	2959/2	2959/2	1.0	1/4	1/4	Chord	2/2	20	1	1/4			1/4	1	10887		articStaccatoAbove									541		
370	370	2961/2	2961/2	1.0	1/2	1/2	Chord	2/2	20	1	1/4			1/4	1	10888		articStaccatoAbove									541		
370	370	2963/2	2963/2	1.0	3/4	3/4	Chord	2/2	20	1	1/4			1/4	1	10889		articStaccatoAbove									541		
371	371	2965/2	2965/2	0.0	0	0	Tempo	2/2	1	1	0									186	186.0	0.0							
371	371	2967/2	2967/2	0.0	1/4	1/4	Dynamic	2/2	1	1	0						f												
371	371	2967/2	2967/2	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	10890		articStaccatoBelow											
371	371	2969/2	2969/2	0.0	1/2	1/2	Tempo	2/2	1	1	0									188	188.0	0.0							
371	371	2969/2	2969/2	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	10891		articStaccatoAbove											
371	371	2971/2	2971/2	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	10892		articStaccatoAbove											
371	371	2965/2	2965/2	0.0	0	0	Dynamic	2/2	2	1	0						f												
371	371	2965/2	2965/2	0.0	0	0	Spanner	2/2	2	1	0																		
371	371	2965/2	2965/2	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	10893		articStaccatoBelow											
371	371	2967/2	2967/2	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	10894		articStaccatoBelow											
371	371	2969/2	2969/2	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	10895		articStaccatoBelow											
371	371	2971/2	2971/2	1.0	3/4	3/4	Chord	2/2	2	1	1/4			1/4	1	10896		articStaccatoAbove											
371	371	2965/2	2965/2	0.0	0	0	Dynamic	2/2	3	1	0						f												
371	371	2965/2	2965/2	0.0	0	0	Spanner	2/2	3	1	0																		
371	371	2965/2	2965/2	1.0	0	0	Chord	2/2	3	1	1/4			1/4	1	10897		articStaccatoBelow											
371	371	2967/2	2967/2	1.0	1/4	1/4	Chord	2/2	3	1	1/4			1/4	1	10898		articStaccatoBelow											
371	371	2969/2	2969/2	1.0	1/2	1/2	Chord	2/2	3	1	1/4			1/4	1	10899		articStaccatoAbove											
371	371	2971/2	2971/2	1.0	3/4	3/4	Chord	2/2	3	1	1/4			1/4	1	10900		articStaccatoAbove											
371	371	2965/2	2965/2	0.0	0	0	Dynamic	2/2	5	1	0						f												
371	371	2965/2	2965/2	0.0	0	0	Spanner	2/2	5	1	0																		
371	371	2965/2	2965/2	1.0	0	0	Chord	2/2	5	1	1/4			1/4	1	10901		articStaccatoAbove											
371	371	2967/2	2967/2	1.0	1/4	1/4	Chord	2/2	5	1	1/4			1/4	1	10902		articStaccatoAbove											
371	371	2969/2	2969/2	1.0	1/2	1/2	Chord	2/2	5	1	1/4			1/4	1	10903		articStaccatoAbove											
371	371	2971/2	2971/2	1.0	3/4	3/4	Chord	2/2	5	1	1/4			1/4	1	10904		articStaccatoAbove											
371	371	2965/2	2965/2	0.0	0	0	Dynamic	2/2	6	1	0						f												
371	371	2965/2	2965/2	0.0	0	0	Spanner	2/2	6	1	0																		
371	371	2965/2	2965/2	1.0	0	0	Chord	2/2	6	1	1/4			1/4	1	10905		articStaccatoBelow											
371	371	2967/2	2967/2	1.0	1/4	1/4	Chord	2/2	6	1	1/4			1/4	1	10906		articStaccatoAbove											
371	371	2969/2	2969/2	1.0	1/2	1/2	Chord	2/2	6	1	1/4			1/4	1	10907		articStaccatoAbove											
371	371	2971/2	2971/2	1.0	3/4	3/4	Chord	2/2	6	1	1/4			1/4	1	10908		articStaccatoAbove											
371	371	2965/2	2965/2	0.0	0	0	Dynamic	2/2	7	1	0						f												
371	371	2965/2	2965/2	1.0	0	0	Chord	2/2	7	1	1/4			1/4	1	10909		articStaccatoBelow											
371	371	2967/2	2967/2	1.0	1/4	1/4	Chord	2/2	7	1	1/4			1/4	1	10910		articStaccatoBelow											
371	371	2969/2	2969/2	1.0	1/2	1/2	Chord	2/2	7	1	1/4			1/4	1	10911		articStaccatoBelow											
371	371	2971/2	2971/2	1.0	3/4	3/4	Chord	2/2	7	1	1/4			1/4	1	10912		articStaccatoBelow											
371	371	2965/2	2965/2	0.0	0	0	StaffText	2/2	12	1	0								cresc.										
371	371	2965/2	2965/2	0.0	0	0	Spanner	2/2	12	1	0																544		
371	371	2965/2	2965/2	1.0	0	0	Chord	2/2	12	1	1/4			1/4	1	10913											544		
371	371	2967/2	2967/2	1.0	1/4	1/4	Chord	2/2	12	1	1/4			1/4	1	10914											544		
371	371	2969/2	2969/2	1.0	1/2	1/2	Chord	2/2	12	1	1/4			1/4	1	10915											544		
371	371	2971/2	2971/2	1.0	3/4	3/4	Chord	2/2	12	1	1/4			1/4	1	10916											544		
371	371	8897/6	8897/6	0.3333333333333333	1/12	1/12	Chord	2/2	13	1	1/12			1/8	2/3	10917		articStaccatoAbove									536		
371	371	8899/6	8899/6	0.3333333333333333	1/6	1/6	Chord	2/2	13	1	1/12			1/8	2/3	10918		articStaccatoAbove									536		
371	371	8903/6	8903/6	0.3333333333333333	1/3	1/3	Chord	2/2	13	1	1/12			1/8	2/3	10919		articStaccatoAbove									536		
371	371	8905/6	8905/6	0.3333333333333333	5/12	5/12	Chord	2/2	13	1	1/12			1/8	2/3	10920		articStaccatoAbove									536		
371	371	8909/6	8909/6	0.3333333333333333	7/12	7/12	Chord	2/2	13	1	1/12			1/8	2/3	10921		articStaccatoAbove									536		
371	371	8911/6	8911/6	0.3333333333333333	2/3	2/3	Chord	2/2	13	1	1/12			1/8	2/3	10922		articStaccatoAbove									536		
371	371	8915/6	8915/6	0.3333333333333333	5/6	5/6	Chord	2/2	13	1	1/12			1/8	2/3	10923		articStaccatoAbove									536		
371	371	8917/6	8917/6	0.3333333333333333	11/12	11/12	Chord	2/2	13	1	1/12			1/8	2/3	10924		articStaccatoAbove									536		
371	371	2965/2	2965/2	0.5	0	0	Chord	2/2	14	1	1/8			1/8	1	10925							1882						
371	371	1483	1483	0.5	1/8	1/8	Chord	2/2	14	1	1/8			1/8	1	10926													
371	371	2967/2	2967/2	0.5	1/4	1/4	Chord	2/2	14	1	1/8			1/8	1	10927							1883						
371	371	1484	1484	0.5	3/8	3/8	Chord	2/2	14	1	1/8			1/8	1	10928													
371	371	2969/2	2969/2	0.5	1/2	1/2	Chord	2/2	14	1	1/8			1/8	1	10929							1884						
371	371	1485	1485	0.5	5/8	5/8	Chord	2/2	14	1	1/8			1/8	1	10930													
371	371	2971/2	2971/2	0.5	3/4	3/4	Chord	2/2	14	1	1/8			1/8	1	10931							1885						
371	371	1486	1486	0.5	7/8	7/8	Chord	2/2	14	1	1/8			1/8	1	10932													
371	371	2965/2	2965/2	1.0	0	0	Chord	2/2	15	1	1/4			1/4	1	10933		articStaccatoAbove									537		
371	371	2967/2	2967/2	1.0	1/4	1/4	Chord	2/2	15	1	1/4			1/4	1	10934		articStaccatoAbove									537		
371	371	2969/2	2969/2	1.0	1/2	1/2	Chord	2/2	15	1	1/4			1/4	1	10935		articStaccatoAbove									537		
371	371	2971/2	2971/2	1.0	3/4	3/4	Chord	2/2	15	1	1/4			1/4	1	10936		articStaccatoAbove									537		
371	371	2965/2	2965/2	1.0	0	0	Chord	2/2	16	1	1/4			1/4	1	10937		articStaccatoBelow									538		
371	371	2967/2	2967/2	1.0	1/4	1/4	Chord	2/2	16	1	1/4			1/4	1	10938		articStaccatoBelow									538		
371	371	2969/2	2969/2	1.0	1/2	1/2	Chord	2/2	16	1	1/4			1/4	1	10939		articStaccatoBelow									538		
371	371	2971/2	2971/2	1.0	3/4	3/4	Chord	2/2	16	1	1/4			1/4	1	10940		articStaccatoBelow									538		
371	371	2965/2	2965/2	1.0	0	0	Chord	2/2	17	1	1/4			1/4	1	10941		articStaccatoAbove									539		
371	371	2967/2	2967/2	1.0	1/4	1/4	Chord	2/2	17	1	1/4			1/4	1	10942		articStaccatoBelow									539		
371	371	2969/2	2969/2	1.0	1/2	1/2	Chord	2/2	17	1	1/4			1/4	1	10943		articStaccatoBelow									539		
371	371	2971/2	2971/2	1.0	3/4	3/4	Chord	2/2	17	1	1/4			1/4	1	10944		articStaccatoAbove									539		
