mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	tuning	chord_id
334	334	334	334a	999	999	1.0	0	0	3/4	24	1	1/4	1/4	1		-2	58	Bb3	3		9636
334	334	334	334a	999	999	1.0	0	0	3/4	16	1	1/4	1/4	1		2	62	D4	4		9615
334	334	334	334a	999	999	1.0	0	0	3/4	17	1	1/4	1/4	1		2	62	D4	4		9618
334	334	334	334a	999	999	1.0	0	0	3/4	18	1	1/4	1/4	1		2	62	D4	4		9621
334	334	334	334a	999	999	1.0	0	0	3/4	19	1	1/4	1/4	1		2	62	D4	4		9624
334	334	334	334a	999	999	2.0	0	0	3/4	9	1	1/2	1/2	1	1	1	67	G4	4		9594
334	334	334	334a	999	999	2.0	0	0	3/4	10	1	1/2	1/2	1	1	1	67	G4	4		9597
334	334	334	334a	999	999	2.0	0	0	3/4	11	1	1/2	1/2	1	1	1	67	G4	4		9600
334	334	334	334a	999	999	2.0	0	0	3/4	12	1	1/2	1/2	1	1	1	67	G4	4		9603
334	334	334	334a	999	999	2.0	0	0	3/4	13	1	1/2	1/2	1	1	1	67	G4	4		9606
334	334	334	334a	999	999	2.0	0	0	3/4	14	1	1/2	1/2	1	1	1	67	G4	4		9609
334	334	334	334a	999	999	2.0	0	0	3/4	15	1	1/2	1/2	1	1	1	67	G4	4		9612
334	334	334	334a	999	999	1.0	0	0	3/4	22	1	1/4	1/4	1		-2	70	Bb4	4		9630
334	334	334	334a	999	999	1.0	0	0	3/4	23	1	1/4	1/4	1		-2	70	Bb4	4		9633
334	334	334	334a	999	999	2.0	0	0	3/4	1	1	1/2	1/2	1	1	1	79	G5	5		9576
334	334	334	334a	999	999	2.0	0	0	3/4	2	1	1/2	1/2	1	1	1	79	G5	5		9579
334	334	334	334a	999	999	2.0	0	0	3/4	3	1	1/2	1/2	1	1	1	79	G5	5		9582
334	334	334	334a	999	999	2.0	0	0	3/4	4	1	1/2	1/2	1	1	1	79	G5	5		9585
334	334	334	334a	999	999	2.0	0	0	3/4	5	1	1/2	1/2	1	1	1	79	G5	5		9588
334	334	334	334a	999	999	2.0	0	0	3/4	6	1	1/2	1/2	1	1	1	79	G5	5		9591
334	334	334	334a	999	999	1.0	0	0	3/4	21	1	1/4	1/4	1		-2	82	Bb5	5		9627
334	334	334	334a	1000	1000	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		5	47	B2	2		9640
334	334	334	334a	1000	1000	1.0	1/4	1/4	3/4	18	1	1/4	1/4	1		1	55	G3	3		9622
334	334	334	334a	1000	1000	1.0	1/4	1/4	3/4	19	1	1/4	1/4	1		1	55	G3	3		9625
334	334	334	334a	1000	1000	1.0	1/4	1/4	3/4	24	1	1/4	1/4	1		5	59	B3	3		9637
334	334	334	334a	1000	1000	1.0	1/4	1/4	3/4	16	1	1/4	1/4	1		1	67	G4	4		9616
334	334	334	334a	1000	1000	1.0	1/4	1/4	3/4	17	1	1/4	1/4	1		1	67	G4	4		9619
334	334	334	334a	1000	1000	1.0	1/4	1/4	3/4	22	1	1/4	1/4	1		5	71	B4	4		9631
334	334	334	334a	1000	1000	1.0	1/4	1/4	3/4	23	1	1/4	1/4	1		5	71	B4	4		9634
334	334	334	334a	1000	1000	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		5	83	B5	5		9628
334	334	334	334a	1001	1001	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		0	48	C3	3		9641
334	334	334	334a	1001	1001	1.0	1/2	1/2	3/4	19	1	1/4	1/4	1		4	52	E3	3		9626
334	334	334	334a	1001	1001	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		0	60	C4	4		9638
334	334	334	334a	1001	1001	1.0	1/2	1/2	3/4	16	1	1/4	1/4	1		4	64	E4	4		9617
334	334	334	334a	1001	1001	1.0	1/2	1/2	3/4	17	1	1/4	1/4	1		4	64	E4	4		9620
334	334	334	334a	1001	1001	1.0	1/2	1/2	3/4	18	1	1/4	1/4	1		4	64	E4	4		9623
334	334	334	334a	1001	1001	0.5	1/2	1/2	3/4	9	1	1/8	1/8	1	-1	1	67	G4	4		9595
334	334	334	334a	1001	1001	0.5	1/2	1/2	3/4	10	1	1/8	1/8	1	-1	1	67	G4	4		9598
334	334	334	334a	1001	1001	0.5	1/2	1/2	3/4	11	1	1/8	1/8	1	-1	1	67	G4	4		9601
334	334	334	334a	1001	1001	0.5	1/2	1/2	3/4	12	1	1/8	1/8	1	-1	1	67	G4	4		9604
334	334	334	334a	1001	1001	0.5	1/2	1/2	3/4	13	1	1/8	1/8	1	-1	1	67	G4	4		9607
334	334	334	334a	1001	1001	0.5	1/2	1/2	3/4	14	1	1/8	1/8	1	-1	1	67	G4	4		9610
334	334	334	334a	1001	1001	0.5	1/2	1/2	3/4	15	1	1/8	1/8	1	-1	1	67	G4	4		9613
334	334	334	334a	1001	1001	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		0	72	C5	5		9632
334	334	334	334a	1001	1001	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		0	72	C5	5		9635
334	334	334	334a	1001	1001	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1	-1	1	79	G5	5		9577
334	334	334	334a	1001	1001	0.5	1/2	1/2	3/4	2	1	1/8	1/8	1	-1	1	79	G5	5		9580
334	334	334	334a	1001	1001	0.5	1/2	1/2	3/4	3	1	1/8	1/8	1	-1	1	79	G5	5		9583
334	334	334	334a	1001	1001	0.5	1/2	1/2	3/4	4	1	1/8	1/8	1	-1	1	79	G5	5		9586
334	334	334	334a	1001	1001	0.5	1/2	1/2	3/4	5	1	1/8	1/8	1	-1	1	79	G5	5		9589
334	334	334	334a	1001	1001	0.5	1/2	1/2	3/4	6	1	1/8	1/8	1	-1	1	79	G5	5		9592
334	334	334	334a	1001	1001	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		0	84	C6	6		9629
334	334	334	334a	2003/2	2003/2	0.5	5/8	5/8	3/4	9	1	1/8	1/8	1		3	69	A4	4		9596
334	334	334	334a	2003/2	2003/2	0.5	5/8	5/8	3/4	10	1	1/8	1/8	1		3	69	A4	4		9599
334	334	334	334a	2003/2	2003/2	0.5	5/8	5/8	3/4	11	1	1/8	1/8	1		3	69	A4	4		9602
334	334	334	334a	2003/2	2003/2	0.5	5/8	5/8	3/4	12	1	1/8	1/8	1		3	69	A4	4		9605
334	334	334	334a	2003/2	2003/2	0.5	5/8	5/8	3/4	13	1	1/8	1/8	1		3	69	A4	4		9608
334	334	334	334a	2003/2	2003/2	0.5	5/8	5/8	3/4	14	1	1/8	1/8	1		3	69	A4	4		9611
334	334	334	334a	2003/2	2003/2	0.5	5/8	5/8	3/4	15	1	1/8	1/8	1		3	69	A4	4		9614
334	334	334	334a	2003/2	2003/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		3	81	A5	5		9578
334	334	334	334a	2003/2	2003/2	0.5	5/8	5/8	3/4	2	1	1/8	1/8	1		3	81	A5	5		9581
334	334	334	334a	2003/2	2003/2	0.5	5/8	5/8	3/4	3	1	1/8	1/8	1		3	81	A5	5		9584
334	334	334	334a	2003/2	2003/2	0.5	5/8	5/8	3/4	4	1	1/8	1/8	1		3	81	A5	5		9587
334	334	334	334a	2003/2	2003/2	0.5	5/8	5/8	3/4	5	1	1/8	1/8	1		3	81	A5	5		9590
334	334	334	334a	2003/2	2003/2	0.5	5/8	5/8	3/4	6	1	1/8	1/8	1		3	81	A5	5		9593
335	335	335	335a	1002	1002	1.0	0	0	3/4	25	1	1/4	1/4	1		7	49	C#3	3		9679
335	335	335	335a	1002	1002	2.0	0	0	3/4	18	1	1/2	1/2	1		3	57	A3	3		9661
335	335	335	335a	1002	1002	2.0	0	0	3/4	19	1	1/2	1/2	1		3	57	A3	3		9664
335	335	335	335a	1002	1002	1.0	0	0	3/4	24	1	1/4	1/4	1		7	61	C#4	4		9676
335	335	335	335a	1002	1002	1.0	0	0	3/4	9	1	1/4	1/4	1		-1	65	F4	4		9648
335	335	335	335a	1002	1002	1.0	0	0	3/4	10	1	1/4	1/4	1		-1	65	F4	4		9649
335	335	335	335a	1002	1002	1.0	0	0	3/4	11	1	1/4	1/4	1		-1	65	F4	4		9650
335	335	335	335a	1002	1002	1.0	0	0	3/4	12	1	1/4	1/4	1		-1	65	F4	4		9651
335	335	335	335a	1002	1002	1.0	0	0	3/4	13	1	1/4	1/4	1		-1	65	F4	4		9652
335	335	335	335a	1002	1002	1.0	0	0	3/4	14	1	1/4	1/4	1		-1	65	F4	4		9653
335	335	335	335a	1002	1002	1.0	0	0	3/4	15	1	1/4	1/4	1		-1	65	F4	4		9654
335	335	335	335a	1002	1002	2.0	0	0	3/4	16	1	1/2	1/2	1		3	69	A4	4		9655
335	335	335	335a	1002	1002	2.0	0	0	3/4	17	1	1/2	1/2	1		3	69	A4	4		9658
335	335	335	335a	1002	1002	1.0	0	0	3/4	22	1	1/4	1/4	1		7	73	C#5	5		9670
335	335	335	335a	1002	1002	1.0	0	0	3/4	23	1	1/4	1/4	1		7	73	C#5	5		9673
335	335	335	335a	1002	1002	1.0	0	0	3/4	1	1	1/4	1/4	1		-1	77	F5	5		9642
335	335	335	335a	1002	1002	1.0	0	0	3/4	2	1	1/4	1/4	1		-1	77	F5	5		9643
335	335	335	335a	1002	1002	1.0	0	0	3/4	3	1	1/4	1/4	1		-1	77	F5	5		9644
335	335	335	335a	1002	1002	1.0	0	0	3/4	4	1	1/4	1/4	1		-1	77	F5	5		9645
335	335	335	335a	1002	1002	1.0	0	0	3/4	5	1	1/4	1/4	1		-1	77	F5	5		9646
335	335	335	335a	1002	1002	1.0	0	0	3/4	6	1	1/4	1/4	1		-1	77	F5	5		9647
335	335	335	335a	1002	1002	1.0	0	0	3/4	21	1	1/4	1/4	1		7	85	C#6	6		9667
335	335	335	335a	1003	1003	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		2	50	D3	3		9680
335	335	335	335a	1003	1003	1.0	1/4	1/4	3/4	24	1	1/4	1/4	1		2	62	D4	4		9677
335	335	335	335a	1003	1003	1.0	1/4	1/4	3/4	22	1	1/4	1/4	1		2	74	D5	5		9671
335	335	335	335a	1003	1003	1.0	1/4	1/4	3/4	23	1	1/4	1/4	1		2	74	D5	5		9674
335	335	335	335a	1003	1003	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		2	86	D6	6		9668
335	335	335	335a	1004	1004	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		-3	51	Eb3	3		9681
335	335	335	335a	1004	1004	0.5	1/2	1/2	3/4	16	1	1/8	1/8	1		3	57	A3	3		9656
335	335	335	335a	1004	1004	0.5	1/2	1/2	3/4	17	1	1/8	1/8	1		3	57	A3	3		9659
335	335	335	335a	1004	1004	0.5	1/2	1/2	3/4	18	1	1/8	1/8	1		3	57	A3	3		9662
335	335	335	335a	1004	1004	0.5	1/2	1/2	3/4	19	1	1/8	1/8	1		3	57	A3	3		9665
335	335	335	335a	1004	1004	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		-3	63	Eb4	4		9678
335	335	335	335a	1004	1004	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		-3	75	Eb5	5		9672
335	335	335	335a	1004	1004	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		-3	75	Eb5	5		9675
335	335	335	335a	1004	1004	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		-3	87	Eb6	6		9669
335	335	335	335a	2009/2	2009/2	0.5	5/8	5/8	3/4	16	1	1/8	1/8	1		5	59	B3	3		9657
335	335	335	335a	2009/2	2009/2	0.5	5/8	5/8	3/4	17	1	1/8	1/8	1		5	59	B3	3		9660
335	335	335	335a	2009/2	2009/2	0.5	5/8	5/8	3/4	18	1	1/8	1/8	1		5	59	B3	3		9663
335	335	335	335a	2009/2	2009/2	0.5	5/8	5/8	3/4	19	1	1/8	1/8	1		5	59	B3	3		9666
336	336	336	336a	1005	1005	1.0	0	0	3/4	25	1	1/4	1/4	1		4	52	E3	3		9751
336	336	336	336a	1005	1005	2.0	0	0	3/4	7	1	1/2	1/2	1	1	0	60	C4	4		9700
336	336	336	336a	1005	1005	2.0	0	0	3/4	8	1	1/2	1/2	1	1	0	60	C4	4		9703
336	336	336	336a	1005	1005	2.0	0	0	3/4	11	1	1/2	1/2	1	1	0	60	C4	4		9712
336	336	336	336a	1005	1005	2.0	0	0	3/4	12	1	1/2	1/2	1	1	0	60	C4	4		9715
336	336	336	336a	1005	1005	2.0	0	0	3/4	16	1	1/2	1/2	1	1	0	60	C4	4		9727
336	336	336	336a	1005	1005	2.0	0	0	3/4	17	1	1/2	1/2	1	1	0	60	C4	4		9730
336	336	336	336a	1005	1005	2.0	0	0	3/4	18	1	1/2	1/2	1	1	0	60	C4	4		9733
336	336	336	336a	1005	1005	2.0	0	0	3/4	19	1	1/2	1/2	1	1	0	60	C4	4		9736
336	336	336	336a	1005	1005	1.0	0	0	3/4	24	1	1/4	1/4	1		4	64	E4	4		9748
336	336	336	336a	1005	1005	2.0	0	0	3/4	9	1	1/2	1/2	1	1	0	72	C5	5		9706
336	336	336	336a	1005	1005	2.0	0	0	3/4	10	1	1/2	1/2	1	1	0	72	C5	5		9709
336	336	336	336a	1005	1005	2.0	0	0	3/4	13	1	1/2	1/2	1	1	0	72	C5	5		9718
336	336	336	336a	1005	1005	2.0	0	0	3/4	14	1	1/2	1/2	1	1	0	72	C5	5		9721
336	336	336	336a	1005	1005	2.0	0	0	3/4	15	1	1/2	1/2	1	1	0	72	C5	5		9724
336	336	336	336a	1005	1005	1.0	0	0	3/4	22	1	1/4	1/4	1		4	76	E5	5		9742
336	336	336	336a	1005	1005	1.0	0	0	3/4	23	1	1/4	1/4	1		4	76	E5	5		9745
336	336	336	336a	1005	1005	2.0	0	0	3/4	1	1	1/2	1/2	1	1	0	84	C6	6		9682
336	336	336	336a	1005	1005	2.0	0	0	3/4	2	1	1/2	1/2	1	1	0	84	C6	6		9685
336	336	336	336a	1005	1005	2.0	0	0	3/4	3	1	1/2	1/2	1	1	0	84	C6	6		9688
336	336	336	336a	1005	1005	2.0	0	0	3/4	4	1	1/2	1/2	1	1	0	84	C6	6		9691
336	336	336	336a	1005	1005	2.0	0	0	3/4	5	1	1/2	1/2	1	1	0	84	C6	6		9694
336	336	336	336a	1005	1005	2.0	0	0	3/4	6	1	1/2	1/2	1	1	0	84	C6	6		9697
336	336	336	336a	1005	1005	1.0	0	0	3/4	21	1	1/4	1/4	1		4	88	E6	6		9739
336	336	336	336a	1006	1006	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		-1	53	F3	3		9752
336	336	336	336a	1006	1006	1.0	1/4	1/4	3/4	24	1	1/4	1/4	1		-1	65	F4	4		9749
336	336	336	336a	1006	1006	1.0	1/4	1/4	3/4	22	1	1/4	1/4	1		-1	77	F5	5		9743
336	336	336	336a	1006	1006	1.0	1/4	1/4	3/4	23	1	1/4	1/4	1		-1	77	F5	5		9746
336	336	336	336a	1006	1006	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		-1	89	F6	6		9740
336	336	336	336a	1007	1007	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		6	54	F#3	3		9753
336	336	336	336a	1007	1007	0.5	1/2	1/2	3/4	7	1	1/8	1/8	1	-1	0	60	C4	4		9701
336	336	336	336a	1007	1007	0.5	1/2	1/2	3/4	8	1	1/8	1/8	1	-1	0	60	C4	4		9704
336	336	336	336a	1007	1007	0.5	1/2	1/2	3/4	11	1	1/8	1/8	1	-1	0	60	C4	4		9713
336	336	336	336a	1007	1007	0.5	1/2	1/2	3/4	12	1	1/8	1/8	1	-1	0	60	C4	4		9716
336	336	336	336a	1007	1007	0.5	1/2	1/2	3/4	16	1	1/8	1/8	1	-1	0	60	C4	4		9728
336	336	336	336a	1007	1007	0.5	1/2	1/2	3/4	17	1	1/8	1/8	1	-1	0	60	C4	4		9731
336	336	336	336a	1007	1007	0.5	1/2	1/2	3/4	18	1	1/8	1/8	1	-1	0	60	C4	4		9734
336	336	336	336a	1007	1007	0.5	1/2	1/2	3/4	19	1	1/8	1/8	1	-1	0	60	C4	4		9737
336	336	336	336a	1007	1007	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		6	66	F#4	4		9750
336	336	336	336a	1007	1007	0.5	1/2	1/2	3/4	9	1	1/8	1/8	1	-1	0	72	C5	5		9707
336	336	336	336a	1007	1007	0.5	1/2	1/2	3/4	10	1	1/8	1/8	1	-1	0	72	C5	5		9710
336	336	336	336a	1007	1007	0.5	1/2	1/2	3/4	13	1	1/8	1/8	1	-1	0	72	C5	5		9719
336	336	336	336a	1007	1007	0.5	1/2	1/2	3/4	14	1	1/8	1/8	1	-1	0	72	C5	5		9722
336	336	336	336a	1007	1007	0.5	1/2	1/2	3/4	15	1	1/8	1/8	1	-1	0	72	C5	5		9725
336	336	336	336a	1007	1007	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		6	78	F#5	5		9744
336	336	336	336a	1007	1007	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		6	78	F#5	5		9747
336	336	336	336a	1007	1007	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1	-1	0	84	C6	6		9683
336	336	336	336a	1007	1007	0.5	1/2	1/2	3/4	2	1	1/8	1/8	1	-1	0	84	C6	6		9686
336	336	336	336a	1007	1007	0.5	1/2	1/2	3/4	3	1	1/8	1/8	1	-1	0	84	C6	6		9689
336	336	336	336a	1007	1007	0.5	1/2	1/2	3/4	4	1	1/8	1/8	1	-1	0	84	C6	6		9692
336	336	336	336a	1007	1007	0.5	1/2	1/2	3/4	5	1	1/8	1/8	1	-1	0	84	C6	6		9695
336	336	336	336a	1007	1007	0.5	1/2	1/2	3/4	6	1	1/8	1/8	1	-1	0	84	C6	6		9698
336	336	336	336a	1007	1007	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		6	90	F#6	6		9741
336	336	336	336a	2015/2	2015/2	0.5	5/8	5/8	3/4	7	1	1/8	1/8	1		2	62	D4	4		9702
336	336	336	336a	2015/2	2015/2	0.5	5/8	5/8	3/4	8	1	1/8	1/8	1		2	62	D4	4		9705
336	336	336	336a	2015/2	2015/2	0.5	5/8	5/8	3/4	11	1	1/8	1/8	1		2	62	D4	4		9714
336	336	336	336a	2015/2	2015/2	0.5	5/8	5/8	3/4	12	1	1/8	1/8	1		2	62	D4	4		9717
336	336	336	336a	2015/2	2015/2	0.5	5/8	5/8	3/4	16	1	1/8	1/8	1		2	62	D4	4		9729
336	336	336	336a	2015/2	2015/2	0.5	5/8	5/8	3/4	17	1	1/8	1/8	1		2	62	D4	4		9732
336	336	336	336a	2015/2	2015/2	0.5	5/8	5/8	3/4	18	1	1/8	1/8	1		2	62	D4	4		9735
336	336	336	336a	2015/2	2015/2	0.5	5/8	5/8	3/4	19	1	1/8	1/8	1		2	62	D4	4		9738
336	336	336	336a	2015/2	2015/2	0.5	5/8	5/8	3/4	9	1	1/8	1/8	1		2	74	D5	5		9708
336	336	336	336a	2015/2	2015/2	0.5	5/8	5/8	3/4	10	1	1/8	1/8	1		2	74	D5	5		9711
336	336	336	336a	2015/2	2015/2	0.5	5/8	5/8	3/4	13	1	1/8	1/8	1		2	74	D5	5		9720
336	336	336	336a	2015/2	2015/2	0.5	5/8	5/8	3/4	14	1	1/8	1/8	1		2	74	D5	5		9723
336	336	336	336a	2015/2	2015/2	0.5	5/8	5/8	3/4	15	1	1/8	1/8	1		2	74	D5	5		9726
336	336	336	336a	2015/2	2015/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		2	86	D6	6		9684
336	336	336	336a	2015/2	2015/2	0.5	5/8	5/8	3/4	2	1	1/8	1/8	1		2	86	D6	6		9687
336	336	336	336a	2015/2	2015/2	0.5	5/8	5/8	3/4	3	1	1/8	1/8	1		2	86	D6	6		9690
336	336	336	336a	2015/2	2015/2	0.5	5/8	5/8	3/4	4	1	1/8	1/8	1		2	86	D6	6		9693
336	336	336	336a	2015/2	2015/2	0.5	5/8	5/8	3/4	5	1	1/8	1/8	1		2	86	D6	6		9696
336	336	336	336a	2015/2	2015/2	0.5	5/8	5/8	3/4	6	1	1/8	1/8	1		2	86	D6	6		9699
337	337	337	337a	1008	1008	1.0	0	0	3/4	25	1	1/4	1/4	1		1	55	G3	3		9823
337	337	337	337a	1008	1008	2.0	0	0	3/4	7	1	1/2	1/2	1	1	-2	58	Bb3	3		9772
337	337	337	337a	1008	1008	2.0	0	0	3/4	8	1	1/2	1/2	1	1	-2	58	Bb3	3		9775
337	337	337	337a	1008	1008	2.0	0	0	3/4	11	1	1/2	1/2	1	1	-2	58	Bb3	3		9784
337	337	337	337a	1008	1008	2.0	0	0	3/4	12	1	1/2	1/2	1	1	-2	58	Bb3	3		9787
337	337	337	337a	1008	1008	2.0	0	0	3/4	16	1	1/2	1/2	1	1	-2	58	Bb3	3		9799
337	337	337	337a	1008	1008	2.0	0	0	3/4	17	1	1/2	1/2	1	1	-2	58	Bb3	3		9802
337	337	337	337a	1008	1008	2.0	0	0	3/4	18	1	1/2	1/2	1	1	-2	58	Bb3	3		9805
337	337	337	337a	1008	1008	2.0	0	0	3/4	19	1	1/2	1/2	1	1	-2	58	Bb3	3		9808
337	337	337	337a	1008	1008	1.0	0	0	3/4	24	1	1/4	1/4	1		1	67	G4	4		9820
337	337	337	337a	1008	1008	2.0	0	0	3/4	9	1	1/2	1/2	1	1	-2	70	Bb4	4		9778
337	337	337	337a	1008	1008	2.0	0	0	3/4	10	1	1/2	1/2	1	1	-2	70	Bb4	4		9781
337	337	337	337a	1008	1008	2.0	0	0	3/4	13	1	1/2	1/2	1	1	-2	70	Bb4	4		9790
337	337	337	337a	1008	1008	2.0	0	0	3/4	14	1	1/2	1/2	1	1	-2	70	Bb4	4		9793
337	337	337	337a	1008	1008	2.0	0	0	3/4	15	1	1/2	1/2	1	1	-2	70	Bb4	4		9796
337	337	337	337a	1008	1008	1.0	0	0	3/4	22	1	1/4	1/4	1		1	79	G5	5		9814
337	337	337	337a	1008	1008	1.0	0	0	3/4	23	1	1/4	1/4	1		1	79	G5	5		9817
337	337	337	337a	1008	1008	2.0	0	0	3/4	1	1	1/2	1/2	1	1	-2	82	Bb5	5		9754
337	337	337	337a	1008	1008	2.0	0	0	3/4	2	1	1/2	1/2	1	1	-2	82	Bb5	5		9757
337	337	337	337a	1008	1008	2.0	0	0	3/4	3	1	1/2	1/2	1	1	-2	82	Bb5	5		9760
337	337	337	337a	1008	1008	2.0	0	0	3/4	4	1	1/2	1/2	1	1	-2	82	Bb5	5		9763
337	337	337	337a	1008	1008	2.0	0	0	3/4	5	1	1/2	1/2	1	1	-2	82	Bb5	5		9766
337	337	337	337a	1008	1008	2.0	0	0	3/4	6	1	1/2	1/2	1	1	-2	82	Bb5	5		9769
337	337	337	337a	1008	1008	1.0	0	0	3/4	21	1	1/4	1/4	1		1	91	G6	6		9811
337	337	337	337a	1009	1009	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		4	52	E3	3		9824
337	337	337	337a	1009	1009	1.0	1/4	1/4	3/4	24	1	1/4	1/4	1		4	64	E4	4		9821
337	337	337	337a	1009	1009	1.0	1/4	1/4	3/4	22	1	1/4	1/4	1		4	76	E5	5		9815
337	337	337	337a	1009	1009	1.0	1/4	1/4	3/4	23	1	1/4	1/4	1		4	76	E5	5		9818
337	337	337	337a	1009	1009	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		4	88	E6	6		9812
337	337	337	337a	1010	1010	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		-1	53	F3	3		9825
337	337	337	337a	1010	1010	0.5	1/2	1/2	3/4	7	1	1/8	1/8	1	-1	-2	58	Bb3	3		9773
337	337	337	337a	1010	1010	0.5	1/2	1/2	3/4	8	1	1/8	1/8	1	-1	-2	58	Bb3	3		9776
337	337	337	337a	1010	1010	0.5	1/2	1/2	3/4	11	1	1/8	1/8	1	-1	-2	58	Bb3	3		9785
337	337	337	337a	1010	1010	0.5	1/2	1/2	3/4	12	1	1/8	1/8	1	-1	-2	58	Bb3	3		9788
337	337	337	337a	1010	1010	0.5	1/2	1/2	3/4	16	1	1/8	1/8	1	-1	-2	58	Bb3	3		9800
337	337	337	337a	1010	1010	0.5	1/2	1/2	3/4	17	1	1/8	1/8	1	-1	-2	58	Bb3	3		9803
337	337	337	337a	1010	1010	0.5	1/2	1/2	3/4	18	1	1/8	1/8	1	-1	-2	58	Bb3	3		9806
337	337	337	337a	1010	1010	0.5	1/2	1/2	3/4	19	1	1/8	1/8	1	-1	-2	58	Bb3	3		9809
337	337	337	337a	1010	1010	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		-1	65	F4	4		9822
337	337	337	337a	1010	1010	0.5	1/2	1/2	3/4	9	1	1/8	1/8	1	-1	-2	70	Bb4	4		9779
337	337	337	337a	1010	1010	0.5	1/2	1/2	3/4	10	1	1/8	1/8	1	-1	-2	70	Bb4	4		9782
337	337	337	337a	1010	1010	0.5	1/2	1/2	3/4	13	1	1/8	1/8	1	-1	-2	70	Bb4	4		9791
337	337	337	337a	1010	1010	0.5	1/2	1/2	3/4	14	1	1/8	1/8	1	-1	-2	70	Bb4	4		9794
337	337	337	337a	1010	1010	0.5	1/2	1/2	3/4	15	1	1/8	1/8	1	-1	-2	70	Bb4	4		9797
337	337	337	337a	1010	1010	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		-1	77	F5	5		9816
337	337	337	337a	1010	1010	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		-1	77	F5	5		9819
337	337	337	337a	1010	1010	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1	-1	-2	82	Bb5	5		9755
337	337	337	337a	1010	1010	0.5	1/2	1/2	3/4	2	1	1/8	1/8	1	-1	-2	82	Bb5	5		9758
337	337	337	337a	1010	1010	0.5	1/2	1/2	3/4	3	1	1/8	1/8	1	-1	-2	82	Bb5	5		9761
337	337	337	337a	1010	1010	0.5	1/2	1/2	3/4	4	1	1/8	1/8	1	-1	-2	82	Bb5	5		9764
337	337	337	337a	1010	1010	0.5	1/2	1/2	3/4	5	1	1/8	1/8	1	-1	-2	82	Bb5	5		9767
337	337	337	337a	1010	1010	0.5	1/2	1/2	3/4	6	1	1/8	1/8	1	-1	-2	82	Bb5	5		9770
337	337	337	337a	1010	1010	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		-1	89	F6	6		9813
337	337	337	337a	2021/2	2021/2	0.5	5/8	5/8	3/4	7	1	1/8	1/8	1		0	60	C4	4		9774
337	337	337	337a	2021/2	2021/2	0.5	5/8	5/8	3/4	8	1	1/8	1/8	1		0	60	C4	4		9777
337	337	337	337a	2021/2	2021/2	0.5	5/8	5/8	3/4	11	1	1/8	1/8	1		0	60	C4	4		9786
337	337	337	337a	2021/2	2021/2	0.5	5/8	5/8	3/4	12	1	1/8	1/8	1		0	60	C4	4		9789
337	337	337	337a	2021/2	2021/2	0.5	5/8	5/8	3/4	16	1	1/8	1/8	1		0	60	C4	4		9801
337	337	337	337a	2021/2	2021/2	0.5	5/8	5/8	3/4	17	1	1/8	1/8	1		0	60	C4	4		9804
337	337	337	337a	2021/2	2021/2	0.5	5/8	5/8	3/4	18	1	1/8	1/8	1		0	60	C4	4		9807
337	337	337	337a	2021/2	2021/2	0.5	5/8	5/8	3/4	19	1	1/8	1/8	1		0	60	C4	4		9810
337	337	337	337a	2021/2	2021/2	0.5	5/8	5/8	3/4	9	1	1/8	1/8	1		0	72	C5	5		9780
337	337	337	337a	2021/2	2021/2	0.5	5/8	5/8	3/4	10	1	1/8	1/8	1		0	72	C5	5		9783
