mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	tuning	chord_id
77	77	77	77a	461/2	461/2	0.5	5/8	5/8	3/4	24	1	1/8	1/8	1		7	61	C#4	4		2623
78	78	78	78a	231	231	1.0	0	0	3/4	25	1	1/4	1/4	1		3	33	A1	1		2646
78	78	78	78a	231	231	1.0	0	0	3/4	20	1	1/4	1/4	1		3	45	A2	2		2631
78	78	78	78a	231	231	1.0	0	0	3/4	12	1	1/4	1/4	1		4	52	E3	3		2630
78	78	78	78a	231	231	1.0	0	0	3/4	11	1	1/4	1/4	1		7	61	C#4	4		2629
78	78	78	78a	231	231	1.0	0	0	3/4	9	1	1/4	1/4	1		4	64	E4	4		2627
78	78	78	78a	231	231	1.0	0	0	3/4	10	1	1/4	1/4	1		4	64	E4	4		2628
78	78	78	78a	231	231	1.5	0	0	3/4	23	1	3/8	1/4	3/2		4	64	E4	4		2638
78	78	78	78a	231	231	1.5	0	0	3/4	24	1	3/8	1/4	3/2		4	64	E4	4		2642
78	78	78	78a	231	231	3.0	0	0	3/4	22	1	3/4	1/2	3/2		4	64	E4	4		2637
78	78	78	78a	231	231	1.0	0	0	3/4	21	1	1/4	1/4	1		-2	70	Bb4	4		2634
78	78	78	78a	232	232	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		3	33	A1	1		2647
78	78	78	78a	232	232	1.0	1/4	1/4	3/4	20	1	1/4	1/4	1		3	45	A2	2		2632
78	78	78	78a	232	232	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		3	57	A3	3		2635
78	78	78	78a	465/2	465/2	0.5	3/8	3/8	3/4	23	1	1/8	1/8	1		3	57	A3	3		2639
78	78	78	78a	465/2	465/2	0.5	3/8	3/8	3/4	24	1	1/8	1/8	1		3	57	A3	3		2643
78	78	78	78a	233	233	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		3	33	A1	1		2648
78	78	78	78a	233	233	1.0	1/2	1/2	3/4	20	1	1/4	1/4	1		3	45	A2	2		2633
78	78	78	78a	233	233	0.5	1/2	1/2	3/4	23	1	1/8	1/8	1		2	62	D4	4		2640
78	78	78	78a	233	233	0.5	1/2	1/2	3/4	24	1	1/8	1/8	1		2	62	D4	4		2644
78	78	78	78a	233	233	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		3	69	A4	4		2636
78	78	78	78a	467/2	467/2	0.5	5/8	5/8	3/4	23	1	1/8	1/8	1		7	61	C#4	4		2641
78	78	78	78a	467/2	467/2	0.5	5/8	5/8	3/4	24	1	1/8	1/8	1		7	61	C#4	4		2645
79	79	79	79a	234	234	1.0	0	0	3/4	25	1	1/4	1/4	1		-2	34	Bb1	1		2673
79	79	79	79a	234	234	1.0	0	0	3/4	24	1	1/4	1/4	1		-2	46	Bb2	2		2669
79	79	79	79a	234	234	1.0	0	0	3/4	21	1	1/4	1/4	1		-2	58	Bb3	3		2657
79	79	79	79a	234	234	1.0	0	0	3/4	22	1	1/4	1/4	1		-2	58	Bb3	3		2661
79	79	79	79a	234	234	1.0	0	0	3/4	23	1	1/4	1/4	1		-2	58	Bb3	3		2665
79	79	79	79a	234	234	3.0	0	0	3/4	5	1	3/4	1/2	3/2		2	62	D4	4		2653
79	79	79	79a	234	234	3.0	0	0	3/4	6	1	3/4	1/2	3/2		2	62	D4	4		2654
79	79	79	79a	234	234	3.0	0	0	3/4	9	1	3/4	1/2	3/2		2	62	D4	4		2655
79	79	79	79a	234	234	3.0	0	0	3/4	10	1	3/4	1/2	3/2		2	62	D4	4		2656
79	79	79	79a	234	234	3.0	0	0	3/4	1	1	3/4	1/2	3/2		2	74	D5	5		2649
79	79	79	79a	234	234	3.0	0	0	3/4	2	1	3/4	1/2	3/2		2	74	D5	5		2650
79	79	79	79a	234	234	3.0	0	0	3/4	3	1	3/4	1/2	3/2		2	74	D5	5		2651
79	79	79	79a	234	234	3.0	0	0	3/4	4	1	3/4	1/2	3/2		2	74	D5	5		2652
79	79	79	79a	235	235	0.5	1/4	1/4	3/4	25	1	1/8	1/8	1		1	31	G1	1		2674
79	79	79	79a	235	235	0.5	1/4	1/4	3/4	24	1	1/8	1/8	1		1	43	G2	2		2670
79	79	79	79a	235	235	0.5	1/4	1/4	3/4	21	1	1/8	1/8	1		1	55	G3	3		2658
79	79	79	79a	235	235	0.5	1/4	1/4	3/4	22	1	1/8	1/8	1		1	55	G3	3		2662
79	79	79	79a	235	235	0.5	1/4	1/4	3/4	23	1	1/8	1/8	1		1	55	G3	3		2666
79	79	79	79a	471/2	471/2	0.5	3/8	3/8	3/4	25	1	1/8	1/8	1		3	33	A1	1		2675
79	79	79	79a	471/2	471/2	0.5	3/8	3/8	3/4	24	1	1/8	1/8	1		3	45	A2	2		2671
79	79	79	79a	471/2	471/2	0.5	3/8	3/8	3/4	21	1	1/8	1/8	1		3	57	A3	3		2659
79	79	79	79a	471/2	471/2	0.5	3/8	3/8	3/4	22	1	1/8	1/8	1		3	57	A3	3		2663
79	79	79	79a	471/2	471/2	0.5	3/8	3/8	3/4	23	1	1/8	1/8	1		3	57	A3	3		2667
79	79	79	79a	236	236	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		-2	34	Bb1	1		2676
79	79	79	79a	236	236	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		-2	46	Bb2	2		2672
79	79	79	79a	236	236	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		-2	58	Bb3	3		2660
79	79	79	79a	236	236	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		-2	58	Bb3	3		2664
79	79	79	79a	236	236	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		-2	58	Bb3	3		2668
80	80	80	80a	237	237	1.0	0	0	3/4	25	1	1/4	1/4	1		5	35	B1	1		2709
80	80	80	80a	237	237	1.0	0	0	3/4	24	1	1/4	1/4	1		5	47	B2	2		2706
80	80	80	80a	237	237	1.0	0	0	3/4	9	1	1/4	1/4	1		1	55	G3	3		2695
80	80	80	80a	237	237	1.0	0	0	3/4	10	1	1/4	1/4	1		1	55	G3	3		2696
80	80	80	80a	237	237	1.0	0	0	3/4	21	1	1/4	1/4	1		5	59	B3	3		2697
80	80	80	80a	237	237	1.0	0	0	3/4	22	1	1/4	1/4	1		5	59	B3	3		2700
80	80	80	80a	237	237	1.0	0	0	3/4	23	1	1/4	1/4	1		5	59	B3	3		2703
80	80	80	80a	237	237	2.0	0	0	3/4	5	1	1/2	1/2	1	1	1	67	G4	4		2689
80	80	80	80a	237	237	2.0	0	0	3/4	6	1	1/2	1/2	1	1	1	67	G4	4		2692
80	80	80	80a	237	237	2.0	0	0	3/4	1	1	1/2	1/2	1	1	1	79	G5	5		2677
80	80	80	80a	237	237	2.0	0	0	3/4	2	1	1/2	1/2	1	1	1	79	G5	5		2680
80	80	80	80a	237	237	2.0	0	0	3/4	3	1	1/2	1/2	1	1	1	79	G5	5		2683
80	80	80	80a	237	237	2.0	0	0	3/4	4	1	1/2	1/2	1	1	1	79	G5	5		2686
80	80	80	80a	238	238	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		0	36	C2	2		2710
80	80	80	80a	238	238	1.0	1/4	1/4	3/4	24	1	1/4	1/4	1		0	48	C3	3		2707
80	80	80	80a	238	238	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		0	60	C4	4		2698
80	80	80	80a	238	238	1.0	1/4	1/4	3/4	22	1	1/4	1/4	1		0	60	C4	4		2701
80	80	80	80a	238	238	1.0	1/4	1/4	3/4	23	1	1/4	1/4	1		0	60	C4	4		2704
80	80	80	80a	239	239	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		7	37	C#2	2		2711
80	80	80	80a	239	239	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		7	49	C#3	3		2708
80	80	80	80a	239	239	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		7	61	C#4	4		2699
80	80	80	80a	239	239	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		7	61	C#4	4		2702
80	80	80	80a	239	239	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		7	61	C#4	4		2705
80	80	80	80a	239	239	0.5	1/2	1/2	3/4	5	1	1/8	1/8	1	-1	1	67	G4	4		2690
80	80	80	80a	239	239	0.5	1/2	1/2	3/4	6	1	1/8	1/8	1	-1	1	67	G4	4		2693
80	80	80	80a	239	239	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1	-1	1	79	G5	5		2678
80	80	80	80a	239	239	0.5	1/2	1/2	3/4	2	1	1/8	1/8	1	-1	1	79	G5	5		2681
80	80	80	80a	239	239	0.5	1/2	1/2	3/4	3	1	1/8	1/8	1	-1	1	79	G5	5		2684
80	80	80	80a	239	239	0.5	1/2	1/2	3/4	4	1	1/8	1/8	1	-1	1	79	G5	5		2687
80	80	80	80a	479/2	479/2	0.5	5/8	5/8	3/4	5	1	1/8	1/8	1		3	69	A4	4		2691
80	80	80	80a	479/2	479/2	0.5	5/8	5/8	3/4	6	1	1/8	1/8	1		3	69	A4	4		2694
80	80	80	80a	479/2	479/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		3	81	A5	5		2679
80	80	80	80a	479/2	479/2	0.5	5/8	5/8	3/4	2	1	1/8	1/8	1		3	81	A5	5		2682
80	80	80	80a	479/2	479/2	0.5	5/8	5/8	3/4	3	1	1/8	1/8	1		3	81	A5	5		2685
80	80	80	80a	479/2	479/2	0.5	5/8	5/8	3/4	4	1	1/8	1/8	1		3	81	A5	5		2688
81	81	81	81a	240	240	1.0	0	0	3/4	25	1	1/4	1/4	1		2	38	D2	2		2736
81	81	81	81a	240	240	1.0	0	0	3/4	24	1	1/4	1/4	1		2	50	D3	3		2732
81	81	81	81a	240	240	1.0	0	0	3/4	21	1	1/4	1/4	1		2	62	D4	4		2720
81	81	81	81a	240	240	1.0	0	0	3/4	22	1	1/4	1/4	1		2	62	D4	4		2724
81	81	81	81a	240	240	1.0	0	0	3/4	23	1	1/4	1/4	1		2	62	D4	4		2728
81	81	81	81a	240	240	3.0	0	0	3/4	5	1	3/4	1/2	3/2		-1	65	F4	4		2716
81	81	81	81a	240	240	3.0	0	0	3/4	6	1	3/4	1/2	3/2		-1	65	F4	4		2717
81	81	81	81a	240	240	3.0	0	0	3/4	9	1	3/4	1/2	3/2		-1	65	F4	4		2718
81	81	81	81a	240	240	3.0	0	0	3/4	10	1	3/4	1/2	3/2		-1	65	F4	4		2719
81	81	81	81a	240	240	3.0	0	0	3/4	1	1	3/4	1/2	3/2		-1	77	F5	5		2712
81	81	81	81a	240	240	3.0	0	0	3/4	2	1	3/4	1/2	3/2		-1	77	F5	5		2713
81	81	81	81a	240	240	3.0	0	0	3/4	3	1	3/4	1/2	3/2		-1	77	F5	5		2714
81	81	81	81a	240	240	3.0	0	0	3/4	4	1	3/4	1/2	3/2		-1	77	F5	5		2715
81	81	81	81a	241	241	0.5	1/4	1/4	3/4	25	1	1/8	1/8	1		5	35	B1	1		2737
81	81	81	81a	241	241	0.5	1/4	1/4	3/4	24	1	1/8	1/8	1		5	47	B2	2		2733
81	81	81	81a	241	241	0.5	1/4	1/4	3/4	21	1	1/8	1/8	1		5	59	B3	3		2721
81	81	81	81a	241	241	0.5	1/4	1/4	3/4	22	1	1/8	1/8	1		5	59	B3	3		2725
81	81	81	81a	241	241	0.5	1/4	1/4	3/4	23	1	1/8	1/8	1		5	59	B3	3		2729
81	81	81	81a	483/2	483/2	0.5	3/8	3/8	3/4	25	1	1/8	1/8	1		0	36	C2	2		2738
81	81	81	81a	483/2	483/2	0.5	3/8	3/8	3/4	24	1	1/8	1/8	1		0	48	C3	3		2734
81	81	81	81a	483/2	483/2	0.5	3/8	3/8	3/4	21	1	1/8	1/8	1		0	60	C4	4		2722
81	81	81	81a	483/2	483/2	0.5	3/8	3/8	3/4	22	1	1/8	1/8	1		0	60	C4	4		2726
81	81	81	81a	483/2	483/2	0.5	3/8	3/8	3/4	23	1	1/8	1/8	1		0	60	C4	4		2730
81	81	81	81a	242	242	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		7	37	C#2	2		2739
81	81	81	81a	242	242	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		7	49	C#3	3		2735
81	81	81	81a	242	242	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		7	61	C#4	4		2723
81	81	81	81a	242	242	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		7	61	C#4	4		2727
81	81	81	81a	242	242	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		7	61	C#4	4		2731
82	82	82	82a	243	243	1.0	0	0	3/4	25	1	1/4	1/4	1		2	38	D2	2		2772
82	82	82	82a	243	243	1.0	0	0	3/4	24	1	1/4	1/4	1		2	50	D3	3		2769
82	82	82	82a	243	243	1.0	0	0	3/4	9	1	1/4	1/4	1		-2	58	Bb3	3		2758
82	82	82	82a	243	243	1.0	0	0	3/4	10	1	1/4	1/4	1		-2	58	Bb3	3		2759
82	82	82	82a	243	243	1.0	0	0	3/4	21	1	1/4	1/4	1		2	62	D4	4		2760
82	82	82	82a	243	243	1.0	0	0	3/4	22	1	1/4	1/4	1		2	62	D4	4		2763
82	82	82	82a	243	243	1.0	0	0	3/4	23	1	1/4	1/4	1		2	62	D4	4		2766
82	82	82	82a	243	243	2.0	0	0	3/4	5	1	1/2	1/2	1	1	-2	70	Bb4	4		2752
82	82	82	82a	243	243	2.0	0	0	3/4	6	1	1/2	1/2	1	1	-2	70	Bb4	4		2755
82	82	82	82a	243	243	2.0	0	0	3/4	1	1	1/2	1/2	1	1	-2	82	Bb5	5		2740
82	82	82	82a	243	243	2.0	0	0	3/4	2	1	1/2	1/2	1	1	-2	82	Bb5	5		2743
82	82	82	82a	243	243	2.0	0	0	3/4	3	1	1/2	1/2	1	1	-2	82	Bb5	5		2746
82	82	82	82a	243	243	2.0	0	0	3/4	4	1	1/2	1/2	1	1	-2	82	Bb5	5		2749
82	82	82	82a	244	244	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		-3	39	Eb2	2		2773
82	82	82	82a	244	244	1.0	1/4	1/4	3/4	24	1	1/4	1/4	1		-3	51	Eb3	3		2770
82	82	82	82a	244	244	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		-3	63	Eb4	4		2761
82	82	82	82a	244	244	1.0	1/4	1/4	3/4	22	1	1/4	1/4	1		-3	63	Eb4	4		2764
82	82	82	82a	244	244	1.0	1/4	1/4	3/4	23	1	1/4	1/4	1		-3	63	Eb4	4		2767
82	82	82	82a	245	245	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		4	40	E2	2		2774
82	82	82	82a	245	245	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		4	52	E3	3		2771
82	82	82	82a	245	245	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		4	64	E4	4		2762
82	82	82	82a	245	245	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		4	64	E4	4		2765
82	82	82	82a	245	245	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		4	64	E4	4		2768
82	82	82	82a	245	245	0.5	1/2	1/2	3/4	5	1	1/8	1/8	1	-1	-2	70	Bb4	4		2753
82	82	82	82a	245	245	0.5	1/2	1/2	3/4	6	1	1/8	1/8	1	-1	-2	70	Bb4	4		2756
82	82	82	82a	245	245	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1	-1	-2	82	Bb5	5		2741
82	82	82	82a	245	245	0.5	1/2	1/2	3/4	2	1	1/8	1/8	1	-1	-2	82	Bb5	5		2744
82	82	82	82a	245	245	0.5	1/2	1/2	3/4	3	1	1/8	1/8	1	-1	-2	82	Bb5	5		2747
82	82	82	82a	245	245	0.5	1/2	1/2	3/4	4	1	1/8	1/8	1	-1	-2	82	Bb5	5		2750
82	82	82	82a	491/2	491/2	0.5	5/8	5/8	3/4	5	1	1/8	1/8	1		0	72	C5	5		2754
82	82	82	82a	491/2	491/2	0.5	5/8	5/8	3/4	6	1	1/8	1/8	1		0	72	C5	5		2757
82	82	82	82a	491/2	491/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		0	84	C6	6		2742
82	82	82	82a	491/2	491/2	0.5	5/8	5/8	3/4	2	1	1/8	1/8	1		0	84	C6	6		2745
82	82	82	82a	491/2	491/2	0.5	5/8	5/8	3/4	3	1	1/8	1/8	1		0	84	C6	6		2748
82	82	82	82a	491/2	491/2	0.5	5/8	5/8	3/4	4	1	1/8	1/8	1		0	84	C6	6		2751
83	83	83	83a	246	246	1.0	0	0	3/4	25	1	1/4	1/4	1		-1	41	F2	2		2813
83	83	83	83a	246	246	1.0	0	0	3/4	24	1	1/4	1/4	1		-1	53	F3	3		2809
83	83	83	83a	246	246	1.0	0	0	3/4	21	1	1/4	1/4	1		-1	65	F4	4		2797
83	83	83	83a	246	246	1.0	0	0	3/4	22	1	1/4	1/4	1		-1	65	F4	4		2801
83	83	83	83a	246	246	1.0	0	0	3/4	23	1	1/4	1/4	1		-1	65	F4	4		2805
83	83	83	83a	246	246	2.0	0	0	3/4	5	1	1/2	1/2	1	1	3	69	A4	4		2787
83	83	83	83a	246	246	2.0	0	0	3/4	6	1	1/2	1/2	1	1	3	69	A4	4		2790
83	83	83	83a	246	246	2.0	0	0	3/4	9	1	1/2	1/2	1		3	69	A4	4		2793
83	83	83	83a	246	246	2.0	0	0	3/4	10	1	1/2	1/2	1		3	69	A4	4		2795
83	83	83	83a	246	246	2.0	0	0	3/4	1	1	1/2	1/2	1	1	3	81	A5	5		2775
83	83	83	83a	246	246	2.0	0	0	3/4	2	1	1/2	1/2	1	1	3	81	A5	5		2778
83	83	83	83a	246	246	2.0	0	0	3/4	3	1	1/2	1/2	1	1	3	81	A5	5		2781
83	83	83	83a	246	246	2.0	0	0	3/4	4	1	1/2	1/2	1	1	3	81	A5	5		2784
83	83	83	83a	247	247	0.5	1/4	1/4	3/4	25	1	1/8	1/8	1		2	38	D2	2		2814
83	83	83	83a	247	247	0.5	1/4	1/4	3/4	23	1	1/8	1/8	1		2	50	D3	3		2806
83	83	83	83a	247	247	0.5	1/4	1/4	3/4	24	1	1/8	1/8	1		2	50	D3	3		2810
83	83	83	83a	247	247	0.5	1/4	1/4	3/4	21	1	1/8	1/8	1		2	62	D4	4		2798
83	83	83	83a	247	247	0.5	1/4	1/4	3/4	22	1	1/8	1/8	1		2	62	D4	4		2802
83	83	83	83a	495/2	495/2	0.5	3/8	3/8	3/4	25	1	1/8	1/8	1		4	40	E2	2		2815
83	83	83	83a	495/2	495/2	0.5	3/8	3/8	3/4	23	1	1/8	1/8	1		4	52	E3	3		2807
83	83	83	83a	495/2	495/2	0.5	3/8	3/8	3/4	24	1	1/8	1/8	1		4	52	E3	3		2811
83	83	83	83a	495/2	495/2	0.5	3/8	3/8	3/4	21	1	1/8	1/8	1		4	64	E4	4		2799
83	83	83	83a	495/2	495/2	0.5	3/8	3/8	3/4	22	1	1/8	1/8	1		4	64	E4	4		2803
83	83	83	83a	248	248	1.0	1/2	1/2	3/4	25	1	1/4	1/4	1		-1	41	F2	2		2816
83	83	83	83a	248	248	1.0	1/2	1/2	3/4	23	1	1/4	1/4	1		-1	53	F3	3		2808
83	83	83	83a	248	248	1.0	1/2	1/2	3/4	24	1	1/4	1/4	1		-1	53	F3	3		2812
83	83	83	83a	248	248	1.0	1/2	1/2	3/4	9	1	1/4	1/4	1	1	2	62	D4	4		2794
83	83	83	83a	248	248	1.0	1/2	1/2	3/4	10	1	1/4	1/4	1	1	2	62	D4	4		2796
83	83	83	83a	248	248	1.0	1/2	1/2	3/4	21	1	1/4	1/4	1		-1	65	F4	4		2800
83	83	83	83a	248	248	1.0	1/2	1/2	3/4	22	1	1/4	1/4	1		-1	65	F4	4		2804
83	83	83	83a	248	248	0.5	1/2	1/2	3/4	5	1	1/8	1/8	1	-1	3	69	A4	4		2788
83	83	83	83a	248	248	0.5	1/2	1/2	3/4	6	1	1/8	1/8	1	-1	3	69	A4	4		2791
83	83	83	83a	248	248	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1	-1	3	81	A5	5		2776
83	83	83	83a	248	248	0.5	1/2	1/2	3/4	2	1	1/8	1/8	1	-1	3	81	A5	5		2779
83	83	83	83a	248	248	0.5	1/2	1/2	3/4	3	1	1/8	1/8	1	-1	3	81	A5	5		2782
83	83	83	83a	248	248	0.5	1/2	1/2	3/4	4	1	1/8	1/8	1	-1	3	81	A5	5		2785
83	83	83	83a	497/2	497/2	0.5	5/8	5/8	3/4	5	1	1/8	1/8	1		-2	70	Bb4	4		2789
83	83	83	83a	497/2	497/2	0.5	5/8	5/8	3/4	6	1	1/8	1/8	1		-2	70	Bb4	4		2792
83	83	83	83a	497/2	497/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		-2	82	Bb5	5		2777
83	83	83	83a	497/2	497/2	0.5	5/8	5/8	3/4	2	1	1/8	1/8	1		-2	82	Bb5	5		2780
83	83	83	83a	497/2	497/2	0.5	5/8	5/8	3/4	3	1	1/8	1/8	1		-2	82	Bb5	5		2783
83	83	83	83a	497/2	497/2	0.5	5/8	5/8	3/4	4	1	1/8	1/8	1		-2	82	Bb5	5		2786
84	84	84	84a	249	249	0.5	0	0	3/4	25	1	1/8	1/8	1		4	40	E2	2		2859
84	84	84	84a	249	249	0.5	0	0	3/4	23	1	1/8	1/8	1		4	52	E3	3		2849
84	84	84	84a	249	249	0.5	0	0	3/4	24	1	1/8	1/8	1		4	52	E3	3		2854
84	84	84	84a	249	249	1.0	0	0	3/4	9	1	1/4	1/4	1	-1	2	62	D4	4		2835
84	84	84	84a	249	249	1.0	0	0	3/4	10	1	1/4	1/4	1	-1	2	62	D4	4		2837
84	84	84	84a	249	249	0.5	0	0	3/4	21	1	1/8	1/8	1		4	64	E4	4		2839
84	84	84	84a	249	249	0.5	0	0	3/4	22	1	1/8	1/8	1		4	64	E4	4		2844
84	84	84	84a	249	249	2.0	0	0	3/4	5	1	1/2	1/2	1	1	1	67	G4	4		2829
84	84	84	84a	249	249	2.0	0	0	3/4	6	1	1/2	1/2	1	1	1	67	G4	4		2832
84	84	84	84a	249	249	2.0	0	0	3/4	1	1	1/2	1/2	1	1	1	79	G5	5		2817
84	84	84	84a	249	249	2.0	0	0	3/4	2	1	1/2	1/2	1	1	1	79	G5	5		2820
84	84	84	84a	249	249	2.0	0	0	3/4	3	1	1/2	1/2	1	1	1	79	G5	5		2823
84	84	84	84a	249	249	2.0	0	0	3/4	4	1	1/2	1/2	1	1	1	79	G5	5		2826
84	84	84	84a	499/2	499/2	0.5	1/8	1/8	3/4	25	1	1/8	1/8	1		-1	41	F2	2		2860
84	84	84	84a	499/2	499/2	0.5	1/8	1/8	3/4	23	1	1/8	1/8	1		-1	53	F3	3		2850
84	84	84	84a	499/2	499/2	0.5	1/8	1/8	3/4	24	1	1/8	1/8	1		-1	53	F3	3		2855
84	84	84	84a	499/2	499/2	0.5	1/8	1/8	3/4	21	1	1/8	1/8	1		-1	65	F4	4		2840
84	84	84	84a	499/2	499/2	0.5	1/8	1/8	3/4	22	1	1/8	1/8	1		-1	65	F4	4		2845
84	84	84	84a	250	250	1.0	1/4	1/4	3/4	25	1	1/4	1/4	1		1	43	G2	2		2861
84	84	84	84a	250	250	1.0	1/4	1/4	3/4	23	1	1/4	1/4	1		1	55	G3	3		2851
84	84	84	84a	250	250	1.0	1/4	1/4	3/4	24	1	1/4	1/4	1		1	55	G3	3		2856
84	84	84	84a	250	250	2.0	1/4	1/4	3/4	9	1	1/2	1/2	1	1	0	60	C4	4		2836
84	84	84	84a	250	250	2.0	1/4	1/4	3/4	10	1	1/2	1/2	1	1	0	60	C4	4		2838
84	84	84	84a	250	250	1.0	1/4	1/4	3/4	21	1	1/4	1/4	1		1	67	G4	4		2841
84	84	84	84a	250	250	1.0	1/4	1/4	3/4	22	1	1/4	1/4	1		1	67	G4	4		2846
84	84	84	84a	251	251	0.5	1/2	1/2	3/4	25	1	1/8	1/8	1		-1	41	F2	2		2862
84	84	84	84a	251	251	0.5	1/2	1/2	3/4	23	1	1/8	1/8	1		-1	53	F3	3		2852
84	84	84	84a	251	251	0.5	1/2	1/2	3/4	24	1	1/8	1/8	1		-1	53	F3	3		2857
84	84	84	84a	251	251	0.5	1/2	1/2	3/4	21	1	1/8	1/8	1		-1	65	F4	4		2842
84	84	84	84a	251	251	0.5	1/2	1/2	3/4	22	1	1/8	1/8	1		-1	65	F4	4		2847
84	84	84	84a	251	251	0.5	1/2	1/2	3/4	5	1	1/8	1/8	1	-1	1	67	G4	4		2830
84	84	84	84a	251	251	0.5	1/2	1/2	3/4	6	1	1/8	1/8	1	-1	1	67	G4	4		2833
84	84	84	84a	251	251	0.5	1/2	1/2	3/4	1	1	1/8	1/8	1	-1	1	79	G5	5		2818
84	84	84	84a	251	251	0.5	1/2	1/2	3/4	2	1	1/8	1/8	1	-1	1	79	G5	5		2821
84	84	84	84a	251	251	0.5	1/2	1/2	3/4	3	1	1/8	1/8	1	-1	1	79	G5	5		2824
84	84	84	84a	251	251	0.5	1/2	1/2	3/4	4	1	1/8	1/8	1	-1	1	79	G5	5		2827
84	84	84	84a	503/2	503/2	0.5	5/8	5/8	3/4	25	1	1/8	1/8	1		1	43	G2	2		2863
84	84	84	84a	503/2	503/2	0.5	5/8	5/8	3/4	23	1	1/8	1/8	1		1	55	G3	3		2853
84	84	84	84a	503/2	503/2	0.5	5/8	5/8	3/4	24	1	1/8	1/8	1		1	55	G3	3		2858
84	84	84	84a	503/2	503/2	0.5	5/8	5/8	3/4	21	1	1/8	1/8	1		1	67	G4	4		2843
84	84	84	84a	503/2	503/2	0.5	5/8	5/8	3/4	22	1	1/8	1/8	1		1	67	G4	4		2848
84	84	84	84a	503/2	503/2	0.5	5/8	5/8	3/4	5	1	1/8	1/8	1		3	69	A4	4		2831
84	84	84	84a	503/2	503/2	0.5	5/8	5/8	3/4	6	1	1/8	1/8	1		3	69	A4	4		2834
84	84	84	84a	503/2	503/2	0.5	5/8	5/8	3/4	1	1	1/8	1/8	1		3	81	A5	5		2819
84	84	84	84a	503/2	503/2	0.5	5/8	5/8	3/4	2	1	1/8	1/8	1		3	81	A5	5		2822
84	84	84	84a	503/2	503/2	0.5	5/8	5/8	3/4	3	1	1/8	1/8	1		3	81	A5	5		2825
84	84	84	84a	503/2	503/2	0.5	5/8	5/8	3/4	4	1	1/8	1/8	1		3	81	A5	5		2828
85	85	85	85a	252	252	1.0	0	0	3/4	25	1	1/4	1/4	1		3	45	A2	2		2894
85	85	85	85a	252	252	1.0	0	0	3/4	23	1	1/4	1/4	1		3	57	A3	3		2886
85	85	85	85a	252	252	1.0	0	0	3/4	24	1	1/4	1/4	1		3	57	A3	3		2890
85	85	85	85a	252	252	1.0	0	0	3/4	9	1	1/4	1/4	1	-1	0	60	C4	4		2870
85	85	85	85a	252	252	1.0	0	0	3/4	10	1	1/4	1/4	1	-1	0	60	C4	4		2872
85	85	85	85a	252	252	3.0	0	0	3/4	11	1	3/4	1/2	3/2		0	60	C4	4		2874
85	85	85	85a	252	252	3.0	0	0	3/4	12	1	3/4	1/2	3/2		0	60	C4	4		2875
85	85	85	85a	252	252	1.0	0	0	3/4	5	1	1/4	1/4	1		-1	65	F4	4		2868
85	85	85	85a	252	252	1.0	0	0	3/4	6	1	1/4	1/4	1		-1	65	F4	4		2869
85	85	85	85a	252	252	1.0	0	0	3/4	21	1	1/4	1/4	1		3	69	A4	4		2878
85	85	85	85a	252	252	1.0	0	0	3/4	22	1	1/4	1/4	1		3	69	A4	4		2882
