mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	GradualTempoChange	GradualTempoChange_(poco a poco accelerando)	GradualTempoChange_(sempre accelerando)	GradualTempoChange_ritard.	GradualTempoChange_[poco a poco accel.]	GradualTempoChange_[sempre accel.]	Ottava:8vb	Trill:trill	diminuendo_line	HairPin:3_dimin.	HairPin:3_diminuendo	HairPin:3_dim.)	HairPin:3_dim. sempre	HairPin:3_sempre dim.	HairPin:3_(dim.)	decrescendo_hairpin	crescendo_hairpin	crescendo_line	HairPin:2_crescendo	HairPin:2_poco a poco cresc.	HairPin:2_sempre cresc.	HairPin:2_poco a poco crescendo	HairPin:2_(cresc.)	HairPin:2_crescendo sempre	HairPin:2_(sempre cresc.)	HairPin:2_poco a poco accel. et cresc.
37	37	37	37a	109	109	1.0	1/4	1/4	Chord	3/4	6	1	1/4	1/4	1	1189			articStaccatissimoAbove														5	5
37	37	37	37a	110	110	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	1190			articStaccatissimoAbove														5	5
37	37	37	37a	108	108	2.0	0	0	Chord	3/4	9	1	1/2	1/2	1	1191								83									6	6
37	37	37	37a	110	110	1.0	1/2	1/2	Chord	3/4	9	1	1/4	1/4	1	1192								83									6	6
37	37	37	37a	108	108	2.0	0	0	Chord	3/4	21	1	1/2	1/2	1	1193								90									7	7
37	37	37	37a	110	110	0.5	1/2	1/2	Chord	3/4	21	1	1/8	1/8	1	1194								90									7	7
37	37	37	37a	221/2	221/2	0.5	5/8	5/8	Chord	3/4	21	1	1/8	1/8	1	1195																	7	7
37	37	37	37a	108	108	1.5	0	0	Chord	3/4	22	1	3/8	1/4	3/2	1196								91									8	8
37	37	37	37a	219/2	219/2	0.5	3/8	3/8	Chord	3/4	22	1	1/8	1/8	1	1197								91									8	8
37	37	37	37a	110	110	0.5	1/2	1/2	Chord	3/4	22	1	1/8	1/8	1	1198								91									8	8
37	37	37	37a	221/2	221/2	0.5	5/8	5/8	Chord	3/4	22	1	1/8	1/8	1	1199																	8	8
37	37	37	37a	108	108	0.5	0	0	Chord	3/4	23	1	1/8	1/8	1	1200			articAccentAbove					92									9	9
37	37	37	37a	217/2	217/2	0.5	1/8	1/8	Chord	3/4	23	1	1/8	1/8	1	1201								92									9	9
37	37	37	37a	109	109	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	1202			articStaccatissimoAbove														9	9
37	37	37	37a	110	110	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	1203			articStaccatissimoAbove														9	9
37	37	37	37a	108	108	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	1204			articStaccatissimoAbove														10	10
37	37	37	37a	109	109	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	1205			articStaccatissimoAbove														10	10
37	37	37	37a	110	110	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	1206			articStaccatissimoAbove														10	10
37	37	37	37a	108	108	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	1207			articStaccatissimoAbove														11	11
37	37	37	37a	109	109	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	1208			articStaccatissimoAbove														11	11
37	37	37	37a	110	110	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	1209			articStaccatissimoAbove														11	11
38	38	38	38a	111	111	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1210			articStaccatissimoAbove														0	0
38	38	38	38a	112	112	0.0	1/4	1/4	Spanner	3/4	1	1	0
38	38	38	38a	111	111	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1211			articStaccatissimoAbove														1	1
38	38	38	38a	112	112	0.0	1/4	1/4	Spanner	3/4	2	1	0
38	38	38	38a	111	111	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1212			articStaccatissimoAbove														2	2
38	38	38	38a	112	112	0.0	1/4	1/4	Spanner	3/4	3	1	0
38	38	38	38a	111	111	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	1213			articStaccatissimoAbove														3	3
38	38	38	38a	112	112	0.0	1/4	1/4	Spanner	3/4	4	1	0
38	38	38	38a	111	111	1.0	0	0	Chord	3/4	5	1	1/4	1/4	1	1214			articStaccatissimoAbove														4	4
38	38	38	38a	112	112	0.0	1/4	1/4	Spanner	3/4	5	1	0
38	38	38	38a	111	111	1.0	0	0	Chord	3/4	6	1	1/4	1/4	1	1215			articStaccatissimoAbove														5	5
38	38	38	38a	112	112	0.0	1/4	1/4	Spanner	3/4	6	1	0
38	38	38	38a	111	111	1.0	0	0	Chord	3/4	9	1	1/4	1/4	1	1216																	6	6
38	38	38	38a	112	112	0.0	1/4	1/4	Spanner	3/4	9	1	0
38	38	38	38a	111	111	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	1217			articStaccatissimoAbove														7	7
38	38	38	38a	112	112	0.0	1/4	1/4	Spanner	3/4	21	1	0
38	38	38	38a	111	111	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	1218			articStaccatissimoAbove														8	8
38	38	38	38a	112	112	0.0	1/4	1/4	Spanner	3/4	22	1	0
38	38	38	38a	111	111	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	1219			articStaccatissimoAbove														9	9
38	38	38	38a	112	112	0.0	1/4	1/4	Spanner	3/4	23	1	0
38	38	38	38a	111	111	0.0	0	0	Spanner	3/4	24	1	0
38	38	38	38a	111	111	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	1220			articStaccatissimoAbove
38	38	38	38a	112	112	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	1221			articStaccatissimoAbove
38	38	38	38a	113	113	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	1222			articStaccatissimoAbove
38	38	38	38a	111	111	0.0	0	0	Spanner	3/4	25	1	0
38	38	38	38a	111	111	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	1223			articStaccatissimoAbove
38	38	38	38a	112	112	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	1224			articStaccatissimoAbove
38	38	38	38a	113	113	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	1225			articStaccatissimoAbove
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	1	1	0					ff
39	39	39	39a	114	114	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1226			articStaccatissimoAbove
39	39	39	39a	115	115	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1227			articStaccatissimoAbove
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1228			articStaccatissimoAbove
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	2	1	0					ff
39	39	39	39a	114	114	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1229			articStaccatissimoAbove
39	39	39	39a	115	115	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1230			articStaccatissimoAbove
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1231			articStaccatissimoAbove
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	3	1	0					ff
39	39	39	39a	114	114	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1232			articStaccatissimoAbove
39	39	39	39a	115	115	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1233			articStaccatissimoAbove
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1234			articStaccatissimoAbove
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	4	1	0					ff
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	4	1	0					ff
39	39	39	39a	114	114	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	1235			articStaccatissimoAbove
39	39	39	39a	115	115	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1236			articStaccatissimoAbove
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1237			articStaccatissimoAbove
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	5	1	0					ff
39	39	39	39a	114	114	1.0	0	0	Chord	3/4	5	1	1/4	1/4	1	1238			articStaccatissimoAbove
39	39	39	39a	115	115	1.0	1/4	1/4	Chord	3/4	5	1	1/4	1/4	1	1239			articStaccatissimoAbove
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	1240			articStaccatissimoAbove
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	6	1	0					ff
39	39	39	39a	114	114	1.0	0	0	Chord	3/4	6	1	1/4	1/4	1	1241			articStaccatissimoAbove
39	39	39	39a	115	115	1.0	1/4	1/4	Chord	3/4	6	1	1/4	1/4	1	1242			articStaccatissimoAbove
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	1243			articStaccatissimoAbove
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	7	1	0					ff
39	39	39	39a	114	114	1.0	0	0	Chord	3/4	7	1	1/4	1/4	1	1244			articStaccatissimoAbove
39	39	39	39a	115	115	1.0	1/4	1/4	Chord	3/4	7	1	1/4	1/4	1	1245			articStaccatissimoAbove
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	7	1	1/4	1/4	1	1246			articStaccatissimoAbove
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	8	1	0					ff
39	39	39	39a	114	114	1.0	0	0	Chord	3/4	8	1	1/4	1/4	1	1247			articStaccatissimoAbove
39	39	39	39a	115	115	1.0	1/4	1/4	Chord	3/4	8	1	1/4	1/4	1	1248			articStaccatissimoAbove
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	8	1	1/4	1/4	1	1249			articStaccatissimoAbove
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	9	1	0					ff
39	39	39	39a	114	114	2.0	0	0	Chord	3/4	9	1	1/2	1/2	1	1250	b							93
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	9	1	1/4	1/4	1	1251								93
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	10	1	0					ff
39	39	39	39a	114	114	2.0	0	0	Chord	3/4	10	1	1/2	1/2	1	1252								94
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	10	1	1/4	1/4	1	1253								94
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	11	1	0					ff
39	39	39	39a	114	114	2.0	0	0	Chord	3/4	11	1	1/2	1/2	1	1254								95
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	11	1	1/4	1/4	1	1255								95
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	12	1	0					ff
39	39	39	39a	114	114	2.0	0	0	Chord	3/4	12	1	1/2	1/2	1	1256								96
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	12	1	1/4	1/4	1	1257								96
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	13	1	0					ff
39	39	39	39a	114	114	1.0	0	0	Chord	3/4	13	1	1/4	1/4	1	1258			articStaccatissimoAbove
39	39	39	39a	115	115	1.0	1/4	1/4	Chord	3/4	13	1	1/4	1/4	1	1259			articStaccatissimoBelow
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	13	1	1/4	1/4	1	1260			articStaccatissimoBelow
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	14	1	0					ff
39	39	39	39a	114	114	1.0	0	0	Chord	3/4	14	1	1/4	1/4	1	1261			articStaccatissimoAbove
39	39	39	39a	115	115	1.0	1/4	1/4	Chord	3/4	14	1	1/4	1/4	1	1262			articStaccatissimoBelow
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	14	1	1/4	1/4	1	1263			articStaccatissimoBelow
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	15	1	0					ff
39	39	39	39a	114	114	1.0	0	0	Chord	3/4	15	1	1/4	1/4	1	1264			articStaccatissimoBelow
39	39	39	39a	115	115	1.0	1/4	1/4	Chord	3/4	15	1	1/4	1/4	1	1265			articStaccatissimoBelow
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	15	1	1/4	1/4	1	1266			articStaccatissimoBelow
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	16	1	0					ff
39	39	39	39a	114	114	1.0	0	0	Chord	3/4	16	1	1/4	1/4	1	1267			articStaccatissimoAbove
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	16	1	1/4	1/4	1	1268			articStaccatissimoAbove
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	17	1	0					ff
39	39	39	39a	114	114	1.0	0	0	Chord	3/4	17	1	1/4	1/4	1	1269			articStaccatissimoAbove
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	17	1	1/4	1/4	1	1270			articStaccatissimoAbove
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	18	1	0					ff
39	39	39	39a	114	114	1.0	0	0	Chord	3/4	18	1	1/4	1/4	1	1271			articStaccatissimoAbove
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	20	1	0					ff
39	39	39	39a	114	114	1.0	0	0	Chord	3/4	20	1	1/4	1/4	1	1272			articStaccatissimoBelow
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	20	1	1/4	1/4	1	1273			articStaccatissimoBelow
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	21	1	0					ff
39	39	39	39a	114	114	2.0	0	0	Chord	3/4	21	1	1/2	1/2	1	1274								97
39	39	39	39a	116	116	0.5	1/2	1/2	Chord	3/4	21	1	1/8	1/8	1	1275								97
39	39	39	39a	233/2	233/2	0.5	5/8	5/8	Chord	3/4	21	1	1/8	1/8	1	1276
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	22	1	0					ff
39	39	39	39a	114	114	1.5	0	0	Chord	3/4	22	1	3/8	1/4	3/2	1277								98
39	39	39	39a	231/2	231/2	0.5	3/8	3/8	Chord	3/4	22	1	1/8	1/8	1	1278								98
39	39	39	39a	116	116	0.5	1/2	1/2	Chord	3/4	22	1	1/8	1/8	1	1279								98
39	39	39	39a	233/2	233/2	0.5	5/8	5/8	Chord	3/4	22	1	1/8	1/8	1	1280
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	23	1	0					ff
39	39	39	39a	114	114	0.5	0	0	Chord	3/4	23	1	1/8	1/8	1	1281			articAccentAbove					99
39	39	39	39a	229/2	229/2	0.5	1/8	1/8	Chord	3/4	23	1	1/8	1/8	1	1282								99
39	39	39	39a	115	115	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	1283			articStaccatissimoAbove
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	1284			articStaccatissimoAbove
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	24	1	0					ff
39	39	39	39a	114	114	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	1285			articStaccatissimoAbove
39	39	39	39a	115	115	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	1286			articStaccatissimoAbove
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	1287			articStaccatissimoAbove
39	39	39	39a	114	114	0.0	0	0	Dynamic	3/4	25	1	0					ff
39	39	39	39a	114	114	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	1288			articStaccatissimoAbove
39	39	39	39a	115	115	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	1289			articStaccatissimoAbove
39	39	39	39a	116	116	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	1290			articStaccatissimoAbove
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1291			articStaccatissimoAbove
40	40	40	40a	118	118	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1292			articStaccatissimoAbove
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1293			articStaccatissimoAbove
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1294			articStaccatissimoAbove
40	40	40	40a	118	118	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1295			articStaccatissimoAbove
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1296			articStaccatissimoAbove
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1297			articStaccatissimoAbove
40	40	40	40a	118	118	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1298			articStaccatissimoAbove
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1299			articStaccatissimoAbove
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	1300			articStaccatissimoAbove
40	40	40	40a	118	118	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1301			articStaccatissimoAbove
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1302			articStaccatissimoAbove
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	5	1	1/4	1/4	1	1303			articStaccatissimoAbove
40	40	40	40a	118	118	1.0	1/4	1/4	Chord	3/4	5	1	1/4	1/4	1	1304			articStaccatissimoAbove
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	1305			articStaccatissimoAbove
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	6	1	1/4	1/4	1	1306			articStaccatissimoAbove
40	40	40	40a	118	118	1.0	1/4	1/4	Chord	3/4	6	1	1/4	1/4	1	1307			articStaccatissimoAbove
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	1308			articStaccatissimoAbove
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	7	1	1/4	1/4	1	1309			articStaccatissimoAbove
40	40	40	40a	118	118	1.0	1/4	1/4	Chord	3/4	7	1	1/4	1/4	1	1310			articStaccatissimoAbove
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	7	1	1/4	1/4	1	1311			articStaccatissimoAbove
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	8	1	1/4	1/4	1	1312			articStaccatissimoAbove
40	40	40	40a	118	118	1.0	1/4	1/4	Chord	3/4	8	1	1/4	1/4	1	1313			articStaccatissimoAbove
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	8	1	1/4	1/4	1	1314			articStaccatissimoAbove
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	9	1	1/4	1/4	1	1315			articStaccatissimoAbove
40	40	40	40a	118	118	1.0	1/4	1/4	Chord	3/4	9	1	1/4	1/4	1	1316			articStaccatissimoAbove
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	9	1	1/4	1/4	1	1317			articStaccatissimoAbove
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	10	1	1/4	1/4	1	1318			articStaccatissimoAbove
40	40	40	40a	118	118	1.0	1/4	1/4	Chord	3/4	10	1	1/4	1/4	1	1319			articStaccatissimoAbove
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	10	1	1/4	1/4	1	1320			articStaccatissimoAbove
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	11	1	1/4	1/4	1	1321			articStaccatissimoAbove
40	40	40	40a	118	118	1.0	1/4	1/4	Chord	3/4	11	1	1/4	1/4	1	1322			articStaccatissimoAbove
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	11	1	1/4	1/4	1	1323			articStaccatissimoAbove
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	12	1	1/4	1/4	1	1324			articStaccatissimoAbove
40	40	40	40a	118	118	1.0	1/4	1/4	Chord	3/4	12	1	1/4	1/4	1	1325			articStaccatissimoAbove
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	12	1	1/4	1/4	1	1326			articStaccatissimoAbove
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	13	1	1/4	1/4	1	1327			articStaccatissimoAbove
40	40	40	40a	118	118	1.0	1/4	1/4	Chord	3/4	13	1	1/4	1/4	1	1328			articStaccatissimoBelow
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	13	1	1/4	1/4	1	1329			articStaccatissimoBelow
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	14	1	1/4	1/4	1	1330			articStaccatissimoAbove
40	40	40	40a	118	118	1.0	1/4	1/4	Chord	3/4	14	1	1/4	1/4	1	1331			articStaccatissimoBelow
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	14	1	1/4	1/4	1	1332			articStaccatissimoBelow
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	15	1	1/4	1/4	1	1333			articStaccatissimoBelow
40	40	40	40a	118	118	1.0	1/4	1/4	Chord	3/4	15	1	1/4	1/4	1	1334			articStaccatissimoBelow
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	15	1	1/4	1/4	1	1335			articStaccatissimoBelow
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	16	1	1/4	1/4	1	1336			articStaccatissimoAbove
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	17	1	1/4	1/4	1	1337			articStaccatissimoAbove
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	18	1	1/4	1/4	1	1338			articStaccatissimoAbove
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	20	1	1/4	1/4	1	1339			articStaccatissimoBelow
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	20	1	1/4	1/4	1	1340			articStaccatissimoBelow
40	40	40	40a	117	117	2.0	0	0	Chord	3/4	21	1	1/2	1/2	1	1341								100
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	1342
40	40	40	40a	117	117	1.5	0	0	Chord	3/4	22	1	3/8	1/4	3/2	1343								101
40	40	40	40a	237/2	237/2	0.5	3/8	3/8	Chord	3/4	22	1	1/8	1/8	1	1344								101
40	40	40	40a	119	119	0.5	1/2	1/2	Chord	3/4	22	1	1/8	1/8	1	1345								101
40	40	40	40a	239/2	239/2	0.5	5/8	5/8	Chord	3/4	22	1	1/8	1/8	1	1346
40	40	40	40a	117	117	0.5	0	0	Chord	3/4	23	1	1/8	1/8	1	1347			articAccentAbove					102
40	40	40	40a	235/2	235/2	0.5	1/8	1/8	Chord	3/4	23	1	1/8	1/8	1	1348								102
40	40	40	40a	118	118	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	1349			articStaccatissimoAbove
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	1350			articStaccatissimoAbove
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	1351			articStaccatissimoAbove
40	40	40	40a	118	118	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	1352			articStaccatissimoAbove
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	1353			articStaccatissimoAbove
40	40	40	40a	117	117	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	1354			articStaccatissimoAbove
40	40	40	40a	118	118	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	1355			articStaccatissimoAbove
40	40	40	40a	119	119	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	1356			articStaccatissimoAbove
41	41	41	41a	120	120	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	1357			articStaccatissimoAbove
41	41	41	41a	121	121	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	1358			articStaccatissimoAbove
41	41	41	41a	122	122	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	1359			articStaccatissimoAbove
41	41	41	41a	120	120	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	1360			articStaccatissimoAbove
41	41	41	41a	121	121	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	1361			articStaccatissimoAbove
41	41	41	41a	122	122	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	1362			articStaccatissimoAbove
41	41	41	41a	120	120	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	1363			articStaccatissimoAbove
41	41	41	41a	121	121	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	1364			articStaccatissimoAbove
41	41	41	41a	122	122	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	1365			articStaccatissimoAbove
41	41	41	41a	120	120	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	1366			articStaccatissimoAbove
41	41	41	41a	121	121	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	1367			articStaccatissimoAbove
41	41	41	41a	122	122	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	1368			articStaccatissimoAbove
41	41	41	41a	120	120	1.0	0	0	Chord	3/4	5	1	1/4	1/4	1	1369			articStaccatissimoAbove
41	41	41	41a	121	121	1.0	1/4	1/4	Chord	3/4	5	1	1/4	1/4	1	1370			articStaccatissimoAbove
41	41	41	41a	122	122	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	1371			articStaccatissimoAbove
41	41	41	41a	120	120	1.0	0	0	Chord	3/4	6	1	1/4	1/4	1	1372			articStaccatissimoAbove
41	41	41	41a	121	121	1.0	1/4	1/4	Chord	3/4	6	1	1/4	1/4	1	1373			articStaccatissimoAbove
41	41	41	41a	122	122	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	1374			articStaccatissimoAbove
41	41	41	41a	120	120	1.0	0	0	Chord	3/4	7	1	1/4	1/4	1	1375			articStaccatissimoAbove
41	41	41	41a	121	121	1.0	1/4	1/4	Chord	3/4	7	1	1/4	1/4	1	1376			articStaccatissimoAbove
41	41	41	41a	122	122	1.0	1/2	1/2	Chord	3/4	7	1	1/4	1/4	1	1377			articStaccatissimoAbove
41	41	41	41a	120	120	1.0	0	0	Chord	3/4	8	1	1/4	1/4	1	1378			articStaccatissimoAbove
41	41	41	41a	121	121	1.0	1/4	1/4	Chord	3/4	8	1	1/4	1/4	1	1379			articStaccatissimoAbove
41	41	41	41a	122	122	1.0	1/2	1/2	Chord	3/4	8	1	1/4	1/4	1	1380			articStaccatissimoAbove
41	41	41	41a	120	120	2.0	0	0	Chord	3/4	9	1	1/2	1/2	1	1381								103
41	41	41	41a	122	122	1.0	1/2	1/2	Chord	3/4	9	1	1/4	1/4	1	1382								103
41	41	41	41a	120	120	2.0	0	0	Chord	3/4	10	1	1/2	1/2	1	1383								104
41	41	41	41a	122	122	1.0	1/2	1/2	Chord	3/4	10	1	1/4	1/4	1	1384								104
41	41	41	41a	120	120	2.0	0	0	Chord	3/4	11	1	1/2	1/2	1	1385								105
41	41	41	41a	122	122	1.0	1/2	1/2	Chord	3/4	11	1	1/4	1/4	1	1386								105
41	41	41	41a	120	120	2.0	0	0	Chord	3/4	12	1	1/2	1/2	1	1387								106
41	41	41	41a	122	122	1.0	1/2	1/2	Chord	3/4	12	1	1/4	1/4	1	1388								106
41	41	41	41a	120	120	1.0	0	0	Chord	3/4	13	1	1/4	1/4	1	1389			articStaccatissimoAbove
41	41	41	41a	121	121	1.0	1/4	1/4	Chord	3/4	13	1	1/4	1/4	1	1390			articStaccatissimoAbove
41	41	41	41a	122	122	1.0	1/2	1/2	Chord	3/4	13	1	1/4	1/4	1	1391			articStaccatissimoAbove
