mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	tempo_visible	slur	GradualTempoChange	GradualTempoChange_(poco a poco accelerando)	GradualTempoChange_(sempre accelerando)	GradualTempoChange_ritard.	GradualTempoChange_[poco a poco accel.]	GradualTempoChange_[sempre accel.]	Ottava:8vb	Trill:trill	diminuendo_line	HairPin:3_dimin.	HairPin:3_diminuendo	HairPin:3_dim.)	HairPin:3_dim. sempre	HairPin:3_sempre dim.	HairPin:3_(dim.)	decrescendo_hairpin	crescendo_hairpin	crescendo_line	HairPin:2_crescendo	HairPin:2_poco a poco cresc.	HairPin:2_sempre cresc.	HairPin:2_poco a poco crescendo	HairPin:2_(cresc.)	HairPin:2_crescendo sempre	HairPin:2_(sempre cresc.)	HairPin:2_poco a poco accel. et cresc.
354	354	354	354a	1059	1059	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	10156								1015									114
354	354	354	354a	1060	1060	1.0	1/4	1/4	Chord	3/4	22	1	1/4	1/4	1	10157								1015									114
354	354	354	354a	1061	1061	1.0	1/2	1/2	Chord	3/4	22	1	1/4	1/4	1	10158								1015									114
354	354	354	354a	1060	1060	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	10159			articStaccatissimoBelow														115
354	354	354	354a	1061	1061	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	10160			articStaccatissimoBelow														115
354	354	354	354a	1059	1059	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	10161			articAccentAbove					1016									116
354	354	354	354a	1060	1060	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	10162								1016									116
354	354	354	354a	1061	1061	0.5	1/2	1/2	Chord	3/4	24	1	1/8	1/8	1	10163								1016									116
354	354	354	354a	2123/2	2123/2	0.5	5/8	5/8	Chord	3/4	24	1	1/8	1/8	1	10164								1016									116
354	354	354	354a	1059	1059	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	10165			articStaccatissimoAbove														117
354	354	354	354a	1060	1060	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	10166			articStaccatissimoAbove														117
354	354	354	354a	1061	1061	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	10167			articStaccatissimoAbove														117
355	355	355	355a	1062	1062	1.0	0	0	Chord	3/4	20	1	1/4	1/4	1	10168
355	355	355	355a	1062	1062	0.0	0	0	Spanner	3/4	21	1	0
355	355	355	355a	1062	1062	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	10169
355	355	355	355a	1062	1062	0.0	0	0	Spanner	3/4	22	1	0
355	355	355	355a	1062	1062	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	10170
355	355	355	355a	1062	1062	0.0	0	0	Spanner	3/4	23	1	0
355	355	355	355a	1062	1062	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	10171			articStaccatissimoBelow
355	355	355	355a	1062	1062	0.0	0	0	Spanner	3/4	24	1	0
355	355	355	355a	1062	1062	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	10172			articStaccatissimoAbove
355	355	355	355a	1064	1064	0.0	1/2	1/2	Dynamic	3/4	24	1	0					ff
355	355	355	355a	1064	1064	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	10173			articStaccatissimoAbove
355	355	355	355a	1062	1062	0.0	0	0	Spanner	3/4	25	1	0
355	355	355	355a	1062	1062	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	10174			articStaccatissimoAbove
355	355	355	355a	1064	1064	0.0	1/2	1/2	Dynamic	3/4	25	1	0					ff
355	355	355	355a	1064	1064	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	10175			articStaccatissimoAbove
356	356	356	356a	1065	1065	0.0	0	0	Dynamic	3/4	20	1	0					ff
356	356	356	356a	1065	1065	3.0	0	0	Chord	3/4	20	1	3/4	1/2	3/2	10176
356	356	356	356a	1067	1067	0.0	1/2	1/2	Dynamic	3/4	21	1	0					ff
356	356	356	356a	1067	1067	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	10177	Y		articStaccatissimoAbove
356	356	356	356a	1065	1065	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	10178			articStaccatissimoAbove
356	356	356	356a	1066	1066	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	10179			articStaccatissimoAbove
356	356	356	356a	1067	1067	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	10180			articStaccatissimoAbove
356	356	356	356a	1065	1065	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	10181			articStaccatissimoAbove
356	356	356	356a	1066	1066	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	10182			articStaccatissimoAbove
356	356	356	356a	1067	1067	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	10183			articStaccatissimoAbove
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	1	1	0					ff
357	357	357	357a	1069	1069	2.0	1/4	1/4	Chord	3/4	1	1	1/2	1/2	1	10184			articMarcatoAbove
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	2	1	0					ff
357	357	357	357a	1069	1069	2.0	1/4	1/4	Chord	3/4	2	1	1/2	1/2	1	10185			articMarcatoAbove
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	3	1	0					ff
357	357	357	357a	1069	1069	2.0	1/4	1/4	Chord	3/4	3	1	1/2	1/2	1	10186			articMarcatoAbove
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	4	1	0					ff
357	357	357	357a	1069	1069	2.0	1/4	1/4	Chord	3/4	4	1	1/2	1/2	1	10187			articMarcatoAbove
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	5	1	0					ff
357	357	357	357a	1069	1069	2.0	1/4	1/4	Chord	3/4	5	1	1/2	1/2	1	10188			articMarcatoAbove
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	6	1	0					ff
357	357	357	357a	1069	1069	2.0	1/4	1/4	Chord	3/4	6	1	1/2	1/2	1	10189			articMarcatoAbove
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	7	1	0					ff
357	357	357	357a	1069	1069	2.0	1/4	1/4	Chord	3/4	7	1	1/2	1/2	1	10190			articMarcatoAbove
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	8	1	0					ff
357	357	357	357a	1069	1069	2.0	1/4	1/4	Chord	3/4	8	1	1/2	1/2	1	10191			articMarcatoAbove
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	9	1	0					ff
357	357	357	357a	1069	1069	2.0	1/4	1/4	Chord	3/4	9	1	1/2	1/2	1	10192			articMarcatoAbove
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	10	1	0					ff
357	357	357	357a	1069	1069	2.0	1/4	1/4	Chord	3/4	10	1	1/2	1/2	1	10193			articMarcatoAbove
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	11	1	0					ff
357	357	357	357a	1069	1069	2.0	1/4	1/4	Chord	3/4	11	1	1/2	1/2	1	10194			articMarcatoAbove
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	12	1	0					ff
357	357	357	357a	1069	1069	2.0	1/4	1/4	Chord	3/4	12	1	1/2	1/2	1	10195			articMarcatoAbove
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	13	1	0					ff
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	13	1	0					ff
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	13	1	0					ff
357	357	357	357a	1069	1069	2.0	1/4	1/4	Chord	3/4	13	1	1/2	1/2	1	10196			articMarcatoAbove
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	14	1	0					ff
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	14	1	0					ff
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	14	1	0					ff
357	357	357	357a	1069	1069	2.0	1/4	1/4	Chord	3/4	14	1	1/2	1/2	1	10197			articMarcatoAbove
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	15	1	0					ff
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	15	1	0					ff
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	15	1	0					ff
357	357	357	357a	1069	1069	2.0	1/4	1/4	Chord	3/4	15	1	1/2	1/2	1	10198			articMarcatoAbove
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	16	1	0					ff
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	16	1	0					ff
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	16	1	0					ff
357	357	357	357a	1069	1069	2.0	1/4	1/4	Chord	3/4	16	1	1/2	1/2	1	10199			articMarcatoAbove
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	17	1	0					ff
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	17	1	0					ff
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	17	1	0					ff
357	357	357	357a	1069	1069	2.0	1/4	1/4	Chord	3/4	17	1	1/2	1/2	1	10200			articMarcatoAbove
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	18	1	0					ff
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	18	1	0					ff
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	18	1	0					ff
357	357	357	357a	1069	1069	2.0	1/4	1/4	Chord	3/4	18	1	1/2	1/2	1	10201			articMarcatoAbove
357	357	357	357a	1068	1068	3.0	0	0	Chord	3/4	20	1	3/4	1/2	3/2	10202
357	357	357	357a	1068	1068	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	10203			articStaccatissimoAbove
357	357	357	357a	1069	1069	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	10204			articStaccatissimoAbove
357	357	357	357a	1070	1070	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	10205			articStaccatissimoAbove
357	357	357	357a	1069	1069	0.0	1/4	1/4	Dynamic	3/4	23	1	0					ff
357	357	357	357a	1069	1069	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	10206			articStaccatissimoAbove
357	357	357	357a	1070	1070	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	10207			articStaccatissimoAbove
357	357	357	357a	1068	1068	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	10208			articStaccatissimoAbove
357	357	357	357a	1069	1069	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	10209			articStaccatissimoAbove
357	357	357	357a	1070	1070	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	10210			articStaccatissimoAbove
357	357	357	357a	1068	1068	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	10211			articStaccatissimoAbove
357	357	357	357a	1069	1069	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	10212			articStaccatissimoAbove
357	357	357	357a	1070	1070	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	10213			articStaccatissimoAbove
358	358	358	358a	1071	1071	3.0	0	0	Chord	3/4	20	1	3/4	1/2	3/2	10214
358	358	358	358a	1071	1071	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	10215			articStaccatissimoAbove
358	358	358	358a	1072	1072	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	10216			articStaccatissimoAbove
358	358	358	358a	1073	1073	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	10217			articStaccatissimoAbove
358	358	358	358a	1071	1071	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	10218								1017
358	358	358	358a	1072	1072	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	10219
358	358	358	358a	1073	1073	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	10220
358	358	358	358a	1071	1071	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	10221			articStaccatissimoAbove
358	358	358	358a	1072	1072	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	10222			articStaccatissimoAbove
358	358	358	358a	1073	1073	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	10223			articStaccatissimoAbove
358	358	358	358a	1071	1071	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	10224			articStaccatissimoAbove
358	358	358	358a	1072	1072	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	10225			articStaccatissimoAbove
358	358	358	358a	1073	1073	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	10226			articStaccatissimoAbove
359	359	359	359a	1074	1074	3.0	0	0	Chord	3/4	20	1	3/4	1/2	3/2	10227
359	359	359	359a	1074	1074	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	10228			articStaccatissimoAbove
359	359	359	359a	1075	1075	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	10229			articStaccatissimoAbove
359	359	359	359a	1076	1076	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	10230			articStaccatissimoAbove
359	359	359	359a	1074	1074	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	10231
359	359	359	359a	1075	1075	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	10232								1018
359	359	359	359a	1076	1076	0.5	1/2	1/2	Chord	3/4	23	1	1/8	1/8	1	10233								1018
359	359	359	359a	2153/2	2153/2	0.5	5/8	5/8	Chord	3/4	23	1	1/8	1/8	1	10234
359	359	359	359a	1074	1074	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	10235			articStaccatissimoAbove
359	359	359	359a	1075	1075	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	10236			articStaccatissimoAbove
359	359	359	359a	1076	1076	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	10237			articStaccatissimoAbove
359	359	359	359a	1074	1074	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	10238			articStaccatissimoAbove
359	359	359	359a	1075	1075	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	10239			articStaccatissimoAbove
359	359	359	359a	1076	1076	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	10240			articStaccatissimoAbove
360	360	360	360a	1077	1077	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	10241	f		articAccentAbove
360	360	360	360a	1079	1079	1.0	1/2	1/2	Chord	3/4	1	1	1/4	1/4	1	10242								1019
360	360	360	360a	1077	1077	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	10243			articAccentAbove
360	360	360	360a	1079	1079	1.0	1/2	1/2	Chord	3/4	2	1	1/4	1/4	1	10244								1020
360	360	360	360a	1077	1077	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	10245			articAccentAbove
360	360	360	360a	1079	1079	1.0	1/2	1/2	Chord	3/4	3	1	1/4	1/4	1	10246								1021
360	360	360	360a	1077	1077	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	10247			articAccentAbove
360	360	360	360a	1079	1079	1.0	1/2	1/2	Chord	3/4	4	1	1/4	1/4	1	10248								1022
360	360	360	360a	1077	1077	2.0	0	0	Chord	3/4	5	1	1/2	1/2	1	10249			articAccentAbove
360	360	360	360a	1079	1079	1.0	1/2	1/2	Chord	3/4	5	1	1/4	1/4	1	10250								1023
360	360	360	360a	1077	1077	2.0	0	0	Chord	3/4	6	1	1/2	1/2	1	10251			articAccentAbove
360	360	360	360a	1079	1079	1.0	1/2	1/2	Chord	3/4	6	1	1/4	1/4	1	10252								1024
360	360	360	360a	1077	1077	3.0	0	0	Chord	3/4	20	1	3/4	1/2	3/2	10253
360	360	360	360a	1077	1077	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	10254			articStaccatissimoAbove
360	360	360	360a	1078	1078	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	10255			articStaccatissimoAbove
360	360	360	360a	1079	1079	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	10256			articStaccatissimoAbove
360	360	360	360a	1077	1077	0.0	0	0	Dynamic	3/4	22	1	0					ff
360	360	360	360a	1077	1077	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	10257			articStaccatissimoAbove
360	360	360	360a	1078	1078	1.0	1/4	1/4	Chord	3/4	22	1	1/4	1/4	1	10258			articStaccatissimoAbove
360	360	360	360a	1079	1079	1.0	1/2	1/2	Chord	3/4	22	1	1/4	1/4	1	10259			articStaccatissimoAbove
360	360	360	360a	1077	1077	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	10260			articStaccatissimoAbove
360	360	360	360a	1078	1078	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	10261			articStaccatissimoAbove
360	360	360	360a	1079	1079	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	10262			articStaccatissimoAbove
360	360	360	360a	1077	1077	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	10263			articStaccatissimoAbove
360	360	360	360a	1078	1078	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	10264			articStaccatissimoAbove
360	360	360	360a	1079	1079	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	10265			articStaccatissimoAbove
360	360	360	360a	1077	1077	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	10266			articStaccatissimoAbove
360	360	360	360a	1078	1078	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	10267			articStaccatissimoAbove
360	360	360	360a	1079	1079	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	10268			articStaccatissimoAbove
361	361	361	361a	1080	1080	1.0	0	0	Chord	3/4	1	1	1/4	1/4	1	10269								1019
361	361	361	361a	1081	1081	1.0	1/4	1/4	Chord	3/4	1	1	1/4	1/4	1	10270			articStaccatissimoAbove
361	361	361	361a	1080	1080	1.0	0	0	Chord	3/4	2	1	1/4	1/4	1	10271								1020
361	361	361	361a	1081	1081	1.0	1/4	1/4	Chord	3/4	2	1	1/4	1/4	1	10272			articStaccatissimoAbove
361	361	361	361a	1080	1080	1.0	0	0	Chord	3/4	3	1	1/4	1/4	1	10273								1021
361	361	361	361a	1081	1081	1.0	1/4	1/4	Chord	3/4	3	1	1/4	1/4	1	10274			articStaccatissimoAbove
361	361	361	361a	1080	1080	1.0	0	0	Chord	3/4	4	1	1/4	1/4	1	10275								1022
361	361	361	361a	1081	1081	1.0	1/4	1/4	Chord	3/4	4	1	1/4	1/4	1	10276			articStaccatissimoAbove
361	361	361	361a	1080	1080	1.0	0	0	Chord	3/4	5	1	1/4	1/4	1	10277								1023
361	361	361	361a	1081	1081	1.0	1/4	1/4	Chord	3/4	5	1	1/4	1/4	1	10278			articStaccatissimoAbove
361	361	361	361a	1080	1080	1.0	0	0	Chord	3/4	6	1	1/4	1/4	1	10279								1024
361	361	361	361a	1081	1081	1.0	1/4	1/4	Chord	3/4	6	1	1/4	1/4	1	10280			articStaccatissimoAbove
361	361	361	361a	1080	1080	3.0	0	0	Chord	3/4	20	1	3/4	1/2	3/2	10281
361	361	361	361a	1080	1080	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	10282			articStaccatissimoAbove
361	361	361	361a	1081	1081	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	10283			articStaccatissimoAbove
361	361	361	361a	1082	1082	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	10284			articStaccatissimoAbove
361	361	361	361a	1080	1080	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	10285			articStaccatissimoAbove
361	361	361	361a	1081	1081	1.0	1/4	1/4	Chord	3/4	22	1	1/4	1/4	1	10286			articStaccatissimoAbove
361	361	361	361a	1082	1082	1.0	1/2	1/2	Chord	3/4	22	1	1/4	1/4	1	10287			articStaccatissimoAbove
361	361	361	361a	1080	1080	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	10288			articStaccatissimoAbove
361	361	361	361a	1081	1081	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	10289			articStaccatissimoAbove
361	361	361	361a	1082	1082	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	10290			articStaccatissimoAbove
361	361	361	361a	1081	1081	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	10291			articStaccatissimoAbove
361	361	361	361a	1082	1082	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	10292			articStaccatissimoAbove
361	361	361	361a	1080	1080	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	10293			articStaccatissimoAbove
361	361	361	361a	1081	1081	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	10294			articStaccatissimoAbove
361	361	361	361a	1082	1082	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	10295			articStaccatissimoAbove
362	362	362	362a	1083	1083	3.0	0	0	Chord	3/4	20	1	3/4	1/2	3/2	10296
362	362	362	362a	1083	1083	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	10297			articStaccatissimoAbove
362	362	362	362a	1084	1084	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	10298			articStaccatissimoAbove
362	362	362	362a	1085	1085	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	10299			articStaccatissimoAbove
362	362	362	362a	1083	1083	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	10300			articStaccatissimoAbove
362	362	362	362a	1084	1084	1.0	1/4	1/4	Chord	3/4	22	1	1/4	1/4	1	10301			articStaccatissimoAbove
362	362	362	362a	1085	1085	1.0	1/2	1/2	Chord	3/4	22	1	1/4	1/4	1	10302			articStaccatissimoAbove
362	362	362	362a	1083	1083	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	10303			articStaccatissimoAbove
362	362	362	362a	1084	1084	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	10304			articStaccatissimoAbove
362	362	362	362a	1085	1085	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	10305			articStaccatissimoAbove
362	362	362	362a	1083	1083	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	10306			articStaccatissimoAbove
362	362	362	362a	1084	1084	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	10307			articStaccatissimoAbove
362	362	362	362a	1085	1085	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	10308			articStaccatissimoAbove
362	362	362	362a	1083	1083	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	10309			articStaccatissimoAbove
362	362	362	362a	1084	1084	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	10310			articStaccatissimoAbove
362	362	362	362a	1085	1085	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	10311			articStaccatissimoAbove
363	363	363	363a	1086	1086	2.0	0	0	Chord	3/4	1	1	1/2	1/2	1	10312			articMarcatoAbove
363	363	363	363a	1086	1086	2.0	0	0	Chord	3/4	2	1	1/2	1/2	1	10313			articMarcatoAbove
363	363	363	363a	1086	1086	2.0	0	0	Chord	3/4	3	1	1/2	1/2	1	10314			articMarcatoAbove
363	363	363	363a	1086	1086	2.0	0	0	Chord	3/4	4	1	1/2	1/2	1	10315			articMarcatoAbove
363	363	363	363a	1086	1086	2.0	0	0	Chord	3/4	5	1	1/2	1/2	1	10316			articMarcatoAbove
363	363	363	363a	1086	1086	2.0	0	0	Chord	3/4	6	1	1/2	1/2	1	10317			articMarcatoAbove
363	363	363	363a	1086	1086	2.0	0	0	Chord	3/4	7	1	1/2	1/2	1	10318			articMarcatoAbove
363	363	363	363a	1086	1086	2.0	0	0	Chord	3/4	8	1	1/2	1/2	1	10319			articMarcatoAbove
363	363	363	363a	1086	1086	2.0	0	0	Chord	3/4	9	1	1/2	1/2	1	10320			articMarcatoAbove
363	363	363	363a	1086	1086	2.0	0	0	Chord	3/4	10	1	1/2	1/2	1	10321			articMarcatoAbove
363	363	363	363a	1086	1086	2.0	0	0	Chord	3/4	11	1	1/2	1/2	1	10322			articMarcatoAbove
363	363	363	363a	1086	1086	2.0	0	0	Chord	3/4	12	1	1/2	1/2	1	10323			articMarcatoAbove
363	363	363	363a	1086	1086	2.0	0	0	Chord	3/4	13	1	1/2	1/2	1	10324			articMarcatoAbove
363	363	363	363a	1086	1086	2.0	0	0	Chord	3/4	14	1	1/2	1/2	1	10325			articMarcatoAbove
363	363	363	363a	1086	1086	2.0	0	0	Chord	3/4	15	1	1/2	1/2	1	10326			articMarcatoAbove
363	363	363	363a	1086	1086	2.0	0	0	Chord	3/4	16	1	1/2	1/2	1	10327			articMarcatoAbove
363	363	363	363a	1086	1086	2.0	0	0	Chord	3/4	17	1	1/2	1/2	1	10328			articMarcatoAbove
363	363	363	363a	1086	1086	2.0	0	0	Chord	3/4	18	1	1/2	1/2	1	10329			articMarcatoAbove
363	363	363	363a	1086	1086	3.0	0	0	Chord	3/4	20	1	3/4	1/2	3/2	10330
363	363	363	363a	1088	1088	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	10331			articStaccatissimoAbove
363	363	363	363a	1086	1086	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	10332			articStaccatissimoAbove
363	363	363	363a	1087	1087	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	10333			articStaccatissimoAbove
363	363	363	363a	1088	1088	1.0	1/2	1/2	Chord	3/4	24	1	1/4	1/4	1	10334			articStaccatissimoAbove
363	363	363	363a	1086	1086	1.0	0	0	Chord	3/4	25	1	1/4	1/4	1	10335			articStaccatissimoAbove
363	363	363	363a	1087	1087	1.0	1/4	1/4	Chord	3/4	25	1	1/4	1/4	1	10336			articStaccatissimoAbove
363	363	363	363a	1088	1088	1.0	1/2	1/2	Chord	3/4	25	1	1/4	1/4	1	10337			articStaccatissimoAbove
364	364	364	364a	1089	1089	3.0	0	0	Chord	3/4	20	1	3/4	1/2	3/2	10338
364	364	364	364a	1089	1089	1.0	0	0	Chord	3/4	21	1	1/4	1/4	1	10339			articStaccatissimoAbove
364	364	364	364a	1090	1090	1.0	1/4	1/4	Chord	3/4	21	1	1/4	1/4	1	10340			articStaccatissimoAbove
364	364	364	364a	1091	1091	1.0	1/2	1/2	Chord	3/4	21	1	1/4	1/4	1	10341			articStaccatissimoAbove
364	364	364	364a	1089	1089	1.0	0	0	Chord	3/4	22	1	1/4	1/4	1	10342	f							1025
364	364	364	364a	1090	1090	1.0	1/4	1/4	Chord	3/4	22	1	1/4	1/4	1	10343								1025
364	364	364	364a	1091	1091	1.0	1/2	1/2	Chord	3/4	22	1	1/4	1/4	1	10344
364	364	364	364a	1089	1089	1.0	0	0	Chord	3/4	23	1	1/4	1/4	1	10345								1026
364	364	364	364a	1090	1090	1.0	1/4	1/4	Chord	3/4	23	1	1/4	1/4	1	10346								1026
364	364	364	364a	1091	1091	1.0	1/2	1/2	Chord	3/4	23	1	1/4	1/4	1	10347
364	364	364	364a	1089	1089	1.0	0	0	Chord	3/4	24	1	1/4	1/4	1	10348			articStaccatissimoAbove
364	364	364	364a	1090	1090	1.0	1/4	1/4	Chord	3/4	24	1	1/4	1/4	1	10349			articStaccatissimoAbove
