mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
115	115	263	115b	524	228	1.0	0	0	2/4	18	1	1/4	1/4	1	-1	3	57	A3	3	1103
115	115	263	115b	524	228	1.0	0	0	2/4	24	1	1/4	1/4	1	-1	3	57	A3	3	1108
115	115	263	115b	524	228	1.0	0	0	2/4	15	1	1/4	1/4	1	-1	4	64	E4	4	1098
115	115	263	115b	524	228	2.0	0	0	2/4	23	1	1/2	1/2	1		4	64	E4	4	1107
115	115	263	115b	524	228	1.0	0	0	2/4	16	1	1/4	1/4	1	-1	3	69	A4	4	1099
115	115	263	115b	524	228	1.0	0	0	2/4	14	1	1/4	1/4	1	-1	7	73	C#5	5	1097
115	115	263	115b	524	228	2.0	0	0	2/4	22	1	1/2	1/2	1		7	73	C#5	5	1106
115	115	263	115b	524	228	1.0	0	0	2/4	13	1	1/4	1/4	1	-1	4	76	E5	5	1096
115	115	263	115b	524	228	2.0	0	0	2/4	21	1	1/2	1/2	1		4	76	E5	5	1105
115	115	263	115b	524	228	2.0	0	0	2/4	22	1	1/2	1/2	1		7	85	C#6	6	1106
115	115	263	115b	524	228	2.0	0	0	2/4	21	1	1/2	1/2	1		4	88	E6	6	1105
115	115	263	115b	525	229	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		8	44	G#2	2	1111
115	115	263	115b	525	229	1.0	1/4	1/4	2/4	17	1	1/4	1/4	1		8	56	G#3	3	1102
115	115	263	115b	525	229	1.0	1/4	1/4	2/4	18	1	1/4	1/4	1		8	56	G#3	3	1104
115	115	263	115b	525	229	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1		8	56	G#3	3	1109
115	115	263	115b	525	229	1.0	1/4	1/4	2/4	16	1	1/4	1/4	1		8	68	G#4	4	1100
115	115	263	115b	525	229	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1	1	3	69	A4	4	1092
115	115	263	115b	525	229	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1	1	3	69	A4	4	1093
115	115	263	115b	525	229	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1	1	3	69	A4	4	1094
115	115	263	115b	525	229	1.0	1/4	1/4	2/4	12	1	1/4	1/4	1	1	3	69	A4	4	1095
116	116	264	116b	526	230	1.0	0	0	2/4	25	1	1/4	1/4	1		6	42	F#2	2	1131
116	116	264	116b	526	230	1.0	0	0	2/4	17	1	1/4	1/4	1		6	54	F#3	3	1122
116	116	264	116b	526	230	1.0	0	0	2/4	18	1	1/4	1/4	1		6	54	F#3	3	1124
116	116	264	116b	526	230	1.0	0	0	2/4	24	1	1/4	1/4	1		6	54	F#3	3	1129
116	116	264	116b	526	230	2.0	0	0	2/4	23	1	1/2	1/2	1		4	64	E4	4	1128
116	116	264	116b	526	230	1.0	0	0	2/4	16	1	1/4	1/4	1		6	66	F#4	4	1120
116	116	264	116b	526	230	1.0	0	0	2/4	9	1	1/4	1/4	1	-1	3	69	A4	4	1112
116	116	264	116b	526	230	1.0	0	0	2/4	10	1	1/4	1/4	1	-1	3	69	A4	4	1114
116	116	264	116b	526	230	1.0	0	0	2/4	11	1	1/4	1/4	1	-1	3	69	A4	4	1116
116	116	264	116b	526	230	1.0	0	0	2/4	12	1	1/4	1/4	1	-1	3	69	A4	4	1118
116	116	264	116b	526	230	2.0	0	0	2/4	22	1	1/2	1/2	1		7	73	C#5	5	1127
116	116	264	116b	526	230	2.0	0	0	2/4	21	1	1/2	1/2	1		4	76	E5	5	1126
116	116	264	116b	526	230	2.0	0	0	2/4	22	1	1/2	1/2	1		7	85	C#6	6	1127
116	116	264	116b	526	230	2.0	0	0	2/4	21	1	1/2	1/2	1		4	88	E6	6	1126
116	116	264	116b	527	231	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		4	40	E2	2	1132
116	116	264	116b	527	231	1.0	1/4	1/4	2/4	17	1	1/4	1/4	1		4	52	E3	3	1123
116	116	264	116b	527	231	1.0	1/4	1/4	2/4	18	1	1/4	1/4	1		4	52	E3	3	1125
116	116	264	116b	527	231	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1		4	52	E3	3	1130
116	116	264	116b	527	231	1.0	1/4	1/4	2/4	16	1	1/4	1/4	1		4	64	E4	4	1121
116	116	264	116b	527	231	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		8	68	G#4	4	1113
116	116	264	116b	527	231	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		8	68	G#4	4	1115
116	116	264	116b	527	231	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1		8	68	G#4	4	1117
116	116	264	116b	527	231	1.0	1/4	1/4	2/4	12	1	1/4	1/4	1		8	68	G#4	4	1119
117	117	265	117b	528	232	1.0	0	0	2/4	25	1	1/4	1/4	1		9	39	D#2	2	1156
117	117	265	117b	528	232	1.0	0	0	2/4	17	1	1/4	1/4	1		9	51	D#3	3	1144
117	117	265	117b	528	232	1.0	0	0	2/4	18	1	1/4	1/4	1		9	51	D#3	3	1147
117	117	265	117b	528	232	1.0	0	0	2/4	24	1	1/4	1/4	1		9	51	D#3	3	1153
117	117	265	117b	528	232	1.0	0	0	2/4	16	1	1/4	1/4	1		9	63	D#4	4	1141
117	117	265	117b	528	232	2.0	0	0	2/4	23	1	1/2	1/2	1		4	64	E4	4	1152
117	117	265	117b	528	232	1.0	0	0	2/4	9	1	1/4	1/4	1		6	66	F#4	4	1133
117	117	265	117b	528	232	1.0	0	0	2/4	10	1	1/4	1/4	1		6	66	F#4	4	1135
117	117	265	117b	528	232	1.0	0	0	2/4	11	1	1/4	1/4	1		6	66	F#4	4	1137
117	117	265	117b	528	232	1.0	0	0	2/4	12	1	1/4	1/4	1		6	66	F#4	4	1139
117	117	265	117b	528	232	2.0	0	0	2/4	22	1	1/2	1/2	1		7	73	C#5	5	1151
117	117	265	117b	528	232	2.0	0	0	2/4	21	1	1/2	1/2	1		4	76	E5	5	1150
117	117	265	117b	528	232	2.0	0	0	2/4	22	1	1/2	1/2	1		7	85	C#6	6	1151
117	117	265	117b	528	232	2.0	0	0	2/4	21	1	1/2	1/2	1		4	88	E6	6	1150
117	117	265	117b	529	233	0.5	1/4	1/4	2/4	25	1	1/8	1/8	1		4	40	E2	2	1157
117	117	265	117b	529	233	0.5	1/4	1/4	2/4	17	1	1/8	1/8	1		4	52	E3	3	1145
117	117	265	117b	529	233	0.5	1/4	1/4	2/4	18	1	1/8	1/8	1		4	52	E3	3	1148
117	117	265	117b	529	233	0.5	1/4	1/4	2/4	24	1	1/8	1/8	1		4	52	E3	3	1154
117	117	265	117b	529	233	0.5	1/4	1/4	2/4	16	1	1/8	1/8	1		4	64	E4	4	1142
117	117	265	117b	529	233	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		4	64	E4	4	1134
117	117	265	117b	529	233	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		4	64	E4	4	1136
117	117	265	117b	529	233	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1		4	64	E4	4	1138
117	117	265	117b	529	233	1.0	1/4	1/4	2/4	12	1	1/4	1/4	1		4	64	E4	4	1140
117	117	265	117b	1059/2	467/2	0.5	3/8	3/8	2/4	25	1	1/8	1/8	1		6	42	F#2	2	1158
117	117	265	117b	1059/2	467/2	0.5	3/8	3/8	2/4	17	1	1/8	1/8	1		6	54	F#3	3	1146
117	117	265	117b	1059/2	467/2	0.5	3/8	3/8	2/4	18	1	1/8	1/8	1		6	54	F#3	3	1149
117	117	265	117b	1059/2	467/2	0.5	3/8	3/8	2/4	24	1	1/8	1/8	1		6	54	F#3	3	1155
117	117	265	117b	1059/2	467/2	0.5	3/8	3/8	2/4	16	1	1/8	1/8	1		6	66	F#4	4	1143
118	118	266	118b	530	234	1.0	0	0	2/4	25	1	1/4	1/4	1		8	44	G#2	2	1174
118	118	266	118b	530	234	1.0	0	0	2/4	17	1	1/4	1/4	1		8	56	G#3	3	1168
118	118	266	118b	530	234	1.0	0	0	2/4	18	1	1/4	1/4	1		8	56	G#3	3	1169
118	118	266	118b	530	234	1.0	0	0	2/4	24	1	1/4	1/4	1		8	56	G#3	3	1173
118	118	266	118b	530	234	1.0	0	0	2/4	9	1	1/4	1/4	1		9	63	D#4	4	1159
118	118	266	118b	530	234	1.0	0	0	2/4	10	1	1/4	1/4	1		9	63	D#4	4	1161
118	118	266	118b	530	234	1.0	0	0	2/4	11	1	1/4	1/4	1		9	63	D#4	4	1163
118	118	266	118b	530	234	1.0	0	0	2/4	12	1	1/4	1/4	1		9	63	D#4	4	1165
118	118	266	118b	530	234	2.0	0	0	2/4	23	1	1/2	1/2	1		9	63	D#4	4	1172
118	118	266	118b	530	234	1.0	0	0	2/4	16	1	1/4	1/4	1		8	68	G#4	4	1167
118	118	266	118b	530	234	2.0	0	0	2/4	22	1	1/2	1/2	1		12	72	B#4	4	1171
118	118	266	118b	530	234	2.0	0	0	2/4	21	1	1/2	1/2	1		9	75	D#5	5	1170
118	118	266	118b	530	234	2.0	0	0	2/4	22	1	1/2	1/2	1		12	84	B#5	5	1171
118	118	266	118b	530	234	2.0	0	0	2/4	21	1	1/2	1/2	1		9	87	D#6	6	1170
118	118	266	118b	531	235	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		8	68	G#4	4	1160
118	118	266	118b	531	235	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		8	68	G#4	4	1162
118	118	266	118b	531	235	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1		8	68	G#4	4	1164
118	118	266	118b	531	235	1.0	1/4	1/4	2/4	12	1	1/4	1/4	1		8	68	G#4	4	1166
119	119	267	119b	532	236	1.0	0	0	2/4	25	1	1/4	1/4	1		9	39	D#2	2	1181
119	119	267	119b	532	236	1.0	0	0	2/4	24	1	1/4	1/4	1		9	51	D#3	3	1178
119	119	267	119b	532	236	2.0	0	0	2/4	23	1	1/2	1/2	1		4	64	E4	4	1177
119	119	267	119b	532	236	2.0	0	0	2/4	22	1	1/2	1/2	1		7	73	C#5	5	1176
119	119	267	119b	532	236	2.0	0	0	2/4	21	1	1/2	1/2	1		4	76	E5	5	1175
119	119	267	119b	532	236	2.0	0	0	2/4	22	1	1/2	1/2	1		7	85	C#6	6	1176
119	119	267	119b	532	236	2.0	0	0	2/4	21	1	1/2	1/2	1		4	88	E6	6	1175
119	119	267	119b	533	237	0.5	1/4	1/4	2/4	25	1	1/8	1/8	1		4	40	E2	2	1182
119	119	267	119b	533	237	0.5	1/4	1/4	2/4	24	1	1/8	1/8	1		4	52	E3	3	1179
119	119	267	119b	1067/2	475/2	0.5	3/8	3/8	2/4	25	1	1/8	1/8	1		6	42	F#2	2	1183
119	119	267	119b	1067/2	475/2	0.5	3/8	3/8	2/4	24	1	1/8	1/8	1		6	54	F#3	3	1180
120	120	268	120b	534	238	1.0	0	0	2/4	25	1	1/4	1/4	1		8	44	G#2	2	1192
120	120	268	120b	534	238	1.0	0	0	2/4	24	1	1/4	1/4	1		8	56	G#3	3	1191
120	120	268	120b	534	238	1.0	0	0	2/4	9	1	1/4	1/4	1		9	63	D#4	4	1184
120	120	268	120b	534	238	1.0	0	0	2/4	10	1	1/4	1/4	1		9	63	D#4	4	1186
120	120	268	120b	534	238	2.0	0	0	2/4	23	1	1/2	1/2	1		9	63	D#4	4	1190
120	120	268	120b	534	238	2.0	0	0	2/4	22	1	1/2	1/2	1		12	72	B#4	4	1189
120	120	268	120b	534	238	2.0	0	0	2/4	21	1	1/2	1/2	1		9	75	D#5	5	1188
120	120	268	120b	534	238	2.0	0	0	2/4	22	1	1/2	1/2	1		12	84	B#5	5	1189
120	120	268	120b	534	238	2.0	0	0	2/4	21	1	1/2	1/2	1		9	87	D#6	6	1188
120	120	268	120b	535	239	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		8	68	G#4	4	1185
120	120	268	120b	535	239	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		8	68	G#4	4	1187
121	121	269	121b	536	240	1.0	0	0	2/4	25	1	1/4	1/4	1		-1	41	F2	2	1198
121	121	269	121b	536	240	1.0	0	0	2/4	24	1	1/4	1/4	1		-1	53	F3	3	1195
121	121	269	121b	536	240	2.0	0	0	2/4	22	1	1/2	1/2	1		-3	75	Eb5	5	1194
121	121	269	121b	536	240	2.0	0	0	2/4	21	1	1/2	1/2	1		-6	78	Gb5	5	1193
121	121	269	121b	536	240	2.0	0	0	2/4	22	1	1/2	1/2	1		-3	87	Eb6	6	1194
121	121	269	121b	536	240	2.0	0	0	2/4	21	1	1/2	1/2	1		-6	90	Gb6	6	1193
121	121	269	121b	537	241	0.5	1/4	1/4	2/4	25	1	1/8	1/8	1		-6	42	Gb2	2	1199
121	121	269	121b	537	241	0.5	1/4	1/4	2/4	24	1	1/8	1/8	1		-6	54	Gb3	3	1196
121	121	269	121b	1075/2	483/2	0.5	3/8	3/8	2/4	25	1	1/8	1/8	1		-4	44	Ab2	2	1200
121	121	269	121b	1075/2	483/2	0.5	3/8	3/8	2/4	24	1	1/8	1/8	1		-4	56	Ab3	3	1197
122	122	270	122b	538	242	1.0	0	0	2/4	25	1	1/4	1/4	1		-2	46	Bb2	2	1208
122	122	270	122b	538	242	1.0	0	0	2/4	24	1	1/4	1/4	1		-2	58	Bb3	3	1207
122	122	270	122b	538	242	1.0	0	0	2/4	9	1	1/4	1/4	1		-1	65	F4	4	1201
122	122	270	122b	538	242	1.0	0	0	2/4	10	1	1/4	1/4	1		-1	65	F4	4	1203
122	122	270	122b	538	242	2.0	0	0	2/4	22	1	1/2	1/2	1		2	74	D5	5	1206
122	122	270	122b	538	242	2.0	0	0	2/4	21	1	1/2	1/2	1		-1	77	F5	5	1205
122	122	270	122b	538	242	2.0	0	0	2/4	22	1	1/2	1/2	1		2	86	D6	6	1206
122	122	270	122b	538	242	2.0	0	0	2/4	21	1	1/2	1/2	1		-1	89	F6	6	1205
122	122	270	122b	539	243	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-2	70	Bb4	4	1202
122	122	270	122b	539	243	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		-2	70	Bb4	4	1204
123	123	271	123b	540	244	1.0	0	0	2/4	25	1	1/4	1/4	1		-1	41	F2	2	1214
123	123	271	123b	540	244	1.0	0	0	2/4	24	1	1/4	1/4	1		-1	53	F3	3	1211
123	123	271	123b	540	244	2.0	0	0	2/4	22	1	1/2	1/2	1		-3	75	Eb5	5	1210
123	123	271	123b	540	244	2.0	0	0	2/4	21	1	1/2	1/2	1		-6	78	Gb5	5	1209
123	123	271	123b	540	244	2.0	0	0	2/4	22	1	1/2	1/2	1		-3	87	Eb6	6	1210
123	123	271	123b	540	244	2.0	0	0	2/4	21	1	1/2	1/2	1		-6	90	Gb6	6	1209
123	123	271	123b	541	245	0.5	1/4	1/4	2/4	25	1	1/8	1/8	1		-6	42	Gb2	2	1215
123	123	271	123b	541	245	0.5	1/4	1/4	2/4	24	1	1/8	1/8	1		-6	54	Gb3	3	1212
123	123	271	123b	1083/2	491/2	0.5	3/8	3/8	2/4	25	1	1/8	1/8	1		-4	44	Ab2	2	1216
123	123	271	123b	1083/2	491/2	0.5	3/8	3/8	2/4	24	1	1/8	1/8	1		-4	56	Ab3	3	1213
124	124	272	124b	542	246	1.0	0	0	2/4	25	1	1/4	1/4	1		-2	46	Bb2	2	1224
124	124	272	124b	542	246	1.0	0	0	2/4	24	1	1/4	1/4	1		-2	58	Bb3	3	1223
124	124	272	124b	542	246	1.0	0	0	2/4	9	1	1/4	1/4	1		-1	65	F4	4	1217
124	124	272	124b	542	246	1.0	0	0	2/4	10	1	1/4	1/4	1		-1	65	F4	4	1219
124	124	272	124b	542	246	1.0	0	0	2/4	22	1	1/4	1/4	1		2	74	D5	5	1222
124	124	272	124b	542	246	1.0	0	0	2/4	21	1	1/4	1/4	1		-1	77	F5	5	1221
124	124	272	124b	542	246	1.0	0	0	2/4	22	1	1/4	1/4	1		2	86	D6	6	1222
124	124	272	124b	542	246	1.0	0	0	2/4	21	1	1/4	1/4	1		-1	89	F6	6	1221
124	124	272	124b	543	247	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-2	70	Bb4	4	1218
124	124	272	124b	543	247	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		-2	70	Bb4	4	1220
126	126	274	126b	546	250	1.0	0	0	2/4	3	1	1/4	1/4	1		-1	65	F4	4	1229
126	126	274	126b	546	250	1.0	0	0	2/4	4	1	1/4	1/4	1		-1	65	F4	4	1231
126	126	274	126b	546	250	1.0	0	0	2/4	6	1	1/4	1/4	1		0	72	C5	5	1234
126	126	274	126b	546	250	2.0	0	0	2/4	5	1	1/2	1/2	1		3	81	A5	5	1233
126	126	274	126b	546	250	0.5	0	0	2/4	1	1	1/8	1/8	1		-1	89	F6	6	1225
126	126	274	126b	1093/2	501/2	0.5	1/8	1/8	2/4	1	1	1/8	1/8	1		-3	87	Eb6	6	1226
126	126	274	126b	547	251	1.0	1/4	1/4	2/4	3	1	1/4	1/4	1		6	66	F#4	4	1230
126	126	274	126b	547	251	1.0	1/4	1/4	2/4	4	1	1/4	1/4	1		6	66	F#4	4	1232
126	126	274	126b	547	251	1.0	1/4	1/4	2/4	6	1	1/4	1/4	1		-3	75	Eb5	5	1235
126	126	274	126b	547	251	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		2	86	D6	6	1227
126	126	274	126b	1095/2	503/2	0.5	3/8	3/8	2/4	1	1	1/8	1/8	1		0	84	C6	6	1228
127	127	275	127b	548	252	1.0	0	0	2/4	3	1	1/4	1/4	1		1	67	G4	4	1239
127	127	275	127b	548	252	1.0	0	0	2/4	4	1	1/4	1/4	1		1	67	G4	4	1241
127	127	275	127b	548	252	1.0	0	0	2/4	6	1	1/4	1/4	1		2	74	D5	5	1245
127	127	275	127b	548	252	1.0	0	0	2/4	5	1	1/4	1/4	1		1	79	G5	5	1243
127	127	275	127b	548	252	1.0	0	0	2/4	1	1	1/4	1/4	1		-2	82	Bb5	5	1236
127	127	275	127b	549	253	1.0	1/4	1/4	2/4	3	1	1/4	1/4	1		-3	63	Eb4	4	1240
127	127	275	127b	549	253	1.0	1/4	1/4	2/4	4	1	1/4	1/4	1		-3	63	Eb4	4	1242
127	127	275	127b	549	253	1.0	1/4	1/4	2/4	6	1	1/4	1/4	1		-3	75	Eb5	5	1246
127	127	275	127b	549	253	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1		1	79	G5	5	1244
127	127	275	127b	549	253	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		2	86	D6	6	1237
127	127	275	127b	1099/2	507/2	0.5	3/8	3/8	2/4	1	1	1/8	1/8	1		0	84	C6	6	1238
128	128	276	128b	550	254	2.0	0	0	2/4	3	1	1/2	1/2	1	1	-1	65	F4	4	1249
128	128	276	128b	550	254	2.0	0	0	2/4	4	1	1/2	1/2	1	1	-1	65	F4	4	1250
128	128	276	128b	550	254	1.0	0	0	2/4	6	1	1/4	1/4	1		2	74	D5	5	1253
128	128	276	128b	550	254	1.0	0	0	2/4	5	1	1/4	1/4	1		-1	77	F5	5	1251
128	128	276	128b	550	254	1.0	0	0	2/4	1	1	1/4	1/4	1		-2	82	Bb5	5	1247
128	128	276	128b	551	255	1.0	1/4	1/4	2/4	6	1	1/4	1/4	1		0	72	C5	5	1254
128	128	276	128b	551	255	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1		-1	77	F5	5	1252
128	128	276	128b	551	255	1.0	1/4	1/4	2/4	1	1	1/4	1/4	1		3	81	A5	5	1248
129	129	277	129b	552	256	1.0	0	0	2/4	25	1	1/4	1/4	1		-2	34	Bb1	1	1266
129	129	277	129b	552	256	1.0	0	0	2/4	24	1	1/4	1/4	1		-2	46	Bb2	2	1264
129	129	277	129b	552	256	2.0	0	0	2/4	11	1	1/2	1/2	1	1	-1	53	F3	3	1262
129	129	277	129b	552	256	2.0	0	0	2/4	12	1	1/2	1/2	1	1	-2	58	Bb3	3	1263
129	129	277	129b	552	256	2.0	0	0	2/4	10	1	1/2	1/2	1	1	2	62	D4	4	1261
129	129	277	129b	552	256	1.0	0	0	2/4	3	1	1/4	1/4	1	-1	-1	65	F4	4	1256
129	129	277	129b	552	256	1.0	0	0	2/4	4	1	1/4	1/4	1	-1	-1	65	F4	4	1257
129	129	277	129b	552	256	2.0	0	0	2/4	9	1	1/2	1/2	1	1	-1	65	F4	4	1260
129	129	277	129b	552	256	1.0	0	0	2/4	6	1	1/4	1/4	1		2	74	D5	5	1259
129	129	277	129b	552	256	1.0	0	0	2/4	5	1	1/4	1/4	1		-1	77	F5	5	1258
129	129	277	129b	552	256	1.0	0	0	2/4	1	1	1/4	1/4	1		-2	82	Bb5	5	1255
129	129	277	129b	553	257	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-1	41	F2	2	1267
129	129	277	129b	553	257	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1		-1	53	F3	3	1265
130	130	278	130b	554	258	1.0	0	0	2/4	25	1	1/4	1/4	1		-2	34	Bb1	1	1280
130	130	278	130b	554	258	1.0	0	0	2/4	24	1	1/4	1/4	1		-2	46	Bb2	2	1278
130	130	278	130b	554	258	1.0	0	0	2/4	11	1	1/4	1/4	1	-1	-1	53	F3	3	1273
130	130	278	130b	554	258	2.0	0	0	2/4	12	1	1/2	1/2	1	0	-2	58	Bb3	3	1275
130	130	278	130b	554	258	1.0	0	0	2/4	10	1	1/4	1/4	1	-1	2	62	D4	4	1271
130	130	278	130b	554	258	1.0	0	0	2/4	9	1	1/4	1/4	1	-1	-1	65	F4	4	1269
130	130	278	130b	555	259	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-1	41	F2	2	1281
130	130	278	130b	555	259	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1		-1	53	F3	3	1279
130	130	278	130b	555	259	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1	1	-2	58	Bb3	3	1268
130	130	278	130b	555	259	1.0	1/4	1/4	2/4	11	1	1/4	1/4	1	1	2	62	D4	4	1274
130	130	278	130b	555	259	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1	1	-1	65	F4	4	1272
130	130	278	130b	555	259	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1	1	-2	70	Bb4	4	1270
130	130	278	130b	555	259	1.0	1/4	1/4	2/4	22	2	1/4	1/4	1	1	2	74	D5	5	1277
130	130	278	130b	555	259	1.0	1/4	1/4	2/4	22	1	1/4	1/4	1	1	-1	77	F5	5	1276
131	131	279	131b	556	260	1.0	0	0	2/4	25	1	1/4	1/4	1		-2	34	Bb1	1	1299
131	131	279	131b	556	260	1.0	0	0	2/4	24	1	1/4	1/4	1		-2	46	Bb2	2	1297
131	131	279	131b	556	260	1.0	0	0	2/4	5	1	1/4	1/4	1	-1	-2	58	Bb3	3	1282
131	131	279	131b	556	260	1.0	0	0	2/4	12	1	1/4	1/4	1	-1	-2	58	Bb3	3	1287
131	131	279	131b	556	260	1.0	0	0	2/4	11	1	1/4	1/4	1	-1	2	62	D4	4	1286
131	131	279	131b	556	260	0.5	0	0	2/4	23	1	1/8	1/8	1		-1	65	F4	4	1293
131	131	279	131b	556	260	1.0	0	0	2/4	10	1	1/4	1/4	1	-1	-1	65	F4	4	1285
131	131	279	131b	556	260	1.0	0	0	2/4	9	1	1/4	1/4	1	-1	-2	70	Bb4	4	1284
131	131	279	131b	556	260	1.0	0	0	2/4	22	2	1/4	1/4	1	-1	2	74	D5	5	1291
131	131	279	131b	556	260	1.0	0	0	2/4	22	1	1/4	1/4	1	-1	-1	77	F5	5	1289
131	131	279	131b	556	260	2.0	0	0	2/4	21	1	1/2	1/2	1		-1	77	F5	5	1288
131	131	279	131b	1113/2	521/2	0.5	1/8	1/8	2/4	23	1	1/8	1/8	1		4	64	E4	4	1294
131	131	279	131b	557	261	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-1	41	F2	2	1300
131	131	279	131b	557	261	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1		-1	53	F3	3	1298
131	131	279	131b	557	261	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1		0	60	C4	4	1283
131	131	279	131b	557	261	0.5	1/4	1/4	2/4	23	1	1/8	1/8	1		-1	65	F4	4	1295
131	131	279	131b	557	261	1.0	1/4	1/4	2/4	22	2	1/4	1/4	1		0	72	C5	5	1292
131	131	279	131b	557	261	1.0	1/4	1/4	2/4	22	1	1/4	1/4	1		-3	75	Eb5	5	1290
131	131	279	131b	1115/2	523/2	0.5	3/8	3/8	2/4	23	1	1/8	1/8	1		4	64	E4	4	1296
132	132	280	132b	558	262	1.0	0	0	2/4	25	1	1/4	1/4	1		-2	34	Bb1	1	1314
132	132	280	132b	558	262	1.0	0	0	2/4	24	1	1/4	1/4	1		-2	46	Bb2	2	1312
132	132	280	132b	558	262	1.0	0	0	2/4	5	1	1/4	1/4	1		2	62	D4	4	1301
132	132	280	132b	558	262	0.5	0	0	2/4	23	1	1/8	1/8	1		-1	65	F4	4	1308
132	132	280	132b	558	262	1.0	0	0	2/4	22	2	1/4	1/4	1		-2	70	Bb4	4	1306
132	132	280	132b	558	262	1.0	0	0	2/4	22	1	1/4	1/4	1		2	74	D5	5	1304
132	132	280	132b	558	262	2.0	0	0	2/4	21	1	1/2	1/2	1		-1	77	F5	5	1303
132	132	280	132b	1117/2	525/2	0.5	1/8	1/8	2/4	23	1	1/8	1/8	1		4	64	E4	4	1309
132	132	280	132b	559	263	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-1	41	F2	2	1315
132	132	280	132b	559	263	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1		-1	53	F3	3	1313
132	132	280	132b	559	263	0.5	1/4	1/4	2/4	23	1	1/8	1/8	1		-1	65	F4	4	1310
132	132	280	132b	559	263	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1		-1	65	F4	4	1302
132	132	280	132b	559	263	1.0	1/4	1/4	2/4	22	2	1/4	1/4	1		-1	65	F4	4	1307
132	132	280	132b	559	263	1.0	1/4	1/4	2/4	22	1	1/4	1/4	1		0	72	C5	5	1305
132	132	280	132b	1119/2	527/2	0.5	3/8	3/8	2/4	23	1	1/8	1/8	1		4	64	E4	4	1311
133	133	281	133b	560	264	1.0	0	0	2/4	25	1	1/4	1/4	1		-2	34	Bb1	1	1329
133	133	281	133b	560	264	1.0	0	0	2/4	24	1	1/4	1/4	1		-2	46	Bb2	2	1327
133	133	281	133b	560	264	1.0	0	0	2/4	22	2	1/4	1/4	1		2	62	D4	4	1321
133	133	281	133b	560	264	0.5	0	0	2/4	23	1	1/8	1/8	1		-1	65	F4	4	1323
133	133	281	133b	560	264	1.0	0	0	2/4	5	1	1/4	1/4	1		-2	70	Bb4	4	1316
133	133	281	133b	560	264	1.0	0	0	2/4	22	1	1/4	1/4	1		-2	70	Bb4	4	1318
133	133	281	133b	560	264	2.0	0	0	2/4	21	1	1/2	1/2	1		-1	77	F5	5	1317
133	133	281	133b	1121/2	529/2	0.5	1/8	1/8	2/4	23	1	1/8	1/8	1		4	64	E4	4	1324
133	133	281	133b	561	265	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-1	41	F2	2	1330
133	133	281	133b	561	265	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1		-1	53	F3	3	1328
133	133	281	133b	561	265	0.5	1/4	1/4	2/4	23	1	1/8	1/8	1		-1	65	F4	4	1325
133	133	281	133b	561	265	1.0	1/4	1/4	2/4	22	2	1/4	1/4	1	1	-2	70	Bb4	4	1322
133	133	281	133b	561	265	0.5	1/4	1/4	2/4	22	1	1/8	1/8	1		0	72	C5	5	1319
