mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	Trill:trill	crescendo_line	HairPin:2_sempre cresc.	HairPin:2_cresc. sempre	HairPin:2_sempre crescendo	HairPin:2_(cresc.)	diminuendo_line	HairPin:3_sempre diminuendo	HairPin:3_(dim.)	HairPin:3_dimin.	crescendo_hairpin	decrescendo_hairpin
70	70	139	139	1.0	1/4	1/4	Chord	2/4	23	1	1/4	1/4	1	664			articStaccatissimoAbove																		
70	70	138	138	1.0	0	0	Chord	2/4	24	1	1/4	1/4	1	665			articStaccatissimoAbove																	8	
70	70	139	139	1.0	1/4	1/4	Chord	2/4	24	1	1/4	1/4	1	666			articStaccatissimoAbove																	8	
70	70	138	138	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	667			articStaccatissimoBelow																		
70	70	139	139	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	668			articStaccatissimoAbove																		
71	71	141	141	0.0	1/4	1/4	Dynamic	2/4	3	1	0					p																			
71	71	141	141	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	669			articAccentAbove																		
71	71	141	141	0.0	1/4	1/4	Dynamic	2/4	4	1	0					p																			
71	71	141	141	1.0	1/4	1/4	Chord	2/4	4	1	1/4	1/4	1	670			articAccentAbove																		
71	71	141	141	0.0	1/4	1/4	Dynamic	2/4	5	1	0					mf																			
71	71	141	141	1.0	1/4	1/4	Chord	2/4	5	1	1/4	1/4	1	671	a		articAccentAbove																		
71	71	141	141	0.0	1/4	1/4	Dynamic	2/4	6	1	0					mf																			
71	71	141	141	1.0	1/4	1/4	Chord	2/4	6	1	1/4	1/4	1	672			articAccentAbove																		
71	71	140	140	1.0	0	0	Chord	2/4	21	1	1/4	1/4	1	673									86												
71	71	141	141	0.5	1/4	1/4	Chord	2/4	21	1	1/8	1/8	1	674									86												
71	71	283/2	283/2	0.5	3/8	3/8	Chord	2/4	21	1	1/8	1/8	1	675									86												
71	71	141	141	0.0	1/4	1/4	Dynamic	2/4	22	1	0					mf																			
71	71	141	141	1.0	1/4	1/4	Chord	2/4	22	1	1/4	1/4	1	676			articAccentAbove																		
71	71	140	140	1.0	0	0	Chord	2/4	23	1	1/4	1/4	1	677			articStaccatissimoAbove																		
71	71	141	141	1.0	1/4	1/4	Chord	2/4	23	1	1/4	1/4	1	678			articStaccatissimoAbove																		
71	71	140	140	0.0	0	0	Spanner	2/4	24	1	0																								
71	71	140	140	0.0	0	0	Spanner	2/4	24	1	0																								8
71	71	140	140	1.0	0	0	Chord	2/4	24	1	1/4	1/4	1	679									87												8
71	71	141	141	0.5	1/4	1/4	Chord	2/4	24	1	1/8	1/8	1	680									87												8
71	71	283/2	283/2	0.5	3/8	3/8	Chord	2/4	24	1	1/8	1/8	1	681									87												8
71	71	140	140	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	682			articStaccatissimoBelow																		
71	71	141	141	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	683			articStaccatissimoAbove																		
72	72	142	142	2.0	0	0	Chord	2/4	3	1	1/2	1/2	1	684																					
72	72	142	142	2.0	0	0	Chord	2/4	4	1	1/2	1/2	1	685																					
72	72	142	142	0.0	0	0	Spanner	2/4	5	1	0														13										
72	72	142	142	1.0	0	0	Chord	2/4	5	1	1/4	1/4	1	686			articStaccatissimoBelow								13										
72	72	143	143	1.0	1/4	1/4	Chord	2/4	5	1	1/4	1/4	1	687			articStaccatissimoBelow								13										
72	72	142	142	0.0	0	0	Spanner	2/4	6	1	0														14										
72	72	142	142	1.0	0	0	Chord	2/4	6	1	1/4	1/4	1	688			articStaccatissimoBelow								14										
72	72	143	143	1.0	1/4	1/4	Chord	2/4	6	1	1/4	1/4	1	689			articStaccatissimoBelow								14										
72	72	142	142	1.0	0	0	Chord	2/4	21	1	1/4	1/4	1	690																					
72	72	142	142	1.0	0	0	Chord	2/4	22	1	1/4	1/4	1	691																					
72	72	143	143	0.0	1/4	1/4	Spanner	2/4	22	1	0														15	15									
72	72	143	143	1.0	1/4	1/4	Chord	2/4	22	1	1/4	1/4	1	692			articStaccatissimoBelow								15	15									
72	72	142	142	1.0	0	0	Chord	2/4	23	1	1/4	1/4	1	693			articStaccatissimoAbove																		
72	72	142	142	1.0	0	0	Chord	2/4	24	1	1/4	1/4	1	694																					8
72	72	143	143	0.0	1/4	1/4	Spanner	2/4	24	1	0														16		16								
72	72	143	143	0.0	1/4	1/4	Spanner	2/4	24	1	0														16		16								
72	72	143	143	1.0	1/4	1/4	Chord	2/4	24	1	1/4	1/4	1	695			articAccentAbove								16		16								
72	72	142	142	0.0	0	0	Spanner	2/4	25	1	0														17			17							
72	72	142	142	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	696			articStaccatissimoAbove								17			17							
72	72	143	143	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	697			articStaccatissimoAbove								17			17							
73	73	144	144	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	698			articStaccatissimoAbove																		
73	73	144	144	1.0	0	0	Chord	2/4	4	1	1/4	1/4	1	699			articStaccatissimoBelow																		
73	73	144	144	1.0	0	0	Chord	2/4	5	1	1/4	1/4	1	700			articStaccatissimoBelow								13										
73	73	145	145	1.0	1/4	1/4	Chord	2/4	5	1	1/4	1/4	1	701			articStaccatissimoAbove								13										
73	73	144	144	1.0	0	0	Chord	2/4	6	1	1/4	1/4	1	702			articStaccatissimoBelow								14										
73	73	145	145	1.0	1/4	1/4	Chord	2/4	6	1	1/4	1/4	1	703			articStaccatissimoAbove								14										
73	73	144	144	1.0	0	0	Chord	2/4	22	1	1/4	1/4	1	704			articStaccatissimoBelow								15	15									
73	73	145	145	1.0	1/4	1/4	Chord	2/4	22	1	1/4	1/4	1	705			articStaccatissimoBelow								15	15									
73	73	145	145	0.0	1/4	1/4	Spanner	2/4	23	1	0														18	18									
73	73	145	145	1.0	1/4	1/4	Chord	2/4	23	1	1/4	1/4	1	706									88		18	18									
73	73	144	144	1.0	0	0	Chord	2/4	24	1	1/4	1/4	1	707											16		16								
73	73	145	145	1.0	1/4	1/4	Chord	2/4	24	1	1/4	1/4	1	708			articStaccatissimoAbove								16		16								
73	73	144	144	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	709			articStaccatissimoAbove								17			17							
73	73	145	145	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	710			articStaccatissimoAbove								17			17							
74	74	146	146	0.5	0	0	Chord	2/4	5	1	1/8	1/8	1	711			articAccentAbove						89		13										
74	74	293/2	293/2	0.5	1/8	1/8	Chord	2/4	5	1	1/8	1/8	1	712									89		13										
74	74	147	147	0.5	1/4	1/4	Chord	2/4	5	1	1/8	1/8	1	713									89		13										
74	74	295/2	295/2	0.5	3/8	3/8	Chord	2/4	5	1	1/8	1/8	1	714									89		13										
74	74	146	146	0.5	0	0	Chord	2/4	6	1	1/8	1/8	1	715			articAccentAbove						90		14										
74	74	293/2	293/2	0.5	1/8	1/8	Chord	2/4	6	1	1/8	1/8	1	716									90		14										
74	74	147	147	0.5	1/4	1/4	Chord	2/4	6	1	1/8	1/8	1	717									90		14										
74	74	295/2	295/2	0.5	3/8	3/8	Chord	2/4	6	1	1/8	1/8	1	718									90		14										
74	74	147	147	0.0	1/4	1/4	Dynamic	2/4	21	1	0					mf																			
74	74	147	147	0.0	1/4	1/4	Spanner	2/4	21	1	0														19										
74	74	147	147	1.0	1/4	1/4	Chord	2/4	21	1	1/4	1/4	1	719											19										
74	74	146	146	0.5	0	0	Chord	2/4	22	1	1/8	1/8	1	720			articAccentAbove						91		15	15									
74	74	293/2	293/2	0.5	1/8	1/8	Chord	2/4	22	1	1/8	1/8	1	721									91		15	15									
74	74	147	147	0.5	1/4	1/4	Chord	2/4	22	1	1/8	1/8	1	722									91		15	15									
74	74	295/2	295/2	0.5	3/8	3/8	Chord	2/4	22	1	1/8	1/8	1	723											15	15									
74	74	146	146	1.0	0	0	Chord	2/4	23	1	1/4	1/4	1	724											18	18									
74	74	147	147	0.5	1/4	1/4	Chord	2/4	23	1	1/8	1/8	1	725									92		18	18									
74	74	295/2	295/2	0.5	3/8	3/8	Chord	2/4	23	1	1/8	1/8	1	726									92		18	18									
74	74	146	146	1.0	0	0	Chord	2/4	24	1	1/4	1/4	1	727			articStaccatissimoAbove								16		16								
74	74	147	147	0.5	1/4	1/4	Chord	2/4	24	1	1/8	1/8	1	728									93		16		16								
74	74	295/2	295/2	0.5	3/8	3/8	Chord	2/4	24	1	1/8	1/8	1	729											16		16								
74	74	146	146	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	730			articStaccatissimoAbove								17			17							
74	74	147	147	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	731			articStaccatissimoAbove								17			17							
75	75	148	148	1.0	0	0	Chord	2/4	5	1	1/4	1/4	1	732											13										
75	75	149	149	0.0	1/4	1/4	Spanner	2/4	5	1	0																								
75	75	148	148	1.0	0	0	Chord	2/4	6	1	1/4	1/4	1	733											14										
75	75	149	149	0.0	1/4	1/4	Spanner	2/4	6	1	0																								
75	75	148	148	0.0	0	0	Dynamic	2/4	9	1	0					mf																			
75	75	148	148	2.0	0	0	Chord	2/4	9	1	1/2	1/2	1	734																					
75	75	148	148	0.0	0	0	Dynamic	2/4	10	1	0					mf																			
75	75	148	148	2.0	0	0	Chord	2/4	10	1	1/2	1/2	1	735																					
75	75	148	148	0.0	0	0	Dynamic	2/4	11	1	0					mf																			
75	75	148	148	0.0	0	0	StaffText	2/4	11	1	0							I.(=III)																	
75	75	148	148	2.0	0	0	Chord	2/4	11	1	1/2	1/2	1	736																					
75	75	148	148	0.5	0	0	Chord	2/4	21	1	1/8	1/8	1	737											19										
75	75	297/2	297/2	0.5	1/8	1/8	Chord	2/4	21	1	1/8	1/8	1	738	a								94		19										
75	75	149	149	0.5	1/4	1/4	Chord	2/4	21	1	1/8	1/8	1	739									94		19										
75	75	299/2	299/2	0.5	3/8	3/8	Chord	2/4	21	1	1/8	1/8	1	740									94		19										
75	75	148	148	2.0	0	0	Chord	2/4	22	1	1/2	1/2	1	741											15	15									
75	75	148	148	0.5	0	0	Chord	2/4	23	1	1/8	1/8	1	742											18	18									
75	75	297/2	297/2	0.5	1/8	1/8	Chord	2/4	23	1	1/8	1/8	1	743									95		18	18									
75	75	149	149	0.5	1/4	1/4	Chord	2/4	23	1	1/8	1/8	1	744									95		18	18									
75	75	299/2	299/2	0.5	3/8	3/8	Chord	2/4	23	1	1/8	1/8	1	745									95		18	18									
75	75	148	148	0.5	0	0	Chord	2/4	24	1	1/8	1/8	1	746			articStaccatissimoAbove								16		16								
75	75	297/2	297/2	0.5	1/8	1/8	Chord	2/4	24	1	1/8	1/8	1	747									96		16		16								
75	75	149	149	1.0	1/4	1/4	Chord	2/4	24	1	1/4	1/4	1	748											16		16								
75	75	148	148	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	749			articStaccatissimoBelow								17			17							
75	75	149	149	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	750			articStaccatissimoAbove								17			17							
76	76	150	150	2.0	0	0	Chord	2/4	21	1	1/2	1/2	1	751											19										
76	76	150	150	0.5	0	0	Chord	2/4	22	1	1/8	1/8	1	752	a		articAccentAbove						97		15	15									
76	76	301/2	301/2	0.5	1/8	1/8	Chord	2/4	22	1	1/8	1/8	1	753									97		15	15									
76	76	151	151	0.5	1/4	1/4	Chord	2/4	22	1	1/8	1/8	1	754									97		15	15									
76	76	303/2	303/2	0.5	3/8	3/8	Chord	2/4	22	1	1/8	1/8	1	755											15	15									
76	76	150	150	2.0	0	0	Chord	2/4	23	1	1/2	1/2	1	756									95		18	18									
76	76	150	150	2.0	0	0	Chord	2/4	24	1	1/2	1/2	1	757			articAccentAbove						98		16		16								
76	76	150	150	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	758			articStaccatissimoBelow								17			17							
76	76	151	151	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	759			articStaccatissimoAbove								17			17							
77	77	152	152	0.0	0	0	Dynamic	2/4	9	1	0					f																			
77	77	152	152	2.0	0	0	Chord	2/4	9	1	1/2	1/2	1	760																					
77	77	152	152	0.0	0	0	Dynamic	2/4	10	1	0					f																			
77	77	152	152	2.0	0	0	Chord	2/4	10	1	1/2	1/2	1	761																					
77	77	152	152	0.0	0	0	Dynamic	2/4	11	1	0					f																			
77	77	152	152	2.0	0	0	Chord	2/4	11	1	1/2	1/2	1	762																					
77	77	152	152	0.5	0	0	Chord	2/4	21	1	1/8	1/8	1	763											19										
77	77	305/2	305/2	0.5	1/8	1/8	Chord	2/4	21	1	1/8	1/8	1	764	a								99		19										
77	77	153	153	0.5	1/4	1/4	Chord	2/4	21	1	1/8	1/8	1	765									99		19										
77	77	307/2	307/2	0.5	3/8	3/8	Chord	2/4	21	1	1/8	1/8	1	766									99		19										
77	77	152	152	2.0	0	0	Chord	2/4	22	1	1/2	1/2	1	767											15	15									
77	77	152	152	0.5	0	0	Chord	2/4	23	1	1/8	1/8	1	768											18	18									
77	77	305/2	305/2	0.5	1/8	1/8	Chord	2/4	23	1	1/8	1/8	1	769									100		18	18									
77	77	153	153	0.5	1/4	1/4	Chord	2/4	23	1	1/8	1/8	1	770									100		18	18									
77	77	307/2	307/2	0.5	3/8	3/8	Chord	2/4	23	1	1/8	1/8	1	771									100		18	18									
77	77	152	152	0.5	0	0	Chord	2/4	24	1	1/8	1/8	1	772											16		16								
77	77	305/2	305/2	0.5	1/8	1/8	Chord	2/4	24	1	1/8	1/8	1	773									101		16		16								
77	77	153	153	1.0	1/4	1/4	Chord	2/4	24	1	1/4	1/4	1	774											16		16								
77	77	152	152	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	775			articStaccatissimoBelow								17			17							
77	77	153	153	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	776			articStaccatissimoAbove								17			17							
78	78	154	154	2.0	0	0	Chord	2/4	21	1	1/2	1/2	1	777											19										
78	78	154	154	0.5	0	0	Chord	2/4	22	1	1/8	1/8	1	778	a		articAccentAbove						102		15	15									
78	78	309/2	309/2	0.5	1/8	1/8	Chord	2/4	22	1	1/8	1/8	1	779									102		15	15									
78	78	155	155	0.5	1/4	1/4	Chord	2/4	22	1	1/8	1/8	1	780									102		15	15									
78	78	311/2	311/2	0.5	3/8	3/8	Chord	2/4	22	1	1/8	1/8	1	781											15	15									
78	78	154	154	2.0	0	0	Chord	2/4	23	1	1/2	1/2	1	782											18	18									
78	78	154	154	2.0	0	0	Chord	2/4	24	1	1/2	1/2	1	783			articAccentAbove						103		16		16								
78	78	154	154	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	784			articStaccatissimoBelow								17			17							
78	78	155	155	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	785			articStaccatissimoAbove								17			17							
79	79	156	156	0.0	0	0	Dynamic	2/4	9	1	0					p																			
79	79	156	156	0.0	0	0	Spanner	2/4	9	1	0																			17					
79	79	156	156	2.0	0	0	Chord	2/4	9	1	1/2	1/2	1	786																17					
79	79	156	156	0.0	0	0	Dynamic	2/4	10	1	0					p																			
79	79	156	156	0.0	0	0	Spanner	2/4	10	1	0																			18					
79	79	156	156	2.0	0	0	Chord	2/4	10	1	1/2	1/2	1	787																18					
79	79	156	156	0.0	0	0	Dynamic	2/4	11	1	0					p																			
79	79	156	156	0.0	0	0	Spanner	2/4	11	1	0																			19					
79	79	156	156	2.0	0	0	Chord	2/4	11	1	1/2	1/2	1	788																19					
79	79	156	156	0.0	0	0	Spanner	2/4	21	1	0																								
79	79	156	156	0.0	0	0	Spanner	2/4	21	1	0																			20					
79	79	156	156	0.5	0	0	Chord	2/4	21	1	1/8	1/8	1	789																20					
79	79	313/2	313/2	0.5	1/8	1/8	Chord	2/4	21	1	1/8	1/8	1	790	a								104							20					
79	79	157	157	0.5	1/4	1/4	Chord	2/4	21	1	1/8	1/8	1	791									104							20					
79	79	315/2	315/2	0.5	3/8	3/8	Chord	2/4	21	1	1/8	1/8	1	792									104							20					
79	79	156	156	0.0	0	0	Spanner	2/4	22	1	0																								
79	79	156	156	0.0	0	0	Spanner	2/4	22	1	0																			21					
79	79	156	156	2.0	0	0	Chord	2/4	22	1	1/2	1/2	1	793																21					
79	79	156	156	0.0	0	0	Spanner	2/4	23	1	0																								
79	79	156	156	0.0	0	0	Spanner	2/4	23	1	0																			22					
79	79	156	156	0.5	0	0	Chord	2/4	23	1	1/8	1/8	1	794																22					
79	79	313/2	313/2	0.5	1/8	1/8	Chord	2/4	23	1	1/8	1/8	1	795									105							22					
79	79	157	157	0.5	1/4	1/4	Chord	2/4	23	1	1/8	1/8	1	796									105							22					
79	79	315/2	315/2	0.5	3/8	3/8	Chord	2/4	23	1	1/8	1/8	1	797									105							22					
79	79	156	156	0.0	0	0	Spanner	2/4	24	1	0																								
79	79	156	156	0.0	0	0	Spanner	2/4	24	1	0																			23					
79	79	156	156	0.5	0	0	Chord	2/4	24	1	1/8	1/8	1	798																23					
79	79	313/2	313/2	0.5	1/8	1/8	Chord	2/4	24	1	1/8	1/8	1	799									106							23					
79	79	157	157	1.0	1/4	1/4	Chord	2/4	24	1	1/4	1/4	1	800									106							23					
79	79	156	156	0.0	0	0	Spanner	2/4	25	1	0																								
79	79	156	156	0.0	0	0	Spanner	2/4	25	1	0																			24	24				
79	79	156	156	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	801			articStaccatissimoBelow													24	24				
79	79	157	157	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	802			articStaccatissimoAbove													24	24				
80	80	158	158	2.0	0	0	Chord	2/4	9	1	1/2	1/2	1	803																17					
80	80	158	158	2.0	0	0	Chord	2/4	10	1	1/2	1/2	1	804																18					
80	80	158	158	2.0	0	0	Chord	2/4	11	1	1/2	1/2	1	805																19					
80	80	158	158	0.5	0	0	Chord	2/4	21	1	1/8	1/8	1	806																20					
80	80	317/2	317/2	0.5	1/8	1/8	Chord	2/4	21	1	1/8	1/8	1	807	a								107							20					
80	80	159	159	0.5	1/4	1/4	Chord	2/4	21	1	1/8	1/8	1	808									107							20					
80	80	319/2	319/2	0.5	3/8	3/8	Chord	2/4	21	1	1/8	1/8	1	809									107							20					
80	80	158	158	2.0	0	0	Chord	2/4	22	1	1/2	1/2	1	810																21					
80	80	158	158	0.5	0	0	Chord	2/4	23	1	1/8	1/8	1	811																22					
80	80	317/2	317/2	0.5	1/8	1/8	Chord	2/4	23	1	1/8	1/8	1	812									108							22					
80	80	159	159	0.5	1/4	1/4	Chord	2/4	23	1	1/8	1/8	1	813									108							22					
80	80	319/2	319/2	0.5	3/8	3/8	Chord	2/4	23	1	1/8	1/8	1	814									108							22					
80	80	158	158	0.5	0	0	Chord	2/4	24	1	1/8	1/8	1	815																23					
80	80	317/2	317/2	0.5	1/8	1/8	Chord	2/4	24	1	1/8	1/8	1	816									109							23					
80	80	159	159	1.0	1/4	1/4	Chord	2/4	24	1	1/4	1/4	1	817									109							23					
80	80	158	158	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	818			articStaccatissimoBelow													24	24				
80	80	159	159	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	819			articStaccatissimoAbove													24	24				
81	81	160	160	2.0	0	0	Chord	2/4	9	1	1/2	1/2	1	820																17					
81	81	160	160	2.0	0	0	Chord	2/4	10	1	1/2	1/2	1	821																18					
81	81	160	160	0.5	0	0	Chord	2/4	21	1	1/8	1/8	1	822																20					
81	81	321/2	321/2	0.5	1/8	1/8	Chord	2/4	21	1	1/8	1/8	1	823	a								110							20					
81	81	161	161	0.5	1/4	1/4	Chord	2/4	21	1	1/8	1/8	1	824									110							20					
81	81	323/2	323/2	0.5	3/8	3/8	Chord	2/4	21	1	1/8	1/8	1	825									110							20					
81	81	160	160	2.0	0	0	Chord	2/4	22	1	1/2	1/2	1	826																21					
81	81	160	160	0.5	0	0	Chord	2/4	23	1	1/8	1/8	1	827																22					
81	81	321/2	321/2	0.5	1/8	1/8	Chord	2/4	23	1	1/8	1/8	1	828									111							22					
81	81	161	161	0.5	1/4	1/4	Chord	2/4	23	1	1/8	1/8	1	829									111							22					
81	81	323/2	323/2	0.5	3/8	3/8	Chord	2/4	23	1	1/8	1/8	1	830									111							22					
81	81	160	160	0.5	0	0	Chord	2/4	24	1	1/8	1/8	1	831																23					
81	81	321/2	321/2	0.5	1/8	1/8	Chord	2/4	24	1	1/8	1/8	1	832									112							23					
81	81	161	161	1.0	1/4	1/4	Chord	2/4	24	1	1/4	1/4	1	833									112							23					
81	81	160	160	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	834			articStaccatissimoBelow													24	24				
81	81	161	161	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	835			articStaccatissimoAbove													24	24				
82	82	162	162	2.0	0	0	Chord	2/4	9	1	1/2	1/2	1	836																17					
82	82	162	162	1.0	0	0	Chord	2/4	10	1	1/4	1/4	1	837																18					
82	82	162	162	1.0	0	0	Chord	2/4	21	1	1/4	1/4	1	838																20					
82	82	163	163	0.0	1/4	1/4	Spanner	2/4	21	1	0																								
82	82	162	162	1.0	0	0	Chord	2/4	22	1	1/4	1/4	1	839																21					
82	82	163	163	0.0	1/4	1/4	Spanner	2/4	22	1	0																								
82	82	162	162	1.0	0	0	Chord	2/4	23	1	1/4	1/4	1	840																22					
82	82	163	163	0.0	1/4	1/4	Spanner	2/4	23	1	0																								
82	82	162	162	1.0	0	0	Chord	2/4	24	1	1/4	1/4	1	841																23					
82	82	163	163	0.0	1/4	1/4	Spanner	2/4	24	1	0																								
82	82	162	162	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	842			articStaccatissimoBelow													24	24				
82	82	163	163	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	843			articStaccatissimoAbove													24	24				
83	83	164	164	0.0	0	0	Dynamic	2/4	9	1	0					pp																			
83	83	164	164	0.0	0	0	Spanner	2/4	9	1	0																								
83	83	164	164	2.0	0	0	Chord	2/4	9	1	1/2	1/2	1	844																					
83	83	164	164	0.0	0	0	Spanner	2/4	10	1	0																								
83	83	164	164	0.0	0	0	Spanner	2/4	11	1	0																								
83	83	164	164	0.0	0	0	Dynamic	2/4	25	1	0					pp																			
83	83	164	164	0.0	0	0	Spanner	2/4	25	1	0																								
83	83	164	164	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	845			articStaccatissimoBelow																		
83	83	165	165	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	846			articStaccatissimoAbove																		
84	84	166	166	2.0	0	0	Chord	2/4	9	1	1/2	1/2	1	847																					
84	84	166	166	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	848			articStaccatissimoBelow																		
84	84	167	167	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	849			articStaccatissimoAbove																		
85	85	168	168	0.0	0	0	Dynamic	2/4	9	1	0					ppp																			
85	85	168	168	2.0	0	0	Chord	2/4	9	1	1/2	1/2	1	850																					
85	85	168	168	1.0	0	0	Chord	2/4	25	1	1/4	1/4	1	851			articStaccatissimoBelow																		
85	85	169	169	1.0	1/4	1/4	Chord	2/4	25	1	1/4	1/4	1	852			articStaccatissimoAbove																		
86	86	170	170	2.0	0	0	Chord	2/4	9	1	1/2	1/2	1	853																					
87	87	172	172	0.0	0	0	Dynamic	2/4	9	1	0					p																			
87	87	172	172	2.0	0	0	Chord	2/4	9	1	1/2	1/2	1	854	X		articAccentAbove																		
88	88	174	174	0.0	0	0	StaffText	2/4	1	1	0							I.																	
88	88	175	175	0.0	1/4	1/4	Dynamic	2/4	1	1	0					other-dynamics																			
88	88	175	175	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	855	a		articAccentAbove																		
88	88	174	174	0.0	0	0	StaffText	2/4	3	1	0							I.																	
88	88	175	175	0.0	1/4	1/4	Dynamic	2/4	3	1	0					p																			
88	88	175	175	1.0	1/4	1/4	Chord	2/4	3	1	1/4	1/4	1	856			articAccentAbove																		
88	88	174	174	0.0	0	0	StaffText	2/4	5	1	0							I.																	
88	88	175	175	0.0	1/4	1/4	Dynamic	2/4	5	1	0					other-dynamics																			
88	88	175	175	1.0	1/4	1/4	Chord	2/4	5	1	1/4	1/4	1	857			articAccentAbove																		
88	88	174	174	2.0	0	0	Chord	2/4	9	1	1/2	1/2	1	858																					
89	89	176	176	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	859			articStaccatissimoAbove																		
89	89	177	177	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	860			articStaccatissimoAbove																		
89	89	176	176	2.0	0	0	Chord	2/4	3	1	1/2	1/2	1	861																					
89	89	176	176	1.0	0	0	Chord	2/4	5	1	1/4	1/4	1	862			articStaccatissimoAbove																		
89	89	177	177	1.0	1/4	1/4	Chord	2/4	5	1	1/4	1/4	1	863			articStaccatissimoAbove																		
89	89	176	176	2.0	0	0	Chord	2/4	9	1	1/2	1/2	1	864									113												
90	90	178	178	0.0	0	0	Spanner	2/4	1	1	0																							9	
90	90	178	178	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	865			articStaccatissimoAbove																	9	
90	90	179	179	1.0	1/4	1/4	Chord	2/4	1	1	1/4	1/4	1	866			articStaccatissimoAbove																	9	
90	90	178	178	2.0	0	0	Chord	2/4	3	1	1/2	1/2	1	867									114												
90	90	178	178	0.0	0	0	Spanner	2/4	5	1	0																							10	
90	90	178	178	1.0	0	0	Chord	2/4	5	1	1/4	1/4	1	868			articStaccatissimoAbove																	10	
90	90	179	179	1.0	1/4	1/4	Chord	2/4	5	1	1/4	1/4	1	869			articStaccatissimoAbove																	10	
90	90	178	178	0.0	0	0	Spanner	2/4	9	1	0																							11	
90	90	178	178	1.0	0	0	Chord	2/4	9	1	1/4	1/4	1	870			articStaccatissimoAbove																	11	
90	90	179	179	1.0	1/4	1/4	Chord	2/4	9	1	1/4	1/4	1	871			articStaccatissimoAbove																	11	
91	91	180	180	0.0	0	0	Spanner	2/4	1	1	0																								
91	91	180	180	0.0	0	0	Spanner	2/4	1	1	0																								9
91	91	180	180	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	872									115												9
91	91	181	181	0.5	1/4	1/4	Chord	2/4	1	1	1/8	1/8	1	873									115												9
91	91	363/2	363/2	0.5	3/8	3/8	Chord	2/4	1	1	1/8	1/8	1	874									115												9
91	91	180	180	2.0	0	0	Chord	2/4	3	1	1/2	1/2	1	875									114												
91	91	180	180	0.0	0	0	Spanner	2/4	5	1	0																								
91	91	180	180	0.0	0	0	Spanner	2/4	5	1	0																								10
91	91	180	180	1.0	0	0	Chord	2/4	5	1	1/4	1/4	1	876									116												10
91	91	181	181	0.5	1/4	1/4	Chord	2/4	5	1	1/8	1/8	1	877									116												10
91	91	363/2	363/2	0.5	3/8	3/8	Chord	2/4	5	1	1/8	1/8	1	878									116												10
91	91	180	180	0.0	0	0	Spanner	2/4	9	1	0																								
91	91	180	180	0.0	0	0	Spanner	2/4	9	1	0																								11
91	91	180	180	1.0	0	0	Chord	2/4	9	1	1/4	1/4	1	879									117												11
91	91	181	181	1.0	1/4	1/4	Chord	2/4	9	1	1/4	1/4	1	880									117												11
92	92	182	182	1.0	0	0	Chord	2/4	1	1	1/4	1/4	1	881																					9
92	92	183	183	0.0	1/4	1/4	Spanner	2/4	1	1	0																								
92	92	182	182	1.0	0	0	Chord	2/4	3	1	1/4	1/4	1	882																					
92	92	182	182	1.0	0	0	Chord	2/4	5	1	1/4	1/4	1	883																					10
