mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
60	60	118	118	1.0	0	0	2/4	21	2	1/4	1/4	1		-1	77	F5	5	556
60	60	118	118	1.0	0	0	2/4	21	1	1/4	1/4	1		3	81	A5	5	555
60	60	119	119	1.0	1/4	1/4	2/4	3	1	1/4	1/4	1		0	60	C4	4	554
60	60	119	119	0.5	1/4	1/4	2/4	23	2	1/8	1/8	1		3	69	A4	4	562
60	60	119	119	0.5	1/4	1/4	2/4	23	1	1/8	1/8	1		0	72	C5	5	560
60	60	119	119	1.0	1/4	1/4	2/4	22	1	1/4	1/4	1		0	72	C5	5	558
60	60	239/2	239/2	0.5	3/8	3/8	2/4	23	2	1/8	1/8	1		1	67	G4	4	563
60	60	239/2	239/2	0.5	3/8	3/8	2/4	23	1	1/8	1/8	1		-2	70	Bb4	4	561
61	61	120	120	1.0	0	0	2/4	22	1	1/4	1/4	1		-1	65	F4	4	569
61	61	120	120	1.0	0	0	2/4	23	2	1/4	1/4	1		-1	65	F4	4	574
61	61	120	120	1.0	0	0	2/4	23	1	1/4	1/4	1		3	69	A4	4	571
61	61	120	120	1.0	0	0	2/4	3	1	1/4	1/4	1		0	72	C5	5	568
61	61	121	121	0.5	1/4	1/4	2/4	23	2	1/8	1/8	1		1	67	G4	4	575
61	61	121	121	0.5	1/4	1/4	2/4	23	1	1/8	1/8	1		-2	70	Bb4	4	572
61	61	121	121	1.0	1/4	1/4	2/4	22	1	1/4	1/4	1		-1	77	F5	5	570
61	61	121	121	0.5	1/4	1/4	2/4	2	1	1/8	1/8	1		-5	85	Db6	6	566
61	61	121	121	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		-1	89	F6	6	564
61	61	243/2	243/2	0.5	3/8	3/8	2/4	23	2	1/8	1/8	1		3	69	A4	4	576
61	61	243/2	243/2	0.5	3/8	3/8	2/4	23	1	1/8	1/8	1		0	72	C5	5	573
61	61	243/2	243/2	0.5	3/8	3/8	2/4	2	1	1/8	1/8	1		0	84	C6	6	567
61	61	243/2	243/2	0.5	3/8	3/8	2/4	1	1	1/8	1/8	1		-3	87	Eb6	6	565
62	62	122	122	1.0	0	0	2/4	22	1	1/4	1/4	1		-1	65	F4	4	585
62	62	122	122	1.0	0	0	2/4	5	1	1/4	1/4	1		-2	70	Bb4	4	583
62	62	122	122	1.0	0	0	2/4	23	2	1/4	1/4	1		-2	70	Bb4	4	588
62	62	122	122	1.0	0	0	2/4	23	1	1/4	1/4	1		-5	73	Db5	5	587
62	62	122	122	1.0	0	0	2/4	2	1	1/4	1/4	1		-2	82	Bb5	5	580
62	62	122	122	1.0	0	0	2/4	1	1	1/4	1/4	1		-5	85	Db6	6	577
62	62	123	123	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1	1	-2	58	Bb3	3	584
62	62	123	123	1.0	1/4	1/4	2/4	22	1	1/4	1/4	1		-1	77	F5	5	586
62	62	123	123	0.5	1/4	1/4	2/4	2	1	1/8	1/8	1		-5	85	Db6	6	581
62	62	123	123	0.5	1/4	1/4	2/4	1	1	1/8	1/8	1		-1	89	F6	6	578
62	62	247/2	247/2	0.5	3/8	3/8	2/4	2	1	1/8	1/8	1		0	84	C6	6	582
62	62	247/2	247/2	0.5	3/8	3/8	2/4	1	1	1/8	1/8	1		-3	87	Eb6	6	579
63	63	124	124	0.25	0	0	2/4	5	1	1/16	1/16	1	-1	-2	58	Bb3	3	593
63	63	124	124	1.0	0	0	2/4	22	1	1/4	1/4	1		-1	65	F4	4	602
63	63	124	124	1.0	0	0	2/4	2	1	1/4	1/4	1		-2	82	Bb5	5	591
63	63	124	124	1.0	0	0	2/4	1	1	1/4	1/4	1		-5	85	Db6	6	589
63	63	497/4	497/4	0.25	1/16	1/16	2/4	5	1	1/16	1/16	1		-5	61	Db4	4	594
63	63	249/2	249/2	0.25	1/8	1/8	2/4	5	1	1/16	1/16	1		-1	65	F4	4	595
63	63	499/4	499/4	0.25	3/16	3/16	2/4	5	1	1/16	1/16	1		-2	70	Bb4	4	596
63	63	125	125	0.25	1/4	1/4	2/4	5	1	1/16	1/16	1		3	69	A4	4	597
63	63	125	125	1.0	1/4	1/4	2/4	2	1	1/4	1/4	1		-1	77	F5	5	592
63	63	125	125	1.0	1/4	1/4	2/4	21	1	1/4	1/4	1	1	-1	77	F5	5	601
63	63	125	125	1.0	1/4	1/4	2/4	22	1	1/4	1/4	1		-1	77	F5	5	603
63	63	125	125	1.0	1/4	1/4	2/4	1	1	1/4	1/4	1		0	84	C6	6	590
63	63	501/4	501/4	0.25	5/16	5/16	2/4	5	1	1/16	1/16	1		0	72	C5	5	598
63	63	251/2	251/2	0.25	3/8	3/8	2/4	5	1	1/16	1/16	1		-1	77	F5	5	599
63	63	503/4	503/4	0.25	7/16	7/16	2/4	5	1	1/16	1/16	1		-3	75	Eb5	5	600
64	64	126	126	1.0	0	0	2/4	25	1	1/4	1/4	1		-5	37	Db2	2	612
64	64	126	126	1.0	0	0	2/4	22	1	1/4	1/4	1		-1	65	F4	4	610
64	64	126	126	1.0	0	0	2/4	5	1	1/4	1/4	1		-5	73	Db5	5	606
64	64	126	126	1.0	0	0	2/4	2	1	1/4	1/4	1		-1	77	F5	5	605
64	64	126	126	1.0	0	0	2/4	21	1	1/4	1/4	1	-1	-1	77	F5	5	607
64	64	126	126	1.0	0	0	2/4	1	1	1/4	1/4	1		-5	85	Db6	6	604
64	64	127	127	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-4	44	Ab2	2	613
64	64	127	127	0.5	1/4	1/4	2/4	21	1	1/8	1/8	1		-4	68	Ab4	4	608
64	64	127	127	1.0	1/4	1/4	2/4	22	1	1/4	1/4	1		-1	77	F5	5	611
64	64	255/2	255/2	0.5	3/8	3/8	2/4	21	1	1/8	1/8	1		-6	66	Gb4	4	609
65	65	128	128	1.0	0	0	2/4	25	1	1/4	1/4	1		-5	37	Db2	2	619
65	65	128	128	1.0	0	0	2/4	21	1	1/4	1/4	1		-1	65	F4	4	616
65	65	129	129	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-4	44	Ab2	2	620
65	65	129	129	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1	1	-5	61	Db4	4	614
65	65	129	129	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1	1	-5	61	Db4	4	615
65	65	129	129	0.5	1/4	1/4	2/4	21	1	1/8	1/8	1		-6	66	Gb4	4	617
65	65	259/2	259/2	0.5	3/8	3/8	2/4	21	1	1/8	1/8	1		-3	63	Eb4	4	618
66	66	130	130	1.0	0	0	2/4	25	1	1/4	1/4	1		-5	37	Db2	2	627
66	66	130	130	2.0	0	0	2/4	8	1	1/2	1/2	1	1	-5	49	Db3	3	622
66	66	130	130	2.0	0	0	2/4	7	1	1/2	1/2	1	1	-4	56	Ab3	3	621
66	66	130	130	1.0	0	0	2/4	9	1	1/4	1/4	1	-1	-5	61	Db4	4	623
66	66	130	130	2.0	0	0	2/4	10	1	1/2	1/2	1	0	-5	61	Db4	4	625
66	66	130	130	1.0	0	0	2/4	21	1	1/4	1/4	1		-1	65	F4	4	626
66	66	131	131	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-4	44	Ab2	2	628
66	66	131	131	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-3	63	Eb4	4	624
67	67	132	132	1.0	0	0	2/4	25	1	1/4	1/4	1		-5	37	Db2	2	635
67	67	132	132	2.0	0	0	2/4	8	1	1/2	1/2	1	0	-5	49	Db3	3	630
67	67	132	132	2.0	0	0	2/4	7	1	1/2	1/2	1	0	-4	56	Ab3	3	629
67	67	132	132	1.0	0	0	2/4	10	1	1/4	1/4	1	-1	-5	61	Db4	4	633
67	67	132	132	1.0	0	0	2/4	9	1	1/4	1/4	1		-1	65	F4	4	631
67	67	133	133	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-4	44	Ab2	2	636
67	67	133	133	1.0	1/4	1/4	2/4	10	1	1/4	1/4	1		-3	63	Eb4	4	634
67	67	133	133	1.0	1/4	1/4	2/4	9	1	1/4	1/4	1		-6	66	Gb4	4	632
68	68	134	134	1.0	0	0	2/4	25	1	1/4	1/4	1		-5	37	Db2	2	647
68	68	134	134	2.0	0	0	2/4	8	1	1/2	1/2	1	-1	-5	49	Db3	3	638
68	68	134	134	2.0	0	0	2/4	7	1	1/2	1/2	1	0	-4	56	Ab3	3	637
68	68	134	134	1.0	0	0	2/4	10	1	1/4	1/4	1		-1	65	F4	4	642
68	68	134	134	1.0	0	0	2/4	9	1	1/4	1/4	1		-4	68	Ab4	4	639
68	68	135	135	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-4	44	Ab2	2	648
68	68	135	135	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1	1	-4	56	Ab3	3	646
68	68	135	135	0.5	1/4	1/4	2/4	10	1	1/8	1/8	1		-3	63	Eb4	4	643
68	68	135	135	0.5	1/4	1/4	2/4	9	1	1/8	1/8	1		-6	66	Gb4	4	640
68	68	135	135	1.0	1/4	1/4	2/4	23	1	1/4	1/4	1		-4	68	Ab4	4	645
68	68	271/2	271/2	0.5	3/8	3/8	2/4	10	1	1/8	1/8	1		-5	61	Db4	4	644
68	68	271/2	271/2	0.5	3/8	3/8	2/4	9	1	1/8	1/8	1		-1	65	F4	4	641
69	69	136	136	1.0	0	0	2/4	25	1	1/4	1/4	1		-4	32	Ab1	1	659
69	69	136	136	1.0	0	0	2/4	8	1	1/4	1/4	1		-3	51	Eb3	3	650
69	69	136	136	1.0	0	0	2/4	7	1	1/4	1/4	1	-1	-4	56	Ab3	3	649
69	69	136	136	1.0	0	0	2/4	24	1	1/4	1/4	1	-1	-4	56	Ab3	3	657
69	69	136	136	1.0	0	0	2/4	10	1	1/4	1/4	1		0	60	C4	4	652
69	69	136	136	1.0	0	0	2/4	9	1	1/4	1/4	1		-3	63	Eb4	4	651
69	69	136	136	1.0	0	0	2/4	23	1	1/4	1/4	1		0	72	C5	5	654
69	69	136	136	2.0	0	0	2/4	21	1	1/2	1/2	1		-3	75	Eb5	5	653
69	69	137	137	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-4	44	Ab2	2	660
69	69	137	137	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1		-2	58	Bb3	3	658
69	69	137	137	0.5	1/4	1/4	2/4	23	1	1/8	1/8	1		-5	73	Db5	5	655
69	69	275/2	275/2	0.5	3/8	3/8	2/4	23	1	1/8	1/8	1		-2	70	Bb4	4	656
70	70	138	138	1.0	0	0	2/4	25	1	1/4	1/4	1		-4	32	Ab1	1	667
70	70	138	138	1.0	0	0	2/4	24	1	1/4	1/4	1		0	60	C4	4	665
70	70	138	138	1.0	0	0	2/4	23	1	1/4	1/4	1		-3	75	Eb5	5	663
70	70	138	138	1.0	0	0	2/4	21	1	1/4	1/4	1		-4	80	Ab5	5	661
70	70	139	139	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-4	44	Ab2	2	668
70	70	139	139	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1		-5	61	Db4	4	666
70	70	139	139	1.0	1/4	1/4	2/4	23	1	1/4	1/4	1		-2	70	Bb4	4	664
70	70	139	139	1.0	1/4	1/4	2/4	21	1	1/4	1/4	1		-3	75	Eb5	5	662
71	71	140	140	1.0	0	0	2/4	25	1	1/4	1/4	1		-4	32	Ab1	1	682
71	71	140	140	1.0	0	0	2/4	24	1	1/4	1/4	1		-3	63	Eb4	4	679
71	71	140	140	1.0	0	0	2/4	23	1	1/4	1/4	1		-7	71	Cb5	5	677
71	71	140	140	1.0	0	0	2/4	21	1	1/4	1/4	1		-7	83	Cb6	6	673
71	71	141	141	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-4	44	Ab2	2	683
71	71	141	141	0.5	1/4	1/4	2/4	24	1	1/8	1/8	1		-5	61	Db4	4	680
71	71	141	141	1.0	1/4	1/4	2/4	4	1	1/4	1/4	1	1	-3	63	Eb4	4	670
71	71	141	141	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1	1	-3	63	Eb4	4	671
71	71	141	141	1.0	1/4	1/4	2/4	6	1	1/4	1/4	1	1	-3	63	Eb4	4	672
71	71	141	141	1.0	1/4	1/4	2/4	22	1	1/4	1/4	1	1	-3	63	Eb4	4	676
71	71	141	141	1.0	1/4	1/4	2/4	23	1	1/4	1/4	1		-4	68	Ab4	4	678
71	71	141	141	0.5	1/4	1/4	2/4	21	1	1/8	1/8	1		-3	75	Eb5	5	674
71	71	141	141	1.0	1/4	1/4	2/4	3	1	1/4	1/4	1	1	-3	75	Eb5	5	669
71	71	283/2	283/2	0.5	3/8	3/8	2/4	24	1	1/8	1/8	1		-7	59	Cb4	4	681
71	71	283/2	283/2	0.5	3/8	3/8	2/4	21	1	1/8	1/8	1		-1	77	F5	5	675
72	72	142	142	1.0	0	0	2/4	25	1	1/4	1/4	1		-3	39	Eb2	2	696
72	72	142	142	1.0	0	0	2/4	24	1	1/4	1/4	1		-2	58	Bb3	3	694
72	72	142	142	1.0	0	0	2/4	5	1	1/4	1/4	1	-1	-3	63	Eb4	4	686
72	72	142	142	1.0	0	0	2/4	6	1	1/4	1/4	1	-1	-3	63	Eb4	4	688
72	72	142	142	1.0	0	0	2/4	22	1	1/4	1/4	1	-1	-3	63	Eb4	4	691
72	72	142	142	2.0	0	0	2/4	4	1	1/2	1/2	1	0	-3	63	Eb4	4	685
72	72	142	142	1.0	0	0	2/4	23	1	1/4	1/4	1		-6	66	Gb4	4	693
72	72	142	142	2.0	0	0	2/4	3	1	1/2	1/2	1	0	-3	75	Eb5	5	684
72	72	142	142	1.0	0	0	2/4	21	1	1/4	1/4	1		-6	78	Gb5	5	690
72	72	143	143	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-2	46	Bb2	2	697
72	72	143	143	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1	1	-3	51	Eb3	3	695
72	72	143	143	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1		-1	65	F4	4	687
72	72	143	143	1.0	1/4	1/4	2/4	6	1	1/4	1/4	1		-1	65	F4	4	689
72	72	143	143	1.0	1/4	1/4	2/4	22	1	1/4	1/4	1		-1	65	F4	4	692
73	73	144	144	1.0	0	0	2/4	25	1	1/4	1/4	1		-3	39	Eb2	2	709
73	73	144	144	1.0	0	0	2/4	24	1	1/4	1/4	1	-1	-3	51	Eb3	3	707
73	73	144	144	1.0	0	0	2/4	4	1	1/4	1/4	1	-1	-3	63	Eb4	4	699
73	73	144	144	1.0	0	0	2/4	5	1	1/4	1/4	1		-6	66	Gb4	4	700
73	73	144	144	1.0	0	0	2/4	6	1	1/4	1/4	1		-6	66	Gb4	4	702
73	73	144	144	1.0	0	0	2/4	22	1	1/4	1/4	1		-6	66	Gb4	4	704
73	73	144	144	1.0	0	0	2/4	3	1	1/4	1/4	1	-1	-3	75	Eb5	5	698
73	73	145	145	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-2	46	Bb2	2	710
73	73	145	145	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1		-1	53	F3	3	708
73	73	145	145	1.0	1/4	1/4	2/4	23	1	1/4	1/4	1		-3	63	Eb4	4	706
73	73	145	145	1.0	1/4	1/4	2/4	5	1	1/4	1/4	1		-4	68	Ab4	4	701
73	73	145	145	1.0	1/4	1/4	2/4	6	1	1/4	1/4	1		-4	68	Ab4	4	703
73	73	145	145	1.0	1/4	1/4	2/4	22	1	1/4	1/4	1		-4	68	Ab4	4	705
74	74	146	146	1.0	0	0	2/4	25	1	1/4	1/4	1		-5	37	Db2	2	730
74	74	146	146	1.0	0	0	2/4	24	1	1/4	1/4	1		-6	54	Gb3	3	727
74	74	146	146	1.0	0	0	2/4	23	1	1/4	1/4	1		-8	64	Fb4	4	724
74	74	146	146	0.5	0	0	2/4	5	1	1/8	1/8	1		-7	71	Cb5	5	711
74	74	146	146	0.5	0	0	2/4	6	1	1/8	1/8	1		-7	71	Cb5	5	715
74	74	146	146	0.5	0	0	2/4	22	1	1/8	1/8	1		-7	71	Cb5	5	720
74	74	293/2	293/2	0.5	1/8	1/8	2/4	5	1	1/8	1/8	1		-2	70	Bb4	4	712
74	74	293/2	293/2	0.5	1/8	1/8	2/4	6	1	1/8	1/8	1		-2	70	Bb4	4	716
74	74	293/2	293/2	0.5	1/8	1/8	2/4	22	1	1/8	1/8	1		-2	70	Bb4	4	721
74	74	147	147	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-6	42	Gb2	2	731
74	74	147	147	0.5	1/4	1/4	2/4	23	1	1/8	1/8	1		-2	58	Bb3	3	725
74	74	147	147	0.5	1/4	1/4	2/4	24	1	1/8	1/8	1		-5	61	Db4	4	728
74	74	147	147	0.5	1/4	1/4	2/4	5	1	1/8	1/8	1		-4	68	Ab4	4	713
74	74	147	147	0.5	1/4	1/4	2/4	6	1	1/8	1/8	1		-4	68	Ab4	4	717
74	74	147	147	0.5	1/4	1/4	2/4	22	1	1/8	1/8	1		-4	68	Ab4	4	722
74	74	147	147	1.0	1/4	1/4	2/4	21	1	1/4	1/4	1	1	-6	78	Gb5	5	719
74	74	295/2	295/2	0.5	3/8	3/8	2/4	24	1	1/8	1/8	1		-6	54	Gb3	3	729
74	74	295/2	295/2	0.5	3/8	3/8	2/4	23	1	1/8	1/8	1		-8	64	Fb4	4	726
74	74	295/2	295/2	0.5	3/8	3/8	2/4	5	1	1/8	1/8	1		-2	70	Bb4	4	714
74	74	295/2	295/2	0.5	3/8	3/8	2/4	6	1	1/8	1/8	1		-2	70	Bb4	4	718
74	74	295/2	295/2	0.5	3/8	3/8	2/4	22	1	1/8	1/8	1		-2	70	Bb4	4	723
75	75	148	148	1.0	0	0	2/4	25	1	1/4	1/4	1		-7	35	Cb2	2	749
75	75	148	148	0.5	0	0	2/4	24	1	1/8	1/8	1		-6	54	Gb3	3	746
75	75	148	148	2.0	0	0	2/4	11	1	1/2	1/2	1		-6	54	Gb3	3	736
75	75	148	148	0.5	0	0	2/4	23	1	1/8	1/8	1		-3	63	Eb4	4	742
75	75	148	148	2.0	0	0	2/4	10	1	1/2	1/2	1		-3	63	Eb4	4	735
75	75	148	148	2.0	0	0	2/4	9	1	1/2	1/2	1		-6	66	Gb4	4	734
75	75	148	148	1.0	0	0	2/4	5	1	1/4	1/4	1		-7	71	Cb5	5	732
75	75	148	148	1.0	0	0	2/4	6	1	1/4	1/4	1		-7	71	Cb5	5	733
75	75	148	148	2.0	0	0	2/4	22	1	1/2	1/2	1		-7	71	Cb5	5	741
75	75	148	148	0.5	0	0	2/4	21	1	1/8	1/8	1	-1	-6	78	Gb5	5	737
75	75	297/2	297/2	0.5	1/8	1/8	2/4	24	1	1/8	1/8	1		-6	66	Gb4	4	747
75	75	297/2	297/2	0.5	1/8	1/8	2/4	23	1	1/8	1/8	1		-3	75	Eb5	5	743
75	75	297/2	297/2	0.5	1/8	1/8	2/4	21	1	1/8	1/8	1		-3	87	Eb6	6	738
75	75	149	149	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-6	42	Gb2	2	750
75	75	149	149	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1		-3	63	Eb4	4	748
75	75	149	149	0.5	1/4	1/4	2/4	23	1	1/8	1/8	1		-7	71	Cb5	5	744
75	75	149	149	0.5	1/4	1/4	2/4	21	1	1/8	1/8	1		-7	83	Cb6	6	739
75	75	299/2	299/2	0.5	3/8	3/8	2/4	23	1	1/8	1/8	1		-4	68	Ab4	4	745
75	75	299/2	299/2	0.5	3/8	3/8	2/4	21	1	1/8	1/8	1		-4	80	Ab5	5	740
76	76	150	150	1.0	0	0	2/4	25	1	1/4	1/4	1		-2	34	Bb1	1	758
76	76	150	150	2.0	0	0	2/4	24	1	1/2	1/2	1		-8	64	Fb4	4	757
76	76	150	150	2.0	0	0	2/4	23	1	1/2	1/2	1	1	-6	66	Gb4	4	756
76	76	150	150	0.5	0	0	2/4	22	1	1/8	1/8	1		-3	75	Eb5	5	752
76	76	150	150	2.0	0	0	2/4	21	1	1/2	1/2	1	1	-6	78	Gb5	5	751
76	76	301/2	301/2	0.5	1/8	1/8	2/4	22	1	1/8	1/8	1		-5	73	Db5	5	753
76	76	151	151	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-6	42	Gb2	2	759
76	76	151	151	0.5	1/4	1/4	2/4	22	1	1/8	1/8	1		-7	71	Cb5	5	754
76	76	303/2	303/2	0.5	3/8	3/8	2/4	22	1	1/8	1/8	1		-5	73	Db5	5	755
77	77	152	152	1.0	0	0	2/4	25	1	1/4	1/4	1		-7	35	Cb2	2	775
77	77	152	152	0.5	0	0	2/4	24	1	1/8	1/8	1		-6	54	Gb3	3	772
77	77	152	152	2.0	0	0	2/4	11	1	1/2	1/2	1		-6	54	Gb3	3	762
77	77	152	152	2.0	0	0	2/4	10	1	1/2	1/2	1		-3	63	Eb4	4	761
77	77	152	152	0.5	0	0	2/4	23	1	1/8	1/8	1	-1	-6	66	Gb4	4	768
77	77	152	152	2.0	0	0	2/4	9	1	1/2	1/2	1		-6	66	Gb4	4	760
77	77	152	152	2.0	0	0	2/4	22	1	1/2	1/2	1		-3	75	Eb5	5	767
77	77	152	152	0.5	0	0	2/4	21	1	1/8	1/8	1	-1	-6	78	Gb5	5	763
77	77	305/2	305/2	0.5	1/8	1/8	2/4	24	1	1/8	1/8	1		-6	66	Gb4	4	773
77	77	305/2	305/2	0.5	1/8	1/8	2/4	23	1	1/8	1/8	1		-3	75	Eb5	5	769
77	77	305/2	305/2	0.5	1/8	1/8	2/4	21	1	1/8	1/8	1		-3	87	Eb6	6	764
77	77	153	153	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-6	42	Gb2	2	776
77	77	153	153	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1		-3	63	Eb4	4	774
77	77	153	153	0.5	1/4	1/4	2/4	23	1	1/8	1/8	1		-7	71	Cb5	5	770
77	77	153	153	0.5	1/4	1/4	2/4	21	1	1/8	1/8	1		-7	83	Cb6	6	765
77	77	307/2	307/2	0.5	3/8	3/8	2/4	23	1	1/8	1/8	1		-4	68	Ab4	4	771
77	77	307/2	307/2	0.5	3/8	3/8	2/4	21	1	1/8	1/8	1		-4	80	Ab5	5	766
78	78	154	154	1.0	0	0	2/4	25	1	1/4	1/4	1		-2	34	Bb1	1	784
78	78	154	154	2.0	0	0	2/4	24	1	1/2	1/2	1		-8	64	Fb4	4	783
78	78	154	154	2.0	0	0	2/4	23	1	1/2	1/2	1	1	-6	66	Gb4	4	782
78	78	154	154	0.5	0	0	2/4	22	1	1/8	1/8	1		-3	75	Eb5	5	778
78	78	154	154	2.0	0	0	2/4	21	1	1/2	1/2	1	1	-6	78	Gb5	5	777
78	78	309/2	309/2	0.5	1/8	1/8	2/4	22	1	1/8	1/8	1		-5	73	Db5	5	779
78	78	155	155	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-6	42	Gb2	2	785
78	78	155	155	0.5	1/4	1/4	2/4	22	1	1/8	1/8	1		-7	71	Cb5	5	780
78	78	311/2	311/2	0.5	3/8	3/8	2/4	22	1	1/8	1/8	1		-5	73	Db5	5	781
79	79	156	156	1.0	0	0	2/4	25	1	1/4	1/4	1		-7	35	Cb2	2	801
79	79	156	156	0.5	0	0	2/4	24	1	1/8	1/8	1		-6	54	Gb3	3	798
79	79	156	156	2.0	0	0	2/4	11	1	1/2	1/2	1	1	-6	54	Gb3	3	788
79	79	156	156	2.0	0	0	2/4	10	1	1/2	1/2	1	1	-3	63	Eb4	4	787
79	79	156	156	0.5	0	0	2/4	23	1	1/8	1/8	1	-1	-6	66	Gb4	4	794
79	79	156	156	2.0	0	0	2/4	9	1	1/2	1/2	1	1	-6	66	Gb4	4	786
79	79	156	156	2.0	0	0	2/4	22	1	1/2	1/2	1	1	-3	75	Eb5	5	793
79	79	156	156	0.5	0	0	2/4	21	1	1/8	1/8	1	-1	-6	78	Gb5	5	789
79	79	313/2	313/2	0.5	1/8	1/8	2/4	24	1	1/8	1/8	1		-6	66	Gb4	4	799
79	79	313/2	313/2	0.5	1/8	1/8	2/4	23	1	1/8	1/8	1		-3	75	Eb5	5	795
79	79	313/2	313/2	0.5	1/8	1/8	2/4	21	1	1/8	1/8	1		-3	87	Eb6	6	790
79	79	157	157	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-6	42	Gb2	2	802
79	79	157	157	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1	1	-3	63	Eb4	4	800
79	79	157	157	0.5	1/4	1/4	2/4	23	1	1/8	1/8	1		-7	71	Cb5	5	796
79	79	157	157	0.5	1/4	1/4	2/4	21	1	1/8	1/8	1		-7	83	Cb6	6	791
79	79	315/2	315/2	0.5	3/8	3/8	2/4	23	1	1/8	1/8	1		-4	68	Ab4	4	797
79	79	315/2	315/2	0.5	3/8	3/8	2/4	21	1	1/8	1/8	1		-4	80	Ab5	5	792
80	80	158	158	1.0	0	0	2/4	25	1	1/4	1/4	1		-7	35	Cb2	2	818
80	80	158	158	2.0	0	0	2/4	11	1	1/2	1/2	1	-1	-6	54	Gb3	3	805
80	80	158	158	0.5	0	0	2/4	24	1	1/8	1/8	1	-1	-3	63	Eb4	4	815
80	80	158	158	2.0	0	0	2/4	10	1	1/2	1/2	1	0	-3	63	Eb4	4	804
80	80	158	158	0.5	0	0	2/4	23	1	1/8	1/8	1		-6	66	Gb4	4	811
80	80	158	158	2.0	0	0	2/4	9	1	1/2	1/2	1	0	-6	66	Gb4	4	803
80	80	158	158	2.0	0	0	2/4	22	1	1/2	1/2	1	0	-3	75	Eb5	5	810
80	80	158	158	0.5	0	0	2/4	21	1	1/8	1/8	1		-6	78	Gb5	5	806
80	80	317/2	317/2	0.5	1/8	1/8	2/4	24	1	1/8	1/8	1		-6	66	Gb4	4	816
80	80	317/2	317/2	0.5	1/8	1/8	2/4	23	1	1/8	1/8	1		-3	75	Eb5	5	812
80	80	317/2	317/2	0.5	1/8	1/8	2/4	21	1	1/8	1/8	1		-3	87	Eb6	6	807
80	80	159	159	1.0	1/4	1/4	2/4	25	1	1/4	1/4	1		-6	42	Gb2	2	819
80	80	159	159	1.0	1/4	1/4	2/4	24	1	1/4	1/4	1	1	-3	63	Eb4	4	817
80	80	159	159	0.5	1/4	1/4	2/4	23	1	1/8	1/8	1		-7	71	Cb5	5	813
80	80	159	159	0.5	1/4	1/4	2/4	21	1	1/8	1/8	1		-7	83	Cb6	6	808
80	80	319/2	319/2	0.5	3/8	3/8	2/4	23	1	1/8	1/8	1		-4	68	Ab4	4	814
80	80	319/2	319/2	0.5	3/8	3/8	2/4	21	1	1/8	1/8	1		-4	80	Ab5	5	809
81	81	160	160	1.0	0	0	2/4	25	1	1/4	1/4	1		-2	34	Bb1	1	834
81	81	160	160	0.5	0	0	2/4	24	1	1/8	1/8	1	-1	-3	63	Eb4	4	831
81	81	160	160	2.0	0	0	2/4	10	1	1/2	1/2	1	0	-3	63	Eb4	4	821
81	81	160	160	0.5	0	0	2/4	23	1	1/8	1/8	1		-6	66	Gb4	4	827
81	81	160	160	2.0	0	0	2/4	9	1	1/2	1/2	1	0	-6	66	Gb4	4	820
81	81	160	160	2.0	0	0	2/4	22	1	1/2	1/2	1	0	-3	75	Eb5	5	826
81	81	160	160	0.5	0	0	2/4	21	1	1/8	1/8	1		-6	78	Gb5	5	822
81	81	321/2	321/2	0.5	1/8	1/8	2/4	24	1	1/8	1/8	1		-6	66	Gb4	4	832
81	81	321/2	321/2	0.5	1/8	1/8	2/4	23	1	1/8	1/8	1		-3	75	Eb5	5	828
