mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	crescendo_line	diminuendo_line	Trill:trill	Ottava:8va
10	9	10	9a	34	34	2.0		1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	168								28
10	9	10	9a	36	36	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	169
10	9	10	9a	33	33	0.5		0	0	Chord	4/4	2	1	1/8			1/8	1	170
10	9	10	9a	67/2	67/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	171
10	9	10	9a	34	34	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	172
10	9	10	9a	69/2	69/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	173
10	9	10	9a	35	35	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	174
10	9	10	9a	71/2	71/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	175
10	9	10	9a	36	36	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	176
10	9	10	9a	73/2	73/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	177
10	9	10	9a	33	33	0.5		0	0	Chord	4/4	3	1	1/8			1/8	1	178
10	9	10	9a	67/2	67/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	179
10	9	10	9a	34	34	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	180
10	9	10	9a	69/2	69/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	181
10	9	10	9a	35	35	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	182
10	9	10	9a	71/2	71/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	183
10	9	10	9a	36	36	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	184
10	9	10	9a	73/2	73/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	185
10	9	10	9a	33	33	0.5		0	0	Chord	4/4	4	1	1/8			1/8	1	186
10	9	10	9a	67/2	67/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	187
10	9	10	9a	34	34	0.5		1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	188
10	9	10	9a	69/2	69/2	0.5		3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	189
10	9	10	9a	35	35	0.5		1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	190
10	9	10	9a	71/2	71/2	0.5		5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	191
10	9	10	9a	36	36	0.5		3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	192
10	9	10	9a	73/2	73/2	0.5		7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	193
11	10	11	10a	37	37	0.5		0	0	Chord	4/4	1	1	1/8			1/8	1	194								29
11	10	11	10a	75/2	75/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	195
11	10	11	10a	38	38	2.0		1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	196								30
11	10	11	10a	40	40	1.0		3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	197
11	10	11	10a	75/2	75/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	198
11	10	11	10a	38	38	0.5		1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	199
11	10	11	10a	77/2	77/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	200
11	10	11	10a	39	39	0.5		1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	201
11	10	11	10a	79/2	79/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	202
11	10	11	10a	40	40	0.5		3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	203
11	10	11	10a	81/2	81/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	204
11	10	11	10a	75/2	75/2	0.5		1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	205
11	10	11	10a	38	38	0.5		1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	206
11	10	11	10a	77/2	77/2	0.5		3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	207
11	10	11	10a	39	39	0.5		1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	208
11	10	11	10a	79/2	79/2	0.5		5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	209
11	10	11	10a	40	40	0.5		3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	210
11	10	11	10a	81/2	81/2	0.5		7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	211
11	10	11	10a	75/2	75/2	0.5		1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	212
