mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
37	37	110	110	1.0	1/2	1/2	3/4	4	1	1/4	1/4	1		2	62	D4	4	283
37	37	110	110	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		1	67	G4	4	278
37	37	110	110	1.0	1/2	1/2	3/4	2	1	1/4	1/4	1		1	67	G4	4	280
37	37	110	110	1.0	1/2	1/2	3/4	4	1	1/4	1/4	1		1	67	G4	4	283
38	38	111	111	3.0	0	0	3/4	5	1	3/4	1/2	3/2		3	45	A2	2	289
38	38	111	111	3.0	0	0	3/4	4	1	3/4	1/2	3/2		1	55	G3	3	288
38	38	111	111	3.0	0	0	3/4	3	1	3/4	1/2	3/2	1	3	57	A3	3	287
38	38	111	111	3.0	0	0	3/4	1	1	3/4	1/2	3/2		0	60	C4	4	285
38	38	111	111	3.0	0	0	3/4	4	1	3/4	1/2	3/2		0	60	C4	4	288
38	38	111	111	3.0	0	0	3/4	4	1	3/4	1/2	3/2		4	64	E4	4	288
38	38	111	111	3.0	0	0	3/4	4	1	3/4	1/2	3/2		3	69	A4	4	288
38	38	111	111	3.0	0	0	3/4	1	1	3/4	1/2	3/2		0	72	C5	5	285
38	38	111	111	3.0	0	0	3/4	2	1	3/4	1/2	3/2		0	72	C5	5	286
39	39	114	114	3.0	0	0	3/4	5	1	3/4	1/2	3/2		2	38	D2	2	294
39	39	114	114	3.0	0	0	3/4	5	1	3/4	1/2	3/2		2	50	D3	3	294
39	39	114	114	3.0	0	0	3/4	3	1	3/4	1/2	3/2	-1	3	57	A3	3	292
39	39	114	114	3.0	0	0	3/4	1	1	3/4	1/2	3/2		2	62	D4	4	290
39	39	114	114	3.0	0	0	3/4	4	1	3/4	1/2	3/2		2	62	D4	4	293
39	39	114	114	3.0	0	0	3/4	3	1	3/4	1/2	3/2		6	66	F#4	4	292
39	39	114	114	3.0	0	0	3/4	4	1	3/4	1/2	3/2		6	66	F#4	4	293
39	39	114	114	3.0	0	0	3/4	4	1	3/4	1/2	3/2		3	69	A4	4	293
39	39	114	114	3.0	0	0	3/4	1	1	3/4	1/2	3/2		2	74	D5	5	290
39	39	114	114	3.0	0	0	3/4	2	1	3/4	1/2	3/2		2	74	D5	5	291
40	40	117	117	3.0	0	0	3/4	5	1	3/4	1/2	3/2		1	43	G2	2	296
40	40	118	118	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		5	59	B3	3	295
40	40	118	118	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		2	62	D4	4	295
40	40	118	118	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		6	66	F#4	4	295
41	41	120	120	3.0	0	0	3/4	5	1	3/4	1/2	3/2		2	38	D2	2	298
41	41	121	121	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		3	57	A3	3	297
41	41	121	121	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		7	61	C#4	4	297
41	41	121	121	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		6	66	F#4	4	297
41	41	122	122	1.0	1/2	1/2	3/4	6	1	1/4	1/4	1		3	57	Crash Cymbal 1		299
42	42	123	123	3.0	0	0	3/4	5	1	3/4	1/2	3/2		1	43	G2	2	311
42	42	124	124	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		5	59	B3	3	310
42	42	124	124	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		2	62	D4	4	310
42	42	124	124	1.0	1/4	1/4	3/4	3	1	1/4	1/4	1		6	66	F#4	4	308
42	42	124	124	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		6	66	F#4	4	310
42	42	124	124	0.3333333333333333	1/4	1/4	3/4	2	1	1/12	1/8	2/3		6	78	F#5	5	302
42	42	124	124	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		6	78	F#5	5	300
42	42	373/3	373/3	0.3333333333333333	1/3	1/3	3/4	2	1	1/12	1/8	2/3		2	74	D5	5	303
42	42	374/3	374/3	0.3333333333333333	5/12	5/12	3/4	2	1	1/12	1/8	2/3		5	71	B4	4	304
42	42	125	125	0.3333333333333333	1/2	1/2	3/4	2	1	1/12	1/8	2/3		6	66	F#4	4	305
42	42	125	125	1.0	1/2	1/2	3/4	3	1	1/4	1/4	1		3	69	A4	4	309
42	42	125	125	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		3	81	A5	5	301
42	42	376/3	376/3	0.3333333333333333	7/12	7/12	3/4	2	1	1/12	1/8	2/3		2	62	D4	4	306
42	42	377/3	377/3	0.3333333333333333	2/3	2/3	3/4	2	1	1/12	1/8	2/3		5	59	B3	3	307
43	43	126	126	3.0	0	0	3/4	5	1	3/4	1/2	3/2		2	38	D2	2	322
43	43	126	126	1.0	0	0	3/4	3	1	1/4	1/4	1		1	67	G4	4	318
43	43	126	126	1.0	0	0	3/4	1	1	1/4	1/4	1		1	79	G5	5	312
43	43	127	127	0.3333333333333333	1/4	1/4	3/4	2	1	1/12	1/8	2/3		3	57	A3	3	315
43	43	127	127	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		3	57	A3	3	321
43	43	127	127	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		7	61	C#4	4	321
43	43	127	127	1.0	1/4	1/4	3/4	3	1	1/4	1/4	1		6	66	F#4	4	319
43	43	127	127	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		6	66	F#4	4	321
43	43	127	127	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		6	78	F#5	5	313
43	43	382/3	382/3	0.3333333333333333	1/3	1/3	3/4	2	1	1/12	1/8	2/3		7	61	C#4	4	316
43	43	383/3	383/3	0.3333333333333333	5/12	5/12	3/4	2	1	1/12	1/8	2/3		6	66	F#4	4	317
43	43	128	128	1.0	1/2	1/2	3/4	6	1	1/4	1/4	1		3	57	Crash Cymbal 1		323
43	43	128	128	1.0	1/2	1/2	3/4	3	1	1/4	1/4	1		7	61	C#4	4	320
43	43	128	128	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		7	73	C#5	5	314
44	44	129	129	3.0	0	0	3/4	5	1	3/4	1/2	3/2		1	43	G2	2	337
44	44	129	129	1.0	0	0	3/4	3	1	1/4	1/4	1		5	59	B3	3	333
44	44	129	129	1.0	0	0	3/4	1	1	1/4	1/4	1		5	71	B4	4	324
44	44	130	130	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		5	59	B3	3	336
44	44	130	130	1.0	1/4	1/4	3/4	3	1	1/4	1/4	1		7	61	C#4	4	334
44	44	130	130	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		2	62	D4	4	336
44	44	130	130	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		6	66	F#4	4	336
44	44	130	130	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		7	73	C#5	5	325
44	44	130	130	0.3333333333333333	1/4	1/4	3/4	2	1	1/12	1/8	2/3		6	78	F#5	5	327
44	44	391/3	391/3	0.3333333333333333	1/3	1/3	3/4	2	1	1/12	1/8	2/3		2	74	D5	5	328
44	44	392/3	392/3	0.3333333333333333	5/12	5/12	3/4	2	1	1/12	1/8	2/3		5	71	B4	4	329
44	44	131	131	1.0	1/2	1/2	3/4	3	1	1/4	1/4	1		2	62	D4	4	335
44	44	131	131	0.3333333333333333	1/2	1/2	3/4	2	1	1/12	1/8	2/3		6	66	F#4	4	330
44	44	131	131	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		2	74	D5	5	326
44	44	394/3	394/3	0.3333333333333333	7/12	7/12	3/4	2	1	1/12	1/8	2/3		2	62	D4	4	331
44	44	395/3	395/3	0.3333333333333333	2/3	2/3	3/4	2	1	1/12	1/8	2/3		5	59	B3	3	332
45	45	132	132	3.0	0	0	3/4	5	1	3/4	1/2	3/2		2	38	D2	2	344
45	45	132	132	3.0	0	0	3/4	1	1	3/4	1/2	3/2		3	69	A4	4	338
45	45	132	132	3.0	0	0	3/4	3	1	3/4	1/2	3/2		3	69	A4	4	342
45	45	133	133	0.3333333333333333	1/4	1/4	3/4	2	1	1/12	1/8	2/3		3	57	A3	3	339
45	45	133	133	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		3	57	A3	3	343
45	45	133	133	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		7	61	C#4	4	343
45	45	133	133	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		6	66	F#4	4	343
45	45	400/3	400/3	0.3333333333333333	1/3	1/3	3/4	2	1	1/12	1/8	2/3		7	61	C#4	4	340
45	45	401/3	401/3	0.3333333333333333	5/12	5/12	3/4	2	1	1/12	1/8	2/3		6	66	F#4	4	341
45	45	134	134	1.0	1/2	1/2	3/4	6	1	1/4	1/4	1		3	57	Crash Cymbal 1		345
46	46	135	135	3.0	0	0	3/4	5	1	3/4	1/2	3/2		1	43	G2	2	355
46	46	135	135	3.0	0	0	3/4	1	1	3/4	1/2	3/2		6	66	F#4	4	346
46	46	135	135	3.0	0	0	3/4	3	1	3/4	1/2	3/2		6	66	F#4	4	353
46	46	136	136	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		5	59	B3	3	354
46	46	136	136	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		2	62	D4	4	354
46	46	136	136	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		6	66	F#4	4	354
46	46	136	136	0.3333333333333333	1/4	1/4	3/4	2	1	1/12	1/8	2/3		6	78	F#5	5	347
46	46	409/3	409/3	0.3333333333333333	1/3	1/3	3/4	2	1	1/12	1/8	2/3		2	74	D5	5	348
46	46	410/3	410/3	0.3333333333333333	5/12	5/12	3/4	2	1	1/12	1/8	2/3		5	71	B4	4	349
46	46	137	137	0.3333333333333333	1/2	1/2	3/4	2	1	1/12	1/8	2/3		6	66	F#4	4	350
46	46	412/3	412/3	0.3333333333333333	7/12	7/12	3/4	2	1	1/12	1/8	2/3		2	62	D4	4	351
46	46	413/3	413/3	0.3333333333333333	2/3	2/3	3/4	2	1	1/12	1/8	2/3		5	59	B3	3	352
47	47	138	138	3.0	0	0	3/4	5	1	3/4	1/2	3/2		2	38	D2	2	361
47	47	138	138	3.0	0	0	3/4	3	1	3/4	1/2	3/2		6	66	F#4	4	359
47	47	139	139	0.3333333333333333	1/4	1/4	3/4	2	1	1/12	1/8	2/3		3	57	A3	3	356
47	47	139	139	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		3	57	A3	3	360
47	47	139	139	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		7	61	C#4	4	360
47	47	139	139	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		6	66	F#4	4	360
47	47	418/3	418/3	0.3333333333333333	1/3	1/3	3/4	2	1	1/12	1/8	2/3		7	61	C#4	4	357
47	47	419/3	419/3	0.3333333333333333	5/12	5/12	3/4	2	1	1/12	1/8	2/3		6	66	F#4	4	358
47	47	140	140	1.0	1/2	1/2	3/4	6	1	1/4	1/4	1		3	57	Crash Cymbal 1		362
48	48	141	141	3.0	0	0	3/4	5	1	3/4	1/2	3/2		1	43	G2	2	371
48	48	141	141	3.0	0	0	3/4	3	1	3/4	1/2	3/2		6	66	F#4	4	369
48	48	142	142	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		5	59	B3	3	370
48	48	142	142	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		2	62	D4	4	370
48	48	142	142	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		6	66	F#4	4	370
48	48	142	142	0.3333333333333333	1/4	1/4	3/4	2	1	1/12	1/8	2/3		6	78	F#5	5	363
48	48	427/3	427/3	0.3333333333333333	1/3	1/3	3/4	2	1	1/12	1/8	2/3		2	74	D5	5	364
48	48	428/3	428/3	0.3333333333333333	5/12	5/12	3/4	2	1	1/12	1/8	2/3		5	71	B4	4	365
48	48	143	143	0.3333333333333333	1/2	1/2	3/4	2	1	1/12	1/8	2/3		6	66	F#4	4	366
48	48	430/3	430/3	0.3333333333333333	7/12	7/12	3/4	2	1	1/12	1/8	2/3		2	62	D4	4	367
48	48	431/3	431/3	0.3333333333333333	2/3	2/3	3/4	2	1	1/12	1/8	2/3		5	59	B3	3	368
49	49	144	144	3.0	0	0	3/4	5	1	3/4	1/2	3/2		2	38	D2	2	377
49	49	144	144	3.0	0	0	3/4	3	1	3/4	1/2	3/2		6	66	F#4	4	375
49	49	145	145	0.3333333333333333	1/4	1/4	3/4	2	1	1/12	1/8	2/3		3	57	A3	3	372
49	49	145	145	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		3	57	A3	3	376
49	49	145	145	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		7	61	C#4	4	376
49	49	145	145	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		6	66	F#4	4	376
49	49	436/3	436/3	0.3333333333333333	1/3	1/3	3/4	2	1	1/12	1/8	2/3		7	61	C#4	4	373
49	49	437/3	437/3	0.3333333333333333	5/12	5/12	3/4	2	1	1/12	1/8	2/3		6	66	F#4	4	374
49	49	146	146	1.0	1/2	1/2	3/4	6	1	1/4	1/4	1		3	57	Crash Cymbal 1		378
50	50	147	147	3.0	0	0	3/4	5	1	3/4	1/2	3/2		1	43	G2	2	390
50	50	148	148	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		5	59	B3	3	389
50	50	148	148	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		2	62	D4	4	389
50	50	148	148	1.0	1/4	1/4	3/4	3	1	1/4	1/4	1		6	66	F#4	4	387
50	50	148	148	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		6	66	F#4	4	389
50	50	148	148	0.3333333333333333	1/4	1/4	3/4	2	1	1/12	1/8	2/3		6	78	F#5	5	381
50	50	148	148	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		6	78	F#5	5	379
50	50	445/3	445/3	0.3333333333333333	1/3	1/3	3/4	2	1	1/12	1/8	2/3		2	74	D5	5	382
50	50	446/3	446/3	0.3333333333333333	5/12	5/12	3/4	2	1	1/12	1/8	2/3		5	71	B4	4	383
50	50	149	149	0.3333333333333333	1/2	1/2	3/4	2	1	1/12	1/8	2/3		6	66	F#4	4	384
50	50	149	149	1.0	1/2	1/2	3/4	3	1	1/4	1/4	1		3	69	A4	4	388
50	50	149	149	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		3	81	A5	5	380
50	50	448/3	448/3	0.3333333333333333	7/12	7/12	3/4	2	1	1/12	1/8	2/3		2	62	D4	4	385
50	50	449/3	449/3	0.3333333333333333	2/3	2/3	3/4	2	1	1/12	1/8	2/3		5	59	B3	3	386
51	51	150	150	3.0	0	0	3/4	5	1	3/4	1/2	3/2		2	38	D2	2	401
51	51	150	150	1.0	0	0	3/4	3	1	1/4	1/4	1		1	67	G4	4	397
51	51	150	150	1.0	0	0	3/4	1	1	1/4	1/4	1		1	79	G5	5	391
51	51	151	151	0.3333333333333333	1/4	1/4	3/4	2	1	1/12	1/8	2/3		3	57	A3	3	394
51	51	151	151	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		3	57	A3	3	400
51	51	151	151	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		7	61	C#4	4	400
51	51	151	151	1.0	1/4	1/4	3/4	3	1	1/4	1/4	1		6	66	F#4	4	398
51	51	151	151	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		6	66	F#4	4	400
51	51	151	151	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		6	78	F#5	5	392
51	51	454/3	454/3	0.3333333333333333	1/3	1/3	3/4	2	1	1/12	1/8	2/3		7	61	C#4	4	395
51	51	455/3	455/3	0.3333333333333333	5/12	5/12	3/4	2	1	1/12	1/8	2/3		6	66	F#4	4	396
51	51	152	152	1.0	1/2	1/2	3/4	6	1	1/4	1/4	1		3	57	Crash Cymbal 1		402
51	51	152	152	1.0	1/2	1/2	3/4	3	1	1/4	1/4	1		7	61	C#4	4	399
51	51	152	152	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		7	73	C#5	5	393
52	52	153	153	3.0	0	0	3/4	5	1	3/4	1/2	3/2		1	43	G2	2	416
52	52	153	153	1.0	0	0	3/4	3	1	1/4	1/4	1		5	59	B3	3	412
52	52	153	153	1.0	0	0	3/4	1	1	1/4	1/4	1		5	71	B4	4	403
52	52	154	154	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		5	59	B3	3	415
52	52	154	154	1.0	1/4	1/4	3/4	3	1	1/4	1/4	1		7	61	C#4	4	413
52	52	154	154	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		2	62	D4	4	415
52	52	154	154	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		6	66	F#4	4	415
52	52	154	154	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		7	73	C#5	5	404
52	52	154	154	0.3333333333333333	1/4	1/4	3/4	2	1	1/12	1/8	2/3		6	78	F#5	5	406
52	52	463/3	463/3	0.3333333333333333	1/3	1/3	3/4	2	1	1/12	1/8	2/3		2	74	D5	5	407
52	52	464/3	464/3	0.3333333333333333	5/12	5/12	3/4	2	1	1/12	1/8	2/3		5	71	B4	4	408
52	52	155	155	1.0	1/2	1/2	3/4	3	1	1/4	1/4	1		2	62	D4	4	414
52	52	155	155	0.3333333333333333	1/2	1/2	3/4	2	1	1/12	1/8	2/3		6	66	F#4	4	409
52	52	155	155	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		2	74	D5	5	405
52	52	466/3	466/3	0.3333333333333333	7/12	7/12	3/4	2	1	1/12	1/8	2/3		2	62	D4	4	410
52	52	467/3	467/3	0.3333333333333333	2/3	2/3	3/4	2	1	1/12	1/8	2/3		5	59	B3	3	411
53	53	156	156	3.0	0	0	3/4	5	1	3/4	1/2	3/2		2	38	D2	2	423
53	53	156	156	3.0	0	0	3/4	3	1	3/4	1/2	3/2		3	69	A4	4	421
53	53	156	156	3.0	0	0	3/4	1	1	3/4	1/2	3/2		3	81	A5	5	417
53	53	157	157	0.3333333333333333	1/4	1/4	3/4	2	1	1/12	1/8	2/3		3	57	A3	3	418
53	53	157	157	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		3	57	A3	3	422
53	53	157	157	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		7	61	C#4	4	422
53	53	157	157	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		6	66	F#4	4	422
53	53	472/3	472/3	0.3333333333333333	1/3	1/3	3/4	2	1	1/12	1/8	2/3		7	61	C#4	4	419
53	53	473/3	473/3	0.3333333333333333	5/12	5/12	3/4	2	1	1/12	1/8	2/3		6	66	F#4	4	420
53	53	158	158	1.0	1/2	1/2	3/4	6	1	1/4	1/4	1		3	57	Crash Cymbal 1		424
54	54	159	159	3.0	0	0	3/4	5	1	3/4	1/2	3/2		6	42	F#2	2	434
54	54	159	159	3.0	0	0	3/4	3	1	3/4	1/2	3/2		7	73	C#5	5	432
54	54	159	159	3.0	0	0	3/4	1	1	3/4	1/2	3/2		7	85	C#6	6	425
54	54	160	160	0.3333333333333333	1/4	1/4	3/4	2	1	1/12	1/8	2/3		3	57	A3	3	426
54	54	160	160	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		3	57	A3	3	433
54	54	160	160	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		7	61	C#4	4	433
54	54	160	160	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		6	66	F#4	4	433
54	54	481/3	481/3	0.3333333333333333	1/3	1/3	3/4	2	1	1/12	1/8	2/3		7	61	C#4	4	427
54	54	482/3	482/3	0.3333333333333333	5/12	5/12	3/4	2	1	1/12	1/8	2/3		6	66	F#4	4	428
54	54	161	161	1.0	1/2	1/2	3/4	6	1	1/4	1/4	1		3	57	Crash Cymbal 1		435
54	54	161	161	0.3333333333333333	1/2	1/2	3/4	2	1	1/12	1/8	2/3		3	69	A4	4	429
54	54	484/3	484/3	0.3333333333333333	7/12	7/12	3/4	2	1	1/12	1/8	2/3		7	73	C#5	5	430
54	54	485/3	485/3	0.3333333333333333	2/3	2/3	3/4	2	1	1/12	1/8	2/3		6	78	F#5	5	431
55	55	162	162	3.0	0	0	3/4	5	1	3/4	1/2	3/2		5	35	B1	1	445
55	55	162	162	3.0	0	0	3/4	3	1	3/4	1/2	3/2		6	78	F#5	5	443
55	55	162	162	3.0	0	0	3/4	1	1	3/4	1/2	3/2		6	90	F#6	6	436
55	55	163	163	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		5	59	B3	3	444
55	55	163	163	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		2	62	D4	4	444
55	55	163	163	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		6	66	F#4	4	444
55	55	163	163	0.3333333333333333	1/4	1/4	3/4	2	1	1/12	1/8	2/3		6	78	F#5	5	437
55	55	490/3	490/3	0.3333333333333333	1/3	1/3	3/4	2	1	1/12	1/8	2/3		2	74	D5	5	438
55	55	491/3	491/3	0.3333333333333333	5/12	5/12	3/4	2	1	1/12	1/8	2/3		5	71	B4	4	439
55	55	164	164	1.0	1/2	1/2	3/4	6	1	1/4	1/4	1		3	57	Crash Cymbal 1		446
55	55	164	164	0.3333333333333333	1/2	1/2	3/4	2	1	1/12	1/8	2/3		6	66	F#4	4	440
55	55	493/3	493/3	0.3333333333333333	7/12	7/12	3/4	2	1	1/12	1/8	2/3		2	62	D4	4	441
55	55	494/3	494/3	0.3333333333333333	2/3	2/3	3/4	2	1	1/12	1/8	2/3		5	59	B3	3	442
56	56	165	165	3.0	0	0	3/4	5	1	3/4	1/2	3/2		4	40	E2	2	450
56	56	165	165	3.0	0	0	3/4	3	1	3/4	1/2	3/2		4	64	E4	4	448
56	56	165	165	3.0	0	0	3/4	1	1	3/4	1/2	3/2		4	76	E5	5	447
56	56	166	166	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		1	55	G3	3	449
56	56	166	166	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		5	59	B3	3	449
56	56	166	166	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		4	64	E4	4	449
56	56	167	167	1.0	1/2	1/2	3/4	6	1	1/4	1/4	1		3	57	Crash Cymbal 1		451
57	57	168	168	3.0	0	0	3/4	5	1	3/4	1/2	3/2		4	40	E2	2	454
57	57	168	168	3.0	0	0	3/4	3	1	3/4	1/2	3/2		4	64	E4	4	452
57	57	169	169	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		5	59	B3	3	453
57	57	169	169	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		2	62	D4	4	453
57	57	169	169	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		1	67	G4	4	453
58	58	171	171	3.0	0	0	3/4	5	1	3/4	1/2	3/2		2	38	D2	2	457
58	58	171	171	3.0	0	0	3/4	3	1	3/4	1/2	3/2		4	64	E4	4	455
58	58	172	172	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		-1	53	F3	3	456
58	58	172	172	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		3	57	A3	3	456
58	58	172	172	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		2	62	D4	4	456
58	58	173	173	1.0	1/2	1/2	3/4	6	1	1/4	1/4	1		3	57	Crash Cymbal 1		458
59	59	174	174	3.0	0	0	3/4	5	1	3/4	1/2	3/2		3	33	A1	1	466
59	59	174	174	1.0	0	0	3/4	1	1	1/4	1/4	1		3	69	A4	4	459
59	59	174	174	1.0	0	0	3/4	3	1	1/4	1/4	1		3	69	A4	4	462
59	59	175	175	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		3	57	A3	3	465
59	59	175	175	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		0	60	C4	4	465
59	59	175	175	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		4	64	E4	4	465
59	59	175	175	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		5	71	B4	4	460
59	59	175	175	1.0	1/4	1/4	3/4	3	1	1/4	1/4	1		5	71	B4	4	463
59	59	176	176	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		0	72	C5	5	461
59	59	176	176	1.0	1/2	1/2	3/4	3	1	1/4	1/4	1		0	72	C5	5	464
60	60	177	177	3.0	0	0	3/4	5	1	3/4	1/2	3/2		2	38	D2	2	474
60	60	177	177	1.0	0	0	3/4	1	1	1/4	1/4	1		4	76	E5	5	467
60	60	177	177	1.0	0	0	3/4	3	1	1/4	1/4	1		4	76	E5	5	470
60	60	178	178	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		1	55	G3	3	473
60	60	178	178	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		5	59	B3	3	473
60	60	178	178	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		4	64	E4	4	473
60	60	178	178	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		2	74	D5	5	468
60	60	178	178	1.0	1/4	1/4	3/4	3	1	1/4	1/4	1		2	74	D5	5	471
60	60	179	179	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	469
60	60	179	179	1.0	1/2	1/2	3/4	3	1	1/4	1/4	1		5	71	B4	4	472
61	61	180	180	3.0	0	0	3/4	5	1	3/4	1/2	3/2		2	38	D2	2	482
61	61	180	180	1.0	0	0	3/4	1	1	1/4	1/4	1		2	74	D5	5	475
61	61	180	180	1.0	0	0	3/4	3	1	1/4	1/4	1		2	74	D5	5	478
61	61	181	181	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		2	50	D3	3	481
61	61	181	181	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		1	55	G3	3	481
61	61	181	181	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		5	59	B3	3	481
61	61	181	181	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		4	64	E4	4	481
61	61	181	181	1.0	1/4	1/4	3/4	1	1	1/4	1/4	1		0	72	C5	5	476
61	61	181	181	1.0	1/4	1/4	3/4	3	1	1/4	1/4	1		0	72	C5	5	479
61	61	182	182	1.0	1/2	1/2	3/4	1	1	1/4	1/4	1		5	71	B4	4	477
61	61	182	182	1.0	1/2	1/2	3/4	3	1	1/4	1/4	1		5	71	B4	4	480
62	62	183	183	3.0	0	0	3/4	5	1	3/4	1/2	3/2		2	38	D2	2	493
62	62	183	183	1.0	0	0	3/4	3	1	1/4	1/4	1		2	74	D5	5	490
62	62	183	183	3.0	0	0	3/4	1	1	3/4	1/2	3/2	1	2	74	D5	5	483
62	62	184	184	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		0	48	C3	3	492
62	62	184	184	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		4	52	E3	3	492
62	62	184	184	2.0	1/4	1/4	3/4	3	1	1/2	1/2	1	1	3	57	A3	3	491
62	62	184	184	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		3	57	A3	3	492
62	62	184	184	0.3333333333333333	1/4	1/4	3/4	2	1	1/12	1/8	2/3		0	60	C4	4	484
62	62	184	184	2.0	1/4	1/4	3/4	4	1	1/2	1/2	1		2	62	D4	4	492
62	62	184	184	2.0	1/4	1/4	3/4	3	1	1/2	1/2	1	1	3	69	A4	4	491
62	62	553/3	553/3	0.3333333333333333	1/3	1/3	3/4	2	1	1/12	1/8	2/3		4	64	E4	4	485
62	62	554/3	554/3	0.3333333333333333	5/12	5/12	3/4	2	1	1/12	1/8	2/3		3	69	A4	4	486
62	62	185	185	0.3333333333333333	1/2	1/2	3/4	2	1	1/12	1/8	2/3		2	74	D5	5	487
62	62	556/3	556/3	0.3333333333333333	7/12	7/12	3/4	2	1	1/12	1/8	2/3		4	76	E5	5	488
