mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	offset_x	offset_y	offset	alt_label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	n_colored	n_untouched	count_ratio	dur_colored	dur_untouched	dur_ratio
77	77	1/2	1/2	4/4	2	1	vii%65					C	I		vii%65	vii	%	65					%7	0	0	2, -1, 3, 5		5	2	2	10	0.16666666666666666	0.25	1.75	0.125
78	78	0	0	4/4	2	1	vii%43/V					C	I		vii%43/V	vii	%	43		V			%7	0	0	0, 4, 6, 3		6	0	2	6	0.25	0.25	1.75	0.125
78	78	1/2	1/2	4/4	2	1	V65/IV					C	I		V65/IV	V		65		IV			Mm7	0	0	4, 1, -2, 0		0	4	4	8	0.3333333333333333	0.5	1.5	0.25
79	79	0	0	4/4	2	1	#viio43/vi					C	I		#viio43/vi	#vii	o	43		vi			o7	0	0	2, -1, 8, 5		8	2	2	6	0.25	0.25	1.75	0.125
79	79	1/2	1/2	4/4	2	1	V2					C	I		V2	V		2					Mm7	0	0	-1, 1, 5, 2		1	-1	4	8	0.3333333333333333	0.5	1.5	0.25
80	80	0	0	4/4	2	1	I6					C	I		I6	I		6					M	0	0	4, 1, 0		0	4	0	8	0.0	0.0	2.75	0.0
80	80	1/2	1/2	4/4	2	1	IV6(2)					C	I		IV6(2)	IV		6	2				M	0	0	3, 0, 1		-1	3	2	4	0.3333333333333333	0.25	0.625	0.2857142857142857
80	80	3/4	3/4	4/4	2	1	IV6					C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3	2	5	0.2857142857142857	0.25	1.0	0.2
81	81	0	0	4/4	2	1	V2(6)/ii					C	I		V2(6)/ii	V		2	6	ii			Mm7	0	0	1, 3, 7, -1		3	1	0	6	0.0	0.0	2.375	0.0
81	81	1/4	1/4	4/4	2	1	V2/ii					C	I		V2/ii	V		2		ii			Mm7	0	0	1, 3, 7, 4		3	1	0	4	0.0	0.0	0.875	0.0
81	81	1/2	1/2	4/4	2	1	ii6(2)					C	I		ii6(2)	ii		6	2				m	0	0	-1, 3, 4		2	-1	0	6	0.0	0.0	1.25	0.0
81	81	3/4	3/4	4/4	2	1	vii%43					C	I		vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1	3	6	0.3333333333333333	0.375	1.125	0.25
82	82	0	0	4/4	2	1	ii7					C	I		ii7	ii		7					mm7	0	0	2, -1, 3, 0		2	2	2	8	0.2	0.25	2.375	0.09523809523809523
82	82	1/2	1/2	4/4	2	1	V7(9)					C	I		V7(9)	V		7	9				Mm7	0	0	1, 5, 2, -1	3	1	1	1	13	0.07142857142857142	0.125	2.125	0.05555555555555555
83	83	0	0	4/4	2	1	IM7					C	I		IM7	I	M	7					MM7	0	0	0, 4, 1, 5		0	0	2	8	0.2	0.25	2.375	0.09523809523809523
83	83	1/2	1/2	4/4	2	1	IV+(9)					C	I		IV+(9)	IV	+		9				+	0	0	-1, 3, 7	1	-1	-1	0	14	0.0	0.0	2.25	0.0
84	84	0	0	4/4	2	1	vii%7					C	I		vii%7	vii	%	7					%7	0	0	5, 2, -1, 3		5	5	2	8	0.2	0.25	2.375	0.09523809523809523
84	84	1/2	1/2	4/4	2	1	V7/vi					C	I		V7/vi	V		7		vi			Mm7	0	0	4, 8, 5, 2		4	4	4	9	0.3076923076923077	0.5	1.75	0.2222222222222222
85	85	0	0	4/4	2	1	IVM7(4)					C	I		IVM7(4)	IV	M	7	4				MM7	0	0	-1, 5, 0, 4		-1	-1	2	5	0.2857142857142857	0.25	1.25	0.16666666666666666
85	85	1/4	1/4	4/4	2	1	IVM7					C	I		IVM7	IV	M	7					MM7	0	0	-1, 3, 0, 4		-1	-1	2	6	0.25	0.25	1.25	0.16666666666666666
85	85	1/2	1/2	4/4	2	1	#viio65/iii					C	I		#viio65/iii	#vii	o	65		iii			o7	0	0	6, 3, 0, 9		9	6	2	5	0.2857142857142857	0.25	1.0	0.2
85	85	3/4	3/4	4/4	2	1	iii6					C	I		iii6	iii		6					m	0	0	1, 5, 4		4	1	0	5	0.0	0.0	0.625	0.0
85	85	7/8	7/8	4/4	2	1	viio6/V	0	-8	/		C	I		viio6/V	vii	o	6		V			o	0	0	3, 0, 6		6	3	0	5	0.0	0.0	0.625	0.0
86	86	0	0	4/4	2	1	V65					C	I		V65	V		65					Mm7	0	0	5, 2, -1, 1		1	5	0	5	0.0	0.0	1.125	0.0
86	86	1/8	1/8	4/4	2	1	I					C	I		I	I							M	0	0	0, 4, 1		0	0	0	3	0.0	0.0	0.5	0.0
86	86	1/4	1/4	4/4	2	1	#vii%7/ii					C	I		#vii%7/ii	#vii	%	7		ii			%7	0	0	7, 4, 1, 5		7	7	0	2	0.0	0.0	0.375	0.0
86	86	3/8	3/8	4/4	2	1	#viio7/ii					C	I		#viio7/ii	#vii	o	7		ii			o7	0	0	7, 4, 1, -2		7	7	0	3	0.0	0.0	0.375	0.0
86	86	1/2	1/2	4/4	2	1	ii(4)					C	I		ii(4)	ii			4				m	0	0	2, 1, 3		2	2	0	4	0.0	0.0	0.875	0.0
86	86	5/8	5/8	4/4	2	1	ii					C	I		ii	ii							m	0	0	2, -1, 3		2	2	0	1	0.0	0.0	0.125	0.0
86	86	3/4	3/4	4/4	2	1	V(6)/vi					C	I		V(6)/vi	V			6	vi			M	0	0	4, 8, 0		4	4	0	4	0.0	0.0	0.625	0.0
86	86	7/8	7/8	4/4	2	1	ii65					C	I		ii65	ii		65					mm7	0	0	-1, 3, 0, 2		2	-1	0	3	0.0	0.0	0.375	0.0
87	87	0	0	4/4	2	1	V[I6					C	I	V	I6	I		6					M	0	0	4, 1, 0		0	4	0	4	0.0	0.0	1.75	0.0
87	87	1/4	1/4	4/4	2	1	V65/iii					C	I	V	V65/iii	V		65		iii			Mm7	0	0	9, 6, 3, 5		5	9	0	4	0.0	0.0	0.75	0.0
87	87	1/2	1/2	4/4	2	1	viio6					C	I	V	viio6	vii	o	6					o	0	0	2, -1, 5		5	2	0	3	0.0	0.0	1.0	0.0
87	87	3/4	3/4	4/4	2	1	#vii%7/ii					C	I	V	#vii%7/ii	#vii	%	7		ii			%7	0	0	7, 4, 1, 5		7	7	0	2	0.0	0.0	0.25	0.0
87	87	7/8	7/8	4/4	2	1	viio6					C	I	V	viio6	vii	o	6					o	0	0	2, -1, 5		5	2	0	2	0.0	0.0	0.25	0.0
88	88	0	0	4/4	2	1	vii%43					C	I	V	vii%43	vii	%	43					%7	0	0	-1, 3, 5, 2		5	-1	1	5	0.16666666666666666	1.0	2.0	0.3333333333333333
88	88	1/2	1/2	4/4	2	1	iii					C	I	V	iii	iii							m	0	0	4, 1, 5		4	4	0	2	0.0	0.0	0.5	0.0
88	88	3/4	3/4	4/4	2	1	viio6]					C	I	V	viio6	vii	o	6					o	0	0	2, -1, 5		5	2	0	2	0.0	0.0	0.5	0.0
89	89	0	0	4/4	2	1	vi7					C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3	0	5	0.0	0.0	1.875	0.0
89	89	1/4	1/4	4/4	2	1	viio65/V					C	I		viio65/V	vii	o	65		V			o7	0	0	3, 0, -3, 6		6	3	0	3	0.0	0.0	0.75	0.0
89	89	1/2	1/2	4/4	2	1	ii43					C	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3	0	3	0.0	0.0	0.625	0.0
89	89	3/4	3/4	4/4	2	1	V(b10)/ii					C	I		V(b10)/ii	V			b10	ii			M	0	0	3, 7, 4	0	3	3	1	4	0.2	0.03125	0.34375	0.08333333333333333
89	89	7/8	7/8	4/4	2	1	ii43					C	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3	1	3	0.25	0.0625	0.3125	0.16666666666666666
90	90	0	0	4/4	2	1	V7(96)					C	I		V7(96)	V		7	96				Mm7	0	0	1, 5, 4, -1	3	1	1	0	5	0.0	0.0	1.75	0.0
90	90	1/4	1/4	4/4	2	1	V7					C	I		V7	V		7					Mm7	0	0	1, 5, 2, -1		1	1	0	3	0.0	0.0	0.25	0.0
90	90	3/8	3/8	4/4	2	1	IV6					C	I		IV6	IV		6					M	0	0	3, 0, -1		-1	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
90	90	1/2	1/2	4/4	2	1	viio6(2)					C	I		viio6(2)	vii	o	6	2				o	0	0	2, -1, 0		5	2	0	2	0.0	0.0	0.375	0.0
90	90	5/8	5/8	4/4	2	1	viio6					C	I		viio6	vii	o	6					o	0	0	2, -1, 5		5	2	0	1	0.0	0.0	0.125	0.0
90	90	3/4	3/4	4/4	2	1	V(4)					C	I		V(4)	V			4				M	0	0	1, 0, 2		1	1	2	2	0.5	0.16666666666666666	0.375	0.3076923076923077
90	90	7/8	7/8	4/4	2	1	V					C	I		V	V							M	0	0	1, 5, 2		1	1	0	2	0.0	0.0	0.20833333333333334	0.0
91	91	0	0	4/4	2	1	vi7					C	I		vi7	vi		7					mm7	0	0	3, 0, 4, 1		3	3	0	4	0.0	0.0	1.75	0.0
91	91	1/4	1/4	4/4	2	1	viio7/bVII					C	I		viio7/bVII	vii	o	7		bVII			o7	0	0	3, 0, -3, -6		3	3	0	3	0.0	0.0	0.75	0.0
91	91	1/2	1/2	4/4	2	1	ii43					C	I		ii43	ii		43					mm7	0	0	3, 0, 2, -1		2	3	0	3	0.0	0.0	0.625	0.0
91	91	3/4	3/4	4/4	2	1	viio7/bVII					C	I		viio7/bVII	vii	o	7		bVII			o7	0	0	3, 0, -3, -6		3	3	1	4	0.2	0.03125	0.46875	0.0625
91	91	7/8	7/8	4/4	2	1	vii%7/bVII	0	-6.1	/		C	I		vii%7/bVII	vii	%	7		bVII			%7	0	0	3, 0, -3, 1		3	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
92	92	0	0	4/4	2	1	bVII[V7(4)/bIII					C	I	bVII	V7(4)/bIII	V		7	4	bIII			Mm7	0	0	-2, -3, -1, -4		-2	-2	2	4	0.3333333333333333	1.0625	1.4375	0.425
92	92	1/4	1/4	4/4	2	1	V7/bIII					C	I	bVII	V7/bIII	V		7		bIII			Mm7	0	0	-2, 2, -1, -4		-2	-2	3	4	0.42857142857142855	0.22916666666666666	0.2708333333333333	0.4583333333333333
92	92	1/2	1/2	4/4	2	1	viio7/bVII					C	I	bVII	viio7/bVII	vii	o	7		bVII			o7	0	0	3, 0, -3, -6		3	3	1	4	0.2	0.125	0.875	0.125
92	92	3/4	3/4	4/4	2	1	V7(b9)/bIII					C	I	bVII	V7(b9)/bIII	V		7	b9	bIII			Mm7	0	0	-2, 2, -1, -4	-7	-2	-2	0	4	0.0	0.0	0.8333333333333334	0.0
92	92	5/6	5/6	4/4	2	1	V7/bIII]					C	I	bVII	V7/bIII	V		7		bIII			Mm7	0	0	-2, 2, -1, -4		-2	-2	0	2	0.0	0.0	0.16666666666666666	0.0
93	93	0	0	4/4	2	1	i7					C	I		i7	i		7					mm7	0	0	0, -3, 1, -2		0	0	0	4	0.0	0.0	1.75	0.0
93	93	1/4	1/4	4/4	2	1	viio65/bVII					C	I		viio65/bVII	vii	o	65		bVII			o7	0	0	0, -3, -6, 3		3	0	0	3	0.0	0.0	0.75	0.0
93	93	1/2	1/2	4/4	2	1	iv43					C	I		iv43	iv		43					mm7	0	0	0, -3, -1, -4		-1	0	0	3	0.0	0.0	0.625	0.0
93	93	3/4	3/4	4/4	2	1	V(b10)/iv					C	I		V(b10)/iv	V			b10	iv			M	0	0	0, 4, 1	-3	0	0	1	4	0.2	0.03125	0.34375	0.08333333333333333
93	93	7/8	7/8	4/4	2	1	iv43					C	I		iv43	iv		43					mm7	0	0	0, -3, -1, -4		-1	0	1	3	0.25	0.0625	0.3125	0.16666666666666666
94	94	0	0	4/4	2	1	V7(96)/bIII					C	I		V7(96)/bIII	V		7	96	bIII			Mm7	0	0	-2, 2, 1, -4	0	-2	-2	0	5	0.0	0.0	1.75	0.0
94	94	1/4	1/4	4/4	2	1	V7/bIII					C	I		V7/bIII	V		7		bIII			Mm7	0	0	-2, 2, -1, -4		-2	-2	0	3	0.0	0.0	0.25	0.0
94	94	3/8	3/8	4/4	2	1	bVI6					C	I		bVI6	bVI		6					M	0	0	0, -3, -4		-4	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
94	94	1/2	1/2	4/4	2	1	viio6(2)/bIII					C	I		viio6(2)/bIII	vii	o	6	2	bIII			o	0	0	-1, -4, -3		2	-1	0	2	0.0	0.0	0.375	0.0
94	94	5/8	5/8	4/4	2	1	viio6/bIII					C	I		viio6/bIII	vii	o	6		bIII			o	0	0	-1, -4, 2		2	-1	0	1	0.0	0.0	0.125	0.0
94	94	3/4	3/4	4/4	2	1	V(4)/bIII					C	I		V(4)/bIII	V			4	bIII			M	0	0	-2, -3, -1		-2	-2	2	2	0.5	0.16666666666666666	0.375	0.3076923076923077
94	94	7/8	7/8	4/4	2	1	V/bIII					C	I		V/bIII	V				bIII			M	0	0	-2, 2, -1		-2	-2	0	2	0.0	0.0	0.20833333333333334	0.0
95	95	0	0	4/4	2	1	i7					C	I		i7	i		7					mm7	0	0	0, -3, 1, -2		0	0	0	4	0.0	0.0	1.75	0.0
95	95	1/4	1/4	4/4	2	1	viio43/V					C	I		viio43/V	vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0	0	3	0.0	0.0	0.75	0.0
95	95	1/2	1/2	4/4	2	1	iv43					C	I		iv43	iv		43					mm7	0	0	0, -3, -1, -4		-1	0	0	3	0.0	0.0	0.625	0.0
95	95	3/4	3/4	4/4	2	1	viio43/V					C	I		viio43/V	vii	o	43		V			o7	0	0	0, -3, 6, 3		6	0	1	4	0.2	0.03125	0.46875	0.0625
95	95	7/8	7/8	4/4	2	1	i7(#4)					C	I		i7(#4)	i		7	#4				mm7	0	0	0, -3, 6, -2		0	0	1	2	0.3333333333333333	0.0625	0.1875	0.25
96	96	0	0	4/4	2	1	III.V43/V					C	III		V43/V	V		43		V			Mm7	0	0	7, 4, 6, 10		6	7	1	6	0.14285714285714285	0.125	2.875	0.041666666666666664
96	96	1/2	1/2	4/4	2	1	V7(6)/V					C	III		V7(6)/V	V		7	6	V			Mm7	0	0	6, 10, 9, 4		6	6	1	3	0.25	0.5	1.125	0.3076923076923077
96	96	5/8	5/8	4/4	2	1	V7/V					C	III		V7/V	V		7		V			Mm7	0	0	6, 10, 7, 4		6	6	1	3	0.25	0.08333333333333333	0.2916666666666667	0.2222222222222222
97	97	0	0	4/4	2	1	I6					C	III		I6	I		6					M	0	0	8, 5, 4		4	8	1	6	0.14285714285714285	0.0625	1.5625	0.038461538461538464
97	97	3/8	3/8	4/4	2	1	vii%2/V					C	III		vii%2/V	vii	%	2		V			%7	0	0	8, 10, 7, 4		10	8	1	3	0.25	0.0625	0.3125	0.16666666666666666
97	97	1/2	1/2	4/4	2	1	V43(4)					C	III		V43(4)	V		43	4				Mm7	0	0	6, 3, 5, 4		5	6	1	3	0.25	0.5	1.0	0.3333333333333333
97	97	5/8	5/8	4/4	2	1	V43					C	III		V43	V		43					Mm7	0	0	6, 3, 5, 9		5	6	1	1	0.5	0.125	0.125	0.5
97	97	7/8	7/8	4/4	2	1	viio6					C	III		viio6	vii	o	6					o	0	0	6, 3, 9		9	6	1	2	0.3333333333333333	0.0625	0.1875	0.25
98	98	0	0	4/4	2	1	I6					C	III		I6	I		6					M	0	0	8, 5, 4		4	8	1	5	0.16666666666666666	0.0625	0.9375	0.0625
98	98	1/4	1/4	4/4	2	1	ii(b64)					C	III		ii(b64)	ii			b64				m	0	0	6, 5, 2		6	6	1	3	0.25	0.0625	0.4375	0.125
98	98	3/8	3/8	4/4	2	1	ii					C	III		ii	ii							m	0	0	6, 3, 7		6	6	0	3	0.0	0.0	0.25	0.0
98	98	1/2	1/2	4/4	2	1	ii65					C	III		ii65	ii		65					mm7	0	0	3, 7, 4, 6		6	3	0	3	0.0	0.0	1.25	0.0
98	98	5/8	5/8	4/4	2	1	#viio2(4)/vi					C	III		#viio2(4)/vi	#vii	o	2	4	vi			o7	0	0	3, 12, 4, 6		12	3	0	1	0.0	0.0	0.25	0.0
98	98	3/4	3/4	4/4	2	1	#viio2/vi					C	III		#viio2/vi	#vii	o	2		vi			o7	0	0	3, 12, 9, 6		12	3	1	1	0.5	0.0625	0.0625	0.5
98	98	7/8	7/8	4/4	2	1	ii6					C	III		ii6	ii		6					m	0	0	3, 7, 6		6	3	1	2	0.3333333333333333	0.0625	0.1875	0.25
99	99	0	0	4/4	2	1	vii%43					C	III		vii%43	vii	%	43					%7	0	0	3, 7, 9, 6		9	3	1	7	0.125	0.125	1.25	0.09090909090909091
99	99	3/8	3/8	4/4	2	1	viio43					C	III		viio43	vii	o	43					o7	0	0	3, 0, 9, 6		9	3	1	3	0.25	0.0625	0.3125	0.16666666666666666
99	99	1/2	1/2	4/4	2	1	I6					C	III		I6	I		6					M	0	0	8, 5, 4		4	8	3	7	0.3	0.1875	1.3125	0.125
100	100	0	0	4/4	2	1	ii6(#4)					C	III		ii6(#4)	ii		6	#4				m	0	0	3, 12, 6		6	3	0	3	0.0	0.0	0.5625	0.0
100	100	1/8	1/8	4/4	2	1	ii6					C	III		ii6	ii		6					m	0	0	3, 7, 6		6	3	1	2	0.3333333333333333	0.0625	0.25	0.2
100	100	1/4	1/4	4/4	2	1	V65/IV					C	III		V65/IV	V		65		IV			Mm7	0	0	8, 5, 2, 4		4	8	0	4	0.0	0.0	0.6875	0.0
100	100	5/16	5/16	4/4	2	1	#viio65/ii					C	III		#viio65/ii	#vii	o	65		ii			o7	0	0	8, 5, 2, 11		11	8	0	1	0.0	0.0	0.0625	0.0
100	100	3/8	3/8	4/4	2	1	V43/ii					C	III		V43/ii	V		43		ii			Mm7	0	0	8, 5, 7, 11		7	8	1	2	0.3333333333333333	0.0625	0.1875	0.25
100	100	1/2	1/2	4/4	2	1	ii(4)					C	III		ii(4)	ii			4				m	0	0	6, 5, 7		6	6	1	4	0.2	0.125	1.125	0.1
100	100	3/4	3/4	4/4	2	1	ii					C	III		ii	ii							m	0	0	6, 3, 7		6	6	1	3	0.25	0.08333333333333333	0.2916666666666667	0.2222222222222222
101	101	0	0	4/4	2	1	vii%65					C	III		vii%65	vii	%	65					%7	0	0	6, 3, 7, 9		9	6	2	8	0.2	0.20833333333333334	1.6666666666666667	0.11111111111111112
101	101	1/2	1/2	4/4	2	1	#viio2/vi					C	III		#viio2/vi	#vii	o	2		vi			o7	0	0	3, 12, 9, 6		12	3	2	7	0.2222222222222222	0.25	1.5	0.14285714285714285
102	102	0	0	4/4	2	1	ii7					C	III		ii7	ii		7					mm7	0	0	6, 3, 7, 4		6	6	0	5	0.0	0.0	1.125	0.0
102	102	1/4	1/4	4/4	2	1	vii%65					C	III		vii%65	vii	%	65					%7	0	0	6, 3, 7, 9		9	6	2	4	0.3333333333333333	0.20833333333333334	0.4166666666666667	0.33333333333333337
102	102	1/2	1/2	4/4	2	1	#viio2/vi					C	III		#viio2/vi	#vii	o	2		vi			o7	0	0	3, 12, 9, 6		12	3	3	5	0.375	0.4583333333333333	1.2083333333333333	0.275
102	102	7/8	7/8	4/4	2	1	ii65					C	III		ii65	ii		65					mm7	0	0	3, 7, 4, 6		6	3	0	2	0.0	0.0	0.20833333333333334	0.0
103	103	0	0	4/4	2	1	ii7					C	III		ii7	ii		7					mm7	0	0	6, 3, 7, 4		6	6	1	6	0.14285714285714285	0.125	0.875	0.125
103	103	1/4	1/4	4/4	2	1	vii%2					C	III		vii%2	vii	%	2					%7	0	0	7, 9, 6, 3		9	7	1	3	0.25	0.08333333333333333	0.4583333333333333	0.15384615384615385
103	103	3/8	3/8	4/4	2	1	viio2					C	III		viio2	vii	o	2					o7	0	0	0, 9, 6, 3		9	0	0	2	0.0	0.0	0.20833333333333334	0.0
103	103	1/2	1/2	4/4	2	1	I6(13)					C	III		I6(13)	I		6	13				M	0	0	8, 5, 4	7	4	8	1	4	0.2	0.125	1.0	0.1111111111111111
103	103	3/4	3/4	4/4	2	1	I					C	III		I	I							M	0	0	4, 8, 5		4	4	0	5	0.0	0.0	0.625	0.0
104	104	0	0	4/4	2	1	ii7					C	III		ii7	ii		7					mm7	0	0	6, 3, 7, 4		6	6	1	6	0.14285714285714285	0.125	0.875	0.125
104	104	1/4	1/4	4/4	2	1	vii%2					C	III		vii%2	vii	%	2					%7	0	0	7, 9, 6, 3		9	7	1	3	0.25	0.08333333333333333	0.4583333333333333	0.15384615384615385
104	104	3/8	3/8	4/4	2	1	viio2					C	III		viio2	vii	o	2					o7	0	0	0, 9, 6, 3		9	0	0	2	0.0	0.0	0.20833333333333334	0.0
104	104	1/2	1/2	4/4	2	1	I6(13)					C	III		I6(13)	I		6	13				M	0	0	8, 5, 4	7	4	8	1	4	0.2	0.125	1.0	0.1111111111111111
104	104	3/4	3/4	4/4	2	1	I					C	III		I	I							M	0	0	4, 8, 5		4	4	0	4	0.0	0.0	0.5	0.0
105	105	0	0	4/4	2	1	ii7					C	III		ii7	ii		7					mm7	0	0	6, 3, 7, 4		6	6	1	4	0.2	0.125	0.875	0.125
105	105	1/4	1/4	4/4	2	1	viio43					C	III		viio43	vii	o	43					o7	0	0	3, 0, 9, 6		9	3	1	5	0.16666666666666666	0.08333333333333333	0.9166666666666666	0.08333333333333333
105	105	1/2	1/2	4/4	2	1	V43(b9)/ii					C	III		V43(b9)/ii	V		43	b9	ii			Mm7	0	0	8, 5, 7, 11	-5	7	8	1	5	0.16666666666666666	0.25	1.0	0.2
105	105	3/4	3/4	4/4	2	1	ii					C	III		ii	ii							m	0	0	6, 3, 7		6	6	1	5	0.16666666666666666	0.0625	0.9375	0.0625
106	106	0	0	4/4	2	1	viio43/V					C	III		viio43/V	vii	o	43		V			o7	0	0	4, 1, 10, 7		10	4	1	5	0.16666666666666666	0.125	1.125	0.1
106	106	1/4	1/4	4/4	2	1	V65					C	III		V65	V		65					Mm7	0	0	9, 6, 3, 5		5	9	3	7	0.3	0.125	1.125	0.1
106	106	1/2	1/2	4/4	2	1	viio65/V					C	III		viio65/V	vii	o	65		V			o7	0	0	7, 4, 1, 10		10	7	1	5	0.16666666666666666	0.1875	1.0625	0.15
106	106	3/4	3/4	4/4	2	1	V7					C	III		V7	V		7					Mm7	0	0	5, 9, 6, 3		5	5	3	7	0.3	0.125	1.125	0.1
107	107	0	0	4/4	2	1	viio64					C	III		viio64	vii	o	64					o	0	0	3, 9, 6		9	3	1	4	0.2	0.08333333333333333	0.7083333333333334	0.10526315789473682
107	107	1/8	1/8	4/4	2	1	ii65					C	III		ii65	ii		65					mm7	0	0	3, 7, 4, 6		6	3	1	1	0.5	0.08333333333333333	0.25	0.25
107	107	1/4	1/4	4/4	2	1	ii7					C	III		ii7	ii		7					mm7	0	0	6, 3, 7, 4		6	6	0	9	0.0	0.0	1.875	0.0
107	107	3/4	3/4	4/4	2	1	vii%65					C	III		vii%65	vii	%	65					%7	0	0	6, 3, 7, 9		9	6	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
108	108	0	0	4/4	2	1	I6(13)					C	III		I6(13)	I		6	13				M	0	0	8, 5, 4	7	4	8	1	4	0.2	0.125	0.875	0.125
108	108	1/4	1/4	4/4	2	1	I					C	III		I	I							M	0	0	4, 8, 5		4	4	1	3	0.25	0.08333333333333333	0.3333333333333333	0.2
108	108	5/12	5/12	4/4	2	1	vi64					C	III		vi64	vi		64					m	0	0	8, 7, 4		7	8	0	1	0.0	0.0	0.08333333333333333	0.0
108	108	1/2	1/2	4/4	2	1	V64(9)					C	III		V64(9)	V		64	9				M	0	0	6, 5, 9	7	5	6	2	6	0.25	0.20833333333333334	1.4583333333333333	0.12500000000000003
108	108	7/8	7/8	4/4	2	1	V64					C	III		V64	V		64					M	0	0	6, 5, 9		5	6	1	3	0.25	0.0625	0.2708333333333333	0.1875
109	109	0	0	4/4	2	1	VI.V7					C	VI		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	2	4	0.3333333333333333	0.25	0.5	0.3333333333333333
109	109	1/4	1/4	4/4	2	1	viio64					C	VI		viio64	vii	o	64					o	0	0	2, 8, 5		8	2	2	4	0.3333333333333333	0.20833333333333334	0.5416666666666666	0.2777777777777778
109	109	1/2	1/2	4/4	2	1	V64(b9)/ii					C	VI		V64(b9)/ii	V		64	b9	ii			M	0	0	7, 6, 10	-6	6	7	1	4	0.2	0.25	0.75	0.25
109	109	3/4	3/4	4/4	2	1	ii					C	VI		ii	ii							m	0	0	5, 2, 6		5	5	2	4	0.3333333333333333	0.3125	0.6875	0.3125
110	110	0	0	4/4	2	1	viio43(4)/V					C	VI		viio43(4)/V	vii	o	43	4	V			o7	0	0	3, 0, 9, 8		9	3	0	4	0.0	0.0	0.875	0.0
110	110	1/8	1/8	4/4	2	1	viio43/V					C	VI		viio43/V	vii	o	43		V			o7	0	0	3, 0, 9, 6		9	3	0	1	0.0	0.0	0.125	0.0
110	110	1/4	1/4	4/4	2	1	V65					C	VI		V65	V		65					Mm7	0	0	8, 5, 2, 4		4	8	3	7	0.3	0.125	1.125	0.1
110	110	1/2	1/2	4/4	2	1	V43/V					C	VI		V43/V	V		43		V			Mm7	0	0	6, 3, 5, 9		5	6	0	6	0.0	0.0	1.25	0.0
110	110	3/4	3/4	4/4	2	1	V7					C	VI		V7	V		7					Mm7	0	0	4, 8, 5, 2		4	4	3	7	0.3	0.125	1.125	0.1
111	111	0	0	4/4	2	1	ii65					C	VI		ii65	ii		65					mm7	0	0	2, 6, 3, 5		5	2	1	6	0.14285714285714285	0.08333333333333333	1.0416666666666667	0.07407407407407407
111	111	1/4	1/4	4/4	2	1	IV					C	VI		IV	IV							M	0	0	2, 6, 3		2	2	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
111	111	1/2	1/2	4/4	2	1	ii7					C	VI		ii7	ii		7					mm7	0	0	5, 2, 6, 3		5	5	0	4	0.0	0.0	1.125	0.0
111	111	3/4	3/4	4/4	2	1	vii%65					C	VI		vii%65	vii	%	65					%7	0	0	5, 2, 6, 8		8	5	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
112	112	0	0	4/4	2	1	I6(13#11)					C	VI		I6(13#11)	I		6	13#11				M	0	0	7, 4, 3	6, 9	3	7	0	6	0.0	0.0	1.4166666666666667	0.0
112	112	1/8	1/8	4/4	2	1	I6					C	VI		I6	I		6					M	0	0	7, 4, 3		3	7	1	5	0.16666666666666666	0.08333333333333333	0.75	0.09999999999999999
112	112	1/2	1/2	4/4	2	1	vi7					C	VI		vi7	vi		7					mm7	0	0	6, 3, 7, 4		6	6	0	2	0.0	0.0	0.375	0.0
112	112	5/8	5/8	4/4	2	1	viio6/V					C	VI		viio6/V	vii	o	6		V			o	0	0	6, 3, 9		9	6	0	3	0.0	0.0	0.625	0.0
112	112	3/4	3/4	4/4	2	1	V(4)					C	VI		V(4)	V			4				M	0	0	4, 3, 5		4	4	0	4	0.0	0.0	0.4166666666666667	0.0
112	112	7/8	7/8	4/4	2	1	vii%7/V	-1	-9	/		C	VI		vii%7/V	vii	%	7		V			%7	0	0	9, 6, 3, 7		9	9	0	3	0.0	0.0	0.3333333333333333	0.0
113	113	0	0	4/4	2	1	ii65					C	VI		ii65	ii		65					mm7	0	0	2, 6, 3, 5		5	2	1	5	0.16666666666666666	0.125	1.0	0.1111111111111111
113	113	1/4	1/4	4/4	2	1	ii7					C	VI		ii7	ii		7					mm7	0	0	5, 2, 6, 3		5	5	0	9	0.0	0.0	1.875	0.0
113	113	3/4	3/4	4/4	2	1	vii%65					C	VI		vii%65	vii	%	65					%7	0	0	5, 2, 6, 8		8	5	1	4	0.2	0.08333333333333333	0.6666666666666666	0.1111111111111111
