mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
80	73	100	73a	182	146	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	48	C3	3	745
80	73	100	73a	182	146	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		4	52	E3	3	745
80	73	100	73a	182	146	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		3	57	A3	3	741
80	73	100	73a	182	146	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	741
81	74	101	74a	365/2	293/2	0.5		0	0	2/4	2	1	1/8		1/8	1		5	47	B2	2	750
81	74	101	74a	365/2	293/2	0.5		0	0	2/4	2	1	1/8		1/8	1		2	50	D3	3	750
81	74	101	74a	365/2	293/2	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	53	F3	3	750
81	74	101	74a	365/2	293/2	0.5		0	0	2/4	1	1	1/8		1/8	1		8	56	G#3	3	746
81	74	101	74a	365/2	293/2	0.5		0	0	2/4	1	1	1/8		1/8	1		8	68	G#4	4	746
81	74	101	74a	183	147	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	48	C3	3	751
81	74	101	74a	183	147	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		4	52	E3	3	751
81	74	101	74a	183	147	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		3	57	A3	3	747
81	74	101	74a	183	147	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	747
81	74	101	74a	367/2	295/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		2	50	D3	3	752
81	74	101	74a	367/2	295/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		-1	53	F3	3	752
81	74	101	74a	367/2	295/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		8	56	G#3	3	752
81	74	101	74a	367/2	295/2	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		5	59	B3	3	748
81	74	101	74a	367/2	295/2	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		5	71	B4	4	748
81	74	101	74a	184	148	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		9	51	D#3	3	753
81	74	101	74a	184	148	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		6	54	F#3	3	753
81	74	101	74a	184	148	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	57	A3	3	753
81	74	101	74a	184	148	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		0	60	C4	4	749
81	74	101	74a	184	148	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		0	72	C5	5	749
82	75	102	75a	369/2	297/2	0.5		0	0	2/4	2	1	1/8		1/8	1		4	52	E3	3	756
82	75	102	75a	185	149	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		0	60	C4	4	754
82	75	102	75a	185	149	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	64	E4	4	754
82	75	102	75a	185	149	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	754
82	75	102	75a	371/2	299/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	40	E2	2	757
82	75	102	75a	186	150	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		5	59	B3	3	755
82	75	102	75a	186	150	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		2	62	D4	4	755
82	75	102	75a	186	150	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		4	64	E4	4	755
82	75	102	75a	186	150	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		8	68	G#4	4	755
83	76	103	76a	373/2	301/2	0.5		0	0	2/4	2	1	1/8		1/8	1		3	33	A1	1	759
83	76	103	76a	373/2	301/2	0.5		0	0	2/4	2	1	1/8		1/8	1		3	45	A2	2	759
83	76	103	76a	187	151	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		0	60	C4	4	758
83	76	103	76a	187	151	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	64	E4	4	758
83	76	103	76a	187	151	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	758
84	76	104	76a	375/2	303/2	1.0		0	1/4	2/4	1	2	1/4		1/4	1		7	73	C#5	5	764
84	76	104	76a	375/2	303/2	1.0		0	1/4	2/4	1	2	1/4		1/4	1		4	76	E5	5	764
84	76	104	76a	375/2	303/2	0.25		0	1/4	2/4	1	1	1/16		1/16	1		1	79	G5	5	760
84	76	104	76a	751/4	607/4	0.25		1/16	5/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	761
84	76	104	76a	188	152	0.5		1/8	3/8	2/4	2	1	1/8		1/8	1		3	33	A1	1	765
84	76	104	76a	188	152	0.5		1/8	3/8	2/4	2	1	1/8		1/8	1		3	45	A2	2	765
84	76	104	76a	188	152	0.25		1/8	3/8	2/4	1	1	1/16		1/16	1		-2	82	Bb5	5	762
84	76	104	76a	753/4	609/4	0.25		3/16	7/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	763
85	77	105	77a	377/2	305/2	0.5		0	0	2/4	2	1	1/8		1/8	1		2	38	D2	2	776
85	77	105	77a	377/2	305/2	0.5		0	0	2/4	2	1	1/8		1/8	1		2	50	D3	3	776
85	77	105	77a	377/2	305/2	1.0		0	0	2/4	1	2	1/4		1/4	1		2	74	D5	5	774
85	77	105	77a	377/2	305/2	0.25		0	0	2/4	1	1	1/16		1/16	1		-1	77	F5	5	766
85	77	105	77a	755/4	611/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	767
85	77	105	77a	189	153	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		-1	41	F2	2	777
85	77	105	77a	189	153	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		-1	53	F3	3	777
85	77	105	77a	189	153	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-2	82	Bb5	5	768
85	77	105	77a	757/4	613/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	769
85	77	105	77a	379/2	307/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	45	A2	2	778
85	77	105	77a	379/2	307/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	57	A3	3	778
85	77	105	77a	379/2	307/2	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		2	74	D5	5	775
85	77	105	77a	379/2	307/2	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		-1	77	F5	5	770
85	77	105	77a	759/4	615/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	771
85	77	105	77a	190	154	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		2	50	D3	3	779
85	77	105	77a	190	154	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		2	62	D4	4	779
85	77	105	77a	190	154	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		-2	82	Bb5	5	772
85	77	105	77a	761/4	617/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	773
86	78	106	78a	381/2	309/2	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	53	F3	3	791
86	78	106	78a	381/2	309/2	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	65	F4	4	791
86	78	106	78a	381/2	309/2	0.5		0	0	2/4	1	2	1/8		1/8	1		2	74	D5	5	788
86	78	106	78a	381/2	309/2	0.25		0	0	2/4	1	1	1/16		1/16	1		-1	77	F5	5	780
86	78	106	78a	763/4	619/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	781
86	78	106	78a	191	155	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		3	57	A3	3	792
86	78	106	78a	191	155	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		3	69	A4	4	792
86	78	106	78a	191	155	0.5		1/8	1/8	2/4	1	2	1/8		1/8	1		7	73	C#5	5	789
86	78	106	78a	191	155	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		4	76	E5	5	782
86	78	106	78a	765/4	621/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	783
86	78	106	78a	383/2	311/2	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		7	73	C#5	5	790
86	78	106	78a	383/2	311/2	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		4	76	E5	5	790
86	78	106	78a	383/2	311/2	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		1	79	G5	5	784
86	78	106	78a	767/4	623/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	785
86	78	106	78a	192	156	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	33	A1	1	793
86	78	106	78a	192	156	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	45	A2	2	793
86	78	106	78a	192	156	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		-2	82	Bb5	5	786
86	78	106	78a	769/4	625/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	787
87	79	107	79a	385/2	313/2	0.5		0	0	2/4	2	1	1/8		1/8	1		2	38	D2	2	804
87	79	107	79a	385/2	313/2	0.5		0	0	2/4	2	1	1/8		1/8	1		2	50	D3	3	804
87	79	107	79a	385/2	313/2	1.0		0	0	2/4	1	2	1/4		1/4	1		2	74	D5	5	802
87	79	107	79a	385/2	313/2	0.25		0	0	2/4	1	1	1/16		1/16	1		-1	77	F5	5	794
87	79	107	79a	771/4	627/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	795
87	79	107	79a	193	157	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		-1	41	F2	2	805
87	79	107	79a	193	157	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		-1	53	F3	3	805
87	79	107	79a	193	157	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-2	82	Bb5	5	796
87	79	107	79a	773/4	629/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	797
87	79	107	79a	387/2	315/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	45	A2	2	806
87	79	107	79a	387/2	315/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	57	A3	3	806
87	79	107	79a	387/2	315/2	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		2	74	D5	5	803
87	79	107	79a	387/2	315/2	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		-1	77	F5	5	798
87	79	107	79a	775/4	631/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	799
87	79	107	79a	194	158	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		2	50	D3	3	807
87	79	107	79a	194	158	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		2	62	D4	4	807
87	79	107	79a	194	158	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		-2	82	Bb5	5	800
87	79	107	79a	777/4	633/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	801
88	80	108	80a	389/2	317/2	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	53	F3	3	816
88	80	108	80a	389/2	317/2	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	65	F4	4	816
88	80	108	80a	389/2	317/2	0.5		0	0	2/4	1	2	1/8		1/8	1		2	74	D5	5	814
88	80	108	80a	389/2	317/2	0.25		0	0	2/4	1	1	1/16		1/16	1		-1	77	F5	5	808
88	80	108	80a	779/4	635/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	809
88	80	108	80a	195	159	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		3	57	A3	3	817
88	80	108	80a	195	159	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		3	69	A4	4	817
88	80	108	80a	195	159	0.5		1/8	1/8	2/4	1	2	1/8		1/8	1		7	73	C#5	5	815
88	80	108	80a	195	159	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		4	76	E5	5	810
88	80	108	80a	781/4	637/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	811
88	80	108	80a	391/2	319/2	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		4	76	E5	5	812
88	80	108	80a	391/2	319/2	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		4	88	E6	6	812
88	80	108	80a	196	160	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	69	A4	4	818
88	80	108	80a	196	160	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	72	C5	5	818
88	80	108	80a	196	160	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	813
88	80	108	80a	196	160	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		4	88	E6	6	813
89	81	109	81a	393/2	321/2	0.5		0	0	2/4	2	1	1/8		1/8	1		8	68	G#4	4	823
89	81	109	81a	393/2	321/2	0.5		0	0	2/4	2	1	1/8		1/8	1		2	74	D5	5	823
89	81	109	81a	393/2	321/2	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	77	F5	5	819
89	81	109	81a	393/2	321/2	0.5		0	0	2/4	1	1	1/8		1/8	1		-1	89	F6	6	819
89	81	109	81a	197	161	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		3	69	A4	4	824
89	81	109	81a	197	161	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	72	C5	5	824
89	81	109	81a	197	161	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	820
89	81	109	81a	197	161	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	88	E6	6	820
89	81	109	81a	395/2	323/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	64	E4	4	825
89	81	109	81a	395/2	323/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		5	71	B4	4	825
89	81	109	81a	395/2	323/2	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		2	74	D5	5	821
89	81	109	81a	395/2	323/2	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		2	86	D6	6	821
89	81	109	81a	198	162	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		-1	65	F4	4	826
89	81	109	81a	198	162	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	69	A4	4	826
89	81	109	81a	198	162	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		0	72	C5	5	822
89	81	109	81a	198	162	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		0	84	C6	6	822
90	82	110	82a	397/2	325/2	0.5		0	0	2/4	2	1	1/8		1/8	1		7	61	C#4	4	831
90	82	110	82a	397/2	325/2	0.5		0	0	2/4	2	1	1/8		1/8	1		1	67	G4	4	831
90	82	110	82a	397/2	325/2	0.5		0	0	2/4	1	1	1/8		1/8	1		-2	70	Bb4	4	827
90	82	110	82a	397/2	325/2	0.5		0	0	2/4	1	1	1/8		1/8	1		-2	82	Bb5	5	827
90	82	110	82a	199	163	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		2	62	D4	4	832
90	82	110	82a	199	163	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		-1	65	F4	4	832
90	82	110	82a	199	163	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	828
90	82	110	82a	199	163	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		3	81	A5	5	828
90	82	110	82a	399/2	327/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		5	59	B3	3	833
90	82	110	82a	399/2	327/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		2	62	D4	4	833
90	82	110	82a	399/2	327/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		-1	65	F4	4	833
90	82	110	82a	399/2	327/2	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		8	68	G#4	4	829
90	82	110	82a	399/2	327/2	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		8	80	G#5	5	829
90	82	110	82a	200	164	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		0	60	C4	4	834
90	82	110	82a	200	164	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		4	64	E4	4	834
90	82	110	82a	200	164	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	830
90	82	110	82a	200	164	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		3	81	A5	5	830
91	83	111	83a	401/2	329/2	0.5		0	0	2/4	2	1	1/8		1/8	1		5	59	B3	3	839
91	83	111	83a	401/2	329/2	0.5		0	0	2/4	2	1	1/8		1/8	1		2	62	D4	4	839
91	83	111	83a	401/2	329/2	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	65	F4	4	839
91	83	111	83a	401/2	329/2	0.5		0	0	2/4	1	1	1/8		1/8	1		8	68	G#4	4	835
91	83	111	83a	401/2	329/2	0.5		0	0	2/4	1	1	1/8		1/8	1		8	80	G#5	5	835
91	83	111	83a	201	165	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		0	60	C4	4	840
91	83	111	83a	201	165	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		4	64	E4	4	840
91	83	111	83a	201	165	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	836
91	83	111	83a	201	165	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		3	81	A5	5	836
91	83	111	83a	403/2	331/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		2	62	D4	4	841
91	83	111	83a	403/2	331/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		-1	65	F4	4	841
91	83	111	83a	403/2	331/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		8	68	G#4	4	841
91	83	111	83a	403/2	331/2	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		5	71	B4	4	837
91	83	111	83a	403/2	331/2	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		5	83	B5	5	837
91	83	111	83a	202	166	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		9	63	D#4	4	842
91	83	111	83a	202	166	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		6	66	F#4	4	842
91	83	111	83a	202	166	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	69	A4	4	842
91	83	111	83a	202	166	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		0	72	C5	5	838
91	83	111	83a	202	166	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		0	84	C6	6	838
92	84	112	84a	405/2	333/2	0.5		0	0	2/4	2	1	1/8		1/8	1		4	64	E4	4	845
92	84	112	84a	203	167	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		0	72	C5	5	843
92	84	112	84a	203	167	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	843
92	84	112	84a	203	167	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		3	81	A5	5	843
92	84	112	84a	407/2	335/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	52	E3	3	846
92	84	112	84a	204	168	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		5	71	B4	4	844
92	84	112	84a	204	168	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		2	74	D5	5	844
92	84	112	84a	204	168	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	844
92	84	112	84a	204	168	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		8	80	G#5	5	844
93	85	113	85a	409/2	337/2	0.5		0	0	2/4	2	1	1/8		1/8	1		3	45	A2	2	848
93	85	113	85a	409/2	337/2	0.5		0	0	2/4	2	1	1/8		1/8	1		3	57	A3	3	848
93	85	113	85a	205	169	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	847
93	85	113	85a	205	169	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		0	72	C5	5	847
93	85	113	85a	205	169	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	847
93	85	113	85a	205	169	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		3	81	A5	5	847
84	76	114	85a	411/2	303/2	1.0		0	1/4	2/4	1	2	1/4		1/4	1		7	73	C#5	5	764
84	76	114	85a	411/2	303/2	1.0		0	1/4	2/4	1	2	1/4		1/4	1		4	76	E5	5	764
84	76	114	85a	411/2	303/2	0.25		0	1/4	2/4	1	1	1/16		1/16	1		1	79	G5	5	760
84	76	114	85a	823/4	607/4	0.25		1/16	5/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	761
84	76	114	85a	206	152	0.5		1/8	3/8	2/4	2	1	1/8		1/8	1		3	33	A1	1	765
84	76	114	85a	206	152	0.5		1/8	3/8	2/4	2	1	1/8		1/8	1		3	45	A2	2	765
84	76	114	85a	206	152	0.25		1/8	3/8	2/4	1	1	1/16		1/16	1		-2	82	Bb5	5	762
84	76	114	85a	825/4	609/4	0.25		3/16	7/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	763
85	77	115	77b	413/2	305/2	0.5		0	0	2/4	2	1	1/8		1/8	1		2	38	D2	2	776
85	77	115	77b	413/2	305/2	0.5		0	0	2/4	2	1	1/8		1/8	1		2	50	D3	3	776
85	77	115	77b	413/2	305/2	1.0		0	0	2/4	1	2	1/4		1/4	1		2	74	D5	5	774
85	77	115	77b	413/2	305/2	0.25		0	0	2/4	1	1	1/16		1/16	1		-1	77	F5	5	766
85	77	115	77b	827/4	611/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	767
85	77	115	77b	207	153	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		-1	41	F2	2	777
85	77	115	77b	207	153	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		-1	53	F3	3	777
85	77	115	77b	207	153	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-2	82	Bb5	5	768
85	77	115	77b	829/4	613/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	769
85	77	115	77b	415/2	307/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	45	A2	2	778
85	77	115	77b	415/2	307/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	57	A3	3	778
85	77	115	77b	415/2	307/2	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		2	74	D5	5	775
85	77	115	77b	415/2	307/2	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		-1	77	F5	5	770
85	77	115	77b	831/4	615/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	771
85	77	115	77b	208	154	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		2	50	D3	3	779
85	77	115	77b	208	154	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		2	62	D4	4	779
85	77	115	77b	208	154	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		-2	82	Bb5	5	772
85	77	115	77b	833/4	617/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	773
86	78	116	78b	417/2	309/2	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	53	F3	3	791
86	78	116	78b	417/2	309/2	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	65	F4	4	791
86	78	116	78b	417/2	309/2	0.5		0	0	2/4	1	2	1/8		1/8	1		2	74	D5	5	788
86	78	116	78b	417/2	309/2	0.25		0	0	2/4	1	1	1/16		1/16	1		-1	77	F5	5	780
86	78	116	78b	835/4	619/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	781
86	78	116	78b	209	155	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		3	57	A3	3	792
86	78	116	78b	209	155	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		3	69	A4	4	792
86	78	116	78b	209	155	0.5		1/8	1/8	2/4	1	2	1/8		1/8	1		7	73	C#5	5	789
86	78	116	78b	209	155	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		4	76	E5	5	782
86	78	116	78b	837/4	621/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	783
86	78	116	78b	419/2	311/2	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		7	73	C#5	5	790
86	78	116	78b	419/2	311/2	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		4	76	E5	5	790
86	78	116	78b	419/2	311/2	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		1	79	G5	5	784
86	78	116	78b	839/4	623/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	785
86	78	116	78b	210	156	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	33	A1	1	793
86	78	116	78b	210	156	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	45	A2	2	793
86	78	116	78b	210	156	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		-2	82	Bb5	5	786
86	78	116	78b	841/4	625/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	787
87	79	117	79b	421/2	313/2	0.5		0	0	2/4	2	1	1/8		1/8	1		2	38	D2	2	804
87	79	117	79b	421/2	313/2	0.5		0	0	2/4	2	1	1/8		1/8	1		2	50	D3	3	804
87	79	117	79b	421/2	313/2	1.0		0	0	2/4	1	2	1/4		1/4	1		2	74	D5	5	802
87	79	117	79b	421/2	313/2	0.25		0	0	2/4	1	1	1/16		1/16	1		-1	77	F5	5	794
87	79	117	79b	843/4	627/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	795
87	79	117	79b	211	157	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		-1	41	F2	2	805
87	79	117	79b	211	157	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		-1	53	F3	3	805
87	79	117	79b	211	157	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		-2	82	Bb5	5	796
87	79	117	79b	845/4	629/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	797
87	79	117	79b	423/2	315/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	45	A2	2	806
87	79	117	79b	423/2	315/2	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	57	A3	3	806
87	79	117	79b	423/2	315/2	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		2	74	D5	5	803
87	79	117	79b	423/2	315/2	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		-1	77	F5	5	798
87	79	117	79b	847/4	631/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	799
87	79	117	79b	212	158	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		2	50	D3	3	807
87	79	117	79b	212	158	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		2	62	D4	4	807
87	79	117	79b	212	158	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		-2	82	Bb5	5	800
87	79	117	79b	849/4	633/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	801
88	80	118	80b	425/2	317/2	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	53	F3	3	816
88	80	118	80b	425/2	317/2	0.5		0	0	2/4	2	1	1/8		1/8	1		-1	65	F4	4	816
88	80	118	80b	425/2	317/2	0.5		0	0	2/4	1	2	1/8		1/8	1		2	74	D5	5	814
88	80	118	80b	425/2	317/2	0.25		0	0	2/4	1	1	1/16		1/16	1		-1	77	F5	5	808
88	80	118	80b	851/4	635/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	809
