mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
196	195	196	195a	3127/8	3127/8	0.125		15/32	15/32	2/4	2	1	1/32		1/32	1		9	75	D#5	5	2051
197	196	197	196a	391	391	0.5		0	0	2/4	1	1	1/8		1/8	1		8	68	G#4	4	2052
197	196	197	196a	391	391	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	2052
197	196	197	196a	391	391	0.5		0	0	2/4	2	1	1/8		1/8	1		4	76	E5	5	2056
197	196	197	196a	783/2	783/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	64	E4	4	2053
197	196	197	196a	783/2	783/2	0.125		1/8	1/8	2/4	2	1	1/32		1/32	1		4	88	E6	6	2057
197	196	197	196a	3133/8	3133/8	0.125		5/32	5/32	2/4	2	1	1/32		1/32	1		9	87	D#6	6	2058
197	196	197	196a	1567/4	1567/4	0.125		3/16	3/16	2/4	2	1	1/32		1/32	1		4	88	E6	6	2059
197	196	197	196a	3135/8	3135/8	0.125		7/32	7/32	2/4	2	1	1/32		1/32	1		9	87	D#6	6	2060
197	196	197	196a	392	392	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		2	62	D4	4	2054
197	196	197	196a	392	392	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		8	68	G#4	4	2054
197	196	197	196a	392	392	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	88	E6	6	2061
197	196	197	196a	785/2	785/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		4	64	E4	4	2055
198	197	198	197a	393	393	1.5		0	0	2/4	1	1	3/8		1/4	3/2		7	61	C#4	4	2062
198	197	198	197a	393	393	1.5		0	0	2/4	1	1	3/8		1/4	3/2		3	69	A4	4	2062
198	197	198	197a	787/2	787/2	0.5		1/8	1/8	2/4	2	2	1/8		1/8	1		3	57	A3	3	2066
198	197	198	197a	787/2	787/2	1.5		1/8	1/8	2/4	2	1	3/8		1/4	3/2	1	3	57	A3	3	2065
198	197	198	197a	394	394	0.5		1/4	1/4	2/4	2	2	1/8		1/8	1		1	55	G3	3	2067
198	197	198	197a	789/2	789/2	0.5		3/8	3/8	2/4	2	2	1/8		1/8	1		6	54	F#3	3	2068
198	197	198	197a	789/2	789/2	0.5		3/8	3/8	2/4	1	2	1/8		1/8	1	1	2	62	D4	4	2064
198	197	198	197a	789/2	789/2	0.5		3/8	3/8	2/4	1	2	1/8		1/8	1	1	3	69	A4	4	2064
198	197	198	197a	789/2	789/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1	1	5	71	B4	4	2063
199	198	199	198a	395	395	0.5		0	0	2/4	2	2	1/8		1/8	1		-1	53	F3	3	2079
199	198	199	198a	395	395	1.0		0	0	2/4	2	1	1/4		1/4	1	-1	3	57	A3	3	2076
199	198	199	198a	395	395	0.5		0	0	2/4	1	2	1/8		1/8	1	-1	2	62	D4	4	2073
199	198	199	198a	395	395	0.5		0	0	2/4	1	2	1/8		1/8	1	0	3	69	A4	4	2073
199	198	199	198a	395	395	0.5		0	0	2/4	1	1	1/8		1/8	1	-1	5	71	B4	4	2069
199	198	199	198a	791/2	791/2	1.5		1/8	1/8	2/4	2	2	3/8		1/4	3/2		4	52	E3	3	2080
199	198	199	198a	791/2	791/2	0.5		1/8	1/8	2/4	1	2	1/8		1/8	1	1	4	64	E4	4	2074
199	198	199	198a	791/2	791/2	0.5		1/8	1/8	2/4	1	2	1/8		1/8	1	-1	3	69	A4	4	2074
199	198	199	198a	791/2	791/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		7	73	C#5	5	2070
199	198	199	198a	396	396	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		5	59	B3	3	2077
199	198	199	198a	396	396	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1	-1	4	64	E4	4	2075
199	198	199	198a	396	396	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		8	68	G#4	4	2075
199	198	199	198a	396	396	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		2	74	D5	5	2071
199	198	199	198a	793/2	793/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		2	62	D4	4	2078
199	198	199	198a	793/2	793/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		5	71	B4	4	2072
200	199	200	199a	397	397	0.5		0	0	2/4	2	1	1/8		1/8	1		3	57	A3	3	2088
200	199	200	199a	397	397	0.5		0	0	2/4	2	1	1/8		1/8	1		7	61	C#4	4	2088
200	199	200	199a	397	397	1.0		0	0	2/4	1	1	1/4		1/4	1		3	69	A4	4	2081
200	199	200	199a	795/2	795/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		3	45	A2	2	2089
200	199	200	199a	398	398	0.16666666666666666		1/4	1/4	2/4	1	1	1/24		1/16	2/3		3	69	A4	4	2082
200	199	200	199a	2389/6	2389/6	0.16666666666666666		7/24	7/24	2/4	1	1	1/24		1/16	2/3		7	73	C#5	5	2083
200	199	200	199a	1195/3	1195/3	0.16666666666666666		1/3	1/3	2/4	1	1	1/24		1/16	2/3		3	69	A4	4	2084
200	199	200	199a	797/2	797/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1	1	3	33	A1	1	2090
200	199	200	199a	797/2	797/2	0.16666666666666666		3/8	3/8	2/4	1	1	1/24		1/16	2/3		1	67	G4	4	2085
200	199	200	199a	1196/3	1196/3	0.16666666666666666		5/12	5/12	2/4	1	1	1/24		1/16	2/3		4	76	E5	5	2086
200	199	200	199a	2393/6	2393/6	0.16666666666666666		11/24	11/24	2/4	1	1	1/24		1/16	2/3		1	67	G4	4	2087
201	200	201	200a	399	399	0.5		0	0	2/4	2	1	1/8		1/8	1	-1	3	33	A1	1	2103
201	200	201	200a	399	399	0.16666666666666666		0	0	2/4	1	1	1/24		1/16	2/3		6	66	F#4	4	2091
201	200	201	200a	2395/6	2395/6	0.16666666666666666		1/24	1/24	2/4	1	1	1/24		1/16	2/3		4	76	E5	5	2092
201	200	201	200a	1198/3	1198/3	0.16666666666666666		1/12	1/12	2/4	1	1	1/24		1/16	2/3		6	66	F#4	4	2093
201	200	201	200a	799/2	799/2	1.0		1/8	1/8	2/4	2	1	1/4		1/4	1	1	3	45	A2	2	2104
201	200	201	200a	799/2	799/2	0.16666666666666666		1/8	1/8	2/4	1	1	1/24		1/16	2/3		5	71	B4	4	2094
201	200	201	200a	1199/3	1199/3	0.16666666666666666		1/6	1/6	2/4	1	1	1/24		1/16	2/3		2	74	D5	5	2095
201	200	201	200a	2399/6	2399/6	0.16666666666666666		5/24	5/24	2/4	1	1	1/24		1/16	2/3		5	71	B4	4	2096
201	200	201	200a	400	400	0.16666666666666666		1/4	1/4	2/4	1	1	1/24		1/16	2/3		4	64	E4	4	2097
201	200	201	200a	2401/6	2401/6	0.16666666666666666		7/24	7/24	2/4	1	1	1/24		1/16	2/3		2	74	D5	5	2098
201	200	201	200a	1201/3	1201/3	0.16666666666666666		1/3	1/3	2/4	1	1	1/24		1/16	2/3		4	64	E4	4	2099
201	200	201	200a	801/2	801/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1	0	3	45	A2	2	2105
201	200	201	200a	801/2	801/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1	1	3	57	A3	3	2105
201	200	201	200a	801/2	801/2	0.16666666666666666		3/8	3/8	2/4	1	1	1/24		1/16	2/3		3	69	A4	4	2100
201	200	201	200a	1202/3	1202/3	0.16666666666666666		5/12	5/12	2/4	1	1	1/24		1/16	2/3		7	73	C#5	5	2101
201	200	201	200a	2405/6	2405/6	0.16666666666666666		11/24	11/24	2/4	1	1	1/24		1/16	2/3		3	69	A4	4	2102
202	201	202	201a	401	401	2.0		0	0	2/4	2	1	1/2		1/2	1	0	3	45	A2	2	2118
202	201	202	201a	401	401	2.0		0	0	2/4	2	1	1/2		1/2	1	0	3	57	A3	3	2118
202	201	202	201a	401	401	0.16666666666666666		0	0	2/4	1	1	1/24		1/16	2/3		2	62	D4	4	2106
202	201	202	201a	2407/6	2407/6	0.16666666666666666		1/24	1/24	2/4	1	1	1/24		1/16	2/3		7	73	C#5	5	2107
202	201	202	201a	1204/3	1204/3	0.16666666666666666		1/12	1/12	2/4	1	1	1/24		1/16	2/3		2	62	D4	4	2108
202	201	202	201a	803/2	803/2	0.16666666666666666		1/8	1/8	2/4	1	1	1/24		1/16	2/3		3	69	A4	4	2109
202	201	202	201a	1205/3	1205/3	0.16666666666666666		1/6	1/6	2/4	1	1	1/24		1/16	2/3		5	71	B4	4	2110
202	201	202	201a	2411/6	2411/6	0.16666666666666666		5/24	5/24	2/4	1	1	1/24		1/16	2/3		3	69	A4	4	2111
202	201	202	201a	402	402	0.16666666666666666		1/4	1/4	2/4	1	1	1/24		1/16	2/3		2	62	D4	4	2112
202	201	202	201a	2413/6	2413/6	0.16666666666666666		7/24	7/24	2/4	1	1	1/24		1/16	2/3		5	71	B4	4	2113
202	201	202	201a	1207/3	1207/3	0.16666666666666666		1/3	1/3	2/4	1	1	1/24		1/16	2/3		2	62	D4	4	2114
202	201	202	201a	805/2	805/2	0.16666666666666666		3/8	3/8	2/4	1	1	1/24		1/16	2/3		1	67	G4	4	2115
202	201	202	201a	1208/3	1208/3	0.16666666666666666		5/12	5/12	2/4	1	1	1/24		1/16	2/3		4	76	E5	5	2116
202	201	202	201a	2417/6	2417/6	0.16666666666666666		11/24	11/24	2/4	1	1	1/24		1/16	2/3		1	67	G4	4	2117
203	202	203	202a	403	403	1.5		0	0	2/4	2	1	3/8		1/4	3/2	-1	3	45	A2	2	2131
203	202	203	202a	403	403	1.5		0	0	2/4	2	1	3/8		1/4	3/2	-1	3	57	A3	3	2131
203	202	203	202a	403	403	0.16666666666666666		0	0	2/4	1	1	1/24		1/16	2/3		7	61	C#4	4	2119
203	202	203	202a	2419/6	2419/6	0.16666666666666666		1/24	1/24	2/4	1	1	1/24		1/16	2/3		3	69	A4	4	2120
203	202	203	202a	1210/3	1210/3	0.16666666666666666		1/12	1/12	2/4	1	1	1/24		1/16	2/3		7	61	C#4	4	2121
203	202	203	202a	807/2	807/2	0.16666666666666666		1/8	1/8	2/4	1	1	1/24		1/16	2/3		4	64	E4	4	2122
203	202	203	202a	1211/3	1211/3	0.16666666666666666		1/6	1/6	2/4	1	1	1/24		1/16	2/3		5	71	B4	4	2123
203	202	203	202a	2423/6	2423/6	0.16666666666666666		5/24	5/24	2/4	1	1	1/24		1/16	2/3		4	64	E4	4	2124
203	202	203	202a	404	404	0.16666666666666666		1/4	1/4	2/4	1	1	1/24		1/16	2/3		3	69	A4	4	2125
203	202	203	202a	2425/6	2425/6	0.16666666666666666		7/24	7/24	2/4	1	1	1/24		1/16	2/3		7	73	C#5	5	2126
203	202	203	202a	1213/3	1213/3	0.16666666666666666		1/3	1/3	2/4	1	1	1/24		1/16	2/3		3	69	A4	4	2127
203	202	203	202a	809/2	809/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		8	56	G#3	3	2132
203	202	203	202a	809/2	809/2	0.16666666666666666		3/8	3/8	2/4	1	1	1/24		1/16	2/3		5	71	B4	4	2128
203	202	203	202a	1214/3	1214/3	0.16666666666666666		5/12	5/12	2/4	1	1	1/24		1/16	2/3		4	76	E5	5	2129
203	202	203	202a	2429/6	2429/6	0.16666666666666666		11/24	11/24	2/4	1	1	1/24		1/16	2/3		5	71	B4	4	2130
204	203	204	203a	405	405	0.5		0	0	2/4	2	1	1/8		1/8	1		3	57	A3	3	2145
204	203	204	203a	405	405	0.16666666666666666		0	0	2/4	1	1	1/24		1/16	2/3		7	73	C#5	5	2133
204	203	204	203a	2431/6	2431/6	0.16666666666666666		1/24	1/24	2/4	1	1	1/24		1/16	2/3		3	81	A5	5	2134
204	203	204	203a	1216/3	1216/3	0.16666666666666666		1/12	1/12	2/4	1	1	1/24		1/16	2/3		7	73	C#5	5	2135
204	203	204	203a	811/2	811/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		8	56	G#3	3	2146
204	203	204	203a	811/2	811/2	0.16666666666666666		1/8	1/8	2/4	1	1	1/24		1/16	2/3		4	76	E5	5	2136
204	203	204	203a	1217/3	1217/3	0.16666666666666666		1/6	1/6	2/4	1	1	1/24		1/16	2/3		5	83	B5	5	2137
204	203	204	203a	2435/6	2435/6	0.16666666666666666		5/24	5/24	2/4	1	1	1/24		1/16	2/3		4	76	E5	5	2138
204	203	204	203a	406	406	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		6	54	F#3	3	2147
204	203	204	203a	406	406	0.16666666666666666		1/4	1/4	2/4	1	1	1/24		1/16	2/3		3	81	A5	5	2139
204	203	204	203a	2437/6	2437/6	0.16666666666666666		7/24	7/24	2/4	1	1	1/24		1/16	2/3		7	85	C#6	6	2140
204	203	204	203a	1219/3	1219/3	0.16666666666666666		1/3	1/3	2/4	1	1	1/24		1/16	2/3		3	81	A5	5	2141
204	203	204	203a	813/2	813/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		5	59	B3	3	2148
204	203	204	203a	813/2	813/2	0.16666666666666666		3/8	3/8	2/4	1	1	1/24		1/16	2/3		9	87	D#6	6	2142
204	203	204	203a	1220/3	1220/3	0.16666666666666666		5/12	5/12	2/4	1	1	1/24		1/16	2/3		3	81	A5	5	2143
204	203	204	203a	2441/6	2441/6	0.16666666666666666		11/24	11/24	2/4	1	1	1/24		1/16	2/3		9	87	D#6	6	2144
205	204	205	204a	407	407	0.5		0	0	2/4	2	1	1/8		1/8	1		4	52	E3	3	2156
205	204	205	204a	407	407	0.5		0	0	2/4	1	1	1/8		1/8	1		8	80	G#5	5	2149
205	204	205	204a	407	407	0.5		0	0	2/4	1	1	1/8		1/8	1		4	88	E6	6	2149
205	204	205	204a	815/2	815/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		4	40	E2	2	2157
205	204	205	204a	408	408	0.16666666666666666		1/4	1/4	2/4	1	1	1/24		1/16	2/3		3	69	A4	4	2150
205	204	205	204a	2449/6	2449/6	0.16666666666666666		7/24	7/24	2/4	1	1	1/24		1/16	2/3		7	73	C#5	5	2151
205	204	205	204a	1225/3	1225/3	0.16666666666666666		1/3	1/3	2/4	1	1	1/24		1/16	2/3		3	69	A4	4	2152
205	204	205	204a	817/2	817/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1	1	3	33	A1	1	2158
205	204	205	204a	817/2	817/2	0.16666666666666666		3/8	3/8	2/4	1	1	1/24		1/16	2/3		1	67	G4	4	2153
205	204	205	204a	1226/3	1226/3	0.16666666666666666		5/12	5/12	2/4	1	1	1/24		1/16	2/3		4	76	E5	5	2154
205	204	205	204a	2453/6	2453/6	0.16666666666666666		11/24	11/24	2/4	1	1	1/24		1/16	2/3		1	67	G4	4	2155
206	205	206	205a	409	409	0.5		0	0	2/4	2	1	1/8		1/8	1	-1	3	33	A1	1	2171
206	205	206	205a	409	409	0.16666666666666666		0	0	2/4	1	1	1/24		1/16	2/3		6	66	F#4	4	2159
206	205	206	205a	2455/6	2455/6	0.16666666666666666		1/24	1/24	2/4	1	1	1/24		1/16	2/3		4	76	E5	5	2160
206	205	206	205a	1228/3	1228/3	0.16666666666666666		1/12	1/12	2/4	1	1	1/24		1/16	2/3		6	66	F#4	4	2161
206	205	206	205a	819/2	819/2	1.0		1/8	1/8	2/4	2	1	1/4		1/4	1	1	3	45	A2	2	2172
206	205	206	205a	819/2	819/2	0.16666666666666666		1/8	1/8	2/4	1	1	1/24		1/16	2/3		5	71	B4	4	2162
206	205	206	205a	1229/3	1229/3	0.16666666666666666		1/6	1/6	2/4	1	1	1/24		1/16	2/3		2	74	D5	5	2163
206	205	206	205a	2459/6	2459/6	0.16666666666666666		5/24	5/24	2/4	1	1	1/24		1/16	2/3		5	71	B4	4	2164
206	205	206	205a	410	410	0.16666666666666666		1/4	1/4	2/4	1	1	1/24		1/16	2/3		4	64	E4	4	2165
206	205	206	205a	2461/6	2461/6	0.16666666666666666		7/24	7/24	2/4	1	1	1/24		1/16	2/3		2	74	D5	5	2166
206	205	206	205a	1231/3	1231/3	0.16666666666666666		1/3	1/3	2/4	1	1	1/24		1/16	2/3		4	64	E4	4	2167
206	205	206	205a	821/2	821/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1	0	3	45	A2	2	2173
206	205	206	205a	821/2	821/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1	1	3	57	A3	3	2173
206	205	206	205a	821/2	821/2	0.16666666666666666		3/8	3/8	2/4	1	1	1/24		1/16	2/3		3	69	A4	4	2168
206	205	206	205a	1232/3	1232/3	0.16666666666666666		5/12	5/12	2/4	1	1	1/24		1/16	2/3		7	73	C#5	5	2169
206	205	206	205a	2465/6	2465/6	0.16666666666666666		11/24	11/24	2/4	1	1	1/24		1/16	2/3		3	69	A4	4	2170
207	206	207	206a	411	411	2.0		0	0	2/4	2	1	1/2		1/2	1	0	3	45	A2	2	2186
207	206	207	206a	411	411	2.0		0	0	2/4	2	1	1/2		1/2	1	0	3	57	A3	3	2186
207	206	207	206a	411	411	0.16666666666666666		0	0	2/4	1	1	1/24		1/16	2/3		2	62	D4	4	2174
207	206	207	206a	2467/6	2467/6	0.16666666666666666		1/24	1/24	2/4	1	1	1/24		1/16	2/3		7	73	C#5	5	2175
207	206	207	206a	1234/3	1234/3	0.16666666666666666		1/12	1/12	2/4	1	1	1/24		1/16	2/3		2	62	D4	4	2176
207	206	207	206a	823/2	823/2	0.16666666666666666		1/8	1/8	2/4	1	1	1/24		1/16	2/3		3	69	A4	4	2177
207	206	207	206a	1235/3	1235/3	0.16666666666666666		1/6	1/6	2/4	1	1	1/24		1/16	2/3		5	71	B4	4	2178
207	206	207	206a	2471/6	2471/6	0.16666666666666666		5/24	5/24	2/4	1	1	1/24		1/16	2/3		3	69	A4	4	2179
207	206	207	206a	412	412	0.16666666666666666		1/4	1/4	2/4	1	1	1/24		1/16	2/3		2	62	D4	4	2180
207	206	207	206a	2473/6	2473/6	0.16666666666666666		7/24	7/24	2/4	1	1	1/24		1/16	2/3		5	71	B4	4	2181
207	206	207	206a	1237/3	1237/3	0.16666666666666666		1/3	1/3	2/4	1	1	1/24		1/16	2/3		2	62	D4	4	2182
207	206	207	206a	825/2	825/2	0.16666666666666666		3/8	3/8	2/4	1	1	1/24		1/16	2/3		1	67	G4	4	2183
207	206	207	206a	1238/3	1238/3	0.16666666666666666		5/12	5/12	2/4	1	1	1/24		1/16	2/3		4	76	E5	5	2184
207	206	207	206a	2477/6	2477/6	0.16666666666666666		11/24	11/24	2/4	1	1	1/24		1/16	2/3		1	67	G4	4	2185
208	207	208	207a	413	413	1.5		0	0	2/4	2	1	3/8		1/4	3/2	-1	3	45	A2	2	2199
208	207	208	207a	413	413	1.5		0	0	2/4	2	1	3/8		1/4	3/2	-1	3	57	A3	3	2199
208	207	208	207a	413	413	0.16666666666666666		0	0	2/4	1	1	1/24		1/16	2/3		7	61	C#4	4	2187
208	207	208	207a	2479/6	2479/6	0.16666666666666666		1/24	1/24	2/4	1	1	1/24		1/16	2/3		3	69	A4	4	2188
208	207	208	207a	1240/3	1240/3	0.16666666666666666		1/12	1/12	2/4	1	1	1/24		1/16	2/3		7	61	C#4	4	2189
208	207	208	207a	827/2	827/2	0.16666666666666666		1/8	1/8	2/4	1	1	1/24		1/16	2/3		4	64	E4	4	2190
208	207	208	207a	1241/3	1241/3	0.16666666666666666		1/6	1/6	2/4	1	1	1/24		1/16	2/3		5	71	B4	4	2191
208	207	208	207a	2483/6	2483/6	0.16666666666666666		5/24	5/24	2/4	1	1	1/24		1/16	2/3		4	64	E4	4	2192
208	207	208	207a	414	414	0.16666666666666666		1/4	1/4	2/4	1	1	1/24		1/16	2/3		3	69	A4	4	2193
208	207	208	207a	2485/6	2485/6	0.16666666666666666		7/24	7/24	2/4	1	1	1/24		1/16	2/3		7	73	C#5	5	2194
208	207	208	207a	1243/3	1243/3	0.16666666666666666		1/3	1/3	2/4	1	1	1/24		1/16	2/3		3	69	A4	4	2195
208	207	208	207a	829/2	829/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		8	56	G#3	3	2200
208	207	208	207a	829/2	829/2	0.16666666666666666		3/8	3/8	2/4	1	1	1/24		1/16	2/3		5	71	B4	4	2196
208	207	208	207a	1244/3	1244/3	0.16666666666666666		5/12	5/12	2/4	1	1	1/24		1/16	2/3		4	76	E5	5	2197
208	207	208	207a	2489/6	2489/6	0.16666666666666666		11/24	11/24	2/4	1	1	1/24		1/16	2/3		5	71	B4	4	2198
209	208	209	208a	415	415	0.5		0	0	2/4	2	1	1/8		1/8	1		3	57	A3	3	2213
209	208	209	208a	415	415	0.16666666666666666		0	0	2/4	1	1	1/24		1/16	2/3		7	73	C#5	5	2201
209	208	209	208a	2491/6	2491/6	0.16666666666666666		1/24	1/24	2/4	1	1	1/24		1/16	2/3		3	81	A5	5	2202
209	208	209	208a	1246/3	1246/3	0.16666666666666666		1/12	1/12	2/4	1	1	1/24		1/16	2/3		7	73	C#5	5	2203
209	208	209	208a	831/2	831/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		2	50	D3	3	2214
209	208	209	208a	831/2	831/2	0.16666666666666666		1/8	1/8	2/4	1	1	1/24		1/16	2/3		2	74	D5	5	2204
209	208	209	208a	1247/3	1247/3	0.16666666666666666		1/6	1/6	2/4	1	1	1/24		1/16	2/3		5	83	B5	5	2205
209	208	209	208a	2495/6	2495/6	0.16666666666666666		5/24	5/24	2/4	1	1	1/24		1/16	2/3		2	74	D5	5	2206
209	208	209	208a	416	416	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	52	E3	3	2215
209	208	209	208a	416	416	0.16666666666666666		1/4	1/4	2/4	1	1	1/24		1/16	2/3		7	73	C#5	5	2207
209	208	209	208a	2497/6	2497/6	0.16666666666666666		7/24	7/24	2/4	1	1	1/24		1/16	2/3		3	81	A5	5	2208
209	208	209	208a	1249/3	1249/3	0.16666666666666666		1/3	1/3	2/4	1	1	1/24		1/16	2/3		7	73	C#5	5	2209
209	208	209	208a	833/2	833/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		4	40	E2	2	2216
209	208	209	208a	833/2	833/2	0.16666666666666666		3/8	3/8	2/4	1	1	1/24		1/16	2/3		5	71	B4	4	2210
209	208	209	208a	1250/3	1250/3	0.16666666666666666		5/12	5/12	2/4	1	1	1/24		1/16	2/3		8	80	G#5	5	2211
209	208	209	208a	2501/6	2501/6	0.16666666666666666		11/24	11/24	2/4	1	1	1/24		1/16	2/3		5	71	B4	4	2212
210	209	210	209a	417	417	0.5		0	0	2/4	2	1	1/8		1/8	1		3	45	A2	2	2224
210	209	210	209a	417	417	0.5		0	0	2/4	1	1	1/8		1/8	1		7	73	C#5	5	2217
210	209	210	209a	417	417	0.5		0	0	2/4	1	1	1/8		1/8	1		3	81	A5	5	2217
210	209	210	209a	835/2	835/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		3	57	A3	3	2225
210	209	210	209a	418	418	0.16666666666666666		1/4	1/4	2/4	1	1	1/24		1/16	2/3		4	76	E5	5	2218
210	209	210	209a	2509/6	2509/6	0.16666666666666666		7/24	7/24	2/4	1	1	1/24		1/16	2/3		9	75	D#5	5	2219
210	209	210	209a	1255/3	1255/3	0.16666666666666666		1/3	1/3	2/4	1	1	1/24		1/16	2/3		4	76	E5	5	2220
210	209	210	209a	837/2	837/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		7	61	C#4	4	2226
210	209	210	209a	837/2	837/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		4	64	E4	4	2226
210	209	210	209a	837/2	837/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	69	A4	4	2226
210	209	210	209a	837/2	837/2	0.16666666666666666		3/8	3/8	2/4	1	1	1/24		1/16	2/3		4	88	E6	6	2221
210	209	210	209a	1256/3	1256/3	0.16666666666666666		5/12	5/12	2/4	1	1	1/24		1/16	2/3		9	87	D#6	6	2222
210	209	210	209a	2513/6	2513/6	0.16666666666666666		11/24	11/24	2/4	1	1	1/24		1/16	2/3		4	88	E6	6	2223
211	210	211	210a	419	419	0.16666666666666666		0	0	2/4	1	1	1/24		1/16	2/3		4	76	E5	5	2227
211	210	211	210a	2515/6	2515/6	0.16666666666666666		1/24	1/24	2/4	1	1	1/24		1/16	2/3		9	75	D#5	5	2228
211	210	211	210a	1258/3	1258/3	0.16666666666666666		1/12	1/12	2/4	1	1	1/24		1/16	2/3		4	76	E5	5	2229
211	210	211	210a	839/2	839/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		5	59	B3	3	2239
211	210	211	210a	839/2	839/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		2	62	D4	4	2239
211	210	211	210a	839/2	839/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		8	68	G#4	4	2239
211	210	211	210a	839/2	839/2	0.16666666666666666		1/8	1/8	2/4	1	1	1/24		1/16	2/3		4	88	E6	6	2230
211	210	211	210a	1259/3	1259/3	0.16666666666666666		1/6	1/6	2/4	1	1	1/24		1/16	2/3		9	87	D#6	6	2231
211	210	211	210a	2519/6	2519/6	0.16666666666666666		5/24	5/24	2/4	1	1	1/24		1/16	2/3		4	88	E6	6	2232
211	210	211	210a	420	420	0.16666666666666666		1/4	1/4	2/4	1	1	1/24		1/16	2/3		4	76	E5	5	2233
211	210	211	210a	2521/6	2521/6	0.16666666666666666		7/24	7/24	2/4	1	1	1/24		1/16	2/3		9	75	D#5	5	2234
211	210	211	210a	1261/3	1261/3	0.16666666666666666		1/3	1/3	2/4	1	1	1/24		1/16	2/3		4	76	E5	5	2235
211	210	211	210a	841/2	841/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	57	A3	3	2240
211	210	211	210a	841/2	841/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		7	61	C#4	4	2240
211	210	211	210a	841/2	841/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	69	A4	4	2240
211	210	211	210a	841/2	841/2	0.16666666666666666		3/8	3/8	2/4	1	1	1/24		1/16	2/3		4	88	E6	6	2236
211	210	211	210a	1262/3	1262/3	0.16666666666666666		5/12	5/12	2/4	1	1	1/24		1/16	2/3		9	87	D#6	6	2237
211	210	211	210a	2525/6	2525/6	0.16666666666666666		11/24	11/24	2/4	1	1	1/24		1/16	2/3		4	88	E6	6	2238
212	211	212	211a	421	421	0.16666666666666666		0	0	2/4	1	1	1/24		1/16	2/3		4	76	E5	5	2241
212	211	212	211a	2527/6	2527/6	0.16666666666666666		1/24	1/24	2/4	1	1	1/24		1/16	2/3		9	75	D#5	5	2242
212	211	212	211a	1264/3	1264/3	0.16666666666666666		1/12	1/12	2/4	1	1	1/24		1/16	2/3		4	76	E5	5	2243
212	211	212	211a	843/2	843/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		4	52	E3	3	2253
212	211	212	211a	843/2	843/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		8	56	G#3	3	2253
212	211	212	211a	843/2	843/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		5	59	B3	3	2253
212	211	212	211a	843/2	843/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		4	64	E4	4	2253
212	211	212	211a	843/2	843/2	0.16666666666666666		1/8	1/8	2/4	1	1	1/24		1/16	2/3		4	88	E6	6	2244
212	211	212	211a	1265/3	1265/3	0.16666666666666666		1/6	1/6	2/4	1	1	1/24		1/16	2/3		9	87	D#6	6	2245
