mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
113	112	223	223	0.25		0	0	2/4	1	1	1/16		1/16	1		3	57	A3	3	1168
113	112	893/4	893/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	1169
113	112	447/2	447/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	1170
113	112	895/4	895/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1171
113	112	224	224	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		-1	41	F2	2	1177
113	112	224	224	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		3	57	A3	3	1172
113	112	897/4	897/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		9	63	D#4	4	1173
113	112	449/2	449/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	1174
113	112	899/4	899/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1175
114	113	225	225	1.0		0	0	2/4	2	1	1/4		1/4	1		4	40	E2	2	1186
114	113	225	225	0.25		0	0	2/4	1	1	1/16		1/16	1		7	61	C#4	4	1178
114	113	901/4	901/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	1179
114	113	451/2	451/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	1180
114	113	903/4	903/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1181
114	113	226	226	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	40	E2	2	1187
114	113	226	226	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		5	59	B3	3	1182
114	113	905/4	905/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	1183
114	113	453/2	453/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		3	69	A4	4	1184
114	113	907/4	907/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		8	68	G#4	4	1185
115	114	227	227	1.0		0	0	2/4	2	1	1/4		1/4	1		3	33	A1	1	1194
115	114	227	227	1.0		0	0	2/4	2	1	1/4		1/4	1		3	45	A2	2	1194
115	114	227	227	1.0		0	0	2/4	1	1	1/4		1/4	1		7	61	C#4	4	1188
115	114	227	227	1.0		0	0	2/4	1	1	1/4		1/4	1		3	69	A4	4	1188
115	114	228	228	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	45	A2	2	1195
115	114	228	228	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	52	E3	3	1195
115	114	228	228	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		4	64	E4	4	1189
115	114	228	228	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		4	64	E4	4	1193
115	114	913/4	913/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1190
115	114	457/2	457/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		7	73	C#5	5	1191
115	114	915/4	915/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		7	73	C#5	5	1192
116	115	229	229	1.0		0	0	2/4	2	1	1/4		1/4	1		8	44	G#2	2	1205
116	115	229	229	1.0		0	0	2/4	2	1	1/4		1/4	1		4	52	E3	3	1205
116	115	229	229	1.0		0	0	2/4	1	2	1/4		1/4	1		2	62	D4	4	1203
116	115	229	229	0.25		0	0	2/4	1	1	1/16		1/16	1		7	73	C#5	5	1196
116	115	917/4	917/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	1197
116	115	459/2	459/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		10	70	A#4	4	1198
116	115	919/4	919/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	1199
116	115	230	230	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	45	A2	2	1206
116	115	230	230	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	52	E3	3	1206
116	115	230	230	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		7	61	C#4	4	1204
116	115	921/4	921/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1200
116	115	461/2	461/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		3	69	A4	4	1201
116	115	923/4	923/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1202
117	116	231	231	1.0		0	0	2/4	2	1	1/4		1/4	1		4	40	E2	2	1216
117	116	231	231	1.0		0	0	2/4	2	1	1/4		1/4	1		4	52	E3	3	1216
117	116	231	231	1.0		0	0	2/4	1	2	1/4		1/4	1		5	59	B3	3	1214
117	116	231	231	0.25		0	0	2/4	1	1	1/16		1/16	1		3	69	A4	4	1207
117	116	925/4	925/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		8	68	G#4	4	1208
117	116	463/2	463/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		13	67	F##4	4	1209
117	116	927/4	927/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		8	68	G#4	4	1210
117	116	232	232	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	45	A2	2	1217
117	116	232	232	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	52	E3	3	1217
117	116	232	232	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		4	64	E4	4	1215
117	116	929/4	929/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		7	73	C#5	5	1211
117	116	465/2	465/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		7	73	C#5	5	1212
117	116	931/4	931/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		7	73	C#5	5	1213
118	117	233	233	1.0		0	0	2/4	2	1	1/4		1/4	1		8	44	G#2	2	1228
118	117	233	233	1.0		0	0	2/4	2	1	1/4		1/4	1		4	52	E3	3	1228
118	117	233	233	1.0		0	0	2/4	1	2	1/4		1/4	1		2	62	D4	4	1226
118	117	233	233	0.25		0	0	2/4	1	1	1/16		1/16	1		7	73	C#5	5	1218
118	117	933/4	933/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	1219
118	117	467/2	467/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		10	70	A#4	4	1220
118	117	935/4	935/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	1221
118	117	234	234	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	45	A2	2	1229
118	117	234	234	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	52	E3	3	1229
118	117	234	234	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		7	61	C#4	4	1227
118	117	234	234	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		5	71	B4	4	1222
118	117	937/4	937/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1223
118	117	469/2	469/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		8	68	G#4	4	1224
118	117	939/4	939/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1225
119	118	235	235	1.0		0	0	2/4	2	1	1/4		1/4	1		4	40	E2	2	1239
119	118	235	235	1.0		0	0	2/4	2	1	1/4		1/4	1		4	52	E3	3	1239
119	118	235	235	1.0		0	0	2/4	1	2	1/4		1/4	1		5	59	B3	3	1238
119	118	235	235	0.25		0	0	2/4	1	1	1/16		1/16	1		3	69	A4	4	1230
119	118	941/4	941/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		8	68	G#4	4	1231
119	118	471/2	471/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		13	67	F##4	4	1232
119	118	943/4	943/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		8	68	G#4	4	1233
119	118	236	236	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	33	A1	1	1240
119	118	236	236	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	45	A2	2	1240
119	118	236	236	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		4	52	E3	3	1234
119	118	945/4	945/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		3	57	A3	3	1235
119	118	473/2	473/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		7	61	C#4	4	1236
119	118	947/4	947/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	1237
120	119	237	237	1.0		0	0	2/4	2	1	1/4		1/4	1		8	32	G#1	1	1249
120	119	237	237	1.0		0	0	2/4	2	1	1/4		1/4	1		8	44	G#2	2	1249
120	119	237	237	0.25		0	0	2/4	1	1	1/16		1/16	1		4	52	E3	3	1241
120	119	949/4	949/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		5	59	B3	3	1242
120	119	475/2	475/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		4	64	E4	4	1243
120	119	951/4	951/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	1244
120	119	238	238	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		1	31	G1	1	1250
120	119	238	238	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		1	43	G2	2	1250
120	119	238	238	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		3	57	A3	3	1245
120	119	953/4	953/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		7	61	C#4	4	1246
120	119	477/2	477/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		6	66	F#4	4	1247
120	119	955/4	955/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	1248
121	120	239	239	1.0		0	0	2/4	2	1	1/4		1/4	1		6	30	F#1	1	1259
121	120	239	239	1.0		0	0	2/4	2	1	1/4		1/4	1		6	42	F#2	2	1259
121	120	239	239	0.25		0	0	2/4	1	1	1/16		1/16	1		3	57	A3	3	1251
121	120	957/4	957/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	1252
121	120	479/2	479/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	1253
121	120	959/4	959/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1254
121	120	240	240	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1	1	-1	29	F1	1	1260
121	120	240	240	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1	1	-1	41	F2	2	1260
121	120	240	240	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		3	57	A3	3	1255
121	120	961/4	961/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	1256
121	120	481/2	481/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	1257
121	120	963/4	963/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1258
122	121	241	241	1.0		0	0	2/4	2	1	1/4		1/4	1	-1	-1	29	F1	1	1269
122	121	241	241	1.0		0	0	2/4	2	1	1/4		1/4	1	-1	-1	41	F2	2	1269
122	121	241	241	0.25		0	0	2/4	1	1	1/16		1/16	1		3	57	A3	3	1261
122	121	965/4	965/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	1262
122	121	483/2	483/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	1263
122	121	967/4	967/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1264
122	121	242	242	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		-1	41	F2	2	1270
122	121	242	242	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		5	59	B3	3	1265
122	121	969/4	969/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		9	63	D#4	4	1266
122	121	485/2	485/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	1267
122	121	971/4	971/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1268
123	122	243	243	1.0		0	0	2/4	2	1	1/4		1/4	1		4	40	E2	2	1279
123	122	243	243	0.25		0	0	2/4	1	1	1/16		1/16	1		7	61	C#4	4	1271
123	122	973/4	973/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		4	64	E4	4	1272
123	122	487/2	487/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	1273
123	122	975/4	975/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		3	69	A4	4	1274
123	122	244	244	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	40	E2	2	1280
123	122	244	244	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		5	59	B3	3	1275
123	122	977/4	977/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		2	62	D4	4	1276
123	122	489/2	489/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		3	69	A4	4	1277
123	122	979/4	979/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		8	68	G#4	4	1278
124	123	245	245	1.0		0	0	2/4	2	1	1/4		1/4	1		3	33	A1	1	1284
124	123	245	245	1.0		0	0	2/4	2	1	1/4		1/4	1		3	45	A2	2	1284
124	123	245	245	1.0		0	0	2/4	1	1	1/4		1/4	1		7	61	C#4	4	1281
124	123	245	245	1.0		0	0	2/4	1	1	1/4		1/4	1		3	69	A4	4	1281
124	123	246	246	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		7	85	C#6	6	1282
124	123	493/2	493/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		4	88	E6	6	1283
125	124	247	247	0.5		0	0	2/4	1	1	1/8		1/8	1		6	78	F#5	5	1285
125	124	495/2	495/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		2	86	D6	6	1286
125	124	248	248	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		4	76	E5	5	1287
125	124	497/2	497/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		7	85	C#6	6	1288
126	125	249	249	0.5		0	0	2/4	1	1	1/8		1/8	1		2	74	D5	5	1289
126	125	249	249	2.0		0	0	2/4	1	2	1/2		1/2	1		2	74	D5	5	1293
126	125	499/2	499/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		5	83	B5	5	1290
126	125	250	250	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		8	80	G#5	5	1291
126	125	501/2	501/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	1292
127	126	251	251	2.0		0	0	2/4	1	1	1/2		1/2	1	1	3	81	A5	5	1294
127	126	503/2	503/2	0.5		1/8	1/8	2/4	2	2	1/8		1/8	1		7	73	C#5	5	1297
127	126	252	252	0.5		1/4	1/4	2/4	2	2	1/8		1/8	1		3	69	A4	4	1298
127	126	252	252	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1	1	3	69	A4	4	1296
127	126	252	252	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1	1	7	73	C#5	5	1295
127	126	505/2	505/2	0.5		3/8	3/8	2/4	2	2	1/8		1/8	1		8	68	G#4	4	1299
128	127	253	253	2.0		0	0	2/4	2	2	1/2		1/2	1		6	66	F#4	4	1308
128	127	253	253	1.0		0	0	2/4	2	1	1/4		1/4	1	-1	3	69	A4	4	1306
128	127	253	253	1.0		0	0	2/4	1	2	1/4		1/4	1	-1	7	73	C#5	5	1304
128	127	253	253	0.5		0	0	2/4	1	1	1/8		1/8	1	-1	3	81	A5	5	1300
128	127	507/2	507/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		8	80	G#5	5	1301
128	127	254	254	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		5	71	B4	4	1307
128	127	254	254	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		9	75	D#5	5	1305
128	127	254	254	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		3	81	A5	5	1302
128	127	509/2	509/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		5	83	B5	5	1303
129	128	255	255	1.0		0	0	2/4	2	2	1/4		1/4	1		4	64	E4	4	1314
129	128	255	255	1.0		0	0	2/4	2	1	1/4		1/4	1		5	71	B4	4	1311
129	128	255	255	0.5		0	0	2/4	1	1	1/8		1/8	1		8	80	G#5	5	1309
129	128	511/2	511/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	1310
129	128	256	256	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		7	73	C#5	5	1312
129	128	513/2	513/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		4	76	E5	5	1313
130	129	257	257	0.5		0	0	2/4	2	1	1/8		1/8	1		6	66	F#4	4	1315
130	129	515/2	515/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		2	74	D5	5	1316
130	129	258	258	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		4	64	E4	4	1317
130	129	517/2	517/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		7	73	C#5	5	1318
131	130	259	259	0.5		0	0	2/4	2	1	1/8		1/8	1		2	62	D4	4	1319
131	130	259	259	2.0		0	0	2/4	2	2	1/2		1/2	1		2	62	D4	4	1323
131	130	519/2	519/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		5	71	B4	4	1320
131	130	260	260	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		8	68	G#4	4	1321
131	130	521/2	521/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		4	64	E4	4	1322
132	131	261	261	1.0		0	0	2/4	2	2	1/4		1/4	1		7	61	C#4	4	1331
132	131	261	261	1.5		0	0	2/4	2	1	3/8		1/4	3/2		3	69	A4	4	1329
132	131	523/2	523/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		3	81	A5	5	1324
132	131	262	262	1.0		1/4	1/4	2/4	2	2	1/4		1/4	1		6	66	F#4	4	1332
132	131	262	262	0.5		1/4	1/4	2/4	1	2	1/8		1/8	1		7	73	C#5	5	1327
132	131	262	262	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		7	85	C#6	6	1325
132	131	525/2	525/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	69	A4	4	1330
132	131	525/2	525/2	0.5		3/8	3/8	2/4	1	2	1/8		1/8	1		9	75	D#5	5	1328
132	131	525/2	525/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		9	87	D#6	6	1326
133	132	263	263	1.0		0	0	2/4	2	2	1/4		1/4	1		4	64	E4	4	1344
133	132	263	263	0.5		0	0	2/4	2	1	1/8		1/8	1		7	73	C#5	5	1340
133	132	263	263	0.5		0	0	2/4	1	2	1/8		1/8	1		4	76	E5	5	1337
133	132	263	263	0.5		0	0	2/4	1	1	1/8		1/8	1		4	88	E6	6	1333
133	132	527/2	527/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		3	69	A4	4	1341
133	132	527/2	527/2	0.5		1/8	1/8	2/4	1	2	1/8		1/8	1		7	73	C#5	5	1338
133	132	527/2	527/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		7	85	C#6	6	1334
133	132	264	264	1.0		1/4	1/4	2/4	2	2	1/4		1/4	1		4	64	E4	4	1345
133	132	264	264	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		5	71	B4	4	1342
133	132	264	264	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		2	74	D5	5	1339
133	132	264	264	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		2	86	D6	6	1335
133	132	529/2	529/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		8	68	G#4	4	1343
133	132	529/2	529/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		5	83	B5	5	1336
134	133	265	265	0.5		0	0	2/4	2	1	1/8		1/8	1		3	69	A4	4	1350
134	133	265	265	1.0		0	0	2/4	1	2	1/4		1/4	1		7	73	C#5	5	1348
134	133	265	265	1.0		0	0	2/4	1	1	1/4		1/4	1		3	81	A5	5	1346
134	133	531/2	531/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		3	57	A3	3	1351
134	133	266	266	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		7	73	C#5	5	1349
134	133	533/2	533/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	69	A4	4	1352
134	133	533/2	533/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1	1	6	78	F#5	5	1347
135	134	267	267	1.0		0	0	2/4	1	2	1/4		1/4	1		5	71	B4	4	1356
135	134	267	267	0.5		0	0	2/4	1	1	1/8		1/8	1	-1	6	78	F#5	5	1353
135	134	535/2	535/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		8	68	G#4	4	1358
135	134	535/2	535/2	1.0		1/8	1/8	2/4	1	1	1/4		1/4	1		4	76	E5	5	1354
135	134	268	268	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		3	69	A4	4	1357
135	134	537/2	537/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		6	66	F#4	4	1359
135	134	537/2	537/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1	1	9	75	D#5	5	1355
136	135	269	269	1.0		0	0	2/4	1	2	1/4		1/4	1		8	68	G#4	4	1363
136	135	269	269	0.5		0	0	2/4	1	1	1/8		1/8	1	-1	9	75	D#5	5	1360
136	135	539/2	539/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		4	64	E4	4	1364
136	135	539/2	539/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	1361
136	135	270	270	1.0		1/4	1/4	2/4	2	2	1/4		1/4	1		3	57	A3	3	1367
136	135	270	270	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		7	61	C#4	4	1365
136	135	541/2	541/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1	1	6	66	F#4	4	1366
136	135	541/2	541/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	1362
136	135	541/2	541/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		3	81	A5	5	1362
137	136	271	271	1.0		0	0	2/4	2	2	1/4		1/4	1		5	59	B3	3	1373
137	136	271	271	0.5		0	0	2/4	2	1	1/8		1/8	1	-1	6	66	F#4	4	1370
137	136	543/2	543/2	1.0		1/8	1/8	2/4	2	1	1/4		1/4	1		4	64	E4	4	1371
137	136	543/2	543/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		5	71	B4	4	1368
137	136	543/2	543/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		8	80	G#5	5	1368
137	136	272	272	1.0		1/4	1/4	2/4	2	2	1/4		1/4	1		5	59	B3	3	1374
137	136	545/2	545/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1	1	9	63	D#4	4	1372
137	136	545/2	545/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		3	69	A4	4	1369
137	136	545/2	545/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		6	78	F#5	5	1369
138	137	273	273	0.5		0	0	2/4	2	2	1/8		1/8	1		4	52	E3	3	1382
138	137	273	273	0.5		0	0	2/4	2	1	1/8		1/8	1	-1	9	63	D#4	4	1378
138	137	547/2	547/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		4	64	E4	4	1379
138	137	547/2	547/2	1.5		1/8	1/8	2/4	2	2	3/8		1/4	3/2		4	64	E4	4	1383
138	137	547/2	547/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		8	68	G#4	4	1375
138	137	547/2	547/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	1375
138	137	274	274	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		7	85	C#6	6	1376
138	137	549/2	549/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		7	73	C#5	5	1380
138	137	549/2	549/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1	1	4	88	E6	6	1377
138	137	1099/4	1099/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		5	71	B4	4	1381
139	138	275	275	2.0		0	0	2/4	2	2	1/2		1/2	1	1	4	64	E4	4	1395
139	138	275	275	0.5		0	0	2/4	2	1	1/8		1/8	1		10	70	A#4	4	1389
139	138	275	275	1.0		0	0	2/4	1	2	1/4		1/4	1		6	78	F#5	5	1387
139	138	275	275	0.5		0	0	2/4	1	1	1/8		1/8	1	-1	4	88	E6	6	1384
139	138	551/2	551/2	0.25		1/8	1/8	2/4	2	1	1/16		1/16	1		5	71	B4	4	1390
139	138	551/2	551/2	1.0		1/8	1/8	2/4	1	1	1/4		1/4	1		2	86	D6	6	1385
139	138	1103/4	1103/4	0.25		3/16	3/16	2/4	2	1	1/16		1/16	1		3	69	A4	4	1391
139	138	276	276	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		8	68	G#4	4	1392
139	138	276	276	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		4	76	E5	5	1388
139	138	553/2	553/2	0.25		3/8	3/8	2/4	2	1	1/16		1/16	1		3	69	A4	4	1393
139	138	553/2	553/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1	1	7	85	C#6	6	1386
139	138	1107/4	1107/4	0.25		7/16	7/16	2/4	2	1	1/16		1/16	1		8	68	G#4	4	1394
140	139	277	277	2.0		0	0	2/4	2	2	1/2		1/2	1	-1	4	64	E4	4	1406
140	139	277	277	0.5		0	0	2/4	2	1	1/8		1/8	1		6	66	F#4	4	1402
140	139	277	277	1.5		0	0	2/4	1	2	3/8		1/4	3/2		2	74	D5	5	1400
140	139	277	277	0.5		0	0	2/4	1	1	1/8		1/8	1	-1	7	85	C#6	6	1396
140	139	555/2	555/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		8	68	G#4	4	1403
140	139	555/2	555/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		5	83	B5	5	1397
140	139	278	278	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		5	71	B4	4	1404
140	139	278	278	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		8	80	G#5	5	1398
140	139	557/2	557/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		8	68	G#4	4	1405
140	139	557/2	557/2	0.5		3/8	3/8	2/4	1	2	1/8		1/8	1		2	74	D5	5	1401
140	139	557/2	557/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	1399
141	140	279	279	0.5		0	0	2/4	2	2	1/8		1/8	1		3	69	A4	4	1410
141	140	279	279	2.0		0	0	2/4	2	1	1/2		1/2	1		3	69	A4	4	1409
141	140	279	279	2.0		0	0	2/4	1	2	1/2		1/2	1	1	7	73	C#5	5	1408
141	140	279	279	2.0		0	0	2/4	1	1	1/2		1/2	1	1	3	81	A5	5	1407
141	140	559/2	559/2	0.5		1/8	1/8	2/4	2	2	1/8		1/8	1		6	66	F#4	4	1411
141	140	280	280	0.5		1/4	1/4	2/4	2	2	1/8		1/8	1		7	61	C#4	4	1412
141	140	561/2	561/2	0.5		3/8	3/8	2/4	2	2	1/8		1/8	1		9	63	D#4	4	1413
142	141	281	281	0.5		0	0	2/4	2	2	1/8		1/8	1		4	64	E4	4	1421
142	141	281	281	1.5		0	0	2/4	2	1	3/8		1/4	3/2		4	64	E4	4	1419
142	141	281	281	0.5		0	0	2/4	1	2	1/8		1/8	1	-1	7	73	C#5	5	1418
142	141	281	281	0.5		0	0	2/4	1	1	1/8		1/8	1	-1	3	81	A5	5	1414
