mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	0	0	0	1.0		0	1/4	2/4	2	1	1/4		1/4	1		3	57	A3	3	3
1	0	0	0	1.0		0	1/4	2/4	1	2	1/4		1/4	1		4	64	E4	4	2
1	0	0	0	0.5		0	1/4	2/4	1	1	1/8		1/8	1		3	69	A4	4	0
1	0	0	0	0.5		0	1/4	2/4	1	1	1/8		1/8	1		7	73	C#5	5	0
1	0	1/2	1/2	0.5		1/8	3/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	1
2	1	1	1	1.0		0	0	2/4	2	1	1/4		1/4	1		8	56	G#3	3	10
2	1	1	1	1.0		0	0	2/4	1	2	1/4		1/4	1		4	64	E4	4	8
2	1	1	1	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	4
2	1	1	1	0.5		0	0	2/4	1	1	1/8		1/8	1		2	74	D5	5	4
2	1	3/2	3/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	5
2	1	2	2	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	57	A3	3	11
2	1	2	2	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		4	64	E4	4	9
2	1	2	2	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		3	69	A4	4	6
2	1	2	2	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		7	73	C#5	5	6
2	1	5/2	5/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	7
3	2	3	3	1.0		0	0	2/4	2	1	1/4		1/4	1		4	52	E3	3	18
3	2	3	3	1.0		0	0	2/4	1	2	1/4		1/4	1		4	64	E4	4	16
3	2	3	3	0.5		0	0	2/4	1	1	1/8		1/8	1		8	68	G#4	4	12
3	2	3	3	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	12
3	2	7/2	7/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	13
3	2	4	4	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		2	50	D3	3	19
3	2	4	4	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		4	64	E4	4	17
3	2	4	4	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		8	68	G#4	4	14
3	2	4	4	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		5	71	B4	4	14
3	2	9/2	9/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		7	73	C#5	5	15
4	3	5	5	1.0		0	0	2/4	2	1	1/4		1/4	1		7	49	C#3	3	25
4	3	5	5	1.0		0	0	2/4	1	1	1/4		1/4	1		3	69	A4	4	20
4	3	11/2	11/2	1.5		1/8	1/8	2/4	1	2	3/8		1/4	3/2	1	4	64	E4	4	24
4	3	6	6	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	45	A2	2	26
4	3	6	6	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		3	69	A4	4	21
4	3	13/2	13/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	22
4	3	27/4	27/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		7	73	C#5	5	23
5	4	7	7	1.0		0	0	2/4	2	1	1/4		1/4	1		8	44	G#2	2	34
5	4	7	7	2.0		0	0	2/4	1	2	1/2		1/2	1	-1	4	64	E4	4	33
5	4	7	7	0.5		0	0	2/4	1	1	1/8		1/8	1		2	74	D5	5	27
5	4	15/2	15/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		5	71	B4	4	28
5	4	31/4	31/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	29
5	4	8	8	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	45	A2	2	35
5	4	8	8	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		7	73	C#5	5	30
5	4	17/2	17/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		3	69	A4	4	31
5	4	35/4	35/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		7	73	C#5	5	32
6	5	9	9	1.0		0	0	2/4	2	1	1/4		1/4	1		4	40	E2	2	42
6	5	9	9	1.0		0	0	2/4	1	2	1/4		1/4	1		8	68	G#4	4	39
6	5	9	9	1.0		0	0	2/4	1	1	1/4		1/4	1		5	71	B4	4	36
6	5	10	10	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	57	A3	3	43
6	5	10	10	0.5		1/4	1/4	2/4	1	2	1/8		1/8	1		3	69	A4	4	40
6	5	10	10	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		7	73	C#5	5	37
6	5	21/2	21/2	0.5		3/8	3/8	2/4	1	2	1/8		1/8	1		4	64	E4	4	41
6	5	21/2	21/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	38
7	6	11	11	1.0		0	0	2/4	2	1	1/4		1/4	1		8	56	G#3	3	52
7	6	11	11	0.5		0	0	2/4	1	2	1/8		1/8	1		5	71	B4	4	48
7	6	11	11	0.5		0	0	2/4	1	1	1/8		1/8	1		2	74	D5	5	44
7	6	23/2	23/2	0.5		1/8	1/8	2/4	1	2	1/8		1/8	1		4	64	E4	4	49
7	6	23/2	23/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	45
7	6	12	12	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	57	A3	3	53
7	6	12	12	0.5		1/4	1/4	2/4	1	2	1/8		1/8	1		3	69	A4	4	50
7	6	12	12	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		7	73	C#5	5	46
7	6	25/2	25/2	0.5		3/8	3/8	2/4	1	2	1/8		1/8	1		4	64	E4	4	51
7	6	25/2	25/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	47
8	7	13	13	1.0		0	0	2/4	2	1	1/4		1/4	1		4	52	E3	3	62
8	7	13	13	0.5		0	0	2/4	1	2	1/8		1/8	1		8	68	G#4	4	58
8	7	13	13	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	54
8	7	27/2	27/2	0.5		1/8	1/8	2/4	1	2	1/8		1/8	1		4	64	E4	4	59
8	7	27/2	27/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	55
8	7	14	14	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		2	50	D3	3	63
8	7	14	14	0.5		1/4	1/4	2/4	1	2	1/8		1/8	1		8	68	G#4	4	60
8	7	14	14	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		5	71	B4	4	56
8	7	29/2	29/2	0.5		3/8	3/8	2/4	1	2	1/8		1/8	1		4	64	E4	4	61
8	7	29/2	29/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		7	73	C#5	5	57
9	8	15	15	1.0		0	0	2/4	2	1	1/4		1/4	1		7	49	C#3	3	69
9	8	15	15	1.0		0	0	2/4	1	1	1/4		1/4	1		3	69	A4	4	64
9	8	31/2	31/2	1.5		1/8	1/8	2/4	1	2	3/8		1/4	3/2		4	64	E4	4	68
9	8	16	16	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	45	A2	2	70
9	8	16	16	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		3	69	A4	4	65
9	8	33/2	33/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		7	73	C#5	5	66
9	8	67/4	67/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	67
10	9	17	17	1.0		0	0	2/4	2	1	1/4		1/4	1		2	50	D3	3	76
10	9	17	17	1.0		0	0	2/4	1	2	1/4		1/4	1		6	66	F#4	4	74
10	9	17	17	0.5		0	0	2/4	1	1	1/8		1/8	1		2	74	D5	5	71
10	9	35/2	35/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		7	73	C#5	5	72
10	9	18	18	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	52	E3	3	77
10	9	18	18	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		8	68	G#4	4	75
10	9	18	18	1.0		1/4	1/4	2/4	1	1	1/4		1/4	1		5	71	B4	4	73
11	10	19	19	1.0		0	0	2/4	2	1	1/4		1/4	1		3	45	A2	2	83
11	10	19	19	1.0		0	0	2/4	1	1	1/4		1/4	1		3	69	A4	4	78
11	10	19	19	1.0		0	0	2/4	1	2	1/4		1/4	1		3	69	A4	4	81
11	10	20	20	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	57	A3	3	84
11	10	20	20	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	64	E4	4	84
11	10	20	20	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		3	69	A4	4	82
11	10	20	20	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		7	73	C#5	5	79
11	10	41/2	41/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	80
12	11	21	21	1.0		0	0	2/4	2	1	1/4		1/4	1		8	56	G#3	3	92
12	11	21	21	1.0		0	0	2/4	2	1	1/4		1/4	1		4	64	E4	4	92
12	11	21	21	1.0		0	0	2/4	1	2	1/4		1/4	1		5	71	B4	4	90
12	11	21	21	0.5		0	0	2/4	1	1	1/8		1/8	1		2	74	D5	5	85
12	11	43/2	43/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		4	76	E5	5	86
12	11	87/4	87/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	87
12	11	22	22	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	57	A3	3	93
12	11	22	22	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	64	E4	4	93
12	11	22	22	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		3	69	A4	4	91
12	11	22	22	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		7	73	C#5	5	88
12	11	45/2	45/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		3	81	A5	5	89
13	12	23	23	1.0		0	0	2/4	2	1	1/4		1/4	1		4	52	E3	3	100
13	12	23	23	1.0		0	0	2/4	2	1	1/4		1/4	1		4	64	E4	4	100
13	12	23	23	1.0		0	0	2/4	1	2	1/4		1/4	1		8	68	G#4	4	98
13	12	23	23	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	94
13	12	47/2	47/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	95
13	12	24	24	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	57	A3	3	101
13	12	24	24	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	64	E4	4	101
13	12	24	24	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		3	69	A4	4	99
13	12	24	24	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		7	73	C#5	5	96
13	12	49/2	49/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	97
14	13	25	25	1.0		0	0	2/4	2	1	1/4		1/4	1		8	56	G#3	3	109
14	13	25	25	1.0		0	0	2/4	2	1	1/4		1/4	1		4	64	E4	4	109
14	13	25	25	1.0		0	0	2/4	1	2	1/4		1/4	1		5	71	B4	4	107
14	13	25	25	0.5		0	0	2/4	1	1	1/8		1/8	1		2	74	D5	5	102
14	13	51/2	51/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		4	76	E5	5	103
14	13	103/4	103/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	104
14	13	26	26	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	57	A3	3	110
14	13	26	26	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	64	E4	4	110
14	13	26	26	1.0		1/4	1/4	2/4	1	2	1/4		1/4	1		3	69	A4	4	108
14	13	26	26	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		7	73	C#5	5	105
14	13	53/2	53/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		3	81	A5	5	106
15	14	27	27	1.0		0	0	2/4	2	1	1/4		1/4	1		4	52	E3	3	117
15	14	27	27	1.0		0	0	2/4	2	1	1/4		1/4	1		4	64	E4	4	117
15	14	27	27	1.0		0	0	2/4	1	2	1/4		1/4	1		8	68	G#4	4	114
15	14	27	27	1.0		0	0	2/4	1	1	1/4		1/4	1		5	71	B4	4	111
15	14	28	28	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	45	A2	2	118
15	14	28	28	0.5		1/4	1/4	2/4	1	2	1/8		1/8	1		3	69	A4	4	115
15	14	28	28	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		7	73	C#5	5	112
15	14	57/2	57/2	0.5		3/8	3/8	2/4	1	2	1/8		1/8	1		4	64	E4	4	116
15	14	57/2	57/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	113
16	15	29	29	1.0		0	0	2/4	2	1	1/4		1/4	1		8	44	G#2	2	127
16	15	29	29	0.5		0	0	2/4	1	2	1/8		1/8	1		5	71	B4	4	123
16	15	29	29	0.5		0	0	2/4	1	1	1/8		1/8	1		2	74	D5	5	119
16	15	59/2	59/2	0.5		1/8	1/8	2/4	1	2	1/8		1/8	1		4	64	E4	4	124
16	15	59/2	59/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	120
16	15	30	30	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	45	A2	2	128
16	15	30	30	0.5		1/4	1/4	2/4	1	2	1/8		1/8	1		3	69	A4	4	125
16	15	30	30	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		7	73	C#5	5	121
16	15	61/2	61/2	0.5		3/8	3/8	2/4	1	2	1/8		1/8	1		4	64	E4	4	126
16	15	61/2	61/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	122
17	16	31	31	2.0		0	0	2/4	2	1	1/2		1/2	1		2	38	D2	2	137
17	16	31	31	2.0		0	0	2/4	2	1	1/2		1/2	1		2	50	D3	3	137
17	16	31	31	0.5		0	0	2/4	1	2	1/8		1/8	1		8	68	G#4	4	133
17	16	31	31	0.5		0	0	2/4	1	1	1/8		1/8	1		5	71	B4	4	129
17	16	63/2	63/2	0.5		1/8	1/8	2/4	1	2	1/8		1/8	1		4	64	E4	4	134
17	16	63/2	63/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		4	76	E5	5	130
17	16	32	32	0.5		1/4	1/4	2/4	1	2	1/8		1/8	1		8	68	G#4	4	135
17	16	32	32	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1		5	71	B4	4	131
17	16	65/2	65/2	0.5		3/8	3/8	2/4	1	2	1/8		1/8	1		4	64	E4	4	136
17	16	65/2	65/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		7	73	C#5	5	132
18	17	33	33	2.0		0	0	2/4	2	2	1/2		1/2	1		7	49	C#3	3	144
18	17	33	33	1.0		0	0	2/4	1	1	1/4		1/4	1	1	3	69	A4	4	138
18	17	67/2	67/2	1.5		1/8	1/8	2/4	1	2	3/8		1/4	3/2		4	64	E4	4	142
18	17	34	34	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	57	A3	3	143
18	17	34	34	0.5		1/4	1/4	2/4	1	1	1/8		1/8	1	-1	3	69	A4	4	139
18	17	69/2	69/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		7	73	C#5	5	140
18	17	139/4	139/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		4	76	E5	5	141
19	18	35	35	1.0		0	0	2/4	2	2	1/4		1/4	1		2	50	D3	3	153
19	18	35	35	0.5		0	0	2/4	2	1	1/8		1/8	1		5	59	B3	3	150
19	18	35	35	0.5		0	0	2/4	1	1	1/8		1/8	1		2	74	D5	5	145
19	18	71/2	71/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		6	54	F#3	3	151
19	18	71/2	71/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		7	73	C#5	5	146
19	18	36	36	1.0		1/4	1/4	2/4	2	2	1/4		1/4	1		4	52	E3	3	154
19	18	36	36	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		8	56	G#3	3	152
19	18	36	36	0.75		1/4	1/4	2/4	1	1	3/16		1/8	3/2		5	71	B4	4	147
19	18	147/4	147/4	0.125		7/16	7/16	2/4	1	1	1/32		1/32	1		3	69	A4	4	148
19	18	295/8	295/8	0.125		15/32	15/32	2/4	1	1	1/32		1/32	1		5	71	B4	4	149
20	19	37	37	1.0		0	0	2/4	2	2	1/4		1/4	1		3	45	A2	2	160
20	19	37	37	1.0		0	0	2/4	2	1	1/4		1/4	1		3	57	A3	3	158
20	19	37	37	1.0		0	0	2/4	1	1	1/4		1/4	1		3	69	A4	4	155
20	19	38	38	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	57	A3	3	159
20	19	38	38	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	64	E4	4	159
20	19	153/4	153/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		7	73	C#5	5	156
20	19	77/2	77/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1	1	4	88	E6	6	157
21	20	39	39	1.0		0	0	2/4	2	1	1/4		1/4	1		8	56	G#3	3	167
21	20	39	39	1.0		0	0	2/4	2	1	1/4		1/4	1		4	64	E4	4	167
21	20	39	39	0.25		0	0	2/4	1	1	1/16		1/16	1	-1	4	88	E6	6	161
21	20	157/4	157/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	162
21	20	79/2	79/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1	1	4	88	E6	6	163
21	20	40	40	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	57	A3	3	168
21	20	40	40	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	64	E4	4	168
21	20	40	40	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1	-1	4	88	E6	6	164
21	20	161/4	161/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		7	73	C#5	5	165
21	20	81/2	81/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1	1	4	88	E6	6	166
22	21	41	41	1.0		0	0	2/4	2	1	1/4		1/4	1		4	52	E3	3	175
22	21	41	41	1.0		0	0	2/4	2	1	1/4		1/4	1		8	56	G#3	3	175
22	21	41	41	0.25		0	0	2/4	1	1	1/16		1/16	1	-1	4	88	E6	6	169
22	21	165/4	165/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	170
22	21	83/2	83/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1	1	4	88	E6	6	171
22	21	42	42	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		2	50	D3	3	176
22	21	42	42	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		8	56	G#3	3	176
22	21	42	42	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1	-1	4	88	E6	6	172
22	21	169/4	169/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	173
22	21	85/2	85/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		7	73	C#5	5	174
23	22	43	43	1.0		0	0	2/4	2	1	1/4		1/4	1		7	49	C#3	3	195
23	22	43	43	1.0		0	0	2/4	2	1	1/4		1/4	1		3	57	A3	3	195
23	22	43	43	0.125		0	0	2/4	1	1	1/32		1/32	1		3	69	A4	4	177
23	22	345/8	345/8	0.125		1/32	1/32	2/4	1	1	1/32		1/32	1		5	71	B4	4	178
23	22	173/4	173/4	0.125		1/16	1/16	2/4	1	1	1/32		1/32	1		3	69	A4	4	179
23	22	347/8	347/8	0.125		3/32	3/32	2/4	1	1	1/32		1/32	1		8	68	G#4	4	180
23	22	87/2	87/2	0.125		1/8	1/8	2/4	1	1	1/32		1/32	1		3	69	A4	4	181
23	22	349/8	349/8	0.125		5/32	5/32	2/4	1	1	1/32		1/32	1		5	71	B4	4	182
23	22	175/4	175/4	0.125		3/16	3/16	2/4	1	1	1/32		1/32	1		7	73	C#5	5	183
23	22	351/8	351/8	0.125		7/32	7/32	2/4	1	1	1/32		1/32	1		2	74	D5	5	184
23	22	44	44	0.08333333333333333		1/4	1/4	2/4	1	1	1/48		1/32	2/3		4	76	E5	5	185
23	22	529/12	529/12	0.08333333333333333		13/48	13/48	2/4	1	1	1/48		1/32	2/3		6	78	F#5	5	186
23	22	265/6	265/6	0.08333333333333333		7/24	7/24	2/4	1	1	1/48		1/32	2/3		8	80	G#5	5	187
23	22	177/4	177/4	0.08333333333333333		5/16	5/16	2/4	1	1	1/48		1/32	2/3		3	81	A5	5	188
23	22	133/3	133/3	0.08333333333333333		1/3	1/3	2/4	1	1	1/48		1/32	2/3		5	83	B5	5	189
23	22	533/12	533/12	0.08333333333333333		17/48	17/48	2/4	1	1	1/48		1/32	2/3		7	85	C#6	6	190
23	22	89/2	89/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	69	A4	4	196
23	22	89/2	89/2	0.125		3/8	3/8	2/4	1	1	1/32		1/32	1		2	86	D6	6	191
23	22	357/8	357/8	0.125		13/32	13/32	2/4	1	1	1/32		1/32	1		7	85	C#6	6	192
23	22	179/4	179/4	0.125		7/16	7/16	2/4	1	1	1/32		1/32	1		5	83	B5	5	193
23	22	359/8	359/8	0.125		15/32	15/32	2/4	1	1	1/32		1/32	1		7	85	C#6	6	194
24	23	45	45	0.5		0	0	2/4	2	1	1/8		1/8	1		8	68	G#4	4	205
24	23	45	45	0.25		0	0	2/4	1	1	1/16		1/16	1		4	88	E6	6	197
24	23	181/4	181/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		2	86	D6	6	198
24	23	91/2	91/2	0.5		1/8	1/8	2/4	2	1	1/8		1/8	1		4	64	E4	4	206
24	23	91/2	91/2	0.25		1/8	1/8	2/4	1	1	1/16		1/16	1		2	86	D6	6	199
24	23	183/4	183/4	0.25		3/16	3/16	2/4	1	1	1/16		1/16	1		5	83	B5	5	200
24	23	46	46	0.5		1/4	1/4	2/4	2	1	1/8		1/8	1		3	69	A4	4	207
24	23	46	46	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1		2	86	D6	6	201
24	23	185/4	185/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		7	85	C#6	6	202
24	23	93/2	93/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		7	73	C#5	5	208
24	23	93/2	93/2	0.25		3/8	3/8	2/4	1	1	1/16		1/16	1		7	85	C#6	6	203
24	23	187/4	187/4	0.25		7/16	7/16	2/4	1	1	1/16		1/16	1		3	81	A5	5	204
25	24	47	47	1.0		0	0	2/4	2	1	1/4		1/4	1		4	76	E5	5	213
25	24	47	47	0.5		0	0	2/4	1	1	1/8		1/8	1		13	79	F##5	5	209
25	24	47	47	0.5		0	0	2/4	1	1	1/8		1/8	1		10	82	A#5	5	209
25	24	95/2	95/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		8	80	G#5	5	210
25	24	95/2	95/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1		5	83	B5	5	210
25	24	48	48	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	57	A3	3	214
25	24	48	48	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	64	E4	4	214
25	24	193/4	193/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		7	73	C#5	5	211
25	24	97/2	97/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1	1	4	88	E6	6	212
26	25	49	49	1.0		0	0	2/4	2	1	1/4		1/4	1		8	56	G#3	3	221
26	25	49	49	1.0		0	0	2/4	2	1	1/4		1/4	1		4	64	E4	4	221
26	25	49	49	0.25		0	0	2/4	1	1	1/16		1/16	1	-1	4	88	E6	6	215
26	25	197/4	197/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		2	74	D5	5	216
26	25	99/2	99/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1	1	4	88	E6	6	217
26	25	50	50	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		3	57	A3	3	222
26	25	50	50	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	64	E4	4	222
26	25	50	50	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1	-1	4	88	E6	6	218
26	25	201/4	201/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		7	73	C#5	5	219
26	25	101/2	101/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1	1	4	88	E6	6	220
27	26	51	51	1.0		0	0	2/4	2	1	1/4		1/4	1		4	52	E3	3	229
27	26	51	51	1.0		0	0	2/4	2	1	1/4		1/4	1		8	56	G#3	3	229
27	26	51	51	0.25		0	0	2/4	1	1	1/16		1/16	1	-1	4	88	E6	6	223
27	26	205/4	205/4	0.25		1/16	1/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	224
27	26	103/2	103/2	0.5		1/8	1/8	2/4	1	1	1/8		1/8	1	1	4	88	E6	6	225
27	26	52	52	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		2	50	D3	3	230
27	26	52	52	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		4	52	E3	3	230
27	26	52	52	1.0		1/4	1/4	2/4	2	1	1/4		1/4	1		8	56	G#3	3	230
27	26	52	52	0.25		1/4	1/4	2/4	1	1	1/16		1/16	1	-1	4	88	E6	6	226
27	26	209/4	209/4	0.25		5/16	5/16	2/4	1	1	1/16		1/16	1		5	71	B4	4	227
27	26	105/2	105/2	0.5		3/8	3/8	2/4	1	1	1/8		1/8	1		7	73	C#5	5	228
28	27	53	53	1.0		0	0	2/4	2	1	1/4		1/4	1		7	49	C#3	3	247
28	27	53	53	1.0		0	0	2/4	2	1	1/4		1/4	1		4	52	E3	3	247
28	27	53	53	1.0		0	0	2/4	2	1	1/4		1/4	1		3	57	A3	3	247
28	27	53	53	0.125		0	0	2/4	1	1	1/32		1/32	1		3	69	A4	4	231
28	27	425/8	425/8	0.125		1/32	1/32	2/4	1	1	1/32		1/32	1		5	71	B4	4	232
28	27	213/4	213/4	0.125		1/16	1/16	2/4	1	1	1/32		1/32	1		3	69	A4	4	233
28	27	427/8	427/8	0.125		3/32	3/32	2/4	1	1	1/32		1/32	1		8	68	G#4	4	234
28	27	107/2	107/2	0.125		1/8	1/8	2/4	1	1	1/32		1/32	1		3	69	A4	4	235
28	27	429/8	429/8	0.125		5/32	5/32	2/4	1	1	1/32		1/32	1		5	71	B4	4	236
28	27	215/4	215/4	0.125		3/16	3/16	2/4	1	1	1/32		1/32	1		7	73	C#5	5	237
28	27	431/8	431/8	0.125		7/32	7/32	2/4	1	1	1/32		1/32	1		2	74	D5	5	238
28	27	54	54	0.125		1/4	1/4	2/4	1	1	1/32		1/32	1		4	76	E5	5	239
28	27	433/8	433/8	0.125		9/32	9/32	2/4	1	1	1/32		1/32	1		6	78	F#5	5	240
28	27	217/4	217/4	0.125		5/16	5/16	2/4	1	1	1/32		1/32	1		8	80	G#5	5	241
28	27	435/8	435/8	0.125		11/32	11/32	2/4	1	1	1/32		1/32	1		3	81	A5	5	242
28	27	109/2	109/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		7	61	C#4	4	248
28	27	109/2	109/2	0.5		3/8	3/8	2/4	2	1	1/8		1/8	1		3	69	A4	4	248
28	27	109/2	109/2	0.125		3/8	3/8	2/4	1	1	1/32		1/32	1		5	83	B5	5	243
28	27	437/8	437/8	0.125		13/32	13/32	2/4	1	1	1/32		1/32	1		7	85	C#6	6	244
