mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
55	51	133	51b	375/2	78	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		-4	56	Ab3	3	405
55	51	133	51b	375/2	78	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		2	74	D5	5	401
55	51	133	51b	751/4	313/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		0	72	C5	5	402
56	52	134	52b	188	157/2	0.5	0	0	3/8	2	1	1/8		1/8	1		1	55	G3	3	410
56	52	134	52b	188	157/2	0.5	0	0	3/8	1	1	1/8		1/8	1		5	71	B4	4	406
56	52	134	52b	377/2	79	0.0	1/8	1/8	3/8	1	1	0	appoggiatura	1/8	1		3	69	A4	4	407
56	52	134	52b	377/2	79	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		-1	53	F3	3	411
56	52	134	52b	377/2	79	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		1	67	G4	4	408
56	52	134	52b	189	159/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		-3	51	Eb3	3	412
56	52	134	52b	189	159/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		-3	75	Eb5	5	409
57	53	135	53b	379/2	80	0.0	0	0	3/8	1	1	0	appoggiatura	1/8	1		-3	75	Eb5	5	413
57	53	135	53b	379/2	80	0.5	0	0	3/8	2	1	1/8		1/8	1		-1	53	F3	3	419
57	53	135	53b	379/2	80	0.5	0	0	3/8	1	1	1/8		1/8	1		2	74	D5	5	414
57	53	135	53b	190	161/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		-3	51	Eb3	3	420
57	53	135	53b	190	161/2	0.25	1/8	1/8	3/8	1	1	1/16		1/16	1		2	74	D5	5	415
57	53	135	53b	761/4	323/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	416
57	53	135	53b	381/2	81	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		2	50	D3	3	421
57	53	135	53b	381/2	81	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		-1	77	F5	5	417
57	53	135	53b	763/4	325/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		3	69	A4	4	418
58	54	136	54b	191	163/2	0.25	0	0	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	426
58	54	136	54b	191	163/2	0.5	0	0	3/8	1	1	1/8		1/8	1		5	71	B4	4	422
58	54	136	54b	765/4	327/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		-1	53	F3	3	427
58	54	136	54b	383/2	82	0.0	1/8	1/8	3/8	1	1	0	appoggiatura	1/8	1		3	69	A4	4	423
58	54	136	54b	383/2	82	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	428
58	54	136	54b	383/2	82	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		1	67	G4	4	424
58	54	136	54b	767/4	329/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		2	50	D3	3	429
58	54	136	54b	192	165/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		0	48	C3	3	430
58	54	136	54b	192	165/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1	1	0	72	C5	5	425
59	55	137	55b	385/2	83	0.5	0	0	3/8	2	1	1/8		1/8	1		-1	41	F2	2	436
59	55	137	55b	385/2	83	0.25	0	0	3/8	1	1	1/16		1/16	1	-1	0	72	C5	5	431
59	55	137	55b	771/4	333/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	432
59	55	137	55b	193	167/2	1.0	1/8	1/8	3/8	2	1	1/4		1/4	1		1	43	G2	2	437
59	55	137	55b	193	167/2	0.75	1/8	1/8	3/8	1	1	3/16		1/8	3/2		5	71	B4	4	433
59	55	137	55b	775/4	337/4	0.125	5/16	5/16	3/8	1	1	1/32		1/32	1		3	69	A4	4	434
59	55	137	55b	1551/8	675/8	0.125	11/32	11/32	3/8	1	1	1/32		1/32	1		5	71	B4	4	435
60	56	138	56b	194	169/2	1.0	0	0	3/8	2	1	1/4		1/4	1		0	36	C2	2	439
60	56	138	56b	194	169/2	1.0	0	0	3/8	1	1	1/4		1/4	1		0	72	C5	5	438
