mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
6	5	31/4	31/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		3	69	A4	4	38
7	6	8	8	0.25	0	0	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	46
7	6	8	8	0.5	0	0	3/8	1	1	1/8		1/8	1		5	71	B4	4	42
7	6	33/4	33/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		-1	53	F3	3	47
7	6	17/2	17/2	0.0	1/8	1/8	3/8	1	1	0	appoggiatura	1/8	1		3	69	A4	4	43
7	6	17/2	17/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	48
7	6	17/2	17/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		1	67	G4	4	44
7	6	35/4	35/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		2	50	D3	3	49
7	6	9	9	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		0	48	C3	3	50
7	6	9	9	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1	1	0	72	C5	5	45
8	7	19/2	19/2	0.5	0	0	3/8	2	1	1/8		1/8	1		-1	53	F3	3	56
8	7	19/2	19/2	0.25	0	0	3/8	1	1	1/16		1/16	1	-1	0	72	C5	5	51
8	7	39/4	39/4	0.25	1/16	1/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	52
8	7	10	10	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		1	55	G3	3	57
8	7	10	10	0.75	1/8	1/8	3/8	1	1	3/16		1/8	3/2		5	71	B4	4	53
8	7	21/2	21/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		1	43	G2	2	58
8	7	43/4	43/4	0.125	5/16	5/16	3/8	1	1	1/32		1/32	1		3	69	A4	4	54
8	7	87/8	87/8	0.125	11/32	11/32	3/8	1	1	1/32		1/32	1		5	71	B4	4	55
9	8	11	11	0.5	0	0	3/8	2	1	1/8		1/8	1		0	48	C3	3	60
9	8	11	11	1.0	0	0	3/8	1	1	1/4		1/4	1		0	72	C5	5	59
9	8	23/2	23/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		0	36	C2	2	61
10	8	12	12	0.5	0	1/4	3/8	2	1	1/8		1/8	1		0	60	C4	4	63
