mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
10	8	12	12	0.5	0	1/4	3/8	1	1	1/8		1/8	1		1	67	G4	4	62
11	9	25/2	25/2	0.0	0	0	3/8	1	1	0	grace4	1/8	1		1	67	G4	4	64
11	9	25/2	25/2	0.5	0	0	3/8	2	1	1/8		1/8	1		-1	53	F3	3	69
11	9	25/2	25/2	0.5	0	0	3/8	1	1	1/8		1/8	1		-4	68	Ab4	4	65
11	9	13	13	0.0	1/8	1/8	3/8	1	1	0	appoggiatura	1/8	1		1	67	G4	4	66
11	9	13	13	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		-2	58	Bb3	3	70
11	9	13	13	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		-1	65	F4	4	67
11	9	27/2	27/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		-2	46	Bb2	2	71
11	9	27/2	27/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		-2	70	Bb4	4	68
12	10	14	14	0.75	0	0	3/8	2	1	3/16		1/8	3/2		-3	51	Eb3	3	75
12	10	14	14	0.5	0	0	3/8	1	1	1/8		1/8	1		1	67	G4	4	72
12	10	29/2	29/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		-3	63	Eb4	4	73
12	10	59/4	59/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-1	53	F3	3	76
12	10	15	15	0.25	1/4	1/4	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	77
12	10	15	15	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		-2	70	Bb4	4	74
12	10	61/4	61/4	0.25	5/16	5/16	3/8	2	1	1/16		1/16	1		2	50	D3	3	78
13	11	31/2	31/2	0.5	0	0	3/8	2	1	1/8		1/8	1		0	48	C3	3	83
13	11	31/2	31/2	0.5	0	0	3/8	1	1	1/8		1/8	1		-3	75	Eb5	5	79
13	11	16	16	0.0	1/8	1/8	3/8	1	1	0	appoggiatura	1/8	1		2	74	D5	5	80
13	11	16	16	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		-1	53	F3	3	84
13	11	16	16	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		0	72	C5	5	81
13	11	33/2	33/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		-1	41	F2	2	85
13	11	33/2	33/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		-1	77	F5	5	82
14	12	17	17	0.75	0	0	3/8	2	1	3/16		1/8	3/2		-2	46	Bb2	2	89
14	12	17	17	0.5	0	0	3/8	1	1	1/8		1/8	1		2	74	D5	5	86
14	12	35/2	35/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		-2	70	Bb4	4	87
14	12	71/4	71/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		3	45	A2	2	90
14	12	18	18	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		1	43	G2	2	91
14	12	18	18	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		2	74	D5	5	88
15	13	37/2	37/2	0.5	0	0	3/8	2	1	1/8		1/8	1		-3	51	Eb3	3	95
15	13	37/2	37/2	0.5	0	0	3/8	1	1	1/8		1/8	1		0	72	C5	5	92
15	13	19	19	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		2	50	D3	3	96
15	13	19	19	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		-2	70	Bb4	4	93
15	13	39/2	39/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		0	48	C3	3	97
15	13	39/2	39/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		3	69	A4	4	94
16	14	20	20	0.5	0	0	3/8	2	1	1/8		1/8	1		-2	46	Bb2	2	101
16	14	20	20	0.75	0	0	3/8	1	1	3/16		1/8	3/2		2	74	D5	5	98
16	14	41/2	41/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		3	45	A2	2	102
16	14	83/4	83/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		6	66	F#4	4	99
16	14	21	21	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		-2	46	Bb2	2	103
16	14	21	21	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		1	67	G4	4	100
17	15	43/2	43/2	0.5	0	0	3/8	2	1	1/8		1/8	1		0	48	C3	3	109
17	15	43/2	43/2	0.5	0	0	3/8	1	1	1/8		1/8	1		3	69	A4	4	104
17	15	22	22	0.0	1/8	1/8	3/8	1	1	0	grace4	1/8	1		3	69	A4	4	105
17	15	22	22	0.0	1/8	1/8	3/8	1	1	0	grace4	1/8	1		-2	70	Bb4	4	106
17	15	22	22	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		6	42	F#2	2	110
17	15	22	22	0.75	1/8	1/8	3/8	1	1	3/16		1/8	3/2		0	72	C5	5	107
17	15	45/2	45/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		1	43	G2	2	111
17	15	91/4	91/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		-2	70	Bb4	4	108
18	16	23	23	0.5	0	0	3/8	2	1	1/8		1/8	1		2	50	D3	3	114
18	16	23	23	0.5	0	0	3/8	1	1	1/8		1/8	1		3	69	A4	4	112
18	16	47/2	47/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		1	43	G2	2	115
18	16	47/2	47/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		1	67	G4	4	113
19	16	24	24	0.5	0	1/4	3/8	2	1	1/8		1/8	1		1	55	G3	3	117
19	16	24	24	0.5	0	1/4	3/8	1	1	1/8		1/8	1		2	74	D5	5	116
20	17	49/2	49/2	0.0	0	0	3/8	1	1	0	appoggiatura	1/8	1		2	74	D5	5	118
20	17	49/2	49/2	0.5	0	0	3/8	2	1	1/8		1/8	1		0	48	C3	3	124
20	17	49/2	49/2	0.5	0	0	3/8	1	1	1/8		1/8	1		-3	75	Eb5	5	119
20	17	25	25	0.0	1/8	1/8	3/8	1	1	0	appoggiatura	1/8	1		2	74	D5	5	120
20	17	25	25	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		-1	53	F3	3	125
20	17	25	25	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		0	72	C5	5	121
20	17	51/2	51/2	0.0	1/4	1/4	3/8	1	1	0	appoggiatura	1/8	1		-2	70	Bb4	4	122
20	17	51/2	51/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		-3	51	Eb3	3	126
20	17	51/2	51/2	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		3	69	A4	4	123
21	18	26	26	0.0	0	0	3/8	1	1	0	grace4	1/8	1		3	69	A4	4	127
21	18	26	26	0.5	0	0	3/8	2	1	1/8		1/8	1		2	50	D3	3	131
21	18	26	26	0.75	0	0	3/8	1	1	3/16		1/8	3/2		-2	70	Bb4	4	128
21	18	53/2	53/2	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		0	48	C3	3	132
21	18	107/4	107/4	0.25	3/16	3/16	3/8	1	1	1/16		1/16	1		0	72	C5	5	129
21	18	27	27	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		-2	46	Bb2	2	133
21	18	27	27	0.5	1/4	1/4	3/8	1	1	1/8		1/8	1		2	74	D5	5	130
22	19	55/2	55/2	0.0	0	0	3/8	1	1	0	appoggiatura	1/8	1		0	72	C5	5	134
22	19	55/2	55/2	0.25	0	0	3/8	2	1	1/16		1/16	1		-3	51	Eb3	3	138
22	19	55/2	55/2	0.5	0	0	3/8	1	1	1/8		1/8	1		-2	70	Bb4	4	135
22	19	111/4	111/4	0.25	1/16	1/16	3/8	2	1	1/16		1/16	1		2	50	D3	3	139
22	19	28	28	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		0	48	C3	3	140
22	19	28	28	0.75	1/8	1/8	3/8	1	1	3/16		1/8	3/2		-3	75	Eb5	5	136
22	19	57/2	57/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		-2	46	Bb2	2	141
22	19	115/4	115/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	137
23	20	29	29	0.5	0	0	3/8	2	1	1/8		1/8	1		-1	53	F3	3	146
23	20	29	29	0.5	0	0	3/8	1	1	1/8		1/8	1		0	72	C5	5	142
23	20	59/2	59/2	0.25	1/8	1/8	3/8	2	1	1/16		1/16	1		-2	46	Bb2	2	147
23	20	59/2	59/2	0.5	1/8	1/8	3/8	1	1	1/8		1/8	1		-2	70	Bb4	4	143
23	20	119/4	119/4	0.25	3/16	3/16	3/8	2	1	1/16		1/16	1		-4	44	Ab2	2	148
23	20	30	30	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		1	43	G2	2	149
23	20	30	30	0.25	1/4	1/4	3/8	1	1	1/16		1/16	1		-3	75	Eb5	5	144
23	20	121/4	121/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		2	74	D5	5	145
24	21	61/2	61/2	0.5	0	0	3/8	2	1	1/8		1/8	1		-4	44	Ab2	2	153
24	21	61/2	61/2	0.5	0	0	3/8	1	1	1/8		1/8	1		0	72	C5	5	150
24	21	31	31	0.5	1/8	1/8	3/8	2	1	1/8		1/8	1		1	43	G2	2	154
24	21	31	31	0.75	1/8	1/8	3/8	1	1	3/16		1/8	3/2		-2	70	Bb4	4	151
24	21	63/2	63/2	0.5	1/4	1/4	3/8	2	1	1/8		1/8	1		-1	41	F2	2	155
24	21	127/4	127/4	0.25	5/16	5/16	3/8	1	1	1/16		1/16	1		-4	68	Ab4	4	152
25	22	32	32	0.5	0	0	3/8	2	1	1/8		1/8	1		-3	39	Eb2	2	159
25	22	32	32	0.75	0	0	3/8	1	1	3/16		1/8	3/2		1	67	G4	4	156
