mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	slur
26	23	68	68	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	236												39
26	23	137/2	137/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	237												
26	23	69	69	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	238												
26	23	70	70	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	239												
27	24	141/2	141/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	240	ornamentShortTrill											
27	24	72	72	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	241												40
27	24	145/2	145/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	242	ornamentShortTrill											40
27	24	73	73	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	243												
27	24	141/2	141/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/8	6			
27	24	141/2	141/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	244												41
27	24	71	71	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	245												41
27	24	143/2	143/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	246												
27	24	72	72	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	247												
27	24	145/2	145/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	248	ornamentShortTrill											
27	24	73	73	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	249												
28	25	147/2	147/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	250												42
28	25	74	74	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	251												42
28	25	149/2	149/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	252												
28	25	75	75	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	253												43
28	25	151/2	151/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	254	ornamentShortTrill											43
28	25	76	76	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	255												
28	25	147/2	147/2	0.0	0	0	FiguredBass	6/8	2	1	0												3/8	6_			
28	25	147/2	147/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	256												
28	25	74	74	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	257												
28	25	149/2	149/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	258												
28	25	75	75	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	259												
28	25	151/2	151/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	260	ornamentShortTrill											
28	25	76	76	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	261												
29	26	153/2	153/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	262												
29	26	78	78	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	263												44
29	26	157/2	157/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	264	ornamentShortTrill											44
29	26	79	79	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	265												
29	26	153/2	153/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/8	6			
29	26	153/2	153/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	266												45
29	26	77	77	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	267	ornamentShortTrill											45
29	26	155/2	155/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	268												
29	26	78	78	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	269												46
29	26	157/2	157/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	270	ornamentShortTrill											46
29	26	79	79	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	271												
30	27	159/2	159/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	272												47
30	27	80	80	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	273												47
30	27	161/2	161/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	274												
30	27	81	81	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	275												48
30	27	163/2	163/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	276	ornamentShortTrill											48
30	27	82	82	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	277												
30	27	159/2	159/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	278												49
30	27	80	80	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	279												49
30	27	161/2	161/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	280												
30	27	81	81	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	281												
30	27	163/2	163/2	0.0	1/2	1/2	FiguredBass	6/8	2	1	0												1/8	6			
30	27	163/2	163/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	282	ornamentShortTrill											
30	27	82	82	0.0	5/8	5/8	FiguredBass	6/8	2	1	0												1/8	6			
30	27	82	82	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	283												
31	28	165/2	165/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	284												
31	28	167/2	167/2	0.0	1/4	1/4	StaffText	6/8	1	1	0						)										
31	28	167/2	167/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	285												
31	28	165/2	165/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	286												
31	28	167/2	167/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	287												
32	28	84	84	1.0	0	3/8	Chord	6/8	1	1	1/4		1/4	1	288												
32	28	84	84	0.0	0	3/8	FiguredBass	6/8	2	1	0												1/8	6			
32	28	84	84	0.5	0	3/8	Chord	6/8	2	1	1/8		1/8	1	289												50
32	28	169/2	169/2	0.5	1/8	1/2	Chord	6/8	2	1	1/8		1/8	1	290	ornamentShortTrill											50
32	28	85	85	0.5	1/4	5/8	Chord	6/8	2	1	1/8		1/8	1	291												
33	29	171/2	171/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	292												
33	29	87	87	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	293												
33	29	171/2	171/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/8	5/			
33	29	171/2	171/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	294	ornamentShortTrill											51
33	29	86	86	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	295												51
33	29	173/2	173/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	296												
33	29	87	87	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/8	6			
33	29	87	87	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	297												52
33	29	175/2	175/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	298	ornamentShortTrill											52
33	29	88	88	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	299												
34	30	177/2	177/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	300												
34	30	90	90	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	301												53
34	30	181/2	181/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	302	ornamentShortTrill											53
34	30	91	91	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	303												
34	30	177/2	177/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/8	5/			
34	30	177/2	177/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	304	ornamentShortTrill											54
34	30	89	89	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	305												54
34	30	179/2	179/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	306												
34	30	90	90	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/8	b6			
34	30	90	90	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	307												55
34	30	181/2	181/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	308	ornamentShortTrill											55
34	30	91	91	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	309												
35	31	183/2	183/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	310												56
35	31	92	92	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	311												56
35	31	185/2	185/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	312												
35	31	93	93	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	313												57
35	31	187/2	187/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	314	ornamentShortTrill											57
35	31	94	94	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	315												
35	31	183/2	183/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/8	5/			
35	31	183/2	183/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	316												58
35	31	92	92	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	317												58
35	31	185/2	185/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	318												
35	31	93	93	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/8	6			
35	31	93	93	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	319												59
35	31	187/2	187/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	320	ornamentShortTrill											59
35	31	94	94	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	321												
36	32	189/2	189/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	322												60
36	32	95	95	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	323												60
36	32	191/2	191/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	324												
36	32	96	96	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	325												61
36	32	193/2	193/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	326	ornamentShortTrill											61
36	32	97	97	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	327												
36	32	189/2	189/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/8	5/			
36	32	189/2	189/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	328												62
36	32	95	95	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	329												62
36	32	191/2	191/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	330												
36	32	96	96	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/8	6			
36	32	96	96	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	331												63
36	32	193/2	193/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	332	ornamentShortTrill											63
36	32	97	97	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	333												
37	33	195/2	195/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	334												64
37	33	98	98	0.25	1/8	1/8	Chord	6/8	1	1	1/16		1/16	1	335												64
37	33	393/4	393/4	0.5	3/16	3/16	Chord	6/8	1	1	1/8		1/8	1	336												64
37	33	395/4	395/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16		1/16	1	337												64
37	33	99	99	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	338												65
37	33	100	100	0.375	5/8	5/8	Chord	6/8	1	1	3/32		1/16	3/2	339	ornamentShortTrill											65
37	33	803/8	803/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	340												
37	33	195/2	195/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/8	5/			
37	33	195/2	195/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	341	ornamentShortTrill											66
37	33	98	98	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	342												66
37	33	197/2	197/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	343												
37	33	99	99	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												3/8	5	4_		
37	33	99	99	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	344												
37	33	100	100	0.0	5/8	5/8	FiguredBass	6/8	2	1	0												1/8	3			
37	33	100	100	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	345												
38	34	201/2	201/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	346	ornamentShortTrill											
38	34	102	102	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	347												
38	34	201/2	201/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/8	#3			
38	34	201/2	201/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	348												67
38	34	101	101	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	349												67
38	34	203/2	203/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	350												
38	34	102	102	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/8	6			
38	34	102	102	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	351												68
38	34	205/2	205/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	352	ornamentShortTrill											68
38	34	103	103	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	353												
39	35	207/2	207/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	354												
39	35	105	105	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	355												
39	35	207/2	207/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/8	7	h3	2	
39	35	207/2	207/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	356												69
39	35	104	104	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	357	ornamentShortTrill											69
39	35	209/2	209/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	358												
39	35	105	105	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/8	7	#3		
39	35	105	105	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	359												70
39	35	211/2	211/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	360	ornamentShortTrill											70
39	35	106	106	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	361												
40	36	213/2	213/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	362												71
40	36	107	107	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	363	ornamentShortTrill											71
40	36	215/2	215/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	364												
40	36	108	108	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	365												
40	36	217/2	217/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	366												
40	36	109	109	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	367												
40	36	213/2	213/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/8	5			
40	36	213/2	213/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	368												72
40	36	107	107	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	369	ornamentShortTrill											72
40	36	215/2	215/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	370												
40	36	108	108	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/4	6			
40	36	108	108	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	371												
41	37	219/2	219/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	372												
41	37	110	110	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	373												
41	37	221/2	221/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	374												
41	37	111	111	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	375												
41	37	223/2	223/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	376												
41	37	112	112	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	377												
41	37	219/2	219/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/4	7	h3	2	
41	37	219/2	219/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	378												
41	37	111	111	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/4	7	#3		
41	37	111	111	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	379												
42	38	225/2	225/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	380												
42	38	113	113	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	381												
42	38	227/2	227/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	382												
42	38	114	114	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	383												
42	38	229/2	229/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	384												
42	38	115	115	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	385												
42	38	225/2	225/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/4	5			
42	38	225/2	225/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	386												73
42	38	227/2	227/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	387												
42	38	114	114	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												3/8	6	4+	3_	
42	38	114	114	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	388												
42	38	229/2	229/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	389												
42	38	115	115	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	390												
43	39	231/2	231/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	391												
43	39	116	116	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	392												
43	39	233/2	233/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	393												
43	39	117	117	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	394												74
43	39	118	118	0.375	5/8	5/8	Chord	6/8	1	1	3/32		1/16	3/2	395	ornamentShortTrill											
43	39	947/8	947/8	0.125	23/32	23/32	Chord	6/8	1	1	1/32		1/32	1	396												
43	39	231/2	231/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/4	6			
43	39	231/2	231/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	397												
43	39	233/2	233/2	0.0	1/4	1/4	FiguredBass	6/8	2	1	0												1/8	6	5		
43	39	233/2	233/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	398												
43	39	117	117	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/4	6	4		
43	39	117	117	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	399												
43	39	118	118	0.0	5/8	5/8	FiguredBass	6/8	2	1	0												1/8	#3			
43	39	118	118	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	400												
44	40	237/2	237/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	401												
44	40	120	120	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	402												75
44	40	241/2	241/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	403	ornamentShortTrill											75
44	40	121	121	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	404												
44	40	237/2	237/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	405												
44	40	119	119	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	406												
44	40	239/2	239/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	407												
44	40	120	120	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/4	5			
44	40	120	120	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	408												
45	41	243/2	243/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	409												
45	41	122	122	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	410												
45	41	245/2	245/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	411												
45	41	123	123	0.0	3/8	3/8	Chord	6/8	1	1	0	grace8after	1/8	1	412												
45	41	123	123	0.0	3/8	3/8	Chord	6/8	1	1	0	appoggiatura	1/8	1	413												
45	41	123	123	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	414	ornamentMordent											
45	41	243/2	243/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/4	6			
45	41	243/2	243/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	415												
45	41	123	123	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/4	6			
45	41	123	123	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	416												
46	42	249/2	249/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	417	ornamentShortTrill											
46	42	125	125	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	418												
46	42	251/2	251/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	419												
46	42	126	126	0.0	3/8	3/8	StaffText	6/8	1	1	0						doux										
46	42	126	126	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	420												
46	42	253/2	253/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	421												
46	42	127	127	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	422												
46	42	249/2	249/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	423												
46	42	126	126	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/4	5			
46	42	126	126	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	424												
47	43	255/2	255/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	425												
47	43	128	128	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	426												
47	43	257/2	257/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	427												
47	43	129	129	0.0	3/8	3/8	Chord	6/8	1	1	0	grace8after	1/8	1	428												
47	43	129	129	0.0	3/8	3/8	Chord	6/8	1	1	0	appoggiatura	1/8	1	429												
47	43	129	129	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	430												
47	43	255/2	255/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/4	6			
47	43	255/2	255/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	431												
47	43	129	129	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/4	6			
47	43	129	129	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	432												
48	44	261/2	261/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	433	ornamentShortTrill											
48	44	131	131	0.0	1/8	1/8	StaffText	6/8	1	1	0						fort										
48	44	131	131	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	434												
48	44	263/2	263/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	435												
48	44	132	132	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	436												
48	44	265/2	265/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	437												
48	44	133	133	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	438												
48	44	261/2	261/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	439												
48	44	132	132	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	440												
49	45	267/2	267/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	441												
49	45	134	134	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	442												
49	45	269/2	269/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	443												
49	45	135	135	0.0	3/8	3/8	Chord	6/8	1	1	0	grace8after	1/8	1	444												
49	45	135	135	0.0	3/8	3/8	Chord	6/8	1	1	0	appoggiatura	1/8	1	445												
49	45	135	135	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	446												
49	45	267/2	267/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/4	6			
49	45	267/2	267/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	447												
49	45	135	135	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/4	h6			
49	45	135	135	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	448												
50	46	273/2	273/2	0.0	0	0	StaffText	6/8	1	1	0						)										
50	46	273/2	273/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	449	ornamentShortTrill											
50	46	137	137	0.0	1/8	1/8	StaffText	6/8	1	1	0						doux										
50	46	137	137	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	450												
50	46	275/2	275/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	451												
50	46	138	138	0.5	3/8	3/8	Chord	6/8	1	1	1/8		1/8	1	452												
50	46	277/2	277/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8		1/8	1	453												
50	46	139	139	0.5	5/8	5/8	Chord	6/8	1	1	1/8		1/8	1	454												
50	46	273/2	273/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	455												
50	46	138	138	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	456												
51	47	279/2	279/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	457												
51	47	140	140	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	458												
51	47	281/2	281/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	459												
51	47	141	141	0.0	3/8	3/8	Chord	6/8	1	1	0	grace8after	1/8	1	460												
51	47	141	141	0.0	3/8	3/8	Chord	6/8	1	1	0	appoggiatura	1/8	1	461												
51	47	141	141	1.5	3/8	3/8	Chord	6/8	1	1	3/8		1/4	3/2	462												
51	47	279/2	279/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/4	6			
51	47	279/2	279/2	1.0	0	0	Chord	6/8	2	1	1/4		1/4	1	463												
51	47	141	141	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/4	h6			
51	47	141	141	1.0	3/8	3/8	Chord	6/8	2	1	1/4		1/4	1	464												
52	48	285/2	285/2	0.5	0	0	Chord	6/8	1	1	1/8		1/8	1	465	ornamentShortTrill											
52	48	143	143	0.5	1/8	1/8	Chord	6/8	1	1	1/8		1/8	1	466												
52	48	287/2	287/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8		1/8	1	467												
52	48	144	144	0.0	3/8	3/8	StaffText	6/8	1	1	0						fort										
52	48	144	144	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	468												
52	48	285/2	285/2	0.0	0	0	FiguredBass	6/8	2	1	0												1/4	_			
52	48	285/2	285/2	0.5	0	0	Chord	6/8	2	1	1/8		1/8	1	469												
52	48	143	143	0.5	1/8	1/8	Chord	6/8	2	1	1/8		1/8	1	470												
52	48	287/2	287/2	0.0	1/4	1/4	FiguredBass	6/8	2	1	0												1/8	6			
52	48	287/2	287/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8		1/8	1	471												
52	48	144	144	0.0	3/8	3/8	FiguredBass	6/8	2	1	0												1/8	5			
52	48	144	144	0.5	3/8	3/8	Chord	6/8	2	1	1/8		1/8	1	472												
52	48	289/2	289/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8		1/8	1	473	ornamentShortTrill											
52	48	145	145	0.5	5/8	5/8	Chord	6/8	2	1	1/8		1/8	1	474												
53	49	291/2	291/2	1.0	0	0	Chord	6/8	1	1	1/4		1/4	1	475												
53	49	147	147	1.0	3/8	3/8	Chord	6/8	1	1	1/4		1/4	1	476												
