mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	0	0	1.0	0	0	4/4	2	1	1/4		1/8_c32_1	1/4	1		0	36	C2	2	3
1	1	0	0	1.0	0	0	4/4	2	1	1/4		1/8_c32_2	1/4	1		0	48	C3	3	4
1	1	0	0	2.0	0	0	4/4	1	1	1/2			1/2	1		0	60	C4	4	0
1	1	0	0	2.0	0	0	4/4	1	1	1/2			1/2	1		4	64	E4	4	0
1	1	0	0	2.0	0	0	4/4	1	1	1/2			1/2	1		1	67	G4	4	0
1	1	0	0	2.0	0	0	4/4	1	1	1/2			1/2	1		0	72	C5	5	0
1	1	1	1	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		0	36	C2	2	5
1	1	2	2	1.0	1/2	1/2	4/4	2	1	1/4			1/4	1		4	52	E3	3	6
1	1	2	2	1.0	1/2	1/2	4/4	2	1	1/4			1/4	1		1	55	G3	3	6
1	1	2	2	1.5	1/2	1/2	4/4	1	1	3/8			1/4	3/2		0	60	C4	4	1
1	1	2	2	1.5	1/2	1/2	4/4	1	1	3/8			1/4	3/2		4	64	E4	4	1
1	1	2	2	1.5	1/2	1/2	4/4	1	1	3/8			1/4	3/2		1	67	G4	4	1
1	1	3	3	1.0	3/4	3/4	4/4	2	1	1/4			1/4	1	1	5	35	B1	1	7
1	1	3	3	1.0	3/4	3/4	4/4	2	1	1/4			1/4	1	1	5	47	B2	2	7
1	1	7/2	7/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		0	60	C4	4	2
1	1	7/2	7/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		4	64	E4	4	2
1	1	7/2	7/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		1	67	G4	4	2
2	2	4	4	1.0	0	0	4/4	2	1	1/4			1/4	1	-1	5	35	B1	1	15
2	2	4	4	1.0	0	0	4/4	2	1	1/4			1/4	1	-1	5	47	B2	2	15
2	2	4	4	2.0	0	0	4/4	1	1	1/2			1/2	1	1	0	60	C4	4	8
2	2	4	4	2.0	0	0	4/4	1	1	1/2			1/2	1		4	64	E4	4	8
2	2	4	4	2.0	0	0	4/4	1	1	1/2			1/2	1	1	1	67	G4	4	8
2	2	5	5	1.0	1/4	1/4	4/4	2	1	1/4			1/4	1		3	33	A1	1	16
2	2	5	5	1.0	1/4	1/4	4/4	2	1	1/4			1/4	1		3	45	A2	2	16
2	2	6	6	2.0	1/2	1/2	4/4	2	1	1/2			1/2	1		3	45	A2	2	17
2	2	6	6	2.0	1/2	1/2	4/4	2	1	1/2			1/2	1		3	57	A3	3	17
2	2	6	6	1.0	1/2	1/2	4/4	1	2	1/4			1/4	1	-1	0	60	C4	4	13
2	2	6	6	0.5	1/2	1/2	4/4	1	1	1/8			1/8	1	-1	1	67	G4	4	9
2	2	13/2	13/2	0.5	5/8	5/8	4/4	1	1	1/8			1/8	1		4	64	E4	4	10
2	2	7	7	1.0	3/4	3/4	4/4	1	2	1/4			1/4	1		7	61	C#4	4	14
2	2	7	7	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		-1	65	F4	4	11
2	2	15/2	15/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		1	67	G4	4	12
3	3	8	8	1.0	0	0	4/4	2	1	1/4			1/4	1		1	43	G2	2	22
3	3	8	8	1.0	0	0	4/4	2	1	1/4			1/4	1		1	55	G3	3	22
3	3	8	8	1.0	0	0	4/4	1	1	1/4			1/4	1		7	61	C#4	4	18
3	3	8	8	1.0	0	0	4/4	1	1	1/4			1/4	1		-1	65	F4	4	18
3	3	8	8	1.0	0	0	4/4	1	1	1/4			1/4	1		3	69	A4	4	18
3	3	9	9	1.0	1/4	1/4	4/4	2	1	1/4			1/4	1		-1	41	F2	2	23
3	3	9	9	1.0	1/4	1/4	4/4	2	1	1/4			1/4	1		-1	53	F3	3	23
3	3	9	9	1.0	1/4	1/4	4/4	1	1	1/4			1/4	1		2	62	D4	4	19
3	3	9	9	1.0	1/4	1/4	4/4	1	1	1/4			1/4	1		1	67	G4	4	19
3	3	9	9	1.0	1/4	1/4	4/4	1	1	1/4			1/4	1		5	71	B4	4	19
3	3	10	10	1.0	1/2	1/2	4/4	2	1	1/4			1/4	1		4	40	E2	2	24
3	3	10	10	1.0	1/2	1/2	4/4	2	1	1/4			1/4	1		4	52	E3	3	24
3	3	10	10	1.0	1/2	1/2	4/4	1	1	1/4			1/4	1		4	64	E4	4	20
3	3	10	10	1.0	1/2	1/2	4/4	1	1	1/4			1/4	1		1	67	G4	4	20
3	3	10	10	1.0	1/2	1/2	4/4	1	1	1/4			1/4	1		0	72	C5	5	20
3	3	11	11	1.0	3/4	3/4	4/4	2	1	1/4			1/4	1		2	38	D2	2	25
3	3	11	11	1.0	3/4	3/4	4/4	2	1	1/4			1/4	1		2	50	D3	3	25
3	3	11	11	1.0	3/4	3/4	4/4	1	1	1/4			1/4	1		-1	65	F4	4	21
3	3	11	11	1.0	3/4	3/4	4/4	1	1	1/4			1/4	1		1	67	G4	4	21
3	3	11	11	1.0	3/4	3/4	4/4	1	1	1/4			1/4	1		5	71	B4	4	21
3	3	11	11	1.0	3/4	3/4	4/4	1	1	1/4			1/4	1		2	74	D5	5	21
4	4	12	12	1.5	0	0	4/4	2	1	3/8			1/4	3/2		0	36	C2	2	31
4	4	12	12	1.5	0	0	4/4	2	1	3/8			1/4	3/2		0	48	C3	3	31
4	4	12	12	1.0	0	0	4/4	1	1	1/4			1/4	1		4	64	E4	4	26
4	4	12	12	1.0	0	0	4/4	1	1	1/4			1/4	1		1	67	G4	4	26
4	4	12	12	1.0	0	0	4/4	1	1	1/4			1/4	1		0	72	C5	5	26
4	4	12	12	1.0	0	0	4/4	1	1	1/4			1/4	1		4	76	E5	5	26
4	4	13	13	1.5	1/4	1/4	4/4	1	1	3/8			1/4	3/2		-1	65	F4	4	27
4	4	13	13	1.5	1/4	1/4	4/4	1	1	3/8			1/4	3/2		3	69	A4	4	27
4	4	13	13	1.5	1/4	1/4	4/4	1	1	3/8			1/4	3/2		0	72	C5	5	27
4	4	13	13	1.5	1/4	1/4	4/4	1	1	3/8			1/4	3/2		-1	77	F5	5	27
4	4	27/2	27/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		3	33	A1	1	32
4	4	27/2	27/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		3	45	A2	2	32
4	4	14	14	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		5	35	B1	1	33
4	4	14	14	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		5	47	B2	2	33
4	4	29/2	29/2	0.5	5/8	5/8	4/4	2	1	1/8			1/8	1		0	36	C2	2	34
4	4	29/2	29/2	0.5	5/8	5/8	4/4	2	1	1/8			1/8	1		0	48	C3	3	34
4	4	29/2	29/2	0.5	5/8	5/8	4/4	1	1	1/8			1/8	1		1	67	G4	4	28
4	4	29/2	29/2	0.5	5/8	5/8	4/4	1	1	1/8			1/8	1		0	72	C5	5	28
4	4	29/2	29/2	0.5	5/8	5/8	4/4	1	1	1/8			1/8	1		4	76	E5	5	28
4	4	15	15	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		2	38	D2	2	35
4	4	15	15	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		2	50	D3	3	35
4	4	15	15	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		-1	65	F4	4	29
4	4	15	15	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		1	67	G4	4	29
4	4	15	15	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		5	71	B4	4	29
4	4	15	15	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		2	74	D5	5	29
4	4	31/2	31/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		4	40	E2	2	36
4	4	31/2	31/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		4	52	E3	3	36
4	4	31/2	31/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		4	64	E4	4	30
4	4	31/2	31/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		1	67	G4	4	30
4	4	31/2	31/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		0	72	C5	5	30
5	5	16	16	1.0	0	0	4/4	2	1	1/4		1/8_c32_1	1/4	1		-1	41	F2	2	41
5	5	16	16	1.0	0	0	4/4	2	1	1/4		1/8_c32_2	1/4	1		-1	53	F3	3	42
5	5	16	16	2.0	0	0	4/4	1	1	1/2			1/2	1		2	62	D4	4	37
5	5	16	16	2.0	0	0	4/4	1	1	1/2			1/2	1		3	69	A4	4	37
5	5	16	16	2.0	0	0	4/4	1	1	1/2			1/2	1		0	72	C5	5	37
5	5	16	16	2.0	0	0	4/4	1	1	1/2			1/2	1		2	74	D5	5	37
5	5	17	17	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		-1	41	F2	2	43
5	5	18	18	2.0	1/2	1/2	4/4	2	1	1/2			1/2	1		2	38	D2	2	44
5	5	18	18	2.0	1/2	1/2	4/4	2	1	1/2			1/2	1		2	50	D3	3	44
5	5	18	18	2.0	1/2	1/2	4/4	1	2	1/2			1/2	1		5	59	B3	3	40
5	5	18	18	2.0	1/2	1/2	4/4	1	2	1/2			1/2	1		-1	65	F4	4	40
5	5	18	18	1.5	1/2	1/2	4/4	1	1	3/8			1/4	3/2		3	69	A4	4	38
5	5	39/2	39/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		5	71	B4	4	39
6	6	20	20	0.5	0	0	4/4	2	1	1/8			1/8	1		4	40	E2	2	50
6	6	20	20	0.5	0	0	4/4	2	1	1/8			1/8	1		4	52	E3	3	50
6	6	20	20	2.0	0	0	4/4	1	1	1/2			1/2	1	1	0	60	C4	4	45
6	6	20	20	2.0	0	0	4/4	1	1	1/2			1/2	1	1	4	64	E4	4	45
6	6	20	20	2.0	0	0	4/4	1	1	1/2			1/2	1	1	1	67	G4	4	45
6	6	20	20	2.0	0	0	4/4	1	1	1/2			1/2	1	1	0	72	C5	5	45
6	6	41/2	41/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		-1	41	F2	2	51
6	6	41/2	41/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		-1	53	F3	3	51
6	6	21	21	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		1	43	G2	2	52
6	6	21	21	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		1	55	G3	3	52
6	6	43/2	43/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		8	44	G#2	2	53
6	6	43/2	43/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		8	56	G#3	3	53
6	6	22	22	2.0	1/2	1/2	4/4	2	1	1/2			1/2	1	1	3	45	A2	2	54
6	6	22	22	2.0	1/2	1/2	4/4	2	1	1/2			1/2	1	1	3	57	A3	3	54
6	6	22	22	0.5	1/2	1/2	4/4	1	1	1/8			1/8	1	-1	0	60	C4	4	46
6	6	22	22	0.5	1/2	1/2	4/4	1	1	1/8			1/8	1	-1	4	64	E4	4	46
6	6	22	22	0.5	1/2	1/2	4/4	1	1	1/8			1/8	1	-1	1	67	G4	4	46
6	6	22	22	0.5	1/2	1/2	4/4	1	1	1/8			1/8	1	-1	0	72	C5	5	46
6	6	45/2	45/2	0.5	5/8	5/8	4/4	1	1	1/8			1/8	1		5	71	B4	4	47
6	6	23	23	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		0	72	C5	5	48
6	6	47/2	47/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		2	74	D5	5	49
7	7	24	24	1.0	0	0	4/4	2	1	1/4			1/4	1	-1	3	45	A2	2	64
7	7	24	24	1.0	0	0	4/4	2	1	1/4			1/4	1	-1	3	57	A3	3	64
7	7	24	24	1.0	0	0	4/4	1	1	1/4			1/4	1		6	66	F#4	4	55
7	7	24	24	1.0	0	0	4/4	1	1	1/4			1/4	1		0	72	C5	5	55
7	7	24	24	0.5	0	0	4/4	1	2	1/8			1/8	1		4	76	E5	5	60
7	7	49/2	49/2	0.5	1/8	1/8	4/4	1	2	1/8			1/8	1		2	74	D5	5	61
7	7	25	25	1.0	1/4	1/4	4/4	2	1	1/4			1/4	1		1	43	G2	2	65
7	7	25	25	1.0	1/4	1/4	4/4	2	1	1/4			1/4	1		1	55	G3	3	65
7	7	25	25	1.0	1/4	1/4	4/4	1	1	1/4			1/4	1		1	67	G4	4	56
7	7	25	25	0.5	1/4	1/4	4/4	1	2	1/8			1/8	1		0	72	C5	5	62
7	7	25	25	0.5	1/4	1/4	4/4	1	2	1/8			1/8	1		4	76	E5	5	62
7	7	51/2	51/2	0.5	3/8	3/8	4/4	1	2	1/8			1/8	1		2	74	D5	5	63
7	7	51/2	51/2	0.5	3/8	3/8	4/4	1	2	1/8			1/8	1		-1	77	F5	5	63
7	7	26	26	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		-1	41	F2	2	66
7	7	26	26	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		-1	53	F3	3	66
7	7	26	26	1.0	1/2	1/2	4/4	1	1	1/4			1/4	1		3	69	A4	4	57
7	7	26	26	1.0	1/2	1/2	4/4	1	1	1/4			1/4	1		0	72	C5	5	57
7	7	26	26	1.0	1/2	1/2	4/4	1	1	1/4			1/4	1		4	76	E5	5	57
7	7	26	26	1.0	1/2	1/2	4/4	1	1	1/4			1/4	1		1	79	G5	5	57
7	7	53/2	53/2	0.5	5/8	5/8	4/4	2	1	1/8			1/8	1		2	50	D3	3	67
7	7	27	27	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		4	52	E3	3	68
7	7	27	27	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		2	74	D5	5	58
7	7	27	27	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		-1	77	F5	5	58
7	7	55/2	55/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		-1	53	F3	3	69
7	7	55/2	55/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		0	72	C5	5	59
7	7	55/2	55/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		4	76	E5	5	59
8	8	28	28	4.0	0	0	4/4	2	2	1			1	1		1	55	G3	3	86
8	8	28	28	1.0	0	0	4/4	2	1	1/4			1/4	1		-1	65	F4	4	79
8	8	28	28	0.5	0	0	4/4	1	2	1/8			1/8	1		5	71	B4	4	73
8	8	28	28	0.5	0	0	4/4	1	2	1/8			1/8	1		2	74	D5	5	73
8	8	57/2	57/2	0.5	1/8	1/8	4/4	1	2	1/8			1/8	1		3	69	A4	4	74
8	8	57/2	57/2	0.5	1/8	1/8	4/4	1	2	1/8			1/8	1		0	72	C5	5	74
8	8	29	29	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		4	64	E4	4	80
8	8	29	29	0.5	1/4	1/4	4/4	1	2	1/8			1/8	1		5	71	B4	4	75
8	8	29	29	0.5	1/4	1/4	4/4	1	2	1/8			1/8	1		2	74	D5	5	75
8	8	59/2	59/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		2	62	D4	4	81
8	8	59/2	59/2	0.5	3/8	3/8	4/4	1	2	1/8			1/8	1		0	72	C5	5	76
8	8	59/2	59/2	0.5	3/8	3/8	4/4	1	2	1/8			1/8	1		4	76	E5	5	76
8	8	30	30	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		0	60	C4	4	82
8	8	30	30	1.0	1/2	1/2	4/4	1	2	1/4			1/4	1		3	69	A4	4	77
8	8	30	30	1.0	1/2	1/2	4/4	1	1	1/4			1/4	1		2	74	D5	5	70
8	8	30	30	1.0	1/2	1/2	4/4	1	1	1/4			1/4	1		-1	77	F5	5	70
8	8	61/2	61/2	0.5	5/8	5/8	4/4	2	1	1/8			1/8	1		5	59	B3	3	83
8	8	31	31	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		0	60	C4	4	84
8	8	31	31	1.0	3/4	3/4	4/4	1	2	1/4			1/4	1		1	67	G4	4	78
8	8	31	31	1.0	3/4	3/4	4/4	1	2	1/4			1/4	1		5	71	B4	4	78
8	8	31	31	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		4	76	E5	5	71
8	8	63/2	63/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		2	62	D4	4	85
8	8	63/2	63/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		2	74	D5	5	72
9	9	32	32	4.0	0	0	4/4	2	2	1			1	1		1	55	G3	3	103
9	9	32	32	1.0	0	0	4/4	2	1	1/4			1/4	1		4	64	E4	4	96
9	9	32	32	0.5	0	0	4/4	1	1	1/8			1/8	1		3	69	A4	4	87
9	9	32	32	0.5	0	0	4/4	1	1	1/8			1/8	1		0	72	C5	5	87
9	9	65/2	65/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		1	67	G4	4	88
9	9	65/2	65/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		5	71	B4	4	88
9	9	33	33	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		2	62	D4	4	97
9	9	33	33	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		3	69	A4	4	89
9	9	33	33	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		0	72	C5	5	89
9	9	67/2	67/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		0	60	C4	4	98
9	9	67/2	67/2	0.5	3/8	3/8	4/4	1	1	1/8			1/8	1		5	71	B4	4	90
9	9	67/2	67/2	0.5	3/8	3/8	4/4	1	1	1/8			1/8	1		2	74	D5	5	90
9	9	34	34	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		5	59	B3	3	99
9	9	34	34	1.0	1/2	1/2	4/4	1	2	1/4			1/4	1		1	67	G4	4	94
9	9	34	34	1.0	1/2	1/2	4/4	1	1	1/4			1/4	1		0	72	C5	5	91
9	9	34	34	1.0	1/2	1/2	4/4	1	1	1/4			1/4	1		4	76	E5	5	91
9	9	69/2	69/2	0.5	5/8	5/8	4/4	2	1	1/8			1/8	1		3	57	A3	3	100
9	9	35	35	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		5	59	B3	3	101
9	9	35	35	1.0	3/4	3/4	4/4	1	2	1/4			1/4	1		-1	65	F4	4	95
9	9	35	35	1.0	3/4	3/4	4/4	1	2	1/4			1/4	1		3	69	A4	4	95
9	9	35	35	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		2	74	D5	5	92
9	9	71/2	71/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		0	60	C4	4	102
9	9	71/2	71/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		0	72	C5	5	93
10	10	36	36	4.0	0	0	4/4	2	2	1			1	1		1	55	G3	3	120
10	10	36	36	0.5	0	0	4/4	2	1	1/8			1/8	1		2	62	D4	4	112
10	10	36	36	0.5	0	0	4/4	1	1	1/8			1/8	1		-1	65	F4	4	104
10	10	36	36	0.5	0	0	4/4	1	1	1/8			1/8	1		5	71	B4	4	104
10	10	73/2	73/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		5	59	B3	3	113
10	10	73/2	73/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		3	69	A4	4	105
10	10	73/2	73/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		2	74	D5	5	105
10	10	37	37	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		4	64	E4	4	114
10	10	37	37	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		1	67	G4	4	106
10	10	37	37	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		0	72	C5	5	106
10	10	75/2	75/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		2	62	D4	4	115
10	10	75/2	75/2	0.5	3/8	3/8	4/4	1	1	1/8			1/8	1		-1	65	F4	4	107
10	10	75/2	75/2	0.5	3/8	3/8	4/4	1	1	1/8			1/8	1		5	71	B4	4	107
10	10	38	38	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		0	60	C4	4	116
10	10	38	38	0.5	1/2	1/2	4/4	1	1	1/8			1/8	1		4	64	E4	4	108
10	10	38	38	0.5	1/2	1/2	4/4	1	1	1/8			1/8	1		3	69	A4	4	108
10	10	77/2	77/2	0.5	5/8	5/8	4/4	2	1	1/8			1/8	1		3	57	A3	3	117
10	10	77/2	77/2	0.5	5/8	5/8	4/4	1	1	1/8			1/8	1		1	67	G4	4	109
10	10	77/2	77/2	0.5	5/8	5/8	4/4	1	1	1/8			1/8	1		0	72	C5	5	109
10	10	39	39	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		2	62	D4	4	118
10	10	39	39	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		-1	65	F4	4	110
10	10	39	39	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		5	71	B4	4	110
10	10	79/2	79/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		0	60	C4	4	119
10	10	79/2	79/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		4	64	E4	4	111
10	10	79/2	79/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		3	69	A4	4	111
11	11	40	40	4.0	0	0	4/4	2	2	1			1	1		1	55	G3	3	137
11	11	40	40	0.5	0	0	4/4	2	1	1/8			1/8	1		5	59	B3	3	129
11	11	40	40	0.5	0	0	4/4	1	1	1/8			1/8	1		2	62	D4	4	121
11	11	40	40	0.5	0	0	4/4	1	1	1/8			1/8	1		1	67	G4	4	121
11	11	81/2	81/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		2	62	D4	4	130
11	11	81/2	81/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		6	66	F#4	4	122
11	11	81/2	81/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		5	71	B4	4	122
11	11	41	41	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		0	60	C4	4	131
11	11	41	41	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		-1	65	F4	4	123
11	11	41	41	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		3	69	A4	4	123
11	11	83/2	83/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		3	57	A3	3	132
11	11	83/2	83/2	0.5	3/8	3/8	4/4	1	1	1/8			1/8	1		4	64	E4	4	124
11	11	83/2	83/2	0.5	3/8	3/8	4/4	1	1	1/8			1/8	1		0	72	C5	5	124
11	11	42	42	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		2	62	D4	4	133
11	11	42	42	0.5	1/2	1/2	4/4	1	1	1/8			1/8	1		-1	65	F4	4	125
11	11	42	42	0.5	1/2	1/2	4/4	1	1	1/8			1/8	1		5	71	B4	4	125
11	11	85/2	85/2	0.5	5/8	5/8	4/4	2	1	1/8			1/8	1		5	59	B3	3	134
11	11	85/2	85/2	0.5	5/8	5/8	4/4	1	1	1/8			1/8	1		3	69	A4	4	126
11	11	85/2	85/2	0.5	5/8	5/8	4/4	1	1	1/8			1/8	1		2	74	D5	5	126
11	11	43	43	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		4	64	E4	4	135
11	11	43	43	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		1	67	G4	4	127
11	11	43	43	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		0	72	C5	5	127
11	11	87/2	87/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		0	60	C4	4	136
11	11	87/2	87/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		6	66	F#4	4	128
11	11	87/2	87/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		4	76	E5	5	128
12	12	44	44	4.0	0	0	4/4	2	2	1			1	1		1	55	G3	3	154
12	12	44	44	0.5	0	0	4/4	2	1	1/8			1/8	1		-1	65	F4	4	146
12	12	44	44	0.5	0	0	4/4	1	1	1/8			1/8	1		3	69	A4	4	138
12	12	44	44	0.5	0	0	4/4	1	1	1/8			1/8	1		2	74	D5	5	138
12	12	89/2	89/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		4	64	E4	4	147
12	12	89/2	89/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		1	67	G4	4	139
12	12	89/2	89/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		7	73	C#5	5	139
12	12	45	45	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		2	62	D4	4	148
12	12	45	45	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		-2	70	Bb4	4	140
12	12	45	45	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		2	74	D5	5	140
12	12	91/2	91/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		7	61	C#4	4	149
12	12	91/2	91/2	0.5	3/8	3/8	4/4	1	1	1/8			1/8	1		3	69	A4	4	141
12	12	91/2	91/2	0.5	3/8	3/8	4/4	1	1	1/8			1/8	1		4	76	E5	5	141
12	12	46	46	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		2	62	D4	4	150
12	12	46	46	0.5	1/2	1/2	4/4	1	1	1/8			1/8	1		8	68	G#4	4	142
12	12	46	46	0.5	1/2	1/2	4/4	1	1	1/8			1/8	1		-1	77	F5	5	142
12	12	93/2	93/2	0.5	5/8	5/8	4/4	2	1	1/8			1/8	1		4	64	E4	4	151
12	12	93/2	93/2	0.5	5/8	5/8	4/4	1	1	1/8			1/8	1		1	67	G4	4	143
12	12	93/2	93/2	0.5	5/8	5/8	4/4	1	1	1/8			1/8	1		7	73	C#5	5	143
12	12	47	47	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		-1	65	F4	4	152
12	12	47	47	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		3	69	A4	4	144
12	12	47	47	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		2	74	D5	5	144
12	12	95/2	95/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		1	67	G4	4	153
12	12	95/2	95/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		-2	70	Bb4	4	145
12	12	95/2	95/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		4	76	E5	5	145
13	13	48	48	2.0	0	0	4/4	2	2	1/2			1/2	1		1	55	G3	3	173
13	13	48	48	0.5	0	0	4/4	2	1	1/8			1/8	1		-4	68	Ab4	4	163
13	13	48	48	0.5	0	0	4/4	1	1	1/8			1/8	1		5	71	B4	4	155
13	13	48	48	0.5	0	0	4/4	1	1	1/8			1/8	1		-1	77	F5	5	155
13	13	97/2	97/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		1	67	G4	4	164
13	13	97/2	97/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		-2	70	Bb4	4	156
13	13	97/2	97/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		7	73	C#5	5	156
13	13	49	49	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		-1	65	F4	4	165
13	13	49	49	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		3	69	A4	4	157
13	13	49	49	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		2	74	D5	5	157
13	13	99/2	99/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		7	61	C#4	4	166
13	13	99/2	99/2	0.5	3/8	3/8	4/4	1	1	1/8			1/8	1		10	70	A#4	4	158
13	13	99/2	99/2	0.5	3/8	3/8	4/4	1	1	1/8			1/8	1		4	76	E5	5	158
13	13	50	50	2.0	1/2	1/2	4/4	2	2	1/2			1/2	1		1	55	G3	3	174
