mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
131	131	523	523	0.25	3/4	3/4	4/4	1	1	1/16			1/16	1	-1	-1	89	F6	6	2138
131	131	2093/4	2093/4	0.25	13/16	13/16	4/4	1	1	1/16			1/16	1		-3	87	Eb6	6	2139
131	131	1047/2	1047/2	0.25	7/8	7/8	4/4	2	1	1/16			1/16	1		5	59	B3	3	2165
131	131	1047/2	1047/2	0.25	7/8	7/8	4/4	1	2	1/16			1/16	1		-4	80	Ab5	5	2153
131	131	1047/2	1047/2	0.25	7/8	7/8	4/4	1	1	1/16			1/16	1		2	86	D6	6	2140
131	131	2095/4	2095/4	0.25	15/16	15/16	4/4	2	1	1/16			1/16	1		2	62	D4	4	2166
131	131	2095/4	2095/4	0.25	15/16	15/16	4/4	1	2	1/16			1/16	1		-1	77	F5	5	2154
131	131	2095/4	2095/4	0.25	15/16	15/16	4/4	1	1	1/16			1/16	1		0	84	C6	6	2141
132	132	524	524	0.5	0	0	4/4	2	1	1/8			1/8	1	-1	2	50	D3	3	2198
132	132	524	524	0.5	0	0	4/4	1	2	1/8			1/8	1		-1	77	F5	5	2188
132	132	524	524	0.5	0	0	4/4	1	2	1/8			1/8	1		-4	80	Ab5	5	2188
132	132	524	524	0.25	0	0	4/4	1	1	1/16			1/16	1		5	83	B5	5	2176
132	132	2097/4	2097/4	0.25	1/16	1/16	4/4	1	1	1/16			1/16	1		2	86	D6	6	2177
132	132	1049/2	1049/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		-3	51	Eb3	3	2199
132	132	1049/2	1049/2	0.5	1/8	1/8	4/4	1	2	1/8			1/8	1		1	79	G5	5	2189
132	132	1049/2	1049/2	0.25	1/8	1/8	4/4	1	1	1/16			1/16	1		0	84	C6	6	2178
132	132	2099/4	2099/4	0.25	3/16	3/16	4/4	1	1	1/16			1/16	1		-2	82	Bb5	5	2179
132	132	525	525	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		4	52	E3	3	2200
132	132	525	525	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		-2	58	Bb3	3	2200
132	132	525	525	0.5	1/4	1/4	4/4	1	2	1/8			1/8	1		-5	73	Db5	5	2190
132	132	525	525	0.25	1/4	1/4	4/4	1	1	1/16			1/16	1		3	81	A5	5	2180
132	132	2101/4	2101/4	0.25	5/16	5/16	4/4	1	1	1/16			1/16	1		0	84	C6	6	2181
132	132	1051/2	1051/2	0.25	3/8	3/8	4/4	2	1	1/16			1/16	1		-1	53	F3	3	2201
132	132	1051/2	1051/2	0.25	3/8	3/8	4/4	2	1	1/16			1/16	1		0	60	C4	4	2201
132	132	1051/2	1051/2	0.25	3/8	3/8	4/4	1	2	1/16			1/16	1		-3	75	Eb5	5	2191
132	132	1051/2	1051/2	0.25	3/8	3/8	4/4	1	1	1/16			1/16	1		-2	82	Bb5	5	2182
132	132	2103/4	2103/4	0.25	7/16	7/16	4/4	2	1	1/16			1/16	1		6	54	F#3	3	2202
132	132	2103/4	2103/4	0.25	7/16	7/16	4/4	2	1	1/16			1/16	1		2	62	D4	4	2202
132	132	2103/4	2103/4	0.25	7/16	7/16	4/4	1	2	1/16			1/16	1		0	72	C5	5	2192
132	132	2103/4	2103/4	0.25	7/16	7/16	4/4	1	1	1/16			1/16	1		3	81	A5	5	2183
132	132	526	526	0.25	1/2	1/2	4/4	2	1	1/16			1/16	1		1	55	G3	3	2203
132	132	526	526	0.25	1/2	1/2	4/4	2	1	1/16			1/16	1		-3	63	Eb4	4	2203
132	132	526	526	0.5	1/2	1/2	4/4	1	2	1/8			1/8	1		-2	70	Bb4	4	2193
132	132	526	526	0.5	1/2	1/2	4/4	1	1	1/8			1/8	1		1	79	G5	5	2184
132	132	2105/4	2105/4	0.25	9/16	9/16	4/4	2	1	1/16			1/16	1		-3	51	Eb3	3	2204
132	132	1053/2	1053/2	0.25	5/8	5/8	4/4	2	1	1/16			1/16	1		-1	53	F3	3	2205
132	132	1053/2	1053/2	0.5	5/8	5/8	4/4	1	2	1/8			1/8	1		-3	75	Eb5	5	2194
132	132	1053/2	1053/2	0.5	5/8	5/8	4/4	1	1	1/8			1/8	1		3	81	A5	5	2185
132	132	2107/4	2107/4	0.25	11/16	11/16	4/4	2	1	1/16			1/16	1		6	54	F#3	3	2206
132	132	527	527	0.25	3/4	3/4	4/4	2	1	1/16			1/16	1		1	55	G3	3	2207
132	132	527	527	0.5	3/4	3/4	4/4	1	2	1/8			1/8	1		-5	73	Db5	5	2195
132	132	527	527	0.5	3/4	3/4	4/4	1	1	1/8			1/8	1		-2	82	Bb5	5	2186
132	132	2109/4	2109/4	0.25	13/16	13/16	4/4	2	1	1/16			1/16	1		-1	53	F3	3	2208
132	132	1055/2	1055/2	0.25	7/8	7/8	4/4	2	1	1/16			1/16	1		1	55	G3	3	2209
132	132	1055/2	1055/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		-3	75	Eb5	5	2187
132	132	1055/2	1055/2	0.25	7/8	7/8	4/4	1	2	1/16			1/16	1		1	79	G5	5	2196
132	132	1055/2	1055/2	0.5	7/8	7/8	4/4	1	1	1/8			1/8	1		0	84	C6	6	2187
132	132	2111/4	2111/4	0.25	15/16	15/16	4/4	2	1	1/16			1/16	1		3	57	A3	3	2210
132	132	2111/4	2111/4	0.25	15/16	15/16	4/4	1	2	1/16			1/16	1		-6	78	Gb5	5	2197
133	133	528	528	0.25	0	0	4/4	2	1	1/16			1/16	1		-2	58	Bb3	3	2231
133	133	528	528	0.5	0	0	4/4	1	2	1/8			1/8	1		-1	77	F5	5	2215
133	133	528	528	0.5	0	0	4/4	1	1	1/8			1/8	1		2	86	D6	6	2211
133	133	2113/4	2113/4	0.25	1/16	1/16	4/4	2	1	1/16			1/16	1		3	57	A3	3	2232
133	133	1057/2	1057/2	0.25	1/8	1/8	4/4	2	1	1/16			1/16	1		-2	58	Bb3	3	2233
133	133	1057/2	1057/2	0.25	1/8	1/8	4/4	1	2	1/16			1/16	1		1	79	G5	5	2216
133	133	1057/2	1057/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		3	81	A5	5	2212
133	133	1057/2	1057/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1		-3	87	Eb6	6	2212
133	133	2115/4	2115/4	0.25	3/16	3/16	4/4	2	1	1/16			1/16	1		0	60	C4	4	2234
133	133	2115/4	2115/4	0.25	3/16	3/16	4/4	1	2	1/16			1/16	1		-6	78	Gb5	5	2217
133	133	529	529	0.25	1/4	1/4	4/4	2	1	1/16			1/16	1		2	62	D4	4	2235
133	133	529	529	0.25	1/4	1/4	4/4	1	2	1/16			1/16	1		-2	82	Bb5	5	2218
133	133	529	529	0.25	1/4	1/4	4/4	1	2	1/16			1/16	1		0	84	C6	6	2218
133	133	529	529	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		-1	89	F6	6	2213
133	133	2117/4	2117/4	0.25	5/16	5/16	4/4	2	1	1/16			1/16	1		0	60	C4	4	2236
133	133	2117/4	2117/4	0.25	5/16	5/16	4/4	1	2	1/16			1/16	1		3	81	A5	5	2219
133	133	1059/2	1059/2	0.25	3/8	3/8	4/4	2	1	1/16			1/16	1		2	62	D4	4	2237
133	133	1059/2	1059/2	0.25	3/8	3/8	4/4	1	2	1/16			1/16	1		-4	80	Ab5	5	2220
133	133	1059/2	1059/2	0.5	3/8	3/8	4/4	1	1	1/8			1/8	1		1	91	G6	6	2214
133	133	2119/4	2119/4	0.25	7/16	7/16	4/4	2	1	1/16			1/16	1		-3	63	Eb4	4	2238
133	133	2119/4	2119/4	0.25	7/16	7/16	4/4	1	2	1/16			1/16	1		-6	78	Gb5	5	2221
133	133	530	530	2.0	1/2	1/2	4/4	2	2	1/2			1/2	1		-1	53	F3	3	2243
133	133	530	530	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		-2	58	Bb3	3	2239
133	133	530	530	2.0	1/2	1/2	4/4	2	2	1/2			1/2	1		-3	63	Eb4	4	2243
133	133	530	530	0.5	1/2	1/2	4/4	1	2	1/8			1/8	1		0	84	C6	6	2222
133	133	1061/2	1061/2	0.25	5/8	5/8	4/4	2	1	1/16			1/16	1		3	57	A3	3	2240
133	133	2123/4	2123/4	0.25	11/16	11/16	4/4	2	1	1/16			1/16	1		1	55	G3	3	2241
133	133	531	531	0.0	3/4	3/4	4/4	1	2	0	grace16		1/16	2/3		5	83	B5	5	2223
133	133	531	531	0.0	3/4	3/4	4/4	1	2	0	grace16		1/16	2/3		0	84	C6	6	2224
133	133	531	531	1.0	3/4	3/4	4/4	2	1	1/4			1/4	1		3	57	A3	3	2242
133	133	531	531	0.16666666666666666	3/4	3/4	4/4	1	2	1/24			1/16	2/3		3	93	A6	6	2225
133	133	3187/6	3187/6	0.16666666666666666	19/24	19/24	4/4	1	2	1/24			1/16	2/3		1	91	G6	6	2226
133	133	1594/3	1594/3	0.16666666666666666	5/6	5/6	4/4	1	2	1/24			1/16	2/3		-1	89	F6	6	2227
133	133	1063/2	1063/2	0.16666666666666666	7/8	7/8	4/4	1	2	1/24			1/16	2/3		-3	87	Eb6	6	2228
133	133	1595/3	1595/3	0.16666666666666666	11/12	11/12	4/4	1	2	1/24			1/16	2/3		2	86	D6	6	2229
133	133	3191/6	3191/6	0.16666666666666666	23/24	23/24	4/4	1	2	1/24			1/16	2/3		0	84	C6	6	2230
134	134	532	532	0.5	0	0	4/4	2	2	1/8			1/8	1		1	55	G3	3	2261
134	134	532	532	1.0	0	0	4/4	2	1	1/4			1/4	1		2	62	D4	4	2257
134	134	532	532	0.25	0	0	4/4	1	1	1/16			1/16	1		-2	82	Bb5	5	2244
134	134	2129/4	2129/4	0.25	1/16	1/16	4/4	1	1	1/16			1/16	1		6	66	F#4	4	2245
134	134	1065/2	1065/2	0.5	1/8	1/8	4/4	2	2	1/8			1/8	1		2	50	D3	3	2262
134	134	1065/2	1065/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1	1	1	67	G4	4	2246
134	134	533	533	0.5	1/4	1/4	4/4	2	2	1/8			1/8	1		4	52	E3	3	2263
134	134	533	533	1.0	1/4	1/4	4/4	2	1	1/4			1/4	1		-5	61	Db4	4	2258
134	134	533	533	0.3333333333333333	1/4	1/4	4/4	1	1	1/12			1/8	2/3	-1	1	67	G4	4	2247
134	134	1600/3	1600/3	0.3333333333333333	1/3	1/3	4/4	1	1	1/12			1/8	2/3		3	69	A4	4	2248
134	134	1067/2	1067/2	0.5	3/8	3/8	4/4	2	2	1/8			1/8	1		-1	53	F3	3	2264
134	134	1601/3	1601/3	0.3333333333333333	5/12	5/12	4/4	1	1	1/12			1/8	2/3		-2	70	Bb4	4	2249
134	134	534	534	0.5	1/2	1/2	4/4	2	2	1/8			1/8	1		6	54	F#3	3	2265
134	134	534	534	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		0	60	C4	4	2259
134	134	534	534	0.25	1/2	1/2	4/4	1	1	1/16			1/16	1		2	74	D5	5	2250
134	134	2137/4	2137/4	0.25	9/16	9/16	4/4	1	1	1/16			1/16	1		3	69	A4	4	2251
134	134	1069/2	1069/2	0.5	5/8	5/8	4/4	2	2	1/8			1/8	1		1	55	G3	3	2266
134	134	1069/2	1069/2	1.5	5/8	5/8	4/4	2	1	3/8			1/4	3/2	1	-2	58	Bb3	3	2260
134	134	1069/2	1069/2	0.5	5/8	5/8	4/4	1	1	1/8			1/8	1		-2	70	Bb4	4	2252
134	134	535	535	0.5	3/4	3/4	4/4	2	2	1/8			1/8	1		-1	53	F3	3	2267
134	134	535	535	1.0	3/4	3/4	4/4	1	2	1/4			1/4	1	1	1	67	G4	4	2256
134	134	535	535	0.3333333333333333	3/4	3/4	4/4	1	1	1/12			1/8	2/3		-2	70	Bb4	4	2253
134	134	1606/3	1606/3	0.3333333333333333	5/6	5/6	4/4	1	1	1/12			1/8	2/3		0	72	C5	5	2254
134	134	1071/2	1071/2	0.5	7/8	7/8	4/4	2	2	1/8			1/8	1		4	52	E3	3	2268
134	134	1607/3	1607/3	0.3333333333333333	11/12	11/12	4/4	1	1	1/12			1/8	2/3		7	73	C#5	5	2255
135	135	536	536	0.5	0	0	4/4	2	2	1/8			1/8	1		-1	53	F3	3	2293
135	135	536	536	0.5	0	0	4/4	2	1	1/8			1/8	1	-1	-2	58	Bb3	3	2288
135	135	536	536	0.5	0	0	4/4	1	2	1/8			1/8	1	-1	1	67	G4	4	2281
135	135	536	536	0.25	0	0	4/4	1	1	1/16			1/16	1		4	76	E5	5	2269
135	135	2145/4	2145/4	0.25	1/16	1/16	4/4	1	1	1/16			1/16	1		7	73	C#5	5	2270
135	135	1073/2	1073/2	0.5	1/8	1/8	4/4	2	2	1/8			1/8	1		6	54	F#3	3	2294
135	135	1073/2	1073/2	0.5	1/8	1/8	4/4	2	1	1/8			1/8	1		3	57	A3	3	2289
135	135	1073/2	1073/2	0.5	1/8	1/8	4/4	1	2	1/8			1/8	1		0	72	C5	5	2282
135	135	1073/2	1073/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1	1	2	74	D5	5	2271
135	135	537	537	0.5	1/4	1/4	4/4	2	2	1/8			1/8	1		1	55	G3	3	2295
135	135	537	537	1.0	1/4	1/4	4/4	2	1	1/4			1/4	1	1	1	55	G3	3	2290
135	135	537	537	1.0	1/4	1/4	4/4	1	2	1/4			1/4	1	1	-2	70	Bb4	4	2283
135	135	537	537	0.3333333333333333	1/4	1/4	4/4	1	1	1/12			1/8	2/3	-1	2	74	D5	5	2272
135	135	1612/3	1612/3	0.3333333333333333	1/3	1/3	4/4	1	1	1/12			1/8	2/3		4	76	E5	5	2273
135	135	1075/2	1075/2	0.5	3/8	3/8	4/4	2	2	1/8			1/8	1		4	52	E3	3	2296
135	135	1613/3	1613/3	0.3333333333333333	5/12	5/12	4/4	1	1	1/12			1/8	2/3		-1	77	F5	5	2274
135	135	538	538	0.5	1/2	1/2	4/4	2	2	1/8			1/8	1		7	49	C#3	3	2297
135	135	538	538	1.5	1/2	1/2	4/4	2	1	3/8			1/4	3/2	-1	1	55	G3	3	2291
135	135	538	538	0.5	1/2	1/2	4/4	1	2	1/8			1/8	1	-1	-2	70	Bb4	4	2284
135	135	538	538	0.5	1/2	1/2	4/4	1	2	1/8			1/8	1		4	76	E5	5	2284
135	135	538	538	0.25	1/2	1/2	4/4	1	1	1/16			1/16	1		3	81	A5	5	2275
135	135	2153/4	2153/4	0.25	9/16	9/16	4/4	1	1	1/16			1/16	1		6	78	F#5	5	2276
135	135	1077/2	1077/2	0.5	5/8	5/8	4/4	2	2	1/8			1/8	1		2	50	D3	3	2298
135	135	1077/2	1077/2	0.5	5/8	5/8	4/4	1	2	1/8			1/8	1		5	71	B4	4	2285
135	135	1077/2	1077/2	0.5	5/8	5/8	4/4	1	2	1/8			1/8	1		-1	77	F5	5	2285
135	135	1077/2	1077/2	0.5	5/8	5/8	4/4	1	1	1/8			1/8	1	1	1	79	G5	5	2277
135	135	539	539	0.5	3/4	3/4	4/4	2	2	1/8			1/8	1		4	52	E3	3	2299
135	135	539	539	0.5	3/4	3/4	4/4	1	2	1/8			1/8	1		2	74	D5	5	2286
135	135	539	539	0.3333333333333333	3/4	3/4	4/4	1	1	1/12			1/8	2/3	-1	1	79	G5	5	2278
135	135	1618/3	1618/3	0.3333333333333333	5/6	5/6	4/4	1	1	1/12			1/8	2/3		3	81	A5	5	2279
135	135	1079/2	1079/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		-1	53	F3	3	2292
135	135	1079/2	1079/2	0.5	7/8	7/8	4/4	2	2	1/8			1/8	1		-1	53	F3	3	2300
135	135	1079/2	1079/2	0.5	7/8	7/8	4/4	1	2	1/8			1/8	1	1	-5	73	Db5	5	2287
135	135	1619/3	1619/3	0.3333333333333333	11/12	11/12	4/4	1	1	1/12			1/8	2/3	1	-2	82	Bb5	5	2280
136	136	540	540	2.0	0	0	4/4	2	2	1/2			1/2	1		-6	54	Gb3	3	2326
136	136	540	540	0.5	0	0	4/4	1	2	1/8			1/8	1	-1	-5	73	Db5	5	2315
136	136	540	540	0.25	0	0	4/4	1	1	1/16			1/16	1	-1	-2	82	Bb5	5	2301
136	136	2161/4	2161/4	0.25	1/16	1/16	4/4	1	1	1/16			1/16	1		3	81	A5	5	2302
136	136	1081/2	1081/2	1.0	1/8	1/8	4/4	1	2	1/4			1/4	1		0	72	C5	5	2316
136	136	1081/2	1081/2	1.0	1/8	1/8	4/4	1	2	1/4			1/4	1		4	76	E5	5	2316
136	136	1081/2	1081/2	0.5	1/8	1/8	4/4	1	1	1/8			1/8	1	1	-2	82	Bb5	5	2303
136	136	2163/4	2163/4	0.25	3/16	3/16	4/4	2	1	1/16			1/16	1		0	60	C4	4	2319
136	136	541	541	0.75	1/4	1/4	4/4	2	1	3/16			1/8	3/2		-3	63	Eb4	4	2320
136	136	541	541	0.25	1/4	1/4	4/4	1	1	1/16			1/16	1	-1	-2	82	Bb5	5	2304
136	136	2165/4	2165/4	0.25	5/16	5/16	4/4	1	1	1/16			1/16	1		3	81	A5	5	2305
136	136	1083/2	1083/2	1.0	3/8	3/8	4/4	1	2	1/4			1/4	1		0	72	C5	5	2317
136	136	1083/2	1083/2	1.0	3/8	3/8	4/4	1	2	1/4			1/4	1		4	76	E5	5	2317
136	136	1083/2	1083/2	0.5	3/8	3/8	4/4	1	1	1/8			1/8	1	1	-2	82	Bb5	5	2306
136	136	2167/4	2167/4	0.25	7/16	7/16	4/4	2	1	1/16			1/16	1		0	60	C4	4	2321
136	136	542	542	2.0	1/2	1/2	4/4	2	2	1/2			1/2	1		1	55	G3	3	2327
136	136	542	542	0.75	1/2	1/2	4/4	2	1	3/16			1/8	3/2		-3	63	Eb4	4	2322
136	136	542	542	0.25	1/2	1/2	4/4	1	1	1/16			1/16	1	-1	-2	82	Bb5	5	2307
136	136	2169/4	2169/4	0.25	9/16	9/16	4/4	1	1	1/16			1/16	1		3	81	A5	5	2308
136	136	1085/2	1085/2	1.5	5/8	5/8	4/4	1	2	3/8			1/4	3/2		-5	73	Db5	5	2318
136	136	1085/2	1085/2	1.5	5/8	5/8	4/4	1	2	3/8			1/4	3/2		4	76	E5	5	2318
136	136	1085/2	1085/2	0.5	5/8	5/8	4/4	1	1	1/8			1/8	1	1	-2	82	Bb5	5	2309
136	136	2171/4	2171/4	0.25	11/16	11/16	4/4	2	1	1/16			1/16	1		-5	61	Db4	4	2323
136	136	543	543	0.75	3/4	3/4	4/4	2	1	3/16			1/8	3/2		-3	63	Eb4	4	2324
136	136	543	543	0.25	3/4	3/4	4/4	1	1	1/16			1/16	1	-1	-2	82	Bb5	5	2310
136	136	2173/4	2173/4	0.125	13/16	13/16	4/4	1	1	1/32			1/32	1		-7	83	Cb6	6	2311
136	136	4347/8	4347/8	0.125	27/32	27/32	4/4	1	1	1/32			1/32	1		-2	82	Bb5	5	2312
136	136	1087/2	1087/2	0.25	7/8	7/8	4/4	1	1	1/16			1/16	1		3	81	A5	5	2313
136	136	2175/4	2175/4	0.25	15/16	15/16	4/4	2	1	1/16			1/16	1		-5	61	Db4	4	2325
136	136	2175/4	2175/4	0.25	15/16	15/16	4/4	1	1	1/16			1/16	1		-2	82	Bb5	5	2314
137	137	544	544	0.3333333333333333	0	0	4/4	2	2	1/12			1/8	2/3		-4	44	Ab2	2	2339
137	137	544	544	1.0	0	0	4/4	1	1	1/4			1/4	1		-1	77	F5	5	2328
137	137	544	544	1.0	0	0	4/4	1	1	1/4			1/4	1		-4	80	Ab5	5	2328
137	137	544	544	1.0	0	0	4/4	1	1	1/4			1/4	1		-3	87	Eb6	6	2328
137	137	1633/3	1633/3	0.3333333333333333	1/12	1/12	4/4	2	2	1/12			1/8	2/3		-1	53	F3	3	2340
137	137	1634/3	1634/3	0.3333333333333333	1/6	1/6	4/4	2	2	1/12			1/8	2/3		-7	59	Cb4	4	2341
137	137	545	545	0.3333333333333333	1/4	1/4	4/4	2	2	1/12			1/8	2/3		-4	56	Ab3	3	2342
137	137	545	545	0.5	1/4	1/4	4/4	1	1	1/8			1/8	1		-5	85	Db6	6	2329
137	137	1636/3	1636/3	0.3333333333333333	1/3	1/3	4/4	2	2	1/12			1/8	2/3		-7	59	Cb4	4	2343
137	137	1091/2	1091/2	0.5	3/8	3/8	4/4	1	1	1/8			1/8	1		0	84	C6	6	2330
137	137	1637/3	1637/3	0.3333333333333333	5/12	5/12	4/4	2	2	1/12			1/8	2/3		-5	61	Db4	4	2344
137	137	546	546	1.0	1/2	1/2	4/4	2	2	1/4			1/4	1	1	-4	56	Ab3	3	2345
137	137	546	546	1.0	1/2	1/2	4/4	2	1	1/4			1/4	1		2	62	D4	4	2337
137	137	546	546	0.3333333333333333	1/2	1/2	4/4	1	1	1/12			1/8	2/3		-7	83	Cb6	6	2331
137	137	1639/3	1639/3	0.3333333333333333	7/12	7/12	4/4	1	1	1/12			1/8	2/3		-2	82	Bb5	5	2332
137	137	1640/3	1640/3	0.3333333333333333	2/3	2/3	4/4	1	1	1/12			1/8	2/3		-1	77	F5	5	2333
137	137	547	547	1.0	3/4	3/4	4/4	2	2	1/4			1/4	1	-1	-4	56	Ab3	3	2346
137	137	547	547	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		-1	65	F4	4	2338
137	137	547	547	0.3333333333333333	3/4	3/4	4/4	1	1	1/12			1/8	2/3		-4	80	Ab5	5	2334
137	137	1642/3	1642/3	0.5	5/6	5/6	4/4	1	1	1/8			1/8	1		-6	78	Gb5	5	2335
137	137	3287/6	3287/6	0.16666666666666666	23/24	23/24	4/4	1	1	1/24			1/16	2/3		-1	77	F5	5	2336
138	138	548	548	0.0	0	0	4/4	1	1	0	acciaccatura		1/8	1		-3	75	Eb5	5	2347
138	138	548	548	0.25	0	0	4/4	2	1	1/16			1/16	1		1	55	G3	3	2361
138	138	548	548	1.0	0	0	4/4	1	1	1/4			1/4	1		-2	82	Bb5	5	2348
138	138	2193/4	2193/4	0.25	1/16	1/16	4/4	2	1	1/16			1/16	1		-1	53	F3	3	2362
138	138	1097/2	1097/2	0.25	1/8	1/8	4/4	2	1	1/16			1/16	1		2	50	D3	3	2363
138	138	2195/4	2195/4	0.25	3/16	3/16	4/4	2	1	1/16			1/16	1		-3	51	Eb3	3	2364
138	138	549	549	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		0	60	C4	4	2365
138	138	549	549	1.0	1/4	1/4	4/4	1	2	1/4			1/4	1		-3	75	Eb5	5	2358
138	138	549	549	0.25	1/4	1/4	4/4	1	1	1/16			1/16	1		-2	82	Bb5	5	2349
138	138	2197/4	2197/4	0.25	5/16	5/16	4/4	1	1	1/16			1/16	1		1	79	G5	5	2350
138	138	1099/2	1099/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		-2	58	Bb3	3	2366
138	138	1099/2	1099/2	0.25	3/8	3/8	4/4	1	1	1/16			1/16	1		-4	80	Ab5	5	2351
138	138	2199/4	2199/4	0.25	7/16	7/16	4/4	1	1	1/16			1/16	1		-2	82	Bb5	5	2352
138	138	550	550	0.25	1/2	1/2	4/4	2	1	1/16			1/16	1		-4	56	Ab3	3	2367
138	138	550	550	0.5	1/2	1/2	4/4	1	2	1/8			1/8	1		0	72	C5	5	2359
138	138	550	550	1.0	1/2	1/2	4/4	1	1	1/4			1/4	1	1	0	84	C6	6	2353
138	138	2201/4	2201/4	0.25	9/16	9/16	4/4	2	1	1/16			1/16	1		1	55	G3	3	2368
138	138	1101/2	1101/2	0.25	5/8	5/8	4/4	2	1	1/16			1/16	1		4	52	E3	3	2369
138	138	2203/4	2203/4	0.25	11/16	11/16	4/4	2	1	1/16			1/16	1		-1	53	F3	3	2370
138	138	551	551	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		2	62	D4	4	2371
138	138	551	551	1.0	3/4	3/4	4/4	1	2	1/4			1/4	1		-1	77	F5	5	2360
138	138	551	551	0.25	3/4	3/4	4/4	1	1	1/16			1/16	1	-1	0	84	C6	6	2354
138	138	2205/4	2205/4	0.25	13/16	13/16	4/4	1	1	1/16			1/16	1		-4	80	Ab5	5	2355
138	138	1103/2	1103/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		0	60	C4	4	2372
138	138	1103/2	1103/2	0.25	7/8	7/8	4/4	1	1	1/16			1/16	1		-2	82	Bb5	5	2356
138	138	2207/4	2207/4	0.25	15/16	15/16	4/4	1	1	1/16			1/16	1		0	84	C6	6	2357
139	139	552	552	0.25	0	0	4/4	2	1	1/16			1/16	1		-7	59	Cb4	4	2387
139	139	552	552	0.75	0	0	4/4	1	1	3/16			1/8	3/2		-1	77	F5	5	2373
139	139	552	552	0.75	0	0	4/4	1	1	3/16			1/8	3/2		-4	80	Ab5	5	2373
139	139	552	552	0.75	0	0	4/4	1	1	3/16			1/8	3/2		-3	87	Eb6	6	2373
139	139	2209/4	2209/4	0.25	1/16	1/16	4/4	2	1	1/16			1/16	1		-2	58	Bb3	3	2388
139	139	1105/2	1105/2	0.25	1/8	1/8	4/4	2	1	1/16			1/16	1		-1	53	F3	3	2389
139	139	2211/4	2211/4	0.25	3/16	3/16	4/4	2	1	1/16			1/16	1		1	55	G3	3	2390
139	139	2211/4	2211/4	0.25	3/16	3/16	4/4	1	1	1/16			1/16	1		2	86	D6	6	2374
139	139	553	553	0.5	1/4	1/4	4/4	2	1	1/8			1/8	1		-4	56	Ab3	3	2391
139	139	553	553	0.25	1/4	1/4	4/4	1	1	1/16			1/16	1		0	84	C6	6	2375
139	139	2213/4	2213/4	0.25	5/16	5/16	4/4	1	1	1/16			1/16	1		-2	82	Bb5	5	2376
139	139	1107/2	1107/2	0.5	3/8	3/8	4/4	2	1	1/8			1/8	1		-1	53	F3	3	2392
139	139	1107/2	1107/2	0.25	3/8	3/8	4/4	1	1	1/16			1/16	1		0	84	C6	6	2377
139	139	2215/4	2215/4	0.25	7/16	7/16	4/4	1	1	1/16			1/16	1		2	86	D6	6	2378
139	139	554	554	0.5	1/2	1/2	4/4	2	1	1/8			1/8	1		1	55	G3	3	2393
139	139	554	554	0.25	1/2	1/2	4/4	1	1	1/16			1/16	1		-3	87	Eb6	6	2379
139	139	2217/4	2217/4	0.25	9/16	9/16	4/4	1	1	1/16			1/16	1		2	86	D6	6	2380
139	139	1109/2	1109/2	0.5	5/8	5/8	4/4	2	1	1/8			1/8	1		3	57	A3	3	2394
139	139	1109/2	1109/2	0.25	5/8	5/8	4/4	1	1	1/16			1/16	1		-3	87	Eb6	6	2381
139	139	2219/4	2219/4	0.25	11/16	11/16	4/4	1	1	1/16			1/16	1		-1	89	F6	6	2382
139	139	555	555	0.5	3/4	3/4	4/4	2	1	1/8			1/8	1		-2	58	Bb3	3	2395
139	139	555	555	0.25	3/4	3/4	4/4	1	1	1/16			1/16	1		1	91	G6	6	2383
139	139	2221/4	2221/4	0.25	13/16	13/16	4/4	1	1	1/16			1/16	1		-1	77	F5	5	2384
139	139	1111/2	1111/2	0.5	7/8	7/8	4/4	2	1	1/8			1/8	1		0	60	C4	4	2396
139	139	1111/2	1111/2	0.25	7/8	7/8	4/4	1	1	1/16			1/16	1		1	79	G5	5	2385
139	139	2223/4	2223/4	0.25	15/16	15/16	4/4	1	1	1/16			1/16	1		3	81	A5	5	2386
140	140	556	556	0.25	0	0	4/4	2	1	1/16			1/16	1		2	62	D4	4	2411
140	140	556	556	1.0	0	0	4/4	1	2	1/4			1/4	1	1	-1	77	F5	5	2407
140	140	556	556	0.5	0	0	4/4	1	1	1/8			1/8	1		-2	82	Bb5	5	2397
