piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	annotated_key	harmony_version	annotators	composed_start	composed_end	composed_source	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	title_text	subtitle_text	composer_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	P86 (composer)	originalFormat	imslp	wikidata	musicbrainz	viaf	pdf	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument
WWV096-Meistersinger_01_Vorspiel-Prelude_SchottKleinmichel	1: 4/4	1: 0, 97: 4, 109: 3, 118: 0, 122: -3, 151: 0	222	222	888.0	222	222	888.0	3727.25	5380	2415	0	0	1074	C	2.1.0	Adrian Nagel	1845	1867	https://en.wikipedia.org/wiki/Die_Meistersinger_von_N%C3%BCrnberg	Richard Wagner	Die Meistersinger von Nürnberg		Prelude	WWV 96					2019-09-15	3.02	Linux			Prelude	from: Die Meistersinger von Nürnberg	Richard Wagner	3.6.2	2.6.0.post1.dev1+ga429209ac.d20260201	.	./WWV096-Meistersinger_01_Vorspiel-Prelude_SchottKleinmichel.mscx	False	26-96 (D1-C7)	Q1511	xml	https://imslp.org/wiki/Die_Meistersinger_von_N%C3%BCrnberg%2C_WWV_96_(Wagner%2C_Richard)	https://www.wikidata.org/wiki/Q465540	https://musicbrainz.org/work/6b198406-4fbf-3d61-82db-0b7ef195a7fe	https://viaf.org/viaf/59819198	https://imslp.org/wiki/Special:ReverseLookup/515499	57-96 (A3-C7)	Piano	26-81 (D1-A5)	Piano
