4	4	31/2	31/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	36
5	5	16	16	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	37
5	5	18	18	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	38
5	5	39/2	39/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	39
5	5	18	18	2.0	1/2	1/2	Chord	4/4	1	2	1/2			1/2	1	40
5	5	16	16	0.0	0	0	Spanner	4/4	2	1	0																		1
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4		c32	1/4	1	41													1
5	5	16	16	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	42													1
5	5	17	17	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	43													1
5	5	35/2	35/2	0.0	3/8	3/8	Spanner	4/4	2	1	0
5	5	18	18	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	44
6	6	20	20	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	45
6	6	22	22	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	46
6	6	45/2	45/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	47
6	6	23	23	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	48
6	6	47/2	47/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	49
6	6	20	20	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	50
6	6	41/2	41/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	51
6	6	21	21	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	52
6	6	43/2	43/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	53
6	6	22	22	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	54
7	7	24	24	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	55
7	7	25	25	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	56
7	7	26	26	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	57
7	7	27	27	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	58
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	59
7	7	24	24	0.5	0	0	Chord	4/4	1	2	1/8			1/8	1	60
7	7	49/2	49/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8			1/8	1	61
7	7	25	25	0.5	1/4	1/4	Chord	4/4	1	2	1/8			1/8	1	62
7	7	51/2	51/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8			1/8	1	63
7	7	24	24	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	64
7	7	25	25	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	65
7	7	26	26	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	66
7	7	53/2	53/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	67
7	7	27	27	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	68
7	7	55/2	55/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	69
8	8	28	28	0.0	0	0	Dynamic	4/4	1	1	0						f
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	70
8	8	31	31	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	71
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	72
8	8	28	28	0.5	0	0	Chord	4/4	1	2	1/8			1/8	1	73
8	8	57/2	57/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8			1/8	1	74
8	8	29	29	0.5	1/4	1/4	Chord	4/4	1	2	1/8			1/8	1	75
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8			1/8	1	76
8	8	30	30	1.0	1/2	1/2	Chord	4/4	1	2	1/4			1/4	1	77
8	8	31	31	1.0	3/4	3/4	Chord	4/4	1	2	1/4			1/4	1	78
8	8	28	28	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	79
8	8	29	29	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	80
8	8	59/2	59/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	81
8	8	30	30	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	82
8	8	61/2	61/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	83
8	8	31	31	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	84		articStaccatoAbove
8	8	63/2	63/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	85		articStaccatoAbove
8	8	28	28	4.0	0	0	Chord	4/4	2	2	1			1	1	86
9	9	32	32	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	87
9	9	65/2	65/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	88
9	9	33	33	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	89
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	90
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	91
9	9	35	35	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	92
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	93
9	9	34	34	1.0	1/2	1/2	Chord	4/4	1	2	1/4			1/4	1	94
9	9	35	35	1.0	3/4	3/4	Chord	4/4	1	2	1/4			1/4	1	95
9	9	32	32	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	96
9	9	33	33	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	97
9	9	67/2	67/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	98
9	9	34	34	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	99
9	9	69/2	69/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	100
9	9	35	35	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	101		articStaccatoAbove
9	9	71/2	71/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	102		articStaccatoAbove
9	9	32	32	4.0	0	0	Chord	4/4	2	2	1			1	1	103
10	10	36	36	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	104
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	105
10	10	37	37	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	106
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	107
10	10	38	38	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	108
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	109
10	10	39	39	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	110
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	111
10	10	36	36	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	112
10	10	73/2	73/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	113
10	10	37	37	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	114
10	10	75/2	75/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	115
10	10	38	38	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	116
10	10	77/2	77/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	117
10	10	39	39	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	118
10	10	79/2	79/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	119
10	10	36	36	4.0	0	0	Chord	4/4	2	2	1			1	1	120
11	11	40	40	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	121
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	122
11	11	41	41	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	123
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	124
11	11	42	42	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	125
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	126
11	11	43	43	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	127
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	128
11	11	40	40	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	129
11	11	81/2	81/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	130
11	11	41	41	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	131
11	11	83/2	83/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	132
11	11	42	42	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	133
11	11	85/2	85/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	134
11	11	43	43	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	135
11	11	87/2	87/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	136
11	11	40	40	4.0	0	0	Chord	4/4	2	2	1			1	1	137
12	12	44	44	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	138
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	139
12	12	45	45	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	140
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	141
12	12	46	46	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	142
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	143
12	12	47	47	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	144
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	145
12	12	44	44	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	146
12	12	89/2	89/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	147
12	12	45	45	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	148
12	12	91/2	91/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	149
12	12	46	46	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	150
12	12	93/2	93/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	151
12	12	47	47	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	152
12	12	95/2	95/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	153
12	12	44	44	4.0	0	0	Chord	4/4	2	2	1			1	1	154
13	13	48	48	0.0	0	0	Spanner	4/4	1	1	0																0
13	13	48	48	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	155											0
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	156											0
13	13	49	49	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	157											0
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	158											0
13	13	50	50	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	159											0
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	160											0
13	13	51	51	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	161											0
13	13	103/2	103/2	0.0	7/8	7/8	Spanner	4/4	1	1	0
13	13	103/2	103/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	162
13	13	48	48	0.0	0	0	Spanner	4/4	2	1	0																1
13	13	48	48	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	163											1
13	13	97/2	97/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	164											1
13	13	49	49	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	165											1
13	13	99/2	99/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	166											1
13	13	50	50	0.0	1/2	1/2	Spanner	4/4	2	1	0
13	13	50	50	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	167
13	13	101/2	101/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	168
13	13	51	51	0.25	3/4	3/4	Chord	4/4	2	1	1/16			1/16	1	169
13	13	205/4	205/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16			1/16	1	170
13	13	103/2	103/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16			1/16	1	171
13	13	207/4	207/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16			1/16	1	172
13	13	48	48	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	173
13	13	50	50	2.0	1/2	1/2	Chord	4/4	2	2	1/2			1/2	1	174
14	14	52	52	0.0	0	0	Dynamic	4/4	1	1	0						ff
14	14	52	52	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	175
14	14	54	54	1.5	1/2	1/2	Chord	4/4	1	1	3/8			1/4	3/2	176
14	14	111/2	111/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	177
14	14	52	52	0.0	0	0	Spanner	4/4	2	1	0																		2
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4		c32	1/4	1	178													2
14	14	52	52	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	179													2
14	14	53	53	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	180													2
14	14	107/2	107/2	0.0	3/8	3/8	Spanner	4/4	2	1	0
14	14	54	54	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	181
14	14	55	55	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	182
15	15	56	56	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	183
15	15	113/2	113/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	184
15	15	57	57	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	185
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	186
15	15	58	58	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	187
15	15	56	56	2.0	0	0	Chord	4/4	1	2	1/2			1/2	1	188
15	15	58	58	1.5	1/2	1/2	Chord	4/4	1	2	3/8			1/4	3/2	189
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8			1/8	1	190
15	15	57	57	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	191
15	15	115/2	115/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	192
15	15	56	56	0.0	0	0	Chord	4/4	2	2	0	acciaccatura		1/8	1	193
15	15	56	56	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	194
15	15	58	58	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	195
15	15	117/2	117/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8			1/8	1	196
15	15	59	59	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	197
15	15	119/2	119/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8			1/8	1	198
16	16	60	60	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	199
16	16	121/2	121/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	200
16	16	61	61	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	201
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	202
16	16	62	62	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	203
16	16	60	60	2.0	0	0	Chord	4/4	1	2	1/2			1/2	1	204
16	16	62	62	1.0	1/2	1/2	Chord	4/4	1	2	1/4			1/4	1	205
16	16	63	63	0.5	3/4	3/4	Chord	4/4	1	2	1/8			1/8	1	206
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8			1/8	1	207
16	16	60	60	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	208
16	16	61	61	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	209
16	16	123/2	123/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	210
16	16	60	60	2.0	0	0	Chord	4/4	2	2	1/2			1/2	1	211
16	16	62	62	0.5	1/2	1/2	Chord	4/4	2	2	1/8			1/8	1	212
16	16	125/2	125/2	0.5	5/8	5/8	Chord	4/4	2	2	1/8			1/8	1	213
16	16	63	63	0.5	3/4	3/4	Chord	4/4	2	2	1/8			1/8	1	214
16	16	127/2	127/2	0.5	7/8	7/8	Chord	4/4	2	2	1/8			1/8	1	215
17	17	64	64	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	216
17	17	129/2	129/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	217
17	17	65	65	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	218
17	17	131/2	131/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	219
17	17	66	66	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	220
17	17	133/2	133/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	221
17	17	67	67	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	222
17	17	135/2	135/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	223
17	17	64	64	2.0	0	0	Chord	4/4	1	2	1/2			1/2	1	224
17	17	64	64	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	225
17	17	64	64	1.0	0	0	Chord	4/4	2	2	1/4			1/4	1	226
17	17	65	65	1.0	1/4	1/4	Chord	4/4	2	2	1/4			1/4	1	227
17	17	66	66	1.0	1/2	1/2	Chord	4/4	2	2	1/4			1/4	1	228
17	17	67	67	1.0	3/4	3/4	Chord	4/4	2	2	1/4			1/4	1	229
18	18	68	68	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	230
18	18	69	69	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	231
18	18	70	70	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	232
18	18	71	71	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	233
18	18	68	68	0.5	0	0	Chord	4/4	1	2	1/8			1/8	1	234
18	18	137/2	137/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8			1/8	1	235
18	18	69	69	0.5	1/4	1/4	Chord	4/4	1	2	1/8			1/8	1	236
18	18	139/2	139/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8			1/8	1	237
18	18	70	70	0.5	1/2	1/2	Chord	4/4	1	2	1/8			1/8	1	238
18	18	141/2	141/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8			1/8	1	239
18	18	71	71	0.5	3/4	3/4	Chord	4/4	1	2	1/8			1/8	1	240
18	18	143/2	143/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8			1/8	1	241
18	18	68	68	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	242
18	18	69	69	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	243
18	18	70	70	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	244
18	18	71	71	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	245
19	19	72	72	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	246
19	19	73	73	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	247		articAccentAbove
19	19	149/2	149/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	248
19	19	75	75	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	249
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	250
19	19	73	73	0.5	1/4	1/4	Chord	4/4	1	2	1/8			1/8	1	251
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8			1/8	1	252
19	19	74	74	1.0	1/2	1/2	Chord	4/4	1	2	1/4			1/4	1	253
19	19	75	75	1.0	3/4	3/4	Chord	4/4	1	2	1/4			1/4	1	254
19	19	73	73	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	255		articAccentAbove
19	19	75	75	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	256
19	19	151/2	151/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	257
19	19	72	72	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	258
19	19	145/2	145/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8			1/8	1	259
19	19	73	73	0.5	1/4	1/4	Chord	4/4	2	2	1/8			1/8	1	260
19	19	147/2	147/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8			1/8	1	261
19	19	74	74	2.0	1/2	1/2	Chord	4/4	2	2	1/2			1/2	1	262
20	20	76	76	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	263
20	20	77	77	1.5	1/4	1/4	Chord	4/4	1	1	3/8			1/4	3/2	264		articAccentAbove
20	20	157/2	157/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	265
20	20	79	79	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	266
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	267
20	20	76	76	1.0	0	0	Chord	4/4	1	2	1/4			1/4	1	268
20	20	77	77	0.5	1/4	1/4	Chord	4/4	1	2	1/8			1/8	1	269
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	1	2	1/8			1/8	1	270
20	20	78	78	1.0	1/2	1/2	Chord	4/4	1	2	1/4			1/4	1	271
20	20	79	79	1.0	3/4	3/4	Chord	4/4	1	2	1/4			1/4	1	272
20	20	76	76	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	273
20	20	77	77	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	274		articAccentAbove
20	20	79	79	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	275
20	20	159/2	159/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	276
20	20	76	76	0.5	0	0	Chord	4/4	2	2	1/8			1/8	1	277
20	20	153/2	153/2	0.5	1/8	1/8	Chord	4/4	2	2	1/8			1/8	1	278
20	20	77	77	0.5	1/4	1/4	Chord	4/4	2	2	1/8			1/8	1	279
20	20	155/2	155/2	0.5	3/8	3/8	Chord	4/4	2	2	1/8			1/8	1	280
20	20	78	78	2.0	1/2	1/2	Chord	4/4	2	2	1/2			1/2	1	281
21	21	80	80	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	282
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	283
21	21	82	82	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	284
21	21	83	83	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	285
21	21	80	80	0.5	0	0	Chord	4/4	1	2	1/8			1/8	1	286
21	21	161/2	161/2	0.5	1/8	1/8	Chord	4/4	1	2	1/8			1/8	1	287
21	21	81	81	1.0	1/4	1/4	Chord	4/4	1	2	1/4			1/4	1	288
21	21	82	82	0.5	1/2	1/2	Chord	4/4	1	2	1/8			1/8	1	289
21	21	165/2	165/2	0.5	5/8	5/8	Chord	4/4	1	2	1/8			1/8	1	290
21	21	83	83	0.5	3/4	3/4	Chord	4/4	1	2	1/8			1/8	1	291
21	21	167/2	167/2	0.5	7/8	7/8	Chord	4/4	1	2	1/8			1/8	1	292
