mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
5	4	33/2	33/2	0.5		7/8	7/8	2/2	1	1	1/8		1/8	1		-1	77	F5	5	49
6	5	17	17	1.0		0	0	2/2	4	1	1/4		1/4	1		0	48	C3	3	65
6	5	17	17	1.0		0	0	2/2	2	1	1/4		1/4	1		1	55	G3	3	61
6	5	17	17	1.0		0	0	2/2	3	1	1/4		1/4	1		0	60	C4	4	63
6	5	17	17	1.0		0	0	2/2	2	1	1/4		1/4	1		-3	63	Eb4	4	61
6	5	17	17	0.5		0	0	2/2	1	1	1/8		1/8	1		1	79	G5	5	53
6	5	35/2	35/2	0.5		1/8	1/8	2/2	1	1	1/8		1/8	1		-3	75	Eb5	5	54
6	5	18	18	0.5		1/4	1/4	2/2	1	1	1/8		1/8	1		-1	77	F5	5	55
6	5	37/2	37/2	0.5		3/8	3/8	2/2	1	1	1/8		1/8	1		2	74	D5	5	56
6	5	19	19	1.0		1/2	1/2	2/2	4	1	1/4		1/4	1		0	48	C3	3	66
6	5	19	19	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		1	55	G3	3	62
6	5	19	19	1.0		1/2	1/2	2/2	3	1	1/4		1/4	1		0	60	C4	4	64
6	5	19	19	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		-3	63	Eb4	4	62
6	5	19	19	0.5		1/2	1/2	2/2	1	1	1/8		1/8	1		-3	75	Eb5	5	57
6	5	39/2	39/2	0.5		5/8	5/8	2/2	1	1	1/8		1/8	1		0	72	C5	5	58
6	5	20	20	0.5		3/4	3/4	2/2	1	1	1/8		1/8	1		2	74	D5	5	59
6	5	41/2	41/2	0.5		7/8	7/8	2/2	1	1	1/8		1/8	1		5	71	B4	4	60
7	6	21	21	0.0		0	0	2/2	1	1	0	acciaccatura	1/8	1		2	74	D5	5	67
7	6	21	21	1.0		0	0	2/2	4	1	1/4		1/4	1		0	48	C3	3	80
7	6	21	21	1.0		0	0	2/2	2	1	1/4		1/4	1		1	55	G3	3	76
7	6	21	21	1.0		0	0	2/2	3	1	1/4		1/4	1		0	60	C4	4	78
7	6	21	21	1.0		0	0	2/2	2	1	1/4		1/4	1		-3	63	Eb4	4	76
7	6	21	21	0.5		0	0	2/2	1	1	1/8		1/8	1		0	72	C5	5	68
7	6	43/2	43/2	0.5		1/8	1/8	2/2	1	1	1/8		1/8	1		5	71	B4	4	69
7	6	22	22	0.5		1/4	1/4	2/2	1	1	1/8		1/8	1		0	72	C5	5	70
7	6	45/2	45/2	0.5		3/8	3/8	2/2	1	1	1/8		1/8	1		2	74	D5	5	71
7	6	23	23	0.5		1/2	1/2	2/2	1	1	1/8		1/8	1		4	76	E5	5	72
7	6	47/2	47/2	0.5		5/8	5/8	2/2	1	1	1/8		1/8	1		6	78	F#5	5	73
7	6	24	24	1.0		3/4	3/4	2/2	4	1	1/4		1/4	1		7	49	C#3	3	81
7	6	24	24	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		1	55	G3	3	77
7	6	24	24	1.0		3/4	3/4	2/2	3	1	1/4		1/4	1		-2	58	Bb3	3	79
7	6	24	24	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		4	64	E4	4	77
7	6	24	24	0.5		3/4	3/4	2/2	1	1	1/8		1/8	1		1	79	G5	5	74
7	6	49/2	49/2	0.5		7/8	7/8	2/2	1	1	1/8		1/8	1		3	81	A5	5	75
8	7	25	25	1.0		0	0	2/2	4	1	1/4		1/4	1		2	50	D3	3	94
8	7	25	25	1.0		0	0	2/2	2	1	1/4		1/4	1		1	55	G3	3	86
8	7	25	25	1.0		0	0	2/2	3	1	1/4		1/4	1		-2	58	Bb3	3	90
8	7	25	25	1.0		0	0	2/2	2	1	1/4		1/4	1		2	62	D4	4	86
8	7	25	25	1.0		0	0	2/2	1	1	1/4		1/4	1		-2	82	Bb5	5	82
8	7	26	26	1.0		1/4	1/4	2/2	4	1	1/4		1/4	1		-3	51	Eb3	3	95
8	7	26	26	1.0		1/4	1/4	2/2	3	1	1/4		1/4	1		1	55	G3	3	91
8	7	26	26	1.0		1/4	1/4	2/2	1	1	1/4		1/4	1		7	61	C#4	4	83
8	7	26	26	1.0		1/4	1/4	2/2	2	1	1/4		1/4	1		1	67	G4	4	87
8	7	27	27	1.0		1/2	1/2	2/2	4	1	1/4		1/4	1		2	50	D3	3	96
8	7	27	27	1.0		1/2	1/2	2/2	3	1	1/4		1/4	1		1	55	G3	3	92
8	7	27	27	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		-2	58	Bb3	3	88
8	7	27	27	1.0		1/2	1/2	2/2	1	1	1/4		1/4	1		2	62	D4	4	84
8	7	28	28	1.0		3/4	3/4	2/2	4	1	1/4		1/4	1		2	38	D2	2	97
8	7	28	28	1.0		3/4	3/4	2/2	3	1	1/4		1/4	1		6	54	F#3	3	93
8	7	28	28	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		3	57	A3	3	89
8	7	28	28	1.0		3/4	3/4	2/2	1	1	1/4		1/4	1		2	62	D4	4	85
9	8	29	29	3.0		0	0	2/2	4	1	3/4		1/2	3/2		1	43	G2	2	101
9	8	29	29	3.0		0	0	2/2	1	1	3/4		1/2	3/2		1	55	G3	3	98
9	8	29	29	3.0		0	0	2/2	2	1	3/4		1/2	3/2		1	55	G3	3	99
9	8	29	29	3.0		0	0	2/2	3	1	3/4		1/2	3/2		1	55	G3	3	100
10	8	32	32	0.5		0	3/4	2/2	1	1	1/8		1/8	1		1	79	G5	5	102
10	8	65/2	65/2	0.5		1/8	7/8	2/2	1	1	1/8		1/8	1		-4	80	Ab5	5	103
11	9	33	33	1.0		0	0	2/2	4	1	1/4		1/4	1		0	48	C3	3	114
11	9	33	33	1.0		0	0	2/2	2	1	1/4		1/4	1		4	64	E4	4	108
11	9	33	33	1.0		0	0	2/2	3	1	1/4		1/4	1		1	67	G4	4	112
11	9	33	33	1.0		0	0	2/2	1	1	1/4		1/4	1		-2	82	Bb5	5	104
11	9	34	34	1.0		1/4	1/4	2/2	2	1	1/4		1/4	1		-2	70	Bb4	4	109
11	9	34	34	1.0		1/4	1/4	2/2	1	1	1/4		1/4	1		4	76	E5	5	105
11	9	35	35	1.0		1/2	1/2	2/2	4	1	1/4		1/4	1		-1	53	F3	3	115
11	9	35	35	1.0		1/2	1/2	2/2	3	1	1/4		1/4	1		0	60	C4	4	113
11	9	35	35	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		-4	68	Ab4	4	110
11	9	35	35	1.0		1/2	1/2	2/2	1	1	1/4		1/4	1		-1	77	F5	5	106
11	9	36	36	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		-1	65	F4	4	111
11	9	36	36	1.0		3/4	3/4	2/2	1	1	1/4		1/4	1	1	-4	80	Ab5	5	107
12	10	37	37	1.0		0	0	2/2	4	1	1/4		1/4	1		-2	46	Bb2	2	126
12	10	37	37	1.0		0	0	2/2	2	1	1/4		1/4	1		2	62	D4	4	120
12	10	37	37	1.0		0	0	2/2	3	1	1/4		1/4	1		-1	65	F4	4	124
12	10	37	37	1.0		0	0	2/2	1	1	1/4		1/4	1	-1	-4	80	Ab5	5	116
12	10	38	38	1.0		1/4	1/4	2/2	2	1	1/4		1/4	1		-4	68	Ab4	4	121
12	10	38	38	1.0		1/4	1/4	2/2	1	1	1/4		1/4	1		2	74	D5	5	117
12	10	39	39	1.0		1/2	1/2	2/2	4	1	1/4		1/4	1		-3	51	Eb3	3	127
12	10	39	39	1.0		1/2	1/2	2/2	3	1	1/4		1/4	1		-2	58	Bb3	3	125
12	10	39	39	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		1	67	G4	4	122
12	10	39	39	1.0		1/2	1/2	2/2	1	1	1/4		1/4	1		-3	75	Eb5	5	118
12	10	40	40	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		-3	63	Eb4	4	123
12	10	40	40	1.0		3/4	3/4	2/2	1	1	1/4		1/4	1	1	1	79	G5	5	119
13	11	41	41	1.0		0	0	2/2	4	1	1/4		1/4	1		-4	44	Ab2	2	140
13	11	41	41	1.0		0	0	2/2	2	1	1/4		1/4	1		0	60	C4	4	133
13	11	41	41	1.0		0	0	2/2	3	1	1/4		1/4	1		-1	65	F4	4	138
13	11	41	41	1.0		0	0	2/2	1	1	1/4		1/4	1	-1	1	79	G5	5	128
13	11	42	42	0.5		1/4	1/4	2/2	2	1	1/8		1/8	1		2	62	D4	4	134
13	11	42	42	0.5		1/4	1/4	2/2	1	1	1/8		1/8	1		-1	77	F5	5	129
13	11	85/2	85/2	0.5		3/8	3/8	2/2	2	1	1/8		1/8	1		-3	63	Eb4	4	135
13	11	85/2	85/2	0.5		3/8	3/8	2/2	1	1	1/8		1/8	1		-3	75	Eb5	5	130
13	11	43	43	1.0		1/2	1/2	2/2	4	1	1/4		1/4	1		-4	56	Ab3	3	141
13	11	43	43	1.0		1/2	1/2	2/2	3	1	1/4		1/4	1		0	60	C4	4	139
13	11	43	43	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		-1	65	F4	4	136
13	11	43	43	1.0		1/2	1/2	2/2	1	1	1/4		1/4	1		2	74	D5	5	131
13	11	44	44	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		6	66	F#4	4	137
13	11	44	44	1.0		3/4	3/4	2/2	1	1	1/4		1/4	1		0	72	C5	5	132
14	12	45	45	3.0		0	0	2/2	4	1	3/4		1/2	3/2		1	55	G3	3	149
14	12	45	45	1.0		0	0	2/2	3	1	1/4		1/4	1		2	62	D4	4	147
14	12	45	45	3.0		0	0	2/2	2	1	3/4		1/2	3/2		1	67	G4	4	146
14	12	45	45	1.0		0	0	2/2	1	1	1/4		1/4	1		5	71	B4	4	142
14	12	46	46	2.0		1/4	1/4	2/2	3	1	1/2		1/2	1		5	59	B3	3	148
14	12	46	46	2.0		1/4	1/4	2/2	1	1	1/2		1/2	1		2	74	D5	5	143
14	12	48	48	0.5		3/4	3/4	2/2	1	1	1/8		1/8	1		-3	75	Eb5	5	144
14	12	97/2	97/2	0.5		7/8	7/8	2/2	1	1	1/8		1/8	1		-1	77	F5	5	145
15	13	49	49	1.0		0	0	2/2	4	1	1/4		1/4	1		0	48	C3	3	162
15	13	49	49	1.0		0	0	2/2	2	1	1/4		1/4	1		1	55	G3	3	158
15	13	49	49	1.0		0	0	2/2	3	1	1/4		1/4	1		0	60	C4	4	160
15	13	49	49	1.0		0	0	2/2	2	1	1/4		1/4	1		-3	63	Eb4	4	158
15	13	49	49	0.5		0	0	2/2	1	1	1/8		1/8	1		1	79	G5	5	150
15	13	99/2	99/2	0.5		1/8	1/8	2/2	1	1	1/8		1/8	1		-3	75	Eb5	5	151
15	13	50	50	0.5		1/4	1/4	2/2	1	1	1/8		1/8	1		-1	77	F5	5	152
15	13	101/2	101/2	0.5		3/8	3/8	2/2	1	1	1/8		1/8	1		2	74	D5	5	153
15	13	51	51	1.0		1/2	1/2	2/2	4	1	1/4		1/4	1		0	48	C3	3	163
15	13	51	51	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		1	55	G3	3	159
15	13	51	51	1.0		1/2	1/2	2/2	3	1	1/4		1/4	1		0	60	C4	4	161
15	13	51	51	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		-3	63	Eb4	4	159
15	13	51	51	0.5		1/2	1/2	2/2	1	1	1/8		1/8	1		-3	75	Eb5	5	154
15	13	103/2	103/2	0.5		5/8	5/8	2/2	1	1	1/8		1/8	1		0	72	C5	5	155
15	13	52	52	0.5		3/4	3/4	2/2	1	1	1/8		1/8	1		2	74	D5	5	156
15	13	105/2	105/2	0.5		7/8	7/8	2/2	1	1	1/8		1/8	1		5	71	B4	4	157
16	14	53	53	0.0		0	0	2/2	1	1	0	acciaccatura	1/8	1		2	74	D5	5	164
16	14	53	53	1.0		0	0	2/2	4	1	1/4		1/4	1		-3	51	Eb3	3	181
16	14	53	53	1.0		0	0	2/2	2	1	1/4		1/4	1		1	55	G3	3	173
16	14	53	53	1.0		0	0	2/2	3	1	1/4		1/4	1		0	60	C4	4	177
16	14	53	53	1.0		0	0	2/2	2	1	1/4		1/4	1		-3	63	Eb4	4	173
16	14	53	53	0.5		0	0	2/2	1	1	1/8		1/8	1		0	72	C5	5	165
16	14	107/2	107/2	0.5		1/8	1/8	2/2	1	1	1/8		1/8	1		5	71	B4	4	166
16	14	54	54	1.0		1/4	1/4	2/2	4	1	1/4		1/4	1		-2	46	Bb2	2	182
16	14	54	54	1.0		1/4	1/4	2/2	3	1	1/4		1/4	1		0	60	C4	4	178
16	14	54	54	1.0		1/4	1/4	2/2	2	1	1/4		1/4	1		4	64	E4	4	174
16	14	54	54	0.5		1/4	1/4	2/2	1	1	1/8		1/8	1		0	72	C5	5	167
16	14	109/2	109/2	0.5		3/8	3/8	2/2	1	1	1/8		1/8	1		2	74	D5	5	168
16	14	55	55	1.0		1/2	1/2	2/2	4	1	1/4		1/4	1		-4	44	Ab2	2	183
16	14	55	55	1.0		1/2	1/2	2/2	3	1	1/4		1/4	1		0	60	C4	4	179
16	14	55	55	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		-1	65	F4	4	175
16	14	55	55	0.5		1/2	1/2	2/2	1	1	1/8		1/8	1		-3	75	Eb5	5	169
16	14	111/2	111/2	0.5		5/8	5/8	2/2	1	1	1/8		1/8	1		4	76	E5	5	170
16	14	56	56	1.0		3/4	3/4	2/2	4	1	1/4		1/4	1		1	43	G2	2	184
16	14	56	56	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		0	60	C4	4	176
16	14	56	56	1.0		3/4	3/4	2/2	3	1	1/4		1/4	1		4	64	E4	4	180
16	14	56	56	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		1	67	G4	4	176
16	14	56	56	0.5		3/4	3/4	2/2	1	1	1/8		1/8	1		-1	77	F5	5	171
16	14	113/2	113/2	0.5		7/8	7/8	2/2	1	1	1/8		1/8	1		1	79	G5	5	172
17	15	57	57	1.0		0	0	2/2	4	1	1/4		1/4	1		-1	41	F2	2	197
17	15	57	57	1.0		0	0	2/2	3	1	1/4		1/4	1		-1	65	F4	4	193
17	15	57	57	1.0		0	0	2/2	2	1	1/4		1/4	1		-4	68	Ab4	4	189
17	15	57	57	1.0		0	0	2/2	1	1	1/4		1/4	1		-4	80	Ab5	5	185
17	15	58	58	1.0		1/4	1/4	2/2	4	1	1/4		1/4	1		-4	44	Ab2	2	198
17	15	58	58	1.0		1/4	1/4	2/2	3	1	1/4		1/4	1		0	60	C4	4	194
17	15	58	58	1.0		1/4	1/4	2/2	1	1	1/4		1/4	1		6	66	F#4	4	186
17	15	58	58	1.0		1/4	1/4	2/2	2	1	1/4		1/4	1		0	72	C5	5	190
17	15	59	59	1.0		1/2	1/2	2/2	4	1	1/4		1/4	1		1	43	G2	2	199
17	15	59	59	1.0		1/2	1/2	2/2	3	1	1/4		1/4	1		0	60	C4	4	195
17	15	59	59	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		-3	63	Eb4	4	191
17	15	59	59	1.0		1/2	1/2	2/2	1	1	1/4		1/4	1		1	67	G4	4	187
17	15	60	60	1.0		3/4	3/4	2/2	4	1	1/4		1/4	1		1	43	G2	2	200
17	15	60	60	1.0		3/4	3/4	2/2	1	1	1/4		1/4	1		1	55	G3	3	188
17	15	60	60	1.0		3/4	3/4	2/2	3	1	1/4		1/4	1		5	59	B3	3	196
17	15	60	60	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		2	62	D4	4	192
18	16	61	61	3.0		0	0	2/2	4	1	3/4		1/2	3/2		0	36	C2	2	204
18	16	61	61	3.0		0	0	2/2	3	1	3/4		1/2	3/2		0	48	C3	3	203
18	16	61	61	3.0		0	0	2/2	1	1	3/4		1/2	3/2		0	60	C4	4	201
18	16	61	61	3.0		0	0	2/2	2	1	3/4		1/2	3/2		0	60	C4	4	202
18	16	61	61	3.0		0	0	2/2	3	1	3/4		1/2	3/2		0	60	C4	4	203
19	16	64	64	1.0		0	3/4	2/2	2	1	1/4		1/4	1		-3	63	Eb4	4	205
20	17	65	65	4.0		0	0	2/2	4	1	1		1	1		-4	56	Ab3	3	210
20	17	65	65	4.0		0	0	2/2	3	1	1		1	1		0	60	C4	4	209
20	17	65	65	2.0		0	0	2/2	2	1	1/2		1/2	1		-3	63	Eb4	4	207
20	17	65	65	4.0		0	0	2/2	1	1	1		1	1	1	-3	75	Eb5	5	206
20	17	67	67	2.0		1/2	1/2	2/2	2	1	1/2		1/2	1	1	-4	68	Ab4	4	208
21	18	69	69	4.0		0	0	2/2	4	1	1		1	1		-2	58	Bb3	3	217
21	18	69	69	4.0		0	0	2/2	3	1	1		1	1		-5	61	Db4	4	216
21	18	69	69	1.0		0	0	2/2	2	1	1/4		1/4	1	-1	-4	68	Ab4	4	212
21	18	69	69	4.0		0	0	2/2	1	1	1		1	1	0	-3	75	Eb5	5	211
21	18	70	70	1.0		1/4	1/4	2/2	2	1	1/4		1/4	1		1	67	G4	4	213
21	18	71	71	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		-1	65	F4	4	214
21	18	72	72	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		1	67	G4	4	215
22	19	73	73	2.0		0	0	2/2	4	1	1/2		1/2	1		0	60	C4	4	226
22	19	73	73	2.0		0	0	2/2	3	1	1/2		1/2	1		-3	63	Eb4	4	224
22	19	73	73	1.0		0	0	2/2	2	1	1/4		1/4	1		-4	68	Ab4	4	220
22	19	73	73	2.0		0	0	2/2	1	1	1/2		1/2	1	-1	-3	75	Eb5	5	218
22	19	74	74	1.0		1/4	1/4	2/2	2	1	1/4		1/4	1		-2	70	Bb4	4	221
22	19	75	75	2.0		1/2	1/2	2/2	4	1	1/2		1/2	1		-1	53	F3	3	227
22	19	75	75	2.0		1/2	1/2	2/2	3	1	1/2		1/2	1		-4	56	Ab3	3	225
22	19	75	75	1.0		1/2	1/2	2/2	2	1	1/4		1/4	1		0	72	C5	5	222
22	19	75	75	2.0		1/2	1/2	2/2	1	1	1/2		1/2	1	1	-4	80	Ab5	5	219
22	19	76	76	1.0		3/4	3/4	2/2	2	1	1/4		1/4	1		2	74	D5	5	223
23	20	77	77	2.0		0	0	2/2	4	1	1/2		1/2	1		-3	51	Eb3	3	234
23	20	77	77	2.0		0	0	2/2	3	1	1/2		1/2	1		-2	58	Bb3	3	232
23	20	77	77	2.0		0	0	2/2	2	1	1/2		1/2	1		-3	75	Eb5	5	230
23	20	77	77	2.0		0	0	2/2	1	1	1/2		1/2	1	-1	-4	80	Ab5	5	228
23	20	79	79	2.0		1/2	1/2	2/2	4	1	1/2		1/2	1	1	-3	63	Eb4	4	235
23	20	79	79	2.0		1/2	1/2	2/2	3	1	1/2		1/2	1		-2	70	Bb4	4	233
23	20	79	79	2.0		1/2	1/2	2/2	2	1	1/2		1/2	1		-5	73	Db5	5	231
23	20	79	79	2.0		1/2	1/2	2/2	1	1	1/2		1/2	1		1	79	G5	5	229
24	21	81	81	2.0		0	0	2/2	4	1	1/2		1/2	1	-1	-3	63	Eb4	4	242
24	21	81	81	2.0		0	0	2/2	3	1	1/2		1/2	1		3	69	A4	4	240
24	21	81	81	2.0		0	0	2/2	2	1	1/2		1/2	1		0	72	C5	5	238
24	21	81	81	2.0		0	0	2/2	1	1	1/2		1/2	1		-6	78	Gb5	5	236
24	21	83	83	2.0		1/2	1/2	2/2	4	1	1/2		1/2	1		-5	61	Db4	4	243
24	21	83	83	2.0		1/2	1/2	2/2	3	1	1/2		1/2	1		-2	70	Bb4	4	241
24	21	83	83	2.0		1/2	1/2	2/2	2	1	1/2		1/2	1		-5	73	Db5	5	239
24	21	83	83	2.0		1/2	1/2	2/2	1	1	1/2		1/2	1		-1	77	F5	5	237
25	22	85	85	2.0		0	0	2/2	4	1	1/2		1/2	1		-5	61	Db4	4	250
25	22	85	85	2.0		0	0	2/2	3	1	1/2		1/2	1		1	67	G4	4	248
25	22	85	85	2.0		0	0	2/2	2	1	1/2		1/2	1		-2	70	Bb4	4	246
25	22	85	85	2.0		0	0	2/2	1	1	1/2		1/2	1		-8	76	Fb5	5	244
25	22	87	87	2.0		1/2	1/2	2/2	4	1	1/2		1/2	1		0	60	C4	4	251
25	22	87	87	2.0		1/2	1/2	2/2	3	1	1/2		1/2	1		-4	68	Ab4	4	249
25	22	87	87	2.0		1/2	1/2	2/2	2	1	1/2		1/2	1	1	0	72	C5	5	247
25	22	87	87	2.0		1/2	1/2	2/2	1	1	1/2		1/2	1	1	-3	75	Eb5	5	245
26	23	89	89	2.0		0	0	2/2	4	1	1/2		1/2	1		-5	49	Db3	3	264
26	23	89	89	1.0		0	0	2/2	3	1	1/4		1/4	1		-1	65	F4	4	260
26	23	89	89	1.0		0	0	2/2	2	1	1/4		1/4	1	-1	0	72	C5	5	256
26	23	89	89	1.0		0	0	2/2	1	1	1/4		1/4	1	-1	-3	75	Eb5	5	252
26	23	90	90	1.0		1/4	1/4	2/2	3	1	1/4		1/4	1		-1	65	F4	4	261
26	23	90	90	1.0		1/4	1/4	2/2	2	1	1/4		1/4	1		-2	70	Bb4	4	257
26	23	90	90	1.0		1/4	1/4	2/2	1	1	1/4		1/4	1		-5	73	Db5	5	253
