mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
1	1	1	1a	0	0	0.125	0	1	9/8	2	1	1/32			1/32	1		5	59	B3	3	0
1	1	1	1a	1/8	1/8	0.125	1/32	33/32	9/8	2	1	1/32			1/32	1		7	61	C#4	4	1
1	1	1	1a	1/4	1/4	0.125	1/16	17/16	9/8	2	1	1/32			1/32	1		2	62	D4	4	2
1	1	1	1a	3/8	3/8	0.125	3/32	35/32	9/8	2	1	1/32			1/32	1		4	64	E4	4	3
2	2	2	2a	1/2	1/2	0.25	0	0	9/8	1	1	1/16			1/16	1		6	66	F#4	4	4
2	2	2	2a	3/4	3/4	0.25	1/16	1/16	9/8	1	1	1/16			1/16	1		1	67	G4	4	5
2	2	2	2a	1	1	0.25	1/8	1/8	9/8	1	1	1/16			1/16	1		6	66	F#4	4	6
2	2	2	2a	5/4	5/4	0.25	3/16	3/16	9/8	1	1	1/16			1/16	1		1	67	G4	4	7
2	2	2	2a	3/2	3/2	0.25	1/4	1/4	9/8	1	1	1/16			1/16	1		6	66	F#4	4	8
2	2	2	2a	7/4	7/4	0.25	5/16	5/16	9/8	1	1	1/16			1/16	1		1	67	G4	4	9
2	2	2	2a	2	2	0.25	3/8	3/8	9/8	1	1	1/16			1/16	1		6	66	F#4	4	10
2	2	2	2a	9/4	9/4	0.25	7/16	7/16	9/8	1	1	1/16			1/16	1		1	67	G4	4	11
2	2	2	2a	5/2	5/2	0.25	1/2	1/2	9/8	1	1	1/16			1/16	1		6	66	F#4	4	12
2	2	2	2a	11/4	11/4	0.25	9/16	9/16	9/8	1	1	1/16			1/16	1		1	67	G4	4	13
2	2	2	2a	3	3	0.25	5/8	5/8	9/8	1	1	1/16			1/16	1		6	66	F#4	4	14
2	2	2	2a	13/4	13/4	0.25	11/16	11/16	9/8	1	1	1/16			1/16	1		1	67	G4	4	15
2	2	2	2a	7/2	7/2	0.25	3/4	3/4	9/8	1	1	1/16			1/16	1		6	66	F#4	4	16
2	2	2	2a	15/4	15/4	0.25	13/16	13/16	9/8	1	1	1/16			1/16	1		1	67	G4	4	17
2	2	2	2a	4	4	0.5	7/8	7/8	9/8	1	1	1/8			1/8	1		6	66	F#4	4	18
2	2	2	2a	9/2	9/2	0.125	1	1	9/8	2	1	1/32			1/32	1		2	50	D3	3	19
2	2	2	2a	37/8	37/8	0.125	33/32	33/32	9/8	2	1	1/32			1/32	1		4	52	E3	3	20
2	2	2	2a	19/4	19/4	0.125	17/16	17/16	9/8	2	1	1/32			1/32	1		6	54	F#3	3	21
2	2	2	2a	39/8	39/8	0.125	35/32	35/32	9/8	2	1	1/32			1/32	1		1	55	G3	3	22
3	3	3	3a	5	5	0.25	0	0	9/8	1	1	1/16			1/16	1		6	78	F#5	5	23
3	3	3	3a	21/4	21/4	0.25	1/16	1/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	24
3	3	3	3a	11/2	11/2	0.25	1/8	1/8	9/8	1	1	1/16			1/16	1		6	78	F#5	5	25
3	3	3	3a	23/4	23/4	0.25	3/16	3/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	26
3	3	3	3a	6	6	0.25	1/4	1/4	9/8	1	1	1/16			1/16	1		6	78	F#5	5	27
3	3	3	3a	25/4	25/4	0.25	5/16	5/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	28
3	3	3	3a	13/2	13/2	0.25	3/8	3/8	9/8	1	1	1/16			1/16	1		6	78	F#5	5	29
3	3	3	3a	27/4	27/4	0.25	7/16	7/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	30
3	3	3	3a	7	7	0.25	1/2	1/2	9/8	1	1	1/16			1/16	1		6	78	F#5	5	31
3	3	3	3a	29/4	29/4	0.25	9/16	9/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	32
3	3	3	3a	15/2	15/2	0.25	5/8	5/8	9/8	1	1	1/16			1/16	1		6	78	F#5	5	33
3	3	3	3a	31/4	31/4	0.25	11/16	11/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	34
3	3	3	3a	8	8	0.25	3/4	3/4	9/8	1	1	1/16			1/16	1		6	78	F#5	5	35
3	3	3	3a	33/4	33/4	0.25	13/16	13/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	36
3	3	3	3a	17/2	17/2	0.5	7/8	7/8	9/8	1	1	1/8			1/8	1		6	78	F#5	5	37
3	3	3	3a	9	9	0.125	1	1	9/8	2	1	1/32			1/32	1		2	62	D4	4	38
3	3	3	3a	73/8	73/8	0.125	33/32	33/32	9/8	2	1	1/32			1/32	1		4	64	E4	4	39
3	3	3	3a	37/4	37/4	0.125	17/16	17/16	9/8	2	1	1/32			1/32	1		6	66	F#4	4	40
3	3	3	3a	75/8	75/8	0.125	35/32	35/32	9/8	2	1	1/32			1/32	1		1	67	G4	4	41
4	4	4	4a	19/2	19/2	0.25	0	0	9/8	1	1	1/16			1/16	1		6	90	F#6	6	42
4	4	4	4a	39/4	39/4	0.25	1/16	1/16	9/8	1	1	1/16			1/16	1		1	91	G6	6	43
4	4	4	4a	10	10	0.25	1/8	1/8	9/8	1	1	1/16			1/16	1		6	90	F#6	6	44
4	4	4	4a	41/4	41/4	0.25	3/16	3/16	9/8	1	1	1/16			1/16	1		1	91	G6	6	45
4	4	4	4a	21/2	21/2	0.25	1/4	1/4	9/8	1	1	1/16			1/16	1		6	90	F#6	6	46
4	4	4	4a	43/4	43/4	0.25	5/16	5/16	9/8	1	1	1/16			1/16	1		1	91	G6	6	47
4	4	4	4a	11	11	0.25	3/8	3/8	9/8	1	1	1/16			1/16	1		6	90	F#6	6	48
4	4	4	4a	45/4	45/4	0.25	7/16	7/16	9/8	1	1	1/16			1/16	1		1	91	G6	6	49
4	4	4	4a	23/2	23/2	0.25	1/2	1/2	9/8	1	1	1/16			1/16	1		6	90	F#6	6	50
4	4	4	4a	47/4	47/4	0.25	9/16	9/16	9/8	1	1	1/16			1/16	1		1	91	G6	6	51
4	4	4	4a	12	12	0.25	5/8	5/8	9/8	1	1	1/16			1/16	1		6	90	F#6	6	52
4	4	4	4a	49/4	49/4	0.25	11/16	11/16	9/8	1	1	1/16			1/16	1		1	91	G6	6	53
4	4	4	4a	25/2	25/2	0.25	3/4	3/4	9/8	1	1	1/16			1/16	1		6	90	F#6	6	54
4	4	4	4a	51/4	51/4	0.25	13/16	13/16	9/8	1	1	1/16			1/16	1		1	91	G6	6	55
4	4	4	4a	13	13	0.5	7/8	7/8	9/8	1	1	1/8			1/8	1		6	90	F#6	6	56
4	4	4	4a	27/2	27/2	0.125	1	1	9/8	2	1	1/32			1/32	1		2	50	D3	3	57
4	4	4	4a	109/8	109/8	0.125	33/32	33/32	9/8	2	1	1/32			1/32	1		4	52	E3	3	58
4	4	4	4a	55/4	55/4	0.125	17/16	17/16	9/8	2	1	1/32			1/32	1		6	54	F#3	3	59
4	4	4	4a	111/8	111/8	0.125	35/32	35/32	9/8	2	1	1/32			1/32	1		1	55	G3	3	60
5	5	5	5a	14	14	0.25	0	0	9/8	1	1	1/16			1/16	1		6	78	F#5	5	61
5	5	5	5a	57/4	57/4	0.25	1/16	1/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	62
5	5	5	5a	29/2	29/2	0.25	1/8	1/8	9/8	1	1	1/16			1/16	1		6	78	F#5	5	63
5	5	5	5a	59/4	59/4	0.25	3/16	3/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	64
5	5	5	5a	15	15	0.25	1/4	1/4	9/8	1	1	1/16			1/16	1		6	78	F#5	5	65
5	5	5	5a	61/4	61/4	0.25	5/16	5/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	66
5	5	5	5a	31/2	31/2	0.25	3/8	3/8	9/8	1	1	1/16			1/16	1		6	78	F#5	5	67
5	5	5	5a	63/4	63/4	0.25	7/16	7/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	68
5	5	5	5a	16	16	0.25	1/2	1/2	9/8	1	1	1/16			1/16	1		6	78	F#5	5	69
5	5	5	5a	65/4	65/4	0.25	9/16	9/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	70
5	5	5	5a	33/2	33/2	0.25	5/8	5/8	9/8	1	1	1/16			1/16	1		6	78	F#5	5	71
5	5	5	5a	67/4	67/4	0.25	11/16	11/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	72
5	5	5	5a	17	17	0.25	3/4	3/4	9/8	1	1	1/16			1/16	1		6	78	F#5	5	73
5	5	5	5a	69/4	69/4	0.25	13/16	13/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	74
5	5	5	5a	35/2	35/2	0.5	7/8	7/8	9/8	1	1	1/8			1/8	1		6	78	F#5	5	75
5	5	5	5a	18	18	0.125	1	1	9/8	2	1	1/32			1/32	1		2	38	D2	2	76
5	5	5	5a	145/8	145/8	0.125	33/32	33/32	9/8	2	1	1/32			1/32	1		4	40	E2	2	77
5	5	5	5a	73/4	73/4	0.125	17/16	17/16	9/8	2	1	1/32			1/32	1		6	42	F#2	2	78
5	5	5	5a	147/8	147/8	0.125	35/32	35/32	9/8	2	1	1/32			1/32	1		1	43	G2	2	79
6	6	6	6a	37/2	37/2	0.25	0	0	9/8	1	1	1/16			1/16	1		6	66	F#4	4	80
6	6	6	6a	75/4	75/4	0.25	1/16	1/16	9/8	1	1	1/16			1/16	1		1	67	G4	4	81
6	6	6	6a	19	19	0.25	1/8	1/8	9/8	1	1	1/16			1/16	1		6	66	F#4	4	82
6	6	6	6a	77/4	77/4	0.25	3/16	3/16	9/8	1	1	1/16			1/16	1		1	67	G4	4	83
6	6	6	6a	39/2	39/2	0.25	1/4	1/4	9/8	1	1	1/16			1/16	1		6	66	F#4	4	84
6	6	6	6a	79/4	79/4	0.25	5/16	5/16	9/8	1	1	1/16			1/16	1		1	67	G4	4	85
6	6	6	6a	20	20	0.75	3/8	3/8	9/8	2	1	3/16			1/8	3/2		5	47	B2	2	97
6	6	6	6a	20	20	0.25	3/8	3/8	9/8	1	1	1/16			1/16	1		6	66	F#4	4	86
6	6	6	6a	81/4	81/4	0.25	7/16	7/16	9/8	1	1	1/16			1/16	1		1	67	G4	4	87
6	6	6	6a	41/2	41/2	0.25	1/2	1/2	9/8	1	1	1/16			1/16	1		6	66	F#4	4	88
6	6	6	6a	83/4	83/4	0.25	9/16	9/16	9/8	2	1	1/16			1/16	1		5	59	B3	3	98
6	6	6	6a	83/4	83/4	0.25	9/16	9/16	9/8	1	1	1/16			1/16	1		1	67	G4	4	89
6	6	6	6a	21	21	0.5	5/8	5/8	9/8	2	1	1/8			1/8	1		6	54	F#3	3	99
6	6	6	6a	21	21	0.25	5/8	5/8	9/8	1	1	1/16			1/16	1		6	66	F#4	4	90
6	6	6	6a	85/4	85/4	0.25	11/16	11/16	9/8	1	1	1/16			1/16	1		1	67	G4	4	91
6	6	6	6a	43/2	43/2	0.75	3/4	3/4	9/8	2	1	3/16			1/8	3/2		6	54	F#3	3	100
6	6	6	6a	43/2	43/2	0.5	3/4	3/4	9/8	1	1	1/8			1/8	1		6	66	F#4	4	92
6	6	6	6a	89/4	89/4	0.25	15/16	15/16	9/8	2	1	1/16			1/16	1		6	66	F#4	4	101
6	6	6	6a	45/2	45/2	0.5	1	1	9/8	2	1	1/8			1/8	1		5	59	B3	3	102
6	6	6	6a	45/2	45/2	0.125	1	1	9/8	1	1	1/32			1/32	1		5	71	B4	4	93
6	6	6	6a	181/8	181/8	0.125	33/32	33/32	9/8	1	1	1/32			1/32	1		7	73	C#5	5	94
6	6	6	6a	91/4	91/4	0.125	17/16	17/16	9/8	1	1	1/32			1/32	1		2	74	D5	5	95
6	6	6	6a	183/8	183/8	0.125	35/32	35/32	9/8	1	1	1/32			1/32	1		4	76	E5	5	96
7	7	7	7a	23	23	0.25	0	0	9/8	1	1	1/16			1/16	1		6	78	F#5	5	103
7	7	7	7a	93/4	93/4	0.25	1/16	1/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	104
7	7	7	7a	47/2	47/2	0.25	1/8	1/8	9/8	1	1	1/16			1/16	1		6	78	F#5	5	105
7	7	7	7a	95/4	95/4	0.25	3/16	3/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	106
7	7	7	7a	24	24	0.25	1/4	1/4	9/8	1	1	1/16			1/16	1		6	78	F#5	5	107
7	7	7	7a	97/4	97/4	0.25	5/16	5/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	108
7	7	7	7a	49/2	49/2	0.75	3/8	3/8	9/8	2	1	3/16			1/8	3/2		5	47	B2	2	120
7	7	7	7a	49/2	49/2	0.25	3/8	3/8	9/8	1	1	1/16			1/16	1		6	78	F#5	5	109
7	7	7	7a	99/4	99/4	0.25	7/16	7/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	110
7	7	7	7a	25	25	0.25	1/2	1/2	9/8	1	1	1/16			1/16	1		6	78	F#5	5	111
7	7	7	7a	101/4	101/4	0.25	9/16	9/16	9/8	2	1	1/16			1/16	1		5	59	B3	3	121
7	7	7	7a	101/4	101/4	0.25	9/16	9/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	112
7	7	7	7a	51/2	51/2	0.5	5/8	5/8	9/8	2	1	1/8			1/8	1		6	54	F#3	3	122
7	7	7	7a	51/2	51/2	0.25	5/8	5/8	9/8	1	1	1/16			1/16	1		6	78	F#5	5	113
7	7	7	7a	103/4	103/4	0.25	11/16	11/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	114
7	7	7	7a	26	26	0.75	3/4	3/4	9/8	2	1	3/16			1/8	3/2		6	54	F#3	3	123
7	7	7	7a	26	26	0.5	3/4	3/4	9/8	1	1	1/8			1/8	1		6	78	F#5	5	115
7	7	7	7a	107/4	107/4	0.25	15/16	15/16	9/8	2	1	1/16			1/16	1		6	66	F#4	4	124
7	7	7	7a	27	27	0.5	1	1	9/8	2	1	1/8			1/8	1		5	59	B3	3	125
7	7	7	7a	27	27	0.125	1	1	9/8	1	1	1/32			1/32	1		5	83	B5	5	116
7	7	7	7a	217/8	217/8	0.125	33/32	33/32	9/8	1	1	1/32			1/32	1		7	85	C#6	6	117
7	7	7	7a	109/4	109/4	0.125	17/16	17/16	9/8	1	1	1/32			1/32	1		2	86	D6	6	118
7	7	7	7a	219/8	219/8	0.125	35/32	35/32	9/8	1	1	1/32			1/32	1		4	88	E6	6	119
8	8	8	8a	55/2	55/2	0.25	0	0	9/8	1	1	1/16			1/16	1		6	90	F#6	6	126
8	8	8	8a	111/4	111/4	0.25	1/16	1/16	9/8	1	1	1/16			1/16	1		1	91	G6	6	127
8	8	8	8a	28	28	0.25	1/8	1/8	9/8	1	1	1/16			1/16	1		6	90	F#6	6	128
8	8	8	8a	113/4	113/4	0.25	3/16	3/16	9/8	1	1	1/16			1/16	1		1	91	G6	6	129
8	8	8	8a	57/2	57/2	0.25	1/4	1/4	9/8	1	1	1/16			1/16	1		6	90	F#6	6	130
8	8	8	8a	115/4	115/4	0.25	5/16	5/16	9/8	1	1	1/16			1/16	1		1	91	G6	6	131
8	8	8	8a	29	29	0.75	3/8	3/8	9/8	2	1	3/16			1/8	3/2		5	47	B2	2	143
8	8	8	8a	29	29	0.25	3/8	3/8	9/8	1	1	1/16			1/16	1		6	90	F#6	6	132
8	8	8	8a	117/4	117/4	0.25	7/16	7/16	9/8	1	1	1/16			1/16	1		1	91	G6	6	133
8	8	8	8a	59/2	59/2	0.25	1/2	1/2	9/8	1	1	1/16			1/16	1		6	90	F#6	6	134
8	8	8	8a	119/4	119/4	0.25	9/16	9/16	9/8	2	1	1/16			1/16	1		5	59	B3	3	144
8	8	8	8a	119/4	119/4	0.25	9/16	9/16	9/8	1	1	1/16			1/16	1		1	91	G6	6	135
8	8	8	8a	30	30	0.5	5/8	5/8	9/8	2	1	1/8			1/8	1		6	54	F#3	3	145
8	8	8	8a	30	30	0.25	5/8	5/8	9/8	1	1	1/16			1/16	1		6	90	F#6	6	136
8	8	8	8a	121/4	121/4	0.25	11/16	11/16	9/8	1	1	1/16			1/16	1		1	91	G6	6	137
8	8	8	8a	61/2	61/2	0.75	3/4	3/4	9/8	2	1	3/16			1/8	3/2		6	54	F#3	3	146
8	8	8	8a	61/2	61/2	0.5	3/4	3/4	9/8	1	1	1/8			1/8	1		6	90	F#6	6	138
8	8	8	8a	125/4	125/4	0.25	15/16	15/16	9/8	2	1	1/16			1/16	1		6	66	F#4	4	147
8	8	8	8a	63/2	63/2	0.5	1	1	9/8	2	1	1/8			1/8	1		5	59	B3	3	148
8	8	8	8a	63/2	63/2	0.125	1	1	9/8	1	1	1/32			1/32	1		5	71	B4	4	139
8	8	8	8a	253/8	253/8	0.125	33/32	33/32	9/8	1	1	1/32			1/32	1		7	73	C#5	5	140
8	8	8	8a	127/4	127/4	0.125	17/16	17/16	9/8	1	1	1/32			1/32	1		2	74	D5	5	141
8	8	8	8a	255/8	255/8	0.125	35/32	35/32	9/8	1	1	1/32			1/32	1		4	76	E5	5	142
9	9	9	9a	32	32	0.25	0	0	9/8	1	1	1/16			1/16	1		6	78	F#5	5	149
9	9	9	9a	129/4	129/4	0.25	1/16	1/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	150
9	9	9	9a	65/2	65/2	0.25	1/8	1/8	9/8	1	1	1/16			1/16	1		6	78	F#5	5	151
9	9	9	9a	131/4	131/4	0.25	3/16	3/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	152
9	9	9	9a	33	33	0.25	1/4	1/4	9/8	1	1	1/16			1/16	1		6	78	F#5	5	153
9	9	9	9a	133/4	133/4	0.25	5/16	5/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	154
9	9	9	9a	67/2	67/2	0.75	3/8	3/8	9/8	2	1	3/16			1/8	3/2		5	47	B2	2	162
9	9	9	9a	67/2	67/2	0.25	3/8	3/8	9/8	1	1	1/16			1/16	1		6	78	F#5	5	155
9	9	9	9a	135/4	135/4	0.25	7/16	7/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	156
9	9	9	9a	34	34	0.25	1/2	1/2	9/8	1	1	1/16			1/16	1		6	78	F#5	5	157
9	9	9	9a	137/4	137/4	0.25	9/16	9/16	9/8	2	1	1/16			1/16	1		5	59	B3	3	163
9	9	9	9a	137/4	137/4	0.25	9/16	9/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	158
9	9	9	9a	69/2	69/2	0.5	5/8	5/8	9/8	2	1	1/8			1/8	1		6	54	F#3	3	164
9	9	9	9a	69/2	69/2	0.25	5/8	5/8	9/8	1	1	1/16			1/16	1		6	78	F#5	5	159
9	9	9	9a	139/4	139/4	0.25	11/16	11/16	9/8	1	1	1/16			1/16	1		1	79	G5	5	160
9	9	9	9a	35	35	0.75	3/4	3/4	9/8	2	1	3/16			1/8	3/2		6	54	F#3	3	165
9	9	9	9a	35	35	0.5	3/4	3/4	9/8	1	1	1/8			1/8	1		6	78	F#5	5	161
9	9	9	9a	143/4	143/4	0.25	15/16	15/16	9/8	2	1	1/16			1/16	1		6	66	F#4	4	166
9	9	9	9a	36	36	0.5	1	1	9/8	2	1	1/8			1/8	1		5	59	B3	3	167
10	10	10	10a	73/2	73/2	1.5	0	0	9/8	2	1	3/8			1/4	3/2		6	66	F#4	4	183
10	10	10	10a	147/4	147/4	0.25	1/16	1/16	9/8	1	1	1/16			1/16	1		6	78	F#5	5	168
10	10	10	10a	37	37	0.25	1/8	1/8	9/8	1	1	1/16			1/16	1		6	90	F#6	6	169
10	10	10	10a	149/4	149/4	0.25	3/16	3/16	9/8	1	1	1/16			1/16	1		2	86	D6	6	170
10	10	10	10a	75/2	75/2	0.25	1/4	1/4	9/8	1	1	1/16			1/16	1		5	83	B5	5	171
10	10	10	10a	151/4	151/4	0.25	5/16	5/16	9/8	1	1	1/16			1/16	1		6	78	F#5	5	172
10	10	10	10a	38	38	0.75	3/8	3/8	9/8	2	1	3/16			1/8	3/2		5	47	B2	2	184
10	10	10	10a	153/4	153/4	0.25	7/16	7/16	9/8	1	1	1/16			1/16	1		2	74	D5	5	173
10	10	10	10a	77/2	77/2	0.25	1/2	1/2	9/8	1	1	1/16			1/16	1		2	86	D6	6	174
10	10	10	10a	155/4	155/4	0.25	9/16	9/16	9/8	2	1	1/16			1/16	1		5	59	B3	3	185
10	10	10	10a	155/4	155/4	0.25	9/16	9/16	9/8	1	1	1/16			1/16	1		5	83	B5	5	175
10	10	10	10a	39	39	0.5	5/8	5/8	9/8	2	1	1/8			1/8	1		6	54	F#3	3	186
10	10	10	10a	39	39	0.25	5/8	5/8	9/8	1	1	1/16			1/16	1		6	78	F#5	5	176
10	10	10	10a	157/4	157/4	0.25	11/16	11/16	9/8	1	1	1/16			1/16	1		2	74	D5	5	177
10	10	10	10a	79/2	79/2	0.75	3/4	3/4	9/8	2	1	3/16			1/8	3/2		6	54	F#3	3	187
10	10	10	10a	159/4	159/4	0.25	13/16	13/16	9/8	1	1	1/16			1/16	1		5	71	B4	4	178
10	10	10	10a	40	40	0.25	7/8	7/8	9/8	1	1	1/16			1/16	1		5	83	B5	5	179
10	10	10	10a	161/4	161/4	0.25	15/16	15/16	9/8	2	1	1/16			1/16	1		6	66	F#4	4	188
10	10	10	10a	161/4	161/4	0.25	15/16	15/16	9/8	1	1	1/16			1/16	1		6	78	F#5	5	180
10	10	10	10a	81/2	81/2	0.5	1	1	9/8	2	1	1/8			1/8	1		5	59	B3	3	189
10	10	10	10a	81/2	81/2	0.25	1	1	9/8	1	1	1/16			1/16	1		2	74	D5	5	181
10	10	10	10a	163/4	163/4	0.25	17/16	17/16	9/8	1	1	1/16			1/16	1		5	71	B4	4	182
11	11	11	11a	41	41	1.5	0	0	9/8	2	1	3/8			1/4	3/2		6	66	F#4	4	205
11	11	11	11a	165/4	165/4	0.25	1/16	1/16	9/8	1	1	1/16			1/16	1		6	78	F#5	5	190
11	11	11	11a	83/2	83/2	0.25	1/8	1/8	9/8	1	1	1/16			1/16	1		6	90	F#6	6	191
11	11	11	11a	167/4	167/4	0.25	3/16	3/16	9/8	1	1	1/16			1/16	1		2	86	D6	6	192
11	11	11	11a	42	42	0.25	1/4	1/4	9/8	1	1	1/16			1/16	1		5	83	B5	5	193
11	11	11	11a	169/4	169/4	0.25	5/16	5/16	9/8	1	1	1/16			1/16	1		6	78	F#5	5	194
11	11	11	11a	85/2	85/2	0.75	3/8	3/8	9/8	2	1	3/16			1/8	3/2		5	47	B2	2	206
11	11	11	11a	171/4	171/4	0.25	7/16	7/16	9/8	1	1	1/16			1/16	1		2	74	D5	5	195
11	11	11	11a	43	43	0.25	1/2	1/2	9/8	1	1	1/16			1/16	1		2	86	D6	6	196
11	11	11	11a	173/4	173/4	0.25	9/16	9/16	9/8	2	1	1/16			1/16	1		5	59	B3	3	207
11	11	11	11a	173/4	173/4	0.25	9/16	9/16	9/8	1	1	1/16			1/16	1		5	83	B5	5	197
11	11	11	11a	87/2	87/2	0.5	5/8	5/8	9/8	2	1	1/8			1/8	1		6	54	F#3	3	208
11	11	11	11a	87/2	87/2	0.25	5/8	5/8	9/8	1	1	1/16			1/16	1		6	78	F#5	5	198
11	11	11	11a	175/4	175/4	0.25	11/16	11/16	9/8	1	1	1/16			1/16	1		2	74	D5	5	199
11	11	11	11a	44	44	0.75	3/4	3/4	9/8	2	1	3/16			1/8	3/2		6	54	F#3	3	209
11	11	11	11a	177/4	177/4	0.25	13/16	13/16	9/8	1	1	1/16			1/16	1		5	71	B4	4	200
11	11	11	11a	89/2	89/2	0.25	7/8	7/8	9/8	1	1	1/16			1/16	1		5	83	B5	5	201
11	11	11	11a	179/4	179/4	0.25	15/16	15/16	9/8	2	1	1/16			1/16	1		6	66	F#4	4	210
11	11	11	11a	179/4	179/4	0.25	15/16	15/16	9/8	1	1	1/16			1/16	1		6	78	F#5	5	202
11	11	11	11a	45	45	0.5	1	1	9/8	2	1	1/8			1/8	1		5	59	B3	3	211
11	11	11	11a	45	45	0.25	1	1	9/8	1	1	1/16			1/16	1		2	74	D5	5	203
11	11	11	11a	181/4	181/4	0.25	17/16	17/16	9/8	1	1	1/16			1/16	1		5	71	B4	4	204
12	12	12	12a	91/2	91/2	1.5	0	0	9/8	2	1	3/8			1/4	3/2		6	66	F#4	4	227
12	12	12	12a	183/4	183/4	0.25	1/16	1/16	9/8	1	1	1/16			1/16	1		6	78	F#5	5	212
12	12	12	12a	46	46	0.25	1/8	1/8	9/8	1	1	1/16			1/16	1		6	90	F#6	6	213
12	12	12	12a	185/4	185/4	0.25	3/16	3/16	9/8	1	1	1/16			1/16	1		2	86	D6	6	214
12	12	12	12a	93/2	93/2	0.25	1/4	1/4	9/8	1	1	1/16			1/16	1		5	83	B5	5	215
12	12	12	12a	187/4	187/4	0.25	5/16	5/16	9/8	1	1	1/16			1/16	1		6	78	F#5	5	216
12	12	12	12a	47	47	0.75	3/8	3/8	9/8	2	1	3/16			1/8	3/2		5	47	B2	2	228
12	12	12	12a	189/4	189/4	0.25	7/16	7/16	9/8	1	1	1/16			1/16	1		2	74	D5	5	217
12	12	12	12a	95/2	95/2	0.25	1/2	1/2	9/8	1	1	1/16			1/16	1		2	86	D6	6	218
12	12	12	12a	191/4	191/4	0.25	9/16	9/16	9/8	2	1	1/16			1/16	1		5	59	B3	3	229
12	12	12	12a	191/4	191/4	0.25	9/16	9/16	9/8	1	1	1/16			1/16	1		5	83	B5	5	219
12	12	12	12a	48	48	0.5	5/8	5/8	9/8	2	1	1/8			1/8	1		6	54	F#3	3	230
12	12	12	12a	48	48	0.25	5/8	5/8	9/8	1	1	1/16			1/16	1		6	78	F#5	5	220
12	12	12	12a	193/4	193/4	0.25	11/16	11/16	9/8	1	1	1/16			1/16	1		2	74	D5	5	221
12	12	12	12a	97/2	97/2	0.75	3/4	3/4	9/8	2	1	3/16			1/8	3/2		6	54	F#3	3	231
12	12	12	12a	195/4	195/4	0.25	13/16	13/16	9/8	1	1	1/16			1/16	1		5	71	B4	4	222
12	12	12	12a	49	49	0.25	7/8	7/8	9/8	1	1	1/16			1/16	1		5	83	B5	5	223
12	12	12	12a	197/4	197/4	0.25	15/16	15/16	9/8	2	1	1/16			1/16	1		6	66	F#4	4	232
12	12	12	12a	197/4	197/4	0.25	15/16	15/16	9/8	1	1	1/16			1/16	1		6	78	F#5	5	224
12	12	12	12a	99/2	99/2	0.5	1	1	9/8	2	1	1/8			1/8	1		5	59	B3	3	233
12	12	12	12a	99/2	99/2	0.25	1	1	9/8	1	1	1/16			1/16	1		2	74	D5	5	225
12	12	12	12a	199/4	199/4	0.25	17/16	17/16	9/8	1	1	1/16			1/16	1		5	71	B4	4	226
13	13	13	13a	50	50	1.5	0	0	9/8	2	1	3/8			1/4	3/2		6	66	F#4	4	249
13	13	13	13a	201/4	201/4	0.25	1/16	1/16	9/8	1	1	1/16			1/16	1		6	78	F#5	5	234
13	13	13	13a	101/2	101/2	0.25	1/8	1/8	9/8	1	1	1/16			1/16	1		6	90	F#6	6	235
13	13	13	13a	203/4	203/4	0.25	3/16	3/16	9/8	1	1	1/16			1/16	1		2	86	D6	6	236
13	13	13	13a	51	51	0.25	1/4	1/4	9/8	1	1	1/16			1/16	1		5	83	B5	5	237
13	13	13	13a	205/4	205/4	0.25	5/16	5/16	9/8	1	1	1/16			1/16	1		6	78	F#5	5	238
13	13	13	13a	103/2	103/2	0.75	3/8	3/8	9/8	2	1	3/16			1/8	3/2		5	47	B2	2	250
13	13	13	13a	207/4	207/4	0.25	7/16	7/16	9/8	1	1	1/16			1/16	1		2	74	D5	5	239
13	13	13	13a	52	52	0.25	1/2	1/2	9/8	1	1	1/16			1/16	1		2	86	D6	6	240
