mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	Ottava:8va
13	13	209/4	209/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	251		articStaccatissimoAbove										
13	13	105/2	105/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	252		articStaccatissimoAbove										
13	13	53	53	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	253		articStaccatissimoAbove										
13	13	54	54	0.0	1	1	Dynamic	9/8	2	1	0						ff											
13	13	54	54	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	254												
14	14	219/4	219/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	255									25			
14	14	55	55	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	256									25			
14	14	221/4	221/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	257									25			
14	14	111/2	111/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	258									25			
14	14	223/4	223/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	259												
14	14	225/4	225/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	260									26			
14	14	113/2	113/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	261									26			
14	14	227/4	227/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	262									26			
14	14	57	57	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	263									26			
14	14	229/4	229/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	264												
14	14	231/4	231/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	265									27			
14	14	58	58	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	266									27			
14	14	233/4	233/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	267									27			
14	14	117/2	117/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	268									27			
14	14	235/4	235/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	269												
14	14	109/2	109/2	0.0	0	0	StaffText	9/8	2	1	0								"<font size=""8.185""/><i>molto marcato</i>"									
14	14	109/2	109/2	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	270		articAccentAbove										
14	14	221/4	221/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	271		articStaccatissimoAbove										
14	14	111/2	111/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	272		articStaccatissimoAbove										
14	14	56	56	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	273		articAccentAbove										
14	14	115/2	115/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	274		articAccentAbove										
15	15	237/4	237/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	275									28			
15	15	119/2	119/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	276									28			
15	15	239/4	239/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	277									28			
15	15	60	60	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	278									28			
15	15	241/4	241/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	279												
15	15	243/4	243/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	280									29			
15	15	61	61	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	281									29			
15	15	245/4	245/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	282									29			
15	15	123/2	123/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	283									29			
15	15	247/4	247/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	284												
15	15	249/4	249/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	285									30			
15	15	125/2	125/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	286									30			
15	15	251/4	251/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	287									30			
15	15	63	63	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	288									30			
15	15	253/4	253/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	289												
15	15	59	59	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	290		articAccentAbove										
15	15	239/4	239/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	291		articStaccatissimoAbove										
15	15	60	60	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	292		articStaccatissimoAbove										
15	15	121/2	121/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	293		articAccentAbove										
15	15	62	62	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	294		articAccentAbove										
16	16	255/4	255/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	295									31			
16	16	64	64	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	296									31			
16	16	257/4	257/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	297									31			
16	16	129/2	129/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	298									31			
16	16	259/4	259/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	299												
16	16	261/4	261/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	300									32			
16	16	131/2	131/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	301									32			
16	16	263/4	263/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	302									32			
16	16	66	66	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	303									32			
16	16	265/4	265/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	304												
16	16	267/4	267/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	305									33			
16	16	67	67	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	306									33			
16	16	269/4	269/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	307									33			
16	16	135/2	135/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	308									33			
16	16	271/4	271/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	309												
16	16	127/2	127/2	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	310		articAccentAbove										
16	16	257/4	257/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	311		articStaccatissimoAbove										
16	16	129/2	129/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	312		articStaccatissimoAbove										
16	16	65	65	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	313		articAccentAbove										
16	16	133/2	133/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	314		articAccentAbove										
17	17	273/4	273/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	315									34			
17	17	137/2	137/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	316									34			
17	17	275/4	275/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	317									34			
17	17	69	69	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	318									34			
17	17	277/4	277/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	319												
17	17	279/4	279/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	320									35			
17	17	70	70	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	321									35			
17	17	281/4	281/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	322									35			
17	17	141/2	141/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	323									35			
17	17	283/4	283/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	324												
17	17	285/4	285/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	325									36			
17	17	143/2	143/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	326									36			
17	17	287/4	287/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	327									36			
17	17	72	72	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	328									36			
17	17	289/4	289/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	329												
17	17	68	68	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	330		articAccentAbove										
17	17	275/4	275/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	331		articStaccatissimoAbove										
17	17	69	69	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	332		articStaccatissimoAbove										
17	17	139/2	139/2	3.0	3/8	3/8	Chord	9/8	2	1	3/4			1/2	3/2	333		articAccentAbove										
18	18	291/4	291/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	334									37			
18	18	73	73	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	335									37			
18	18	293/4	293/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	336									37			
18	18	147/2	147/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	337									37			
18	18	295/4	295/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	338												
18	18	297/4	297/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	339									38			
18	18	149/2	149/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	340									38			
18	18	299/4	299/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	341									38			
18	18	75	75	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	342									38			
18	18	301/4	301/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	343												
18	18	303/4	303/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	344									39			
18	18	76	76	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	345									39			
18	18	305/4	305/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	346									39			
18	18	153/2	153/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	347									39			
18	18	307/4	307/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	348												
18	18	145/2	145/2	1.5	0	0	Chord	9/8	2	1	3/8			1/4	3/2	349												
18	18	74	74	0.75	3/8	3/8	Chord	9/8	2	1	3/16			1/8	3/2	350		articStaccatissimoAbove										
18	18	299/4	299/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	351		articStaccatissimoAbove										
18	18	75	75	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	352		articStaccatissimoAbove										
18	18	151/2	151/2	0.75	3/4	3/4	Chord	9/8	2	1	3/16			1/8	3/2	353		articStaccatissimoAbove										
18	18	305/4	305/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16			1/16	1	354		articStaccatissimoAbove										
18	18	153/2	153/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	355												
19	19	309/4	309/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	356									40			
19	19	155/2	155/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	357									40			
19	19	311/4	311/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	358									40			
19	19	78	78	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	359									40			
19	19	313/4	313/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	360												
19	19	315/4	315/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	361									41			
19	19	79	79	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	362									41			
19	19	317/4	317/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	363									41			
19	19	159/2	159/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	364									41			
19	19	319/4	319/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	365												
19	19	321/4	321/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	366									42			
19	19	161/2	161/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	367									42			
19	19	323/4	323/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	368									42			
19	19	81	81	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	369									42			
19	19	325/4	325/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	370												
19	19	77	77	1.5	0	0	Chord	9/8	2	1	3/8			1/4	3/2	371												
19	19	157/2	157/2	0.75	3/8	3/8	Chord	9/8	2	1	3/16			1/8	3/2	372		articStaccatissimoAbove										
19	19	317/4	317/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	373		articStaccatissimoAbove										
19	19	159/2	159/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	374		articStaccatissimoAbove										
19	19	80	80	0.75	3/4	3/4	Chord	9/8	2	1	3/16			1/8	3/2	375		articStaccatissimoAbove										
19	19	323/4	323/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16			1/16	1	376		articStaccatissimoAbove										
19	19	81	81	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	377												
20	20	327/4	327/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	378									43			
20	20	82	82	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	379									43			
20	20	329/4	329/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	380									43			
20	20	165/2	165/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	381									43			
20	20	331/4	331/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	382												
20	20	333/4	333/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	383									44			
20	20	167/2	167/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	384									44			
20	20	335/4	335/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	385									44			
20	20	84	84	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	386									44			
20	20	337/4	337/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	387												
20	20	339/4	339/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	388									45			
20	20	85	85	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	389									45			
20	20	341/4	341/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	390									45			
20	20	171/2	171/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	391									45			
20	20	343/4	343/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	392												
20	20	163/2	163/2	1.5	0	0	Chord	9/8	2	1	3/8			1/4	3/2	393												
20	20	83	83	0.75	3/8	3/8	Chord	9/8	2	1	3/16			1/8	3/2	394		articStaccatissimoAbove										
20	20	335/4	335/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	395		articStaccatissimoAbove										
20	20	84	84	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	396		articStaccatissimoAbove										
20	20	169/2	169/2	0.5	3/4	3/4	Chord	9/8	2	1	1/8			1/8	1	397		articStaccatissimoAbove										
20	20	171/2	171/2	0.0	1	1	Dynamic	9/8	2	1	0						ff											
20	20	171/2	171/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	398												
21	21	345/4	345/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	399									46			
21	21	173/2	173/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	400									46			
21	21	347/4	347/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	401									46			
21	21	87	87	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	402									46			
21	21	349/4	349/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	403												
21	21	351/4	351/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	404									47			
21	21	88	88	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	405									47			
21	21	353/4	353/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	406									47			
21	21	177/2	177/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	407									47			
21	21	355/4	355/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	408												
21	21	357/4	357/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	409									48			
21	21	179/2	179/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	410									48			
21	21	359/4	359/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	411									48			
21	21	90	90	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	412									48			
21	21	361/4	361/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	413												
21	21	86	86	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	414		articAccentAbove										
21	21	347/4	347/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	415		articStaccatissimoAbove										
21	21	87	87	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	416		articStaccatissimoAbove										
21	21	175/2	175/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	417		articAccentAbove										
21	21	89	89	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	418		articAccentAbove										
22	22	363/4	363/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	419									49			
22	22	91	91	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	420									49			
22	22	365/4	365/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	421									49			
22	22	183/2	183/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	422									49			
22	22	367/4	367/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	423												
22	22	369/4	369/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	424									50			
22	22	185/2	185/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	425									50			
22	22	371/4	371/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	426									50			
22	22	93	93	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	427									50			
22	22	373/4	373/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	428												
22	22	375/4	375/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	429									51			
22	22	94	94	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	430									51			
22	22	377/4	377/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	431									51			
22	22	189/2	189/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	432									51			
22	22	379/4	379/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	433												
22	22	181/2	181/2	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	434		articAccentAbove										
22	22	365/4	365/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	435		articStaccatissimoAbove										
22	22	183/2	183/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	436		articStaccatissimoAbove										
22	22	92	92	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	437		articAccentAbove										
22	22	187/2	187/2	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	438		articAccentAbove										
23	23	381/4	381/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	439									52			
23	23	191/2	191/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	440									52			
23	23	383/4	383/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	441									52			
23	23	96	96	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	442									52			
23	23	385/4	385/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	443												
23	23	387/4	387/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	444									53			
23	23	97	97	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	445									53			
23	23	389/4	389/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	446									53			
23	23	195/2	195/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	447									53			
23	23	391/4	391/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	448												
23	23	393/4	393/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	449									54			
23	23	197/2	197/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	450									54			
23	23	395/4	395/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	451									54			
23	23	99	99	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	452									54			
23	23	397/4	397/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	453												
23	23	95	95	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	454		articAccentBelow										
23	23	383/4	383/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	455		articStaccatissimoBelow										
23	23	96	96	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	456		articStaccatissimoBelow										
23	23	193/2	193/2	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	457		articAccentAbove										
23	23	98	98	1.5	3/4	3/4	Chord	9/8	2	1	3/8			1/4	3/2	458		articAccentBelow										
24	24	399/4	399/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	459									55			
24	24	100	100	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	460									55			
24	24	401/4	401/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	461									55			
24	24	201/2	201/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	462									55			
24	24	403/4	403/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	463												
24	24	405/4	405/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	464									56			
24	24	203/2	203/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	465									56			
24	24	407/4	407/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	466									56			
24	24	102	102	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	467									56			
24	24	409/4	409/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	468												
24	24	411/4	411/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	469									57			
24	24	103	103	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	470									57			
24	24	413/4	413/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	471									57			
24	24	207/2	207/2	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	472									57			
24	24	415/4	415/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	473												
24	24	199/2	199/2	0.75	0	0	Chord	9/8	2	1	3/16			1/8	3/2	474		articAccentBelow										
24	24	401/4	401/4	0.25	3/16	3/16	Chord	9/8	2	1	1/16			1/16	1	475		articStaccatissimoBelow										
24	24	201/2	201/2	0.5	1/4	1/4	Chord	9/8	2	1	1/8			1/8	1	476		articStaccatissimoBelow										
24	24	101	101	1.5	3/8	3/8	Chord	9/8	2	1	3/8			1/4	3/2	477		articAccentBelow										
24	24	205/2	205/2	0.75	3/4	3/4	Chord	9/8	2	1	3/16			1/8	3/2	478		articStaccatissimoBelow										
24	24	413/4	413/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16			1/16	1	479		articStaccatissimoBelow										
24	24	207/2	207/2	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	480		articStaccatissimoBelow										
25	25	417/4	417/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	481									58			
25	25	209/2	209/2	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	482									58			
25	25	419/4	419/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	483									58			
25	25	105	105	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	484									58			
25	25	421/4	421/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	485									58			
25	25	423/4	423/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	486									59			
25	25	106	106	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	487									59			
25	25	425/4	425/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	488									59			
25	25	213/2	213/2	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	489									59			
25	25	427/4	427/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	490												
25	25	429/4	429/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	491									60			
25	25	215/2	215/2	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	492									60			
25	25	431/4	431/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	493									60			
25	25	108	108	0.25	1	1	Chord	9/8	1	1	1/16			1/16	1	494									60			
25	25	433/4	433/4	0.25	17/16	17/16	Chord	9/8	1	1	1/16			1/16	1	495												
25	25	104	104	1.5	0	0	Chord	9/8	2	1	3/8			1/4	3/2	496												
25	25	211/2	211/2	0.75	3/8	3/8	Chord	9/8	2	1	3/16			1/8	3/2	497		articStaccatissimoAbove										
25	25	425/4	425/4	0.25	9/16	9/16	Chord	9/8	2	1	1/16			1/16	1	498		articStaccatissimoAbove										
25	25	213/2	213/2	0.5	5/8	5/8	Chord	9/8	2	1	1/8			1/8	1	499		articStaccatissimoAbove										
25	25	107	107	0.75	3/4	3/4	Chord	9/8	2	1	3/16			1/8	3/2	500		articStaccatissimoAbove										
25	25	431/4	431/4	0.25	15/16	15/16	Chord	9/8	2	1	1/16			1/16	1	501		articStaccatissimoAbove										
25	25	108	108	0.5	1	1	Chord	9/8	2	1	1/8			1/8	1	502		articStaccatissimoAbove										
26	26	435/4	435/4	0.25	1/16	1/16	Chord	9/8	1	1	1/16			1/16	1	503									61			
26	26	109	109	0.25	1/8	1/8	Chord	9/8	1	1	1/16			1/16	1	504									61			
26	26	437/4	437/4	0.25	3/16	3/16	Chord	9/8	1	1	1/16			1/16	1	505									61			
26	26	219/2	219/2	0.25	1/4	1/4	Chord	9/8	1	1	1/16			1/16	1	506									61			
26	26	439/4	439/4	0.25	5/16	5/16	Chord	9/8	1	1	1/16			1/16	1	507												
26	26	441/4	441/4	0.25	7/16	7/16	Chord	9/8	1	1	1/16			1/16	1	508									62			
26	26	221/2	221/2	0.25	1/2	1/2	Chord	9/8	1	1	1/16			1/16	1	509									62			
26	26	443/4	443/4	0.25	9/16	9/16	Chord	9/8	1	1	1/16			1/16	1	510									62			
26	26	111	111	0.25	5/8	5/8	Chord	9/8	1	1	1/16			1/16	1	511									62			
26	26	445/4	445/4	0.25	11/16	11/16	Chord	9/8	1	1	1/16			1/16	1	512												
26	26	447/4	447/4	0.25	13/16	13/16	Chord	9/8	1	1	1/16			1/16	1	513									63			
26	26	112	112	0.25	7/8	7/8	Chord	9/8	1	1	1/16			1/16	1	514									63			
26	26	449/4	449/4	0.25	15/16	15/16	Chord	9/8	1	1	1/16			1/16	1	515									63			
