piece	TimeSig	KeySig	last_mc	last_mn	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	label_count	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	platform	source	translator	title_text	musescore	ms3_version	subdirectory	rel_path	has_drumset	ambitus	originalFormat	staff_1_instrument	staff_1_ambitus	staff_2_instrument	staff_2_ambitus
Wagner_WWV086B-3	1: 9/8, 217: 3/4, 254: 9/8, 268: 2/2, 353: 12/8, 355: 4/4, 476: 6/8, 532: 2/4, 535: 6/8, 563: 3/4, 603: 2/2, 853: 6/4, 857: 2/2, 906: 6/4, 910: 2/2, 938: 9/8, 981: 3/4, 1203: 4/4, 1472: 12/8, 1473: 4/4, 1474: 12/8, 1475: 4/4	1: 2, 60: 5, 80: 2, 122: 5, 141: 2, 217: -3, 233: -1, 253: 2, 268: -1, 417: 1, 563: -1, 656: -2, 729: -4, 841: -1, 883: -4, 932: 2, 981: 1, 1187: 4, 1203: 0, 1211: -4, 1306: 2, 1425: -3, 1472: 2, 1503: 4, 1522: 0, 1528: 4, 1550: 1, 1557: 4, 1581: 1, 1626: 4, 1648: 2, 1675: 4, 1683: 0, 1691: 4	1733	1733	6699.5	1733	1733	6699.5	21864.75	30542	16592	0	0	0		Walküre - Dritter Aufzug.								2025-05-10	Linux			"<font size=""15.0945""/>Walküre - Dritter Aufzug."	3.6.2	2.6.0.post1.dev1+ga429209ac.d20260201	.	./Wagner_WWV086B-3.mscx	False	26-102 (D1-F#7)	xml		37-102 (C#2-F#7)		26-85 (D1-C#6)
