mc	mn	mc_playthrough	mn_playthrough	quarterbeats_playthrough	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Ottava:8va	crescendo_hairpin	decrescendo_hairpin
621	621	621	621a	4863/2	4863/2	0.0	7/8	7/8	Spanner	2/2	2	1	0
621	621	621	621a	4863/2	4863/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	9711
622	622	622	622a	2432	2432	0.0	0	0	Dynamic	2/2	1	1	0						p
622	622	622	622a	2432	2432	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	9712
622	622	622	622a	4867/2	4867/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	9713
622	622	622	622a	2434	2434	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	9714
622	622	622	622a	2435	2435	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	9715
622	622	622	622a	4871/2	4871/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	9716
622	622	622	622a	4865/2	4865/2	1.0	1/8	1/8	Chord	2/2	2	1	1/4			1/4	1	9717
622	622	622	622a	4867/2	4867/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	9718
622	622	622	622a	4869/2	4869/2	1.0	5/8	5/8	Chord	2/2	2	1	1/4			1/4	1	9719
622	622	622	622a	4871/2	4871/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	9720
622	622	622	622a	2432	2432	2.0	0	0	Chord	2/2	2	2	1/2			1/2	1	9721
622	622	622	622a	2434	2434	2.0	1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	9722
623	623	623	623a	2436	2436	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	9723									644
623	623	623	623a	2437	2437	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	9724
623	623	623	623a	4877/2	4877/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	9725
623	623	623	623a	2439	2439	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	9726
623	623	623	623a	4879/2	4879/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	9727
623	623	623	623a	2436	2436	2.0	0	0	Chord	2/2	1	2	1/2			1/2	1	9728
623	623	623	623a	4873/2	4873/2	1.0	1/8	1/8	Chord	2/2	2	1	1/4			1/4	1	9729
623	623	623	623a	4875/2	4875/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	9730
623	623	623	623a	4877/2	4877/2	1.0	5/8	5/8	Chord	2/2	2	1	1/4			1/4	1	9731
623	623	623	623a	4879/2	4879/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	9732
623	623	623	623a	2436	2436	2.0	0	0	Chord	2/2	2	2	1/2			1/2	1	9733
623	623	623	623a	2438	2438	2.0	1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	9734
624	624	624	624a	2440	2440	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	9735
624	624	624	624a	2441	2441	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	9736
624	624	624	624a	4883/2	4883/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	9737
624	624	624	624a	2442	2442	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	9738									645
624	624	624	624a	2443	2443	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	9739									645
624	624	624	624a	4887/2	4887/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	9740
624	624	624	624a	2442	2442	2.0	1/2	1/2	Chord	2/2	1	2	1/2			1/2	1	9741
624	624	624	624a	2440	2440	0.0	0	0	StaffText	2/2	2	1	0								"<font size=""8.185""/><i>cresc. -		-		-</i>"
624	624	624	624a	4881/2	4881/2	1.0	1/8	1/8	Chord	2/2	2	1	1/4			1/4	1	9742
624	624	624	624a	4883/2	4883/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	9743
624	624	624	624a	4885/2	4885/2	1.0	5/8	5/8	Chord	2/2	2	1	1/4			1/4	1	9744
624	624	624	624a	4887/2	4887/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	9745
624	624	624	624a	625663/256	625663/256	0.0	1023/1024	1023/1024	StaffText	2/2	2	1	0								"<font size=""8.185""/><i>molto cresc. -		-		-		-		-</i>"
624	624	624	624a	2440	2440	2.0	0	0	Chord	2/2	2	2	1/2			1/2	1	9746
624	624	624	624a	2442	2442	2.0	1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	9747
625	625	625	625a	2444	2444	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	9748
625	625	625	625a	2445	2445	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	9749									646
625	625	625	625a	4891/2	4891/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	9750									646
625	625	625	625a	2446	2446	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	9751									646
625	625	625	625a	4893/2	4893/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	9752									646
625	625	625	625a	2447	2447	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	9753									646
625	625	625	625a	4895/2	4895/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	9754
625	625	625	625a	2444	2444	0.25	0	0	Chord	2/2	2	1	1/16			1/16	1	9755
625	625	625	625a	9777/4	9777/4	0.25	1/16	1/16	Chord	2/2	2	1	1/16			1/16	1	9756
625	625	625	625a	4889/2	4889/2	0.25	1/8	1/8	Chord	2/2	2	1	1/16			1/16	1	9757
625	625	625	625a	9779/4	9779/4	0.25	3/16	3/16	Chord	2/2	2	1	1/16			1/16	1	9758
625	625	625	625a	2445	2445	0.25	1/4	1/4	Chord	2/2	2	1	1/16			1/16	1	9759
625	625	625	625a	9781/4	9781/4	0.25	5/16	5/16	Chord	2/2	2	1	1/16			1/16	1	9760
625	625	625	625a	4891/2	4891/2	0.25	3/8	3/8	Chord	2/2	2	1	1/16			1/16	1	9761
625	625	625	625a	9783/4	9783/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	9762
625	625	625	625a	2446	2446	0.25	1/2	1/2	Chord	2/2	2	1	1/16			1/16	1	9763
625	625	625	625a	9785/4	9785/4	0.25	9/16	9/16	Chord	2/2	2	1	1/16			1/16	1	9764
625	625	625	625a	4893/2	4893/2	0.25	5/8	5/8	Chord	2/2	2	1	1/16			1/16	1	9765
625	625	625	625a	9787/4	9787/4	0.25	11/16	11/16	Chord	2/2	2	1	1/16			1/16	1	9766
625	625	625	625a	2447	2447	0.25	3/4	3/4	Chord	2/2	2	1	1/16			1/16	1	9767
625	625	625	625a	9789/4	9789/4	0.25	13/16	13/16	Chord	2/2	2	1	1/16			1/16	1	9768
625	625	625	625a	4895/2	4895/2	0.25	7/8	7/8	Chord	2/2	2	1	1/16			1/16	1	9769
625	625	625	625a	9791/4	9791/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	9770
626	626	626	626a	2448	2448	0.0	0	0	Dynamic	2/2	1	1	0						f
626	626	626	626a	2450	2450	1.5	1/2	1/2	Chord	2/2	1	1	3/8			1/4	3/2	9771
626	626	626	626a	4903/2	4903/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	9772
626	626	626	626a	2448	2448	0.5	0	0	Chord	2/2	1	2	1/8			1/8	1	9773									647
626	626	626	626a	4897/2	4897/2	0.5	1/8	1/8	Chord	2/2	1	2	1/8			1/8	1	9774									647
626	626	626	626a	2449	2449	0.5	1/4	1/4	Chord	2/2	1	2	1/8			1/8	1	9775									647
626	626	626	626a	4899/2	4899/2	0.5	3/8	3/8	Chord	2/2	1	2	1/8			1/8	1	9776									647
626	626	626	626a	2450	2450	0.5	1/2	1/2	Chord	2/2	1	2	1/8			1/8	1	9777									647
626	626	626	626a	4901/2	4901/2	0.5	5/8	5/8	Chord	2/2	1	2	1/8			1/8	1	9778									647
626	626	626	626a	2451	2451	1.0	3/4	3/4	Chord	2/2	1	2	1/4			1/4	1	9779									647
626	626	626	626a	2448	2448	0.25	0	0	Chord	2/2	2	1	1/16			1/16	1	9780
626	626	626	626a	9793/4	9793/4	0.25	1/16	1/16	Chord	2/2	2	1	1/16			1/16	1	9781
626	626	626	626a	4897/2	4897/2	0.25	1/8	1/8	Chord	2/2	2	1	1/16			1/16	1	9782
626	626	626	626a	9795/4	9795/4	0.25	3/16	3/16	Chord	2/2	2	1	1/16			1/16	1	9783
626	626	626	626a	2449	2449	0.25	1/4	1/4	Chord	2/2	2	1	1/16			1/16	1	9784
626	626	626	626a	9797/4	9797/4	0.25	5/16	5/16	Chord	2/2	2	1	1/16			1/16	1	9785
626	626	626	626a	4899/2	4899/2	0.25	3/8	3/8	Chord	2/2	2	1	1/16			1/16	1	9786
626	626	626	626a	9799/4	9799/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	9787
626	626	626	626a	2450	2450	0.25	1/2	1/2	Chord	2/2	2	1	1/16			1/16	1	9788
626	626	626	626a	9801/4	9801/4	0.25	9/16	9/16	Chord	2/2	2	1	1/16			1/16	1	9789
626	626	626	626a	4901/2	4901/2	0.25	5/8	5/8	Chord	2/2	2	1	1/16			1/16	1	9790
626	626	626	626a	9803/4	9803/4	0.25	11/16	11/16	Chord	2/2	2	1	1/16			1/16	1	9791
626	626	626	626a	2451	2451	0.25	3/4	3/4	Chord	2/2	2	1	1/16			1/16	1	9792
626	626	626	626a	9805/4	9805/4	0.25	13/16	13/16	Chord	2/2	2	1	1/16			1/16	1	9793
626	626	626	626a	4903/2	4903/2	0.25	7/8	7/8	Chord	2/2	2	1	1/16			1/16	1	9794
626	626	626	626a	9807/4	9807/4	0.25	15/16	15/16	Chord	2/2	2	1	1/16			1/16	1	9795
627	627	627	627a	2452	2452	0.0	0	0	Dynamic	2/2	1	1	0						fp
627	627	627	627a	2452	2452	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	9796
627	627	627	627a	2454	2454	0.0	1/2	1/2	Dynamic	2/2	1	1	0						ff
627	627	627	627a	2454	2454	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	9797
627	627	627	627a	4909/2	4909/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	9798
627	627	627	627a	2455	2455	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	9799
627	627	627	627a	2452	2452	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	9800
627	627	627	627a	4905/2	4905/2	0.25	1/8	1/8	Chord	2/2	2	1	1/16			1/16	1	9801
627	627	627	627a	9811/4	9811/4	0.25	3/16	3/16	Chord	2/2	2	1	1/16			1/16	1	9802
627	627	627	627a	2453	2453	0.25	1/4	1/4	Chord	2/2	2	1	1/16			1/16	1	9803
627	627	627	627a	9813/4	9813/4	0.25	5/16	5/16	Chord	2/2	2	1	1/16			1/16	1	9804
627	627	627	627a	4907/2	4907/2	0.25	3/8	3/8	Chord	2/2	2	1	1/16			1/16	1	9805
627	627	627	627a	9815/4	9815/4	0.25	7/16	7/16	Chord	2/2	2	1	1/16			1/16	1	9806
627	627	627	627a	2454	2454	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	9807
628	628	628	628a	2456	2456	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	9808
628	628	628	628a	2457	2457	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	9809
628	628	628	628a	2458	2458	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	9810		articStaccatissimoBelow
628	628	628	628a	4917/2	4917/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	9811		articStaccatissimoBelow
628	628	628	628a	2459	2459	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	9812		articStaccatissimoBelow
628	628	628	628a	4919/2	4919/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	9813		articStaccatissimoBelow
628	628	628	628a	2456	2456	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	9814
628	628	628	628a	4913/2	4913/2	0.0	1/8	1/8	Dynamic	2/2	2	1	0						f
628	628	628	628a	4913/2	4913/2	1.0	1/8	1/8	Chord	2/2	2	1	1/4			1/4	1	9815
628	628	628	628a	4915/2	4915/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	9816		articStaccatissimoAbove
628	628	628	628a	2458	2458	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	9817		articStaccatissimoBelow
628	628	628	628a	4917/2	4917/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	9818		articStaccatissimoBelow
628	628	628	628a	2459	2459	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	9819		articStaccatissimoBelow
628	628	628	628a	4919/2	4919/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	9820		articStaccatissimoBelow
629	629	629	629a	4923/2	4923/2	0.0	3/8	3/8	Dynamic	2/2	1	1	0						p
629	629	629	629a	4923/2	4923/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	9821
629	629	629	629a	2462	2462	1.5	1/2	1/2	Chord	2/2	1	1	3/8			1/4	3/2	9822
629	629	629	629a	2460	2460	0.0	0	0	Dynamic	2/2	2	1	0						f
629	629	629	629a	9841/4	9841/4	0.25	1/16	1/16	Chord	2/2	2	1	1/16			1/16	1	9823		articStaccatissimoAbove
629	629	629	629a	4921/2	4921/2	0.25	1/8	1/8	Chord	2/2	2	1	1/16			1/16	1	9824		articStaccatissimoAbove
629	629	629	629a	9843/4	9843/4	0.25	3/16	3/16	Chord	2/2	2	1	1/16			1/16	1	9825		articStaccatissimoAbove
629	629	629	629a	2461	2461	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	9826
629	629	629	629a	9849/4	9849/4	0.25	9/16	9/16	Chord	2/2	2	1	1/16			1/16	1	9827		articStaccatissimoAbove
629	629	629	629a	4925/2	4925/2	0.25	5/8	5/8	Chord	2/2	2	1	1/16			1/16	1	9828		articStaccatissimoAbove
629	629	629	629a	9851/4	9851/4	0.25	11/16	11/16	Chord	2/2	2	1	1/16			1/16	1	9829		articStaccatissimoAbove
629	629	629	629a	2463	2463	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	9830
629	629	629	629a	2460	2460	2.0	0	0	Chord	2/2	2	2	1/2			1/2	1	9831
629	629	629	629a	2462	2462	2.0	1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	9832
630	630	630	630a	2464	2464	0.0	0	0	StaffText	2/2	1	1	0								"<font size=""8.185""/><i>cresc. -		-		-		-		-		-		-</i>"
630	630	630	630a	2464	2464	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	9833
630	630	630	630a	2465	2465	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	9834
630	630	630	630a	4931/2	4931/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	9835
630	630	630	630a	2466	2466	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	9836
630	630	630	630a	2467	2467	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	9837
630	630	630	630a	4935/2	4935/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	9838
630	630	630	630a	9857/4	9857/4	0.25	1/16	1/16	Chord	2/2	2	1	1/16			1/16	1	9839		articStaccatissimoAbove
630	630	630	630a	4929/2	4929/2	0.25	1/8	1/8	Chord	2/2	2	1	1/16			1/16	1	9840		articStaccatissimoAbove
630	630	630	630a	9859/4	9859/4	0.25	3/16	3/16	Chord	2/2	2	1	1/16			1/16	1	9841		articStaccatissimoAbove
630	630	630	630a	2465	2465	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	9842
630	630	630	630a	9865/4	9865/4	0.25	9/16	9/16	Chord	2/2	2	1	1/16			1/16	1	9843		articStaccatissimoAbove
630	630	630	630a	4933/2	4933/2	0.25	5/8	5/8	Chord	2/2	2	1	1/16			1/16	1	9844		articStaccatissimoAbove
630	630	630	630a	9867/4	9867/4	0.25	11/16	11/16	Chord	2/2	2	1	1/16			1/16	1	9845		articStaccatissimoAbove
630	630	630	630a	2467	2467	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	9846
630	630	630	630a	2464	2464	2.0	0	0	Chord	2/2	2	2	1/2			1/2	1	9847
630	630	630	630a	2466	2466	2.0	1/2	1/2	Chord	2/2	2	2	1/2			1/2	1	9848
631	631	631	631a	2468	2468	0.0	0	0	Spanner	2/2	1	1	0																181
631	631	631	631a	2468	2468	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	9849											181
631	631	631	631a	2468	2468	0.0	0	0	StaffText	2/2	2	1	0								"<font size=""8.185""/><i>più</i><font size=""8.185""/> f"
631	631	631	631a	2468	2468	0.0	0	0	Spanner	2/2	2	1	0																182
631	631	631	631a	2468	2468	0.25	0	0	Chord	2/2	2	1	1/16			1/16	1	9850											182
631	631	631	631a	9873/4	9873/4	0.25	1/16	1/16	Chord	2/2	2	1	1/16			1/16	1	9851											182
631	631	631	631a	4937/2	4937/2	0.25	1/8	1/8	Chord	2/2	2	1	1/16			1/16	1	9852											182
631	631	631	631a	9875/4	9875/4	0.25	3/16	3/16	Chord	2/2	2	1	1/16			1/16	1	9853											182
631	631	631	631a	2469	2469	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	9854											182
631	631	631	631a	2470	2470	0.25	1/2	1/2	Chord	2/2	2	1	1/16			1/16	1	9855											182
631	631	631	631a	9881/4	9881/4	0.25	9/16	9/16	Chord	2/2	2	1	1/16			1/16	1	9856											182
631	631	631	631a	4941/2	4941/2	0.25	5/8	5/8	Chord	2/2	2	1	1/16			1/16	1	9857											182
631	631	631	631a	9883/4	9883/4	0.25	11/16	11/16	Chord	2/2	2	1	1/16			1/16	1	9858											182
631	631	631	631a	2471	2471	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	9859											182
632	632	632	632a	2472	2472	0.0	0	0	Spanner	2/2	1	1	0
632	632	632	632a	2472	2472	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	9860
632	632	632	632a	2475	2475	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	9861
632	632	632	632a	4951/2	4951/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	9862
632	632	632	632a	2472	2472	0.0	0	0	Dynamic	2/2	2	1	0						ff
632	632	632	632a	2472	2472	0.0	0	0	Spanner	2/2	2	1	0
632	632	632	632a	2472	2472	3.0	0	0	Chord	2/2	2	1	3/4			1/2	3/2	9863
633	633	633	633a	2476	2476	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	9864
633	633	633	633a	4955/2	4955/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	9865
633	633	633	633a	2478	2478	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	9866
633	633	633	633a	2479	2479	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	9867
633	633	633	633a	4959/2	4959/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	9868
633	633	633	633a	2477	2477	0.0	1/4	1/4	Dynamic	2/2	2	1	0						ff
633	633	633	633a	2477	2477	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	9869
634	634	634	634a	2480	2480	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	9870									648
634	634	634	634a	2481	2481	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	9871
634	634	634	634a	4965/2	4965/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	9872
634	634	634	634a	2483	2483	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	9873
634	634	634	634a	4967/2	4967/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	9874
634	634	634	634a	2482	2482	0.0	1/2	1/2	Dynamic	2/2	2	1	0						ff
634	634	634	634a	2482	2482	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	9875
635	635	635	635a	2484	2484	0.0	0	0	Dynamic	2/2	1	1	0						f
635	635	635	635a	2484	2484	0.0	0	0	Spanner	2/2	1	1	0																	40
635	635	635	635a	2484	2484	1.5	0	0	Chord	2/2	1	1	3/8			1/4	3/2	9876												40
635	635	635	635a	4971/2	4971/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	9877												40
635	635	635	635a	2486	2486	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	9878												40
635	635	635	635a	4973/2	4973/2	1.0	5/8	5/8	Chord	2/2	1	1	1/4			1/4	1	9879												40
635	635	635	635a	4975/2	4975/2	0.0	7/8	7/8	Spanner	2/2	1	1	0
635	635	635	635a	4975/2	4975/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	9880
635	635	635	635a	2484	2484	2.0	0	0	Chord	2/2	2	1	1/2			1/2	1	9881
635	635	635	635a	2486	2486	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	9882
636	636	636	636a	2488	2488	2.0	0	0	Chord	2/2	1	1	1/2			1/2	1	9883
636	636	636	636a	2490	2490	0.0	1/2	1/2	Chord	2/2	1	1	0	grace16		1/16	1	9884
636	636	636	636a	2490	2490	0.0	1/2	1/2	Chord	2/2	1	1	0	grace16		1/16	1	9885
636	636	636	636a	2490	2490	0.0	1/2	1/2	Chord	2/2	1	1	0	grace16		1/16	1	9886
636	636	636	636a	2490	2490	2.0	1/2	1/2	Chord	2/2	1	1	1/2			1/2	1	9887		articMarcatoAbove
636	636	636	636a	2490	2490	0.0	1/2	1/2	Dynamic	2/2	2	1	0						ff
636	636	636	636a	2490	2490	0.0	1/2	1/2	Chord	2/2	2	1	0	grace16		1/16	1	9888
636	636	636	636a	2490	2490	0.0	1/2	1/2	Chord	2/2	2	1	0	grace16		1/16	1	9889
636	636	636	636a	2490	2490	0.0	1/2	1/2	Chord	2/2	2	1	0	grace16		1/16	1	9890
636	636	636	636a	2490	2490	2.0	1/2	1/2	Chord	2/2	2	1	1/2			1/2	1	9891		articMarcatoAbove
637	637	637	637a	2492	2492	0.0	0	0	Spanner	2/2	1	1	0																	41
637	637	637	637a	2492	2492	1.0	0	0	Chord	2/2	1	1	1/4			1/4	1	9892		articMarcatoAbove										41
637	637	637	637a	2493	2493	1.0	1/4	1/4	Chord	2/2	1	1	1/4			1/4	1	9893		articMarcatoAbove										41
637	637	637	637a	2494	2494	1.0	1/2	1/2	Chord	2/2	1	1	1/4			1/4	1	9894		articMarcatoAbove										41
637	637	637	637a	2495	2495	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	9895												41
637	637	637	637a	4991/2	4991/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	9896												41
637	637	637	637a	2492	2492	0.0	0	0	Spanner	2/2	2	1	0																	42
637	637	637	637a	2492	2492	1.0	0	0	Chord	2/2	2	1	1/4			1/4	1	9897		articMarcatoAbove										42
637	637	637	637a	2493	2493	1.0	1/4	1/4	Chord	2/2	2	1	1/4			1/4	1	9898		articMarcatoAbove										42
637	637	637	637a	2494	2494	1.0	1/2	1/2	Chord	2/2	2	1	1/4			1/4	1	9899		articMarcatoAbove										42
637	637	637	637a	2495	2495	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	9900												42
637	637	637	637a	4991/2	4991/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	9901												42
638	638	638	638a	2497	2497	0.5	1/4	1/4	Chord	2/2	1	1	1/8			1/8	1	9902									649			41
638	638	638	638a	4995/2	4995/2	0.5	3/8	3/8	Chord	2/2	1	1	1/8			1/8	1	9903									649			41
638	638	638	638a	2498	2498	0.5	1/2	1/2	Chord	2/2	1	1	1/8			1/8	1	9904									649			41
638	638	638	638a	4997/2	4997/2	0.5	5/8	5/8	Chord	2/2	1	1	1/8			1/8	1	9905									649			41
638	638	638	638a	2499	2499	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	9906									649			41
638	638	638	638a	4999/2	4999/2	0.0	7/8	7/8	Spanner	2/2	1	1	0
638	638	638	638a	4999/2	4999/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	9907
638	638	638	638a	2496	2496	0.0	0	0	Spanner	2/2	2	1	0
638	638	638	638a	2496	2496	4.0	0	0	Chord	2/2	2	1	1			1	1	9908
639	639	639	639a	2500	2500	0.0	0	0	Spanner	2/2	1	1	0																183
639	639	639	639a	2500	2500	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	9909											183
639	639	639	639a	2502	2502	0.0	1/2	1/2	Spanner	2/2	1	1	0
639	639	639	639a	2503	2503	0.5	3/4	3/4	Chord	2/2	1	1	1/8			1/8	1	9910									650
639	639	639	639a	5007/2	5007/2	0.5	7/8	7/8	Chord	2/2	1	1	1/8			1/8	1	9911									650
639	639	639	639a	2500	2500	2.0	0	0	Chord	2/2	1	2	1/2			1/2	1	9912
639	639	639	639a	2500	2500	0.0	0	0	Dynamic	2/2	2	1	0						p
639	639	639	639a	2500	2500	0.0	0	0	Spanner	2/2	2	1	0																184
639	639	639	639a	2500	2500	0.5	0	0	Chord	2/2	2	1	1/8			1/8	1	9913											184
639	639	639	639a	5001/2	5001/2	0.5	1/8	1/8	Chord	2/2	2	1	1/8			1/8	1	9914											184
639	639	639	639a	2501	2501	0.5	1/4	1/4	Chord	2/2	2	1	1/8			1/8	1	9915											184
639	639	639	639a	5003/2	5003/2	0.5	3/8	3/8	Chord	2/2	2	1	1/8			1/8	1	9916											184
639	639	639	639a	2502	2502	0.5	1/2	1/2	Chord	2/2	2	1	1/8			1/8	1	9917											184
639	639	639	639a	5005/2	5005/2	0.5	5/8	5/8	Chord	2/2	2	1	1/8			1/8	1	9918											184
639	639	639	639a	2503	2503	0.5	3/4	3/4	Chord	2/2	2	1	1/8			1/8	1	9919											184
639	639	639	639a	5007/2	5007/2	0.0	7/8	7/8	Spanner	2/2	2	1	0
639	639	639	639a	5007/2	5007/2	0.5	7/8	7/8	Chord	2/2	2	1	1/8			1/8	1	9920
640	640	640	640a	2504	2504	0.0	0	0	Spanner	2/2	1	1	0																	43
640	640	640	640a	2504	2504	3.0	0	0	Chord	2/2	1	1	3/4			1/2	3/2	9921												43
640	640	640	640a	2507	2507	0.0	3/4	3/4	Spanner	2/2	1	1	0
640	640	640	640a	2507	2507	1.0	3/4	3/4	Chord	2/2	1	1	1/4			1/4	1	9922
640	640	640	640a	2504	2504	0.0	0	0	Spanner	2/2	2	1	0																	44
640	640	640	640a	2504	2504	4.0	0	0	Chord	2/2	2	1	1			1	1	9923												44
640	640	640	640a	5013/2	5013/2	0.0	5/8	5/8	Spanner	2/2	2	1	0
640	640	640	640a	2504	2504	0.5	0	0	Chord	2/2	2	2	1/8			1/8	1	9924
640	640	640	640a	5009/2	5009/2	0.5	1/8	1/8	Chord	2/2	2	2	1/8			1/8	1	9925
640	640	640	640a	2505	2505	0.5	1/4	1/4	Chord	2/2	2	2	1/8			1/8	1	9926
640	640	640	640a	5011/2	5011/2	0.5	3/8	3/8	Chord	2/2	2	2	1/8			1/8	1	9927
640	640	640	640a	2506	2506	0.5	1/2	1/2	Chord	2/2	2	2	1/8			1/8	1	9928
640	640	640	640a	5013/2	5013/2	0.5	5/8	5/8	Chord	2/2	2	2	1/8			1/8	1	9929
