mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	tied	tpc	midi	name	octave	chord_id
696	696	2731	2731	0.3333333333333333	3/4	3/4	2/2	1	1	1/12			1/8	2/3	-1	0	72	C5	5	10414
696	696	8194/3	8194/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12			1/8	2/3		0	72	C5	5	10415
696	696	8195/3	8195/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12			1/8	2/3		0	72	C5	5	10416
697	697	2732	2732	1.0	0	0	2/2	1	1	1/4			1/4	1		-1	65	F4	4	10419
697	697	2733	2733	1.0	1/4	1/4	2/2	2	1	1/4			1/4	1		-1	53	F3	3	10424
697	697	2733	2733	1.0	1/4	1/4	2/2	2	1	1/4			1/4	1		3	57	A3	3	10424
697	697	8200/3	8200/3	0.3333333333333333	1/3	1/3	2/2	1	1	1/12			1/8	2/3		-1	65	F4	4	10420
697	697	8201/3	8201/3	0.3333333333333333	5/12	5/12	2/2	1	1	1/12			1/8	2/3		-1	65	F4	4	10421
697	697	2734	2734	1.5	1/2	1/2	2/2	1	1	3/8			1/4	3/2		7	73	C#5	5	10422
697	697	2735	2735	1.0	3/4	3/4	2/2	2	1	1/4			1/4	1		-1	53	F3	3	10425
697	697	2735	2735	1.0	3/4	3/4	2/2	2	1	1/4			1/4	1		3	57	A3	3	10425
697	697	2735	2735	1.0	3/4	3/4	2/2	2	1	1/4			1/4	1		7	61	C#4	4	10425
697	697	5471/2	5471/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		3	69	A4	4	10423
698	698	2736	2736	1.0	0	0	2/2	1	1	1/4			1/4	1		2	74	D5	5	10426
698	698	2737	2737	1.0	1/4	1/4	2/2	2	1	1/4			1/4	1		6	54	F#3	3	10432
698	698	2737	2737	1.0	1/4	1/4	2/2	2	1	1/4			1/4	1		3	57	A3	3	10432
698	698	2737	2737	1.0	1/4	1/4	2/2	2	1	1/4			1/4	1		0	60	C4	4	10432
698	698	2737	2737	1.0	1/4	1/4	2/2	2	1	1/4			1/4	1		2	62	D4	4	10432
698	698	2737	2737	0.5	1/4	1/4	2/2	1	1	1/8			1/8	1		2	74	D5	5	10427
698	698	5475/2	5475/2	0.5	3/8	3/8	2/2	1	1	1/8			1/8	1		3	69	A4	4	10428
698	698	2738	2738	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		-2	70	Bb4	4	10429
698	698	2739	2739	1.0	3/4	3/4	2/2	2	1	1/4			1/4	1		1	55	G3	3	10433
698	698	2739	2739	1.0	3/4	3/4	2/2	2	1	1/4			1/4	1		-2	58	Bb3	3	10433
698	698	2739	2739	1.0	3/4	3/4	2/2	2	1	1/4			1/4	1		2	62	D4	4	10433
698	698	8218/3	8218/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12			1/8	2/3		-2	70	Bb4	4	10430
698	698	8219/3	8219/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12			1/8	2/3		-2	70	Bb4	4	10431
699	699	2740	2740	4.0	0	0	2/2	2	1	1			1	1		-3	51	Eb3	3	10438
699	699	2740	2740	4.0	0	0	2/2	2	1	1			1	1		1	55	G3	3	10438
699	699	2740	2740	4.0	0	0	2/2	2	1	1			1	1		-2	58	Bb3	3	10438
699	699	2740	2740	4.0	0	0	2/2	2	1	1			1	1		-3	63	Eb4	4	10438
699	699	2740	2740	1.5	0	0	2/2	1	1	3/8			1/4	3/2		-3	75	Eb5	5	10434
699	699	5483/2	5483/2	0.5	3/8	3/8	2/2	1	1	1/8			1/8	1		-2	70	Bb4	4	10435
699	699	2742	2742	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		1	67	G4	4	10436
699	699	2743	2743	1.0	3/4	3/4	2/2	1	1	1/4			1/4	1		-3	63	Eb4	4	10437
700	700	2744	2744	2.0	0	0	2/2	1	1	1/2			1/2	1		-2	70	Bb4	4	10439
700	700	2745	2745	1.0	1/4	1/4	2/2	2	1	1/4			1/4	1		-2	46	Bb2	2	10444
700	700	2745	2745	1.0	1/4	1/4	2/2	2	1	1/4			1/4	1		2	50	D3	3	10444
700	700	2745	2745	1.0	1/4	1/4	2/2	2	1	1/4			1/4	1		-1	53	F3	3	10444
700	700	2745	2745	1.0	1/4	1/4	2/2	2	1	1/4			1/4	1		-2	58	Bb3	3	10444
700	700	2746	2746	0.0	1/2	1/2	2/2	1	1	0	grace16		1/16	1		-2	58	Bb3	3	10440
700	700	2746	2746	0.0	1/2	1/2	2/2	1	1	0	grace16		1/16	1		-7	59	Cb4	4	10441
700	700	2746	2746	0.0	1/2	1/2	2/2	1	1	0	grace16		1/16	1		-5	61	Db4	4	10442
700	700	2746	2746	0.0	1/2	1/2	2/2	2	1	0	grace16		1/16	1		-2	46	Bb2	2	10445
700	700	2746	2746	0.0	1/2	1/2	2/2	2	1	0	grace16		1/16	1		-7	47	Cb3	3	10446
700	700	2746	2746	0.0	1/2	1/2	2/2	2	1	0	grace16		1/16	1		-5	49	Db3	3	10447
700	700	2746	2746	2.0	1/2	1/2	2/2	2	1	1/2			1/2	1		-7	47	Cb3	3	10448
700	700	2746	2746	2.0	1/2	1/2	2/2	1	1	1/2			1/2	1		-7	59	Cb4	4	10443
701	701	2748	2748	1.0	0	0	2/2	2	1	1/4			1/4	1		0	48	C3	3	10453
701	701	2748	2748	1.0	0	0	2/2	1	1	1/4			1/4	1		0	60	C4	4	10449
701	701	2749	2749	1.0	1/4	1/4	2/2	2	1	1/4			1/4	1		2	50	D3	3	10454
701	701	2749	2749	1.0	1/4	1/4	2/2	1	1	1/4			1/4	1		2	62	D4	4	10450
701	701	2750	2750	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		-3	51	Eb3	3	10455
701	701	2750	2750	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		-3	63	Eb4	4	10451
701	701	2751	2751	1.0	3/4	3/4	2/2	2	1	1/4			1/4	1		4	52	E3	3	10456
701	701	2751	2751	1.0	3/4	3/4	2/2	1	1	1/4			1/4	1		4	64	E4	4	10452
702	702	2752	2752	0.5	0	0	2/2	2	1	1/8			1/8	1		-1	53	F3	3	10465
702	702	2752	2752	0.5	0	0	2/2	1	1	1/8			1/8	1		-1	65	F4	4	10457
702	702	5505/2	5505/2	0.5	1/8	1/8	2/2	2	1	1/8			1/8	1		-6	54	Gb3	3	10466
702	702	5505/2	5505/2	0.5	1/8	1/8	2/2	1	1	1/8			1/8	1		-6	66	Gb4	4	10458
702	702	2753	2753	0.5	1/4	1/4	2/2	2	1	1/8			1/8	1		3	57	A3	3	10467
702	702	2753	2753	0.5	1/4	1/4	2/2	1	1	1/8			1/8	1		3	69	A4	4	10459
702	702	5507/2	5507/2	0.5	3/8	3/8	2/2	2	1	1/8			1/8	1		-2	58	Bb3	3	10468
702	702	5507/2	5507/2	0.5	3/8	3/8	2/2	1	1	1/8			1/8	1		-2	70	Bb4	4	10460
702	702	2754	2754	0.5	1/2	1/2	2/2	2	1	1/8			1/8	1		-7	59	Cb4	4	10469
702	702	2754	2754	0.5	1/2	1/2	2/2	1	1	1/8			1/8	1		-7	71	Cb5	5	10461
702	702	5509/2	5509/2	0.5	5/8	5/8	2/2	2	1	1/8			1/8	1		0	60	C4	4	10470
702	702	5509/2	5509/2	0.5	5/8	5/8	2/2	1	1	1/8			1/8	1		0	72	C5	5	10462
702	702	2755	2755	0.5	3/4	3/4	2/2	2	1	1/8			1/8	1		-5	61	Db4	4	10471
702	702	2755	2755	0.5	3/4	3/4	2/2	1	1	1/8			1/8	1		-5	73	Db5	5	10463
702	702	5511/2	5511/2	0.5	7/8	7/8	2/2	2	1	1/8			1/8	1		-3	63	Eb4	4	10472
702	702	5511/2	5511/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		-3	75	Eb5	5	10464
703	703	2756	2756	4.0	0	0	2/2	2	1	1			1	1		4	40	E2	2	10475
703	703	2756	2756	4.0	0	0	2/2	2	1	1			1	1		4	52	E3	3	10475
703	703	2756	2756	2.0	0	0	2/2	1	1	1/2			1/2	1		4	64	E4	4	10473
703	703	2756	2756	2.0	0	0	2/2	1	1	1/2			1/2	1		4	76	E5	5	10473
703	703	2758	2758	2.0	1/2	1/2	2/2	1	1	1/2			1/2	1		4	64	E4	4	10474
704	704	2760	2760	4.0	0	0	2/2	2	1	1			1	1	1	4	52	E3	3	10479
704	704	2760	2760	4.0	0	0	2/2	2	1	1			1	1	1	1	55	G3	3	10479
704	704	2760	2760	4.0	0	0	2/2	2	1	1			1	1		5	59	B3	3	10479
704	704	2760	2760	2.0	0	0	2/2	1	1	1/2			1/2	1		5	71	B4	4	10476
704	704	2762	2762	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		1	67	G4	4	10477
704	704	2763	2763	0.5	3/4	3/4	2/2	1	1	1/8			1/8	1		4	64	E4	4	10478
705	705	2764	2764	3.0	0	0	2/2	2	2	3/4			1/2	3/2		0	48	C3	3	10487
705	705	2764	2764	0.5	0	0	2/2	2	1	1/8			1/8	1	-1	4	52	E3	3	10483
705	705	2764	2764	0.5	0	0	2/2	2	1	1/8			1/8	1	-1	1	55	G3	3	10483
705	705	2764	2764	0.5	0	0	2/2	2	1	1/8			1/8	1		0	60	C4	4	10483
705	705	2765	2765	1.0	1/4	1/4	2/2	1	1	1/4			1/4	1		4	64	E4	4	10480
705	705	5531/2	5531/2	0.25	3/8	3/8	2/2	2	1	1/16			1/16	1		-3	51	Eb3	3	10484
705	705	5531/2	5531/2	0.25	3/8	3/8	2/2	2	1	1/16			1/16	1		1	55	G3	3	10484
705	705	11063/4	11063/4	0.25	7/16	7/16	2/2	2	1	1/16			1/16	1		0	60	C4	4	10485
705	705	2766	2766	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		-3	51	Eb3	3	10486
705	705	2766	2766	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		1	55	G3	3	10486
705	705	2767	2767	0.5	3/4	3/4	2/2	1	1	1/8			1/8	1		4	64	E4	4	10481
705	705	5535/2	5535/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		4	64	E4	4	10482
706	706	2768	2768	0.5	0	0	2/2	1	1	1/8			1/8	1		6	66	F#4	4	10488
706	706	5537/2	5537/2	0.5	1/8	1/8	2/2	1	1	1/8			1/8	1		6	66	F#4	4	10489
706	706	2769	2769	1.0	1/4	1/4	2/2	2	1	1/4			1/4	1		5	35	B1	1	10494
706	706	2769	2769	1.0	1/4	1/4	2/2	2	1	1/4			1/4	1		5	47	B2	2	10494
706	706	2769	2769	1.0	1/4	1/4	2/2	1	2	1/4			1/4	1		6	54	F#3	3	10492
706	706	2769	2769	1.0	1/4	1/4	2/2	1	2	1/4			1/4	1		-2	58	Bb3	3	10492
706	706	2769	2769	1.0	1/4	1/4	2/2	1	2	1/4			1/4	1		9	63	D#4	4	10492
706	706	2770	2770	1.5	1/2	1/2	2/2	1	1	3/8			1/4	3/2		1	67	G4	4	10490
706	706	2771	2771	1.0	3/4	3/4	2/2	2	1	1/4			1/4	1		4	40	E2	2	10495
706	706	2771	2771	1.0	3/4	3/4	2/2	2	1	1/4			1/4	1		4	52	E3	3	10495
706	706	2771	2771	1.0	3/4	3/4	2/2	1	2	1/4			1/4	1		1	55	G3	3	10493
706	706	2771	2771	1.0	3/4	3/4	2/2	1	2	1/4			1/4	1		-2	58	Bb3	3	10493
706	706	2771	2771	1.0	3/4	3/4	2/2	1	2	1/4			1/4	1		4	64	E4	4	10493
706	706	5543/2	5543/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		1	67	G4	4	10491
707	707	2772	2772	2.0	0	0	2/2	1	1	1/2			1/2	1		3	69	A4	4	10496
707	707	2773	2773	1.0	1/4	1/4	2/2	2	1	1/4			1/4	1		2	38	D2	2	10503
707	707	2773	2773	1.0	1/4	1/4	2/2	2	1	1/4			1/4	1		2	50	D3	3	10503
707	707	2773	2773	1.0	1/4	1/4	2/2	1	2	1/4			1/4	1		3	57	A3	3	10501
707	707	2773	2773	1.0	1/4	1/4	2/2	1	2	1/4			1/4	1		2	62	D4	4	10501
707	707	2773	2773	1.0	1/4	1/4	2/2	1	2	1/4			1/4	1		6	66	F#4	4	10501
707	707	2774	2774	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1	1	-2	70	Bb4	4	10497
707	707	2775	2775	1.0	3/4	3/4	2/2	2	1	1/4			1/4	1		1	43	G2	2	10504
707	707	2775	2775	1.0	3/4	3/4	2/2	2	1	1/4			1/4	1		1	55	G3	3	10504
707	707	2775	2775	1.0	3/4	3/4	2/2	1	2	1/4			1/4	1		-2	58	Bb3	3	10502
707	707	2775	2775	1.0	3/4	3/4	2/2	1	2	1/4			1/4	1		2	62	D4	4	10502
707	707	2775	2775	0.3333333333333333	3/4	3/4	2/2	1	1	1/12			1/8	2/3	-1	-2	70	Bb4	4	10498
707	707	8326/3	8326/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12			1/8	2/3		3	69	A4	4	10499
707	707	8327/3	8327/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12			1/8	2/3		1	67	G4	4	10500
708	708	2776	2776	2.0	0	0	2/2	1	1	1/2			1/2	1		0	72	C5	5	10505
708	708	2777	2777	1.0	1/4	1/4	2/2	2	1	1/4			1/4	1		-1	41	F2	2	10512
708	708	2777	2777	1.0	1/4	1/4	2/2	2	1	1/4			1/4	1		-1	53	F3	3	10512
708	708	2777	2777	1.0	1/4	1/4	2/2	1	2	1/4			1/4	1		0	60	C4	4	10510
708	708	2777	2777	1.0	1/4	1/4	2/2	1	2	1/4			1/4	1		-1	65	F4	4	10510
708	708	2777	2777	1.0	1/4	1/4	2/2	1	2	1/4			1/4	1		3	69	A4	4	10510
708	708	2778	2778	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1	1	7	73	C#5	5	10506
708	708	2779	2779	1.0	3/4	3/4	2/2	2	1	1/4			1/4	1		4	40	E2	2	10513
708	708	2779	2779	1.0	3/4	3/4	2/2	2	1	1/4			1/4	1		4	52	E3	3	10513
708	708	2779	2779	1.0	3/4	3/4	2/2	1	2	1/4			1/4	1		7	61	C#4	4	10511
708	708	2779	2779	1.0	3/4	3/4	2/2	1	2	1/4			1/4	1		1	67	G4	4	10511
708	708	2779	2779	0.3333333333333333	3/4	3/4	2/2	1	1	1/12			1/8	2/3	-1	7	73	C#5	5	10507
708	708	8338/3	8338/3	0.3333333333333333	5/6	5/6	2/2	1	1	1/12			1/8	2/3		3	69	A4	4	10508
708	708	8339/3	8339/3	0.3333333333333333	11/12	11/12	2/2	1	1	1/12			1/8	2/3		3	69	A4	4	10509
709	709	2780	2780	3.0	0	0	2/2	1	1	3/4			1/2	3/2		2	74	D5	5	10514
709	709	2781	2781	1.0	1/4	1/4	2/2	2	1	1/4			1/4	1	1	2	38	D2	2	10519
709	709	2781	2781	1.0	1/4	1/4	2/2	2	1	1/4			1/4	1	1	2	50	D3	3	10519
709	709	2781	2781	1.0	1/4	1/4	2/2	1	2	1/4			1/4	1	1	2	62	D4	4	10517
709	709	2781	2781	1.0	1/4	1/4	2/2	1	2	1/4			1/4	1	1	-1	65	F4	4	10517
709	709	2781	2781	1.0	1/4	1/4	2/2	1	2	1/4			1/4	1	1	3	69	A4	4	10517
709	709	2782	2782	0.5	1/2	1/2	2/2	2	1	1/8			1/8	1	-1	2	38	D2	2	10520
709	709	2782	2782	0.5	1/2	1/2	2/2	2	1	1/8			1/8	1	-1	2	50	D3	3	10520
709	709	2782	2782	0.5	1/2	1/2	2/2	1	2	1/8			1/8	1	-1	2	62	D4	4	10518
709	709	2782	2782	0.5	1/2	1/2	2/2	1	2	1/8			1/8	1	-1	-1	65	F4	4	10518
709	709	2782	2782	0.5	1/2	1/2	2/2	1	2	1/8			1/8	1	-1	3	69	A4	4	10518
709	709	2783	2783	0.5	3/4	3/4	2/2	1	1	1/8			1/8	1		-1	65	F4	4	10515
709	709	5567/2	5567/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		1	67	G4	4	10516
710	710	2784	2784	1.0	0	0	2/2	1	1	1/4			1/4	1		3	69	A4	4	10521
710	710	2785	2785	0.5	1/4	1/4	2/2	2	1	1/8			1/8	1		7	49	C#3	3	10525
710	710	2785	2785	0.5	1/4	1/4	2/2	1	1	1/8			1/8	1		7	61	C#4	4	10522
710	710	5571/2	5571/2	0.5	3/8	3/8	2/2	2	1	1/8			1/8	1		4	52	E3	3	10526
710	710	5571/2	5571/2	0.5	3/8	3/8	2/2	1	1	1/8			1/8	1		4	64	E4	4	10523
710	710	2786	2786	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		3	57	A3	3	10527
710	710	2786	2786	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		3	69	A4	4	10524
711	711	2788	2788	4.0	0	0	2/2	2	1	1			1	1		-3	51	Eb3	3	10531
711	711	2788	2788	2.0	0	0	2/2	1	1	1/2			1/2	1		-3	63	Eb4	4	10528
711	711	2790	2790	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		-3	63	Eb4	4	10529
711	711	2791	2791	1.0	3/4	3/4	2/2	1	1	1/4			1/4	1		-3	63	Eb4	4	10530
712	712	2792	2792	2.0	0	0	2/2	2	1	1/2			1/2	1	1	6	42	F#2	2	10536
712	712	2792	2792	2.0	0	0	2/2	1	1	1/2			1/2	1	1	6	54	F#3	3	10532
712	712	2794	2794	0.6666666666666666	1/2	1/2	2/2	2	1	1/6			1/4	2/3	-1	6	42	F#2	2	10537
712	712	2794	2794	0.6666666666666666	1/2	1/2	2/2	1	1	1/6			1/4	2/3	-1	6	54	F#3	3	10533
712	712	8384/3	8384/3	0.6666666666666666	2/3	2/3	2/2	2	1	1/6			1/4	2/3		1	43	G2	2	10538
712	712	8384/3	8384/3	0.6666666666666666	2/3	2/3	2/2	1	1	1/6			1/4	2/3		1	55	G3	3	10534
712	712	8386/3	8386/3	0.6666666666666666	5/6	5/6	2/2	2	1	1/6			1/4	2/3		3	45	A2	2	10539
712	712	8386/3	8386/3	0.6666666666666666	5/6	5/6	2/2	1	1	1/6			1/4	2/3		3	57	A3	3	10535
713	713	2796	2796	2.0	0	0	2/2	2	1	1/2			1/2	1		0	48	C3	3	10543
713	713	2796	2796	2.0	0	0	2/2	1	1	1/2			1/2	1		0	60	C4	4	10540
713	713	2798	2798	1.5	1/2	1/2	2/2	2	1	3/8			1/4	3/2		-3	39	Eb2	2	10544
713	713	2798	2798	1.5	1/2	1/2	2/2	1	1	3/8			1/4	3/2		-3	51	Eb3	3	10541
713	713	5599/2	5599/2	0.5	7/8	7/8	2/2	2	1	1/8			1/8	1		2	38	D2	2	10545
713	713	5599/2	5599/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		2	50	D3	3	10542
714	714	2800	2800	1.0	0	0	2/2	2	1	1/4			1/4	1		7	37	C#2	2	10550
714	714	2800	2800	1.5	0	0	2/2	1	1	3/8			1/4	3/2		7	49	C#3	3	10546
714	714	5603/2	5603/2	0.5	3/8	3/8	2/2	1	1	1/8			1/8	1		-2	58	Bb3	3	10547
714	714	2802	2802	1.5	1/2	1/2	2/2	1	1	3/8			1/4	3/2		3	57	A3	3	10548
714	714	5607/2	5607/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		1	55	G3	3	10549
715	715	2804	2804	1.0	0	0	2/2	1	1	1/4			1/4	1		6	54	F#3	3	10551
715	715	2805	2805	1.0	1/4	1/4	2/2	1	1	1/4			1/4	1		3	57	A3	3	10552
715	715	5611/2	5611/2	0.16666666666666666	3/8	3/8	2/2	2	1	1/24			1/16	2/3		2	26	D1	1	10554
715	715	8417/3	8417/3	0.16666666666666666	5/12	5/12	2/2	2	1	1/24			1/16	2/3		2	38	D2	2	10555
715	715	16835/6	16835/6	0.16666666666666666	11/24	11/24	2/2	2	1	1/24			1/16	2/3		2	26	D1	1	10556
715	715	2806	2806	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		2	38	D2	2	10557
715	715	2807	2807	1.0	3/4	3/4	2/2	1	1	1/4			1/4	1		2	50	D3	3	10553
716	716	2808	2808	2.0	0	0	2/2	2	1	1/2			1/2	1		-3	39	Eb2	2	10563
716	716	2808	2808	2.0	0	0	2/2	2	1	1/2			1/2	1		1	43	G2	2	10563
716	716	2808	2808	1.0	0	0	2/2	1	1	1/4			1/4	1		-3	51	Eb3	3	10558
716	716	2809	2809	0.5	1/4	1/4	2/2	1	1	1/8			1/8	1		1	55	G3	3	10559
716	716	5619/2	5619/2	0.5	3/8	3/8	2/2	1	1	1/8			1/8	1		3	57	A3	3	10560
716	716	2810	2810	1.5	1/2	1/2	2/2	1	1	3/8			1/4	3/2		-2	58	Bb3	3	10561
716	716	5623/2	5623/2	0.5	7/8	7/8	2/2	1	1	1/8			1/8	1		1	55	G3	3	10562
717	717	2812	2812	2.0	0	0	2/2	1	1	1/2			1/2	1		2	62	D4	4	10564
717	717	5627/2	5627/2	0.16666666666666666	3/8	3/8	2/2	2	1	1/24			1/16	2/3		2	26	D1	1	10565
717	717	8441/3	8441/3	0.16666666666666666	5/12	5/12	2/2	2	1	1/24			1/16	2/3		2	38	D2	2	10566
717	717	16883/6	16883/6	0.16666666666666666	11/24	11/24	2/2	2	1	1/24			1/16	2/3		2	26	D1	1	10567
717	717	2814	2814	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		2	38	D2	2	10568
718	718	2816	2816	1.0	0	0	2/2	2	1	1/4			1/4	1		2	26	D1	1	10570
718	718	2816	2816	1.0	0	0	2/2	2	1	1/4			1/4	1		2	38	D2	2	10570
718	718	2818	2818	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		2	50	D3	3	10571
718	718	2818	2818	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		6	54	F#3	3	10569
718	718	2818	2818	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		3	57	A3	3	10569
718	718	2818	2818	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		2	62	D4	4	10569
719	719	2820	2820	1.0	0	0	2/2	2	1	1/4			1/4	1		1	43	G2	2	10574
719	719	2820	2820	1.0	0	0	2/2	1	1	1/4			1/4	1		1	55	G3	3	10572
719	719	2820	2820	1.0	0	0	2/2	1	1	1/4			1/4	1		-2	58	Bb3	3	10572
719	719	2820	2820	1.0	0	0	2/2	1	1	1/4			1/4	1		-3	63	Eb4	4	10572
719	719	2822	2822	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		3	45	A2	2	10575
719	719	2822	2822	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		-3	51	Eb3	3	10573
719	719	2822	2822	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		1	55	G3	3	10573
719	719	2822	2822	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		0	60	C4	4	10573
720	720	2824	2824	0.0	0	0	2/2	2	1	0	grace16		1/16	1		2	50	D3	3	10576
720	720	2824	2824	0.0	0	0	2/2	2	1	0	grace16		1/16	1		-3	51	Eb3	3	10577
720	720	2824	2824	0.0	0	0	2/2	2	1	0	grace16		1/16	1		-1	53	F3	3	10578
720	720	2824	2824	4.0	0	0	2/2	2	1	1			1	1	1	-3	51	Eb3	3	10579
721	721	2828	2828	2.0	0	0	2/2	2	1	1/2			1/2	1	-1	-3	51	Eb3	3	10581
721	721	2830	2830	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		2	50	D3	3	10582
721	721	2830	2830	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		6	54	F#3	3	10580
721	721	2830	2830	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		3	57	A3	3	10580
722	722	2832	2832	1.0	0	0	2/2	2	1	1/4			1/4	1		1	43	G2	2	10585
722	722	2832	2832	1.0	0	0	2/2	1	1	1/4			1/4	1		2	50	D3	3	10583
722	722	2832	2832	1.0	0	0	2/2	1	1	1/4			1/4	1		1	55	G3	3	10583
722	722	2832	2832	1.0	0	0	2/2	1	1	1/4			1/4	1		-2	58	Bb3	3	10583
722	722	2834	2834	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		-1	41	F2	2	10586
722	722	2834	2834	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		-1	53	F3	3	10584
722	722	2834	2834	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		3	57	A3	3	10584
722	722	2834	2834	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		0	60	C4	4	10584
723	723	2836	2836	0.0	0	0	2/2	2	1	0	grace16		1/16	1		4	52	E3	3	10587
723	723	2836	2836	0.0	0	0	2/2	2	1	0	grace16		1/16	1		-1	53	F3	3	10588
723	723	2836	2836	0.0	0	0	2/2	2	1	0	grace16		1/16	1		-6	54	Gb3	3	10589
723	723	2836	2836	4.0	0	0	2/2	2	1	1			1	1	1	-1	53	F3	3	10590
724	724	2840	2840	2.0	0	0	2/2	2	1	1/2			1/2	1	-1	-1	53	F3	3	10592
724	724	2842	2842	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		3	45	A2	2	10593
724	724	2842	2842	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		4	52	E3	3	10593
724	724	2842	2842	2.0	1/2	1/2	2/2	1	1	1/2			1/2	1	1	0	60	C4	4	10591
725	725	2844	2844	2.0	0	0	2/2	2	1	1/2			1/2	1		4	40	E2	2	10599
725	725	2844	2844	2.0	0	0	2/2	2	1	1/2			1/2	1		2	50	D3	3	10599
725	725	2844	2844	2.0	0	0	2/2	1	2	1/2			1/2	1		8	56	G#3	3	10597
725	725	2844	2844	1.5	0	0	2/2	1	1	3/8			1/4	3/2	-1	0	60	C4	4	10594
725	725	5691/2	5691/2	0.5	3/8	3/8	2/2	1	1	1/8			1/8	1		5	59	B3	3	10595
725	725	2846	2846	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		-1	41	F2	2	10600
725	725	2846	2846	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		0	48	C3	3	10600
725	725	2846	2846	1.0	1/2	1/2	2/2	1	1	1/4			1/4	1		3	57	A3	3	10596
725	725	2846	2846	1.0	1/2	1/2	2/2	1	2	1/4			1/4	1		3	57	A3	3	10598
726	726	2848	2848	0.0	0	0	2/2	2	1	0	grace16		1/16	1		5	47	B2	2	10601
726	726	2848	2848	0.0	0	0	2/2	2	1	0	grace16		1/16	1		0	48	C3	3	10602
726	726	2848	2848	0.0	0	0	2/2	2	1	0	grace16		1/16	1		-5	49	Db3	3	10603
726	726	2848	2848	4.0	0	0	2/2	2	1	1			1	1	1	0	48	C3	3	10604
727	727	2852	2852	2.0	0	0	2/2	2	1	1/2			1/2	1	-1	0	48	C3	3	10606
727	727	2854	2854	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		-1	41	F2	2	10607
727	727	2854	2854	1.0	1/2	1/2	2/2	2	1	1/4			1/4	1		0	48	C3	3	10607
727	727	2854	2854	2.0	1/2	1/2	2/2	1	1	1/2			1/2	1	1	-4	56	Ab3	3	10605
728	728	2856	2856	4.0	0	0	2/2	2	1	1			1	1		0	36	C2	2	10611
728	728	2856	2856	4.0	0	0	2/2	1	2	1			1	1		-2	46	Bb2	2	10610
728	728	2856	2856	4.0	0	0	2/2	1	2	1			1	1		4	52	E3	3	10610
728	728	2856	2856	3.0	0	0	2/2	1	1	3/4			1/2	3/2	-1	-4	56	Ab3	3	10608
728	728	2859	2859	1.0	3/4	3/4	2/2	1	1	1/4			1/4	1		1	55	G3	3	10609
729	729	2860	2860	0.5	0	0	2/2	2	1	1/8			1/8	1		-5	37	Db2	2	10615
729	729	2860	2860	1.0	0	0	2/2	1	1	1/4			1/4	1		-4	44	Ab2	2	10612
